k,i_ref,i_ref_mpc,ref_advanced,dist_to_ref_m,dist_to_ref_mm,u0_vx,u0_vy,u0_vz,u0_wx,u0_wy,u0_wz,u0_dL,p_x,p_y,p_z,p_qw,p_qx,p_qy,p_qz,p_L,y_x,y_y,y_z,y_tx,y_ty,y_tz,status,infeasible,pred1_err_xy_m,pred1_err_xy_mm,pred1_err_xyz_m,pred1_err_xyz_mm,vessel_tip_alignment_deg,i_seg,u_seg,rho_m,rho_mm,clearance_m,clearance_mm,jac_pred_mm,jac_mpc_pred_mm,jac_actual_mm,jac_gain_actual_over_jac,jac_gain_actual_over_mpc,jac_angle_actual_deg,jac_cos_actual,jac_actual_along_pred_mm,jac_dp_pred_x_mm,jac_dp_pred_y_mm,jac_dp_pred_z_mm,mpc_dp_pred_x_mm,mpc_dp_pred_y_mm,mpc_dp_pred_z_mm,actual_dp_x_mm,actual_dp_y_mm,actual_dp_z_mm,jac_dir_pred_x,jac_dir_pred_y,jac_dir_pred_z,mpc_dir_pred_x,mpc_dir_pred_y,mpc_dir_pred_z,actual_dir_x,actual_dir_y,actual_dir_z,frame_path,case,tracking_err_mm,clearance_plot_mm,vessel_tip_angle_deg,u_trans_norm,u_rot_norm,u_dL_abs,tip_step_mm,tip_step_xy_mm,jac_gain_error_abs,jac_angle_abs_deg
0,17,17,1,0.0016370738741009,1.637073874100924,0.0012945598785368,-0.8776039785889921,-3.4674778139378093e-08,0.0,0.0,-0.0353419856508259,0.0099999595846,0.6621457676217385,-0.71870335647809,-0.1,-0.0005337363263054,-0.9999996844099204,-0.0004950196877483,-0.0003182154969139,0.016099999595846,0.7820675800811537,-0.7108848298257363,-0.1000007773723999,-0.9962590453759256,-0.0864168122117363,0.0002215260957421,solved,0,4.770538225578983e-05,0.0477053822557898,4.770538963231245e-05,0.0477053896323124,2.97656256518257,16,0.0704129315662358,0.0013477359162074,1.3477359162074116,0.0026522640837925,2.6522640837925886,0.9295365793356336,0.9295365985497768,0.9589499367761196,1.0316430338454334,1.031643012520682,2.2794560280512552,0.999208720536907,0.9581911393850142,-0.1000772693332831,-0.9241335353162168,3.727915477154031e-05,-0.1000772693305895,-0.9241335546419372,3.7305219621752705e-05,-0.0652432176359019,-0.9567279151772023,1.0775995804013228e-05,-0.1076636159975664,-0.9941873788083964,4.01050970992285e-05,-0.1076636137691897,-0.9941873790485828,4.0133136963035894e-05,-0.0680361040068913,-0.9976828596429262,1.1237287152070625e-05,mpc_3np1s_bc_60/frames/frame_000000.png,nonBC,0.0477053822557898,2.6522640837925886,2.97656256518257,0.8776049333957213,0.0353419856508259,0.0099999595846,,,0.03164303384543343,2.2794560280512552
1,18,18,1,0.0019320255904515,1.9320255904515435,0.0042743255975019,0.031854846724773,-2.825415810724153e-08,0.0,0.0,0.0012775438693226,0.0099999695967435,0.6621885108777135,-0.7183848080108423,-0.1,-0.0005337342936232,-0.9999996875515658,-0.0004886319704076,-0.0003182189062652,0.0161999992918134,0.7819655583515214,-0.7108597902316001,-0.1000007456817603,-0.9965053027441224,-0.0835292256287085,0.0002237603924735,solved,0,5.063502407051155e-06,0.0050635024070511,5.063701579384141e-06,0.0050637015793841,7.946452667929717,16,0.0856865491748583,0.0003889896256624,0.3889896256624494,0.0036110103743375,3.6110103743375506,0.1046714183571345,0.1032627939560029,0.1050495863675022,1.0036129061428916,1.0173033514109695,0.7261517601784475,0.9999196892438046,0.105041149755783,-0.101962483349306,0.0236591929705206,1.9952955473141217e-05,-0.1013020422333532,0.0200274981002612,-1.3221038722144309e-05,-0.1020217296323622,0.0250395941362446,3.1690639543113797e-05,-0.9741196302644364,0.2260329834243431,0.0001906246785064,-0.9810120213918956,0.1939468934841562,-0.0001280329363137,-0.9711768809393744,0.2383597594439538,0.000301673149214,mpc_3np1s_bc_60/frames/frame_000001.png,nonBC,0.0050635024070511,3.6110103743375506,7.946452667929717,0.032140334770705783,0.0012775438693226,0.0099999695967435,0.10504958636750225,0.10504958158739461,0.0036129061428915588,0.7261517601784475
2,18,18,0,0.0018334165218514,1.8334165218514125,0.0076221665035536,-0.0048325910206318,-1.8205399066289422e-08,0.0,0.0,-0.0002014126547808,0.0099999786378692,0.662264732542749,-0.7184331339210486,-0.1,-0.0005337346140895,-0.9999996870589754,-0.0004896390333666,-0.0003182183687609,0.0162999990781921,0.7818664091225032,-0.7108749600455585,-0.1000007135820419,-0.9964431426218274,-0.0842675053194475,0.0002259848964159,solved,0,8.900270504981605e-06,0.0089002705049816,8.900375047904101e-06,0.0089003750479041,7.780411649925995,16,0.1888996960462564,0.000408672398185,0.4086723981850805,0.0035913276018149,3.5913276018149194,0.1002892088904472,0.0979852222026977,0.1003030104275627,1.0001376173694878,1.023654467201904,0.1025287905137069,0.9999983989079833,0.1003028498332135,-0.0991625696072875,-0.0149903044695881,3.131550169493479e-05,-0.0977775631505473,-0.0063758758298559,-1.103879700148358e-05,-0.0991492290182138,-0.0151698139584377,3.2099718369482666e-05,-0.9887660966157352,-0.1494707619636632,0.0003122519565304,-0.9978807105042752,-0.0650697695685834,-0.0001126577738288,-0.9884970410715428,-0.1512398670166849,0.0003200274670984,mpc_3np1s_bc_60/frames/frame_000002.png,nonBC,0.0089002705049816,3.5913276018149194,7.780411649925995,0.009025040619349979,0.0002014126547808,0.0099999786378692,0.10030301042756273,0.10030300529116681,0.000137617369487808,0.1025287905137069
3,18,18,0,0.0017331637360272,1.7331637360272465,0.0063432327218239,0.0012435190937321,-1.2162334183810632e-08,0.0,0.0,4.508416610046328e-05,0.0099999823715699,0.6623281648699673,-0.7184206987301113,-0.1,-0.0005337345423565,-0.9999996871693247,-0.0004894136126066,-0.0003182184890758,0.0163999989019078,0.7817667779719608,-0.7108833100133776,-0.1000006819920583,-0.9964327122976104,-0.0843907448826237,0.0002281258054687,solved,0,8.086759050280089e-06,0.00808675905028,8.086790303236541e-06,0.0080867903032365,7.822859796036663,16,0.2871465152700344,0.0003883616977438,0.3883616977438442,0.0036116383022561,3.611638302256156,0.0999802744158675,0.0984323034451947,0.099980443682242,1.0000016929976987,1.0157279692017902,0.0456297712976096,0.9999996828817028,0.0999804119766139,-0.0996243004553145,-0.0084292938531907,3.219002867954945e-05,-0.0984316712701049,-0.0003526606839887,9.107296194965642e-06,-0.0996311505423452,-0.0083499678190657,3.158998361507681e-05,-0.9964395580765032,-0.0843095690868896,0.0003219637960349,-0.9999935775648076,-0.0035827738622932,9.25234488699781e-05,-0.9965063853786562,-0.0835160108471172,0.0003159616266104,mpc_3np1s_bc_60/frames/frame_000003.png,nonBC,0.00808675905028,3.611638302256156,7.822859796036663,0.00646397254788738,4.508416610046328e-05,0.0099999823715699,0.099980443682242,0.09998043869163059,1.692997698699017e-06,0.0456297712976096
4,18,18,0,0.0016332507529377,1.6332507529377187,0.0057451847125872,0.0014857372991922,-6.802146335915613e-09,0.0,0.0,5.5620428676754046e-05,0.0099999854556641,0.6623856167170932,-0.7184058413571194,-0.1,-0.0005337344538592,-0.9999996873053932,-0.0004891355105502,-0.0003182186375085,0.0164999987564644,0.7816671206926953,-0.7108912912562828,-0.1000006507348406,-0.9964252316097988,-0.084479020003757,0.0002301967937547,solved,0,7.968248474055869e-06,0.0079682484740558,7.968278393350213e-06,0.0079682783933502,7.8299468204196945,16,0.3862303929849876,0.0003748350363299,0.3748350363299471,0.00362516496367,3.625164963670053,0.0999760239866331,0.0983996995160949,0.0999763698377473,1.0000034593405538,1.0160231213042934,0.0521452564107361,0.9999995858531864,0.0999763284328523,-0.0996496295386495,-0.0080719065151741,3.209666722182349e-05,-0.0983996343324467,-0.0001128686788476,9.421246519036863e-06,-0.0996572792655303,-0.0079812429052417,3.1257217716906815e-05,-0.9967352727687264,-0.0807384230068335,0.0003210436456856,-0.9999993375625276,-0.0011470429219061,9.57446675687852e-05,-0.9968083400834132,-0.0798312933165562,0.0003126460559393,mpc_3np1s_bc_60/frames/frame_000004.png,nonBC,0.0079682484740558,3.625164963670053,7.8299468204196945,0.005934185934397646,5.5620428676754046e-05,0.0099999854556641,0.09997636983774735,0.09997636495152432,3.459340553790824e-06,0.0521452564107361
5,18,18,0,0.0015333662566564,1.5333662566564408,0.0052332627254439,0.0014078080277138,-2.3952687889837953e-09,0.0,0.0,5.309247787915141e-05,0.0099999874127931,0.6624379493443476,-0.7183917632768423,-0.1,-0.0005337343693841,-0.999999687435205,-0.0004888700482438,-0.0003182187791949,0.0165999986305924,0.7815674633038352,-0.7108992696278427,-0.1000006197887237,-0.9964179419077194,-0.0845649521140649,0.0002322032101077,solved,0,7.963458459546732e-06,0.0079634584595467,7.96345852877137e-06,0.0079634585287713,7.835023363220666,16,0.4853595994316865,0.0003616756140844,0.3616756140844318,0.0036383243859155,3.638324385915568,0.0999758961052257,0.0983788075063344,0.0999762498037394,1.000003537837893,1.0162376668095117,0.0520950760725053,0.9999995866498852,0.099976208478545,-0.0996497410085148,-0.0080689470505418,3.1819402205944787e-05,-0.0983787319113194,-0.000118237525104,2.9896100248172353e-05,-0.099657388860086,-0.007978371559858,3.0946116960639536e-05,-0.9967376626825368,-0.0807089244996536,0.0003182707377031,-0.9999992315924846,-0.0012018597104511,0.0003038876055317,-0.9968106330825638,-0.0798026688890626,0.0003095346847015,mpc_3np1s_bc_60/frames/frame_000005.png,nonBC,0.0079634584595467,3.638324385915568,7.835023363220666,0.005419313812321785,5.309247787915141e-05,0.0099999874127931,0.09997624980373938,0.099976245014291,3.5378378930861487e-06,0.0520950760725053
6,19,19,1,0.0023859866959777,2.385986695977723,-0.0156555182366478,0.2497547187593735,-5.3203714566697314e-08,0.0,0.0,0.0100484895196803,0.0099999077755521,0.6622813941619812,-0.7158942160892485,-0.1,-0.0005337183806201,-0.9999997107350812,-0.0004386276157535,-0.0003182455949143,0.0166999977083479,0.7814502075500629,-0.7106188613962539,-0.1000005921481549,-0.9982183720675628,-0.0596659615088921,0.0002338888719478,solved,0,2.6270519389377783e-06,0.0026270519389377,2.6270533075057773e-06,0.0026270533075057,7.8399652346503315,16,0.5844890661833426,0.0003485196177868,0.3485196177868895,0.0036514803822131,3.6514803822131103,0.2954097299980003,0.3021122815006705,0.3039369817897752,1.0288658460634743,1.0060398083786628,1.1860929360254089,0.9997857372528616,0.3038718594171,-0.1195831323701357,0.2701236435172198,1.558909788793639e-05,-0.1182879192781483,0.2779924426372648,2.4959039238159345e-05,-0.1172557537723051,0.2804082315888134,2.764056870885323e-05,-0.4048043115267233,0.9144033391149584,5.277110502772509e-05,-0.3915362814466905,0.9201626668614856,8.261510956847331e-05,-0.38578968930279,0.9225867478764532,9.09417753183173e-05,mpc_3np1s_bc_60/frames/frame_000006.png,nonBC,0.0026270519389377,3.6514803822131103,7.8399652346503315,0.25024490962621915,0.0100484895196803,0.0099999077755521,0.3039369817897752,0.30393698053293394,0.02886584606347431,1.1860929360254089
7,19,19,0,0.0022755670670661,2.27556706706616,0.0081612662454119,0.015597868454566,-4.10277951120105e-08,0.0,0.0,0.0006272622953097,0.0099999332696674,0.6623630068244353,-0.7157382374047029,-0.1,-0.0005337173825002,-0.9999997121058358,-0.0004354913051821,-0.0003182472688198,0.0167999970410445,0.7813495386389436,-0.7106076756243133,-0.1000005593441678,-0.9983007201955852,-0.0582719178207975,0.0002359035017306,solved,0,1.241508055791907e-05,0.012415080557919,1.2415081498961045e-05,0.012415081498961,6.409632310561533,16,0.7162374325998909,0.0006223720451705,0.622372045170557,0.0033776279548294,3.377627954829443,0.1011964851389213,0.0989482838277419,0.1012884605270822,1.0009088792761385,1.0236505031599563,0.362814239499545,0.9999799510360202,0.1012864297983855,-0.1006462487401043,0.0105385076195091,3.280503819628177e-05,-0.0962853367958427,0.0228012143088651,3.763784943433546e-05,-0.1006689111192615,0.0111857719405916,3.2803987137786095e-05,-0.9945626925869836,0.1041390677259394,0.0003241717155615,-0.9730874864233616,0.2304356723211044,0.0003803790018213,-0.993883316968225,0.1104348104649182,0.000323866973267,mpc_3np1s_bc_60/frames/frame_000007.png,nonBC,0.012415080557919,3.377627954829443,6.409632310561533,0.017603970207204056,0.0006272622953097,0.0099999332696674,0.10128846052708218,0.10128845521501803,0.0009088792761384745,0.362814239499545
8,19,19,0,0.002176316418197,2.176316418197034,0.0082616035351625,0.0030459300916004,-3.4191440266473944e-08,0.0,0.0,0.0001220439936623,0.0099999406803428,0.6624456228597869,-0.7157077781037868,-0.1,-0.0005337171882992,-0.9999997123713952,-0.0004348810853893,-0.0003182475945048,0.016899996447848,0.7812495897631412,-0.7106109155765877,-0.1000005268646931,-0.998309014151785,-0.058129645515477,0.0002378561250076,solved,0,1.060694463562682e-05,0.0106069446356268,1.0606948532561852e-05,0.0106069485325618,6.329623610803628,16,0.8173767562822422,0.0006282944407736,0.6282944407736482,0.0033717055592263,3.371705559226352,0.0999988122393307,0.0973489794887862,0.1000013805896202,1.000025683807957,1.0272463164458705,0.0780606740577056,0.9999990719117666,0.1000012877795156,-0.0999418018447731,-0.0033760331854769,3.306399212391076e-05,-0.0970986434032372,0.0069768696273619,2.3387216246950615e-05,-0.0999488758024469,-0.0032399522744697,3.2479474679214526e-05,-0.9994298892828734,-0.0337607328514759,0.0003306438484966,-0.9974284672847772,0.071668646800408,0.0002402410006737,-0.9994749593769232,-0.0323990754464244,0.0003247902627714,mpc_3np1s_bc_60/frames/frame_000008.png,nonBC,0.0106069446356268,3.371705559226352,6.329623610803628,0.008805213404358544,0.0001220439936623,0.0099999406803428,0.10000138058962026,0.10000137531511155,2.568380795708869e-05,0.0780606740577056
9,19,19,0,0.0020765194168369,2.076519416836969,0.0076022649001012,0.0009080367495653,-2.7333604082672786e-08,0.0,0.0,3.65789064612087e-05,0.0099999489918109,0.6625216455087879,-0.7156986977362911,-0.1,-0.0005337171300935,-0.9999997124509158,-0.0004346981909096,-0.0003182476921187,0.0169999959377661,0.7811497599965979,-0.7106165754679595,-0.1000004948324836,-0.9983052438748764,-0.0581943517658811,0.0002397383425103,solved,0,1.0481446816950588e-05,0.0104814468169505,1.0481457990445492e-05,0.0104814579904454,6.321459374522605,16,0.9170445055614564,0.0006198501856721,0.6198501856721174,0.0033801498143278,3.3801498143278828,0.099989904220061,0.0971172045319345,0.099990087931243,1.0000018372973094,1.0295816113442986,0.0294271174427485,0.9999998681074772,0.099990074743298,-0.0998266630555287,-0.005711149046965,3.26450343545403e-05,-0.0970158044222291,0.004436758793358,1.6727670609784084e-05,-0.0998297665433245,-0.0056598913718008,3.2032209482113494e-05,-0.9983674235333494,-0.0571172569022147,0.0003264833045813,-0.9989558996246426,0.0456845809631918,0.0001722420933593,-0.9983966271934004,-0.0566045243973867,0.0003203538485148,mpc_3np1s_bc_60/frames/frame_000009.png,nonBC,0.0104814468169505,3.3801498143278828,6.321459374522605,0.007656302132924155,3.65789064612087e-05,0.0099999489918109,0.09999008793124302,0.09999008280042208,1.8372973094038514e-06,0.0294271174427485
