case,n_steps,final_i_ref,final_i_ref_mpc,mean_tracking_err_mm,median_tracking_err_mm,max_tracking_err_mm,mean_tip_step_xy_mm,max_tip_step_xy_mm,min_clearance_mm,mean_clearance_mm,mean_vessel_tip_angle_deg,max_vessel_tip_angle_deg,mean_jac_pred_mm,mean_jac_actual_mm,mean_jac_gain_actual_over_jac,median_jac_gain_actual_over_jac,mean_jac_gain_abs_error,mean_jac_angle_actual_deg,median_jac_angle_actual_deg,max_jac_angle_actual_deg,mean_u_trans_norm,mean_u_rot_norm,mean_u_dL_abs
1np,188.0,40.0,40.0,0.015672454005248197,0.0059798579968214,0.2391850629583214,0.12340818461213998,0.5659231843393343,2.6067337900725605,3.337818064407192,19.910301631485176,45.70262807750834,0.14827455508237947,0.12653807553923394,0.9429581267019099,1.000011358076129,0.08920885337080323,14.527092584760547,5.970235780463039,95.71768774990753,0.06426826471587749,0.002389376727716846,0.010099143344584584
3np,189.0,40.0,40.0,0.02606626635242111,0.0137735135111151,1.1802163815777058,0.1315203608532405,0.6809958782178055,2.3024195089325303,3.207427638703354,18.91921569439804,46.14283348570559,0.30537371230510985,0.13589850922506289,0.9248590099585801,1.0000013759293094,0.10955030616719902,15.59210999344957,7.281235691811816,92.87617406643676,0.08673647516240432,0.0035088375843467705,0.010002483461780995
1np_minus_3np,-1.0,0.0,0.0,-0.010393812347172914,-0.0077936555142937,-0.9410313186193844,-0.008112176241100527,-0.11507269387847119,0.3043142811400301,0.1303904257038382,0.991085937087135,-0.44020540819724374,-0.15709915722273038,-0.00936043368582895,0.01809911674332987,9.982146819575988e-06,-0.020341452796395793,-1.0650174086890232,-1.3109999113487776,2.8415136834707653,-0.022468210446526832,-0.0011194608566299246,9.665988280358959e-05
