controller,key,rep,run_dir,stop_reason,steps,n_track,rms_track_mm,mean_track_mm,max_track_mm,p95_track_mm,mean_hold_mm,final_mm,duration_s
mpc_lti,lti,1,close_loop_logs/compare_FF_ushape10x15mm_bimaterial_h5_n3_2026-09-15/runs/lti_rep1_20260915T160909Z,path_complete,234,212,1.1326558079334088,0.9314245283018867,2.854,2.3516,0.478,0.298,45.535
mpc_ltv_offline,ltv,1,close_loop_logs/compare_FF_ushape10x15mm_bimaterial_h5_n3_2026-09-15/runs/ltv_rep1_20260915T161056Z,path_complete,234,212,1.194834313926349,1.0033584905660378,2.798,2.4652499999999993,0.2914090909090909,0.251,43.6583
