pair_key,contact_experiment,no_contact_experiment,pair_index,contact_frame,no_contact_frame,contact_progress,no_contact_progress,mean_progress,progress_difference,pose_position_difference_mm,pose_rotation_difference_deg,pose_length_difference_mm,full_matrix_relative_change,source_matrix_relative_change,dL_column_relative_change,channel_index,channel,common_input_scale,input_scale_relative_mismatch,gain_contact,gain_no_contact,scaled_authority_contact_m,scaled_authority_no_contact_m,gain_ratio_contact_to_no_contact,relative_gain_difference,direction_difference_deg,column_relative_change,command_contact,command_no_contact,contribution_contact_m,contribution_no_contact_m,contribution_ratio_contact_to_no_contact
"(None, True, 'inverse_jacobian', 'held', 10, 15, 1.0)",bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,bends_p0_m30_jac_no_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,9,9,9,0.02141407059843531,0.02141407059843531,0.02141407059843531,0.0,0.04676731879210041,0.0012559669077195717,0.003225139466080107,0.0014932645973175702,0.0007301531598391182,0.0017629303129854433,4,wy,0.5,0.0,0.00011345994252961551,0.00011349000203196723,5.6729971264807756e-05,5.6745001015983616e-05,0.9997351352382279,-0.00026486476177216956,0.012894892503273398,0.0003475502524925056,-0.0007648402036551366,-0.0007680886752965778,8.677872555105121e-08,8.717038532013964e-08,0.9955069629708527
"(None, True, 'inverse_jacobian', 'held', 10, 15, 1.0)",bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,bends_p0_m30_jac_no_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,9,9,9,0.02141407059843531,0.02141407059843531,0.02141407059843531,0.0,0.04676731879210041,0.0012559669077195717,0.003225139466080107,0.0014932645973175702,0.0007301531598391182,0.0017629303129854433,5,wz,5.235987755982988,0.0,5.626655783802774e-05,5.628999006081486e-05,0.0002946110079112219,0.0002947336987428307,0.999583723096028,-0.00041627690397190903,0.017188362140098147,0.000513074170383814,0.014427826303655786,0.01445606601794129,8.118041231916662e-07,8.137318124683987e-07,0.9976310508607438
"(None, True, 'inverse_jacobian', 'held', 10, 15, 1.0)",bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,bends_p0_m30_jac_no_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,9,9,9,0.02141407059843531,0.02141407059843531,0.02141407059843531,0.0,0.04676731879210041,0.0012559669077195717,0.003225139466080107,0.0014932645973175702,0.0007301531598391182,0.0017629303129854433,6,dL,0.5,0.0,0.010061648359739573,0.01006149138932309,0.005030824179869786,0.005030745694661545,1.0000156011082662,1.560110826604428e-05,0.021158360543539187,0.0003696153349238049,0.002648108252512443,0.0026389438360977695,2.6644334055304646e-05,2.655171068380495e-05,1.0034884144604737
"(None, True, 'inverse_jacobian', 'held', 10, 15, 1.0)",bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,bends_p0_m30_jac_no_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,10,10,10,0.02141407059843531,0.02141407059843531,0.02141407059843531,0.0,0.04505575884376592,0.0014071650562098225,0.002308697824617012,0.0017382308227957533,0.000775483382606802,0.0020317461762377506,0,vx,0.5,0.0,0.0007573277688169506,0.000756910143605308,0.0003786638844084753,0.000378455071802654,1.0005517500527252,0.0005517500527252441,0.03319972047491276,0.0008002307263753965,0.0032530851704611415,0.0033280383568930105,2.4636517339168454e-06,2.5190259906398622e-06,0.9780175921452279
"(None, True, 'inverse_jacobian', 'held', 10, 15, 1.0)",bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,bends_p0_m30_jac_no_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,10,10,10,0.02141407059843531,0.02141407059843531,0.02141407059843531,0.0,0.04505575884376592,0.0014071650562098225,0.002308697824617012,0.0017382308227957533,0.000775483382606802,0.0020317461762377506,1,vy,0.5,0.0,3.094366897242252e-05,3.079265725289488e-05,1.547183448621126e-05,1.539632862644744e-05,1.0049041470597164,0.0049041470597163215,0.02612128291553394,0.004925395890968638,0.0061235736259773275,0.006087144648118827,1.894858352104995e-07,1.8743935879831647e-07,1.0109180719850042
"(None, True, 'inverse_jacobian', 'held', 10, 15, 1.0)",bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,bends_p0_m30_jac_no_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,10,10,10,0.02141407059843531,0.02141407059843531,0.02141407059843531,0.0,0.04505575884376592,0.0014071650562098225,0.002308697824617012,0.0017382308227957533,0.000775483382606802,0.0020317461762377506,2,vz,1.0,,9.157426852200861e-05,9.104846429123508e-05,9.157426852200861e-05,9.104846429123508e-05,1.0057749928553616,0.005774992855361603,0.03619308398480249,0.005809636580898376,0.0,0.0,0.0,0.0,
"(None, True, 'inverse_jacobian', 'held', 10, 15, 1.0)",bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,bends_p0_m30_jac_no_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,10,10,10,0.02141407059843531,0.02141407059843531,0.02141407059843531,0.0,0.04505575884376592,0.0014071650562098225,0.002308697824617012,0.0017382308227957533,0.000775483382606802,0.0020317461762377506,3,wx,1.0,,3.3395877122597226e-14,3.4054347850460116e-14,3.3395877122597226e-14,3.4054347850460116e-14,,,,,0.0,0.0,0.0,0.0,
"(None, True, 'inverse_jacobian', 'held', 10, 15, 1.0)",bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,bends_p0_m30_jac_no_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,10,10,10,0.02141407059843531,0.02141407059843531,0.02141407059843531,0.0,0.04505575884376592,0.0014071650562098225,0.002308697824617012,0.0017382308227957533,0.000775483382606802,0.0020317461762377506,4,wy,0.5,0.0,0.00010131148652133217,0.0001012535258490102,5.065574326066608e-05,5.06267629245051e-05,1.0005724311507769,0.0005724311507769133,0.03196075428570269,0.0007993867186237277,-0.0006498940869709601,-0.0006590869078222515,6.584173603245191e-08,6.673487325792455e-08,0.9866166341243994
"(None, True, 'inverse_jacobian', 'held', 10, 15, 1.0)",bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,bends_p0_m30_jac_no_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,10,10,10,0.02141407059843531,0.02141407059843531,0.02141407059843531,0.0,0.04505575884376592,0.0014071650562098225,0.002308697824617012,0.0017382308227957533,0.000775483382606802,0.0020317461762377506,5,wz,5.235987755982988,0.0,5.00572538645509e-05,5.0069238221230744e-05,0.00026209916833292064,0.0002621619182777596,0.9997606443176369,-0.00023935568236310462,0.047791866507911666,0.0008676922227748022,0.009912093017552196,0.009904219012401873,4.961721565086526e-07,4.958967011271921e-07,1.0005554692758276
"(None, True, 'inverse_jacobian', 'held', 10, 15, 1.0)",bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,bends_p0_m30_jac_no_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,10,10,10,0.02141407059843531,0.02141407059843531,0.02141407059843531,0.0,0.04505575884376592,0.0014071650562098225,0.002308697824617012,0.0017382308227957533,0.000775483382606802,0.0020317461762377506,6,dL,0.5,0.0,0.010053767099531909,0.01005355742737463,0.005026883549765954,0.005026778713687315,1.0000208555189338,2.085551893381096e-05,0.024509654373331545,0.0004282867083213682,0.001704861442225601,0.0016982876545580956,1.7140279877108267e-05,1.7073832463301184e-05,1.0038917691121725
"(None, True, 'inverse_jacobian', 'held', 10, 15, 1.0)",bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,bends_p0_m30_jac_no_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,11,11,11,0.021818051023999724,0.021818051023999724,0.021818051023999724,0.0,0.0393623510327901,0.001351251558100118,0.0016513190578826276,0.0014665088552039947,0.0007028580815048081,0.0017001807057391391,0,vx,0.5,0.0,0.0007821169847119346,0.0007815906260320776,0.0003910584923559673,0.0003907953130160388,1.000673445487095,0.0006734454870949461,0.03165518934736267,0.000871192616234865,0.0061071393262106905,0.006224255464222221,4.7764973950315815e-06,4.864819724865026e-06,0.9818446859640014
"(None, True, 'inverse_jacobian', 'held', 10, 15, 1.0)",bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,bends_p0_m30_jac_no_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,11,11,11,0.021818051023999724,0.021818051023999724,0.021818051023999724,0.0,0.0393623510327901,0.001351251558100118,0.0016513190578826276,0.0014665088552039947,0.0007028580815048081,0.0017001807057391391,1,vy,0.5,0.0,3.394077360575688e-05,3.380709180184025e-05,1.697038680287844e-05,1.6903545900920124e-05,1.0039542532880439,0.003954253288043901,0.027215720145461083,0.0039827929877667345,0.01065843488184472,0.010602694724285619,3.617555253163937e-07,3.584462738908112e-07,1.0092322104221134
"(None, True, 'inverse_jacobian', 'held', 10, 15, 1.0)",bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,bends_p0_m30_jac_no_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,11,11,11,0.021818051023999724,0.021818051023999724,0.021818051023999724,0.0,0.0393623510327901,0.001351251558100118,0.0016513190578826276,0.0014665088552039947,0.0007028580815048081,0.0017001807057391391,2,vz,1.0,,9.986882799917598e-05,9.93943216501063e-05,9.986882799917598e-05,9.93943216501063e-05,1.0047739784445642,0.004773978444564158,0.0355683009082604,0.004814362124222235,0.0,0.0,0.0,0.0,
"(None, True, 'inverse_jacobian', 'held', 10, 15, 1.0)",bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,bends_p0_m30_jac_no_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,11,11,11,0.021818051023999724,0.021818051023999724,0.021818051023999724,0.0,0.0393623510327901,0.001351251558100118,0.0016513190578826276,0.0014665088552039947,0.0007028580815048081,0.0017001807057391391,3,wx,1.0,,2.0995164704531408e-14,1.8797515781768622e-14,2.0995164704531408e-14,1.8797515781768622e-14,,,,,0.0,0.0,0.0,0.0,
"(None, True, 'inverse_jacobian', 'held', 10, 15, 1.0)",bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,bends_p0_m30_jac_no_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,11,11,11,0.021818051023999724,0.021818051023999724,0.021818051023999724,0.0,0.0393623510327901,0.001351251558100118,0.0016513190578826276,0.0014665088552039947,0.0007028580815048081,0.0017001807057391391,4,wy,0.5,0.0,0.000104663087014839,0.00010459103217454549,5.23315435074195e-05,5.2295516087272744e-05,1.0006889198700446,0.0006889198700445742,0.02996567058083315,0.0008650593139952512,-0.0012206051558805715,-0.0012344182770084255,1.277523036406894e-07,1.2910908172743523e-07,0.9894912265768403
"(None, True, 'inverse_jacobian', 'held', 10, 15, 1.0)",bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,bends_p0_m30_jac_no_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,11,11,11,0.021818051023999724,0.021818051023999724,0.021818051023999724,0.0,0.0393623510327901,0.001351251558100118,0.0016513190578826276,0.0014665088552039947,0.0007028580815048081,0.0017001807057391391,5,wz,5.235987755982988,0.0,5.172562387493679e-05,5.173076305948572e-05,0.00027083473327975036,0.0002708616419871243,0.9999006551567193,-9.934484328067056e-05,0.0513143658023586,0.0009010534528987928,0.016274876905264187,0.01625586722110054,8.418281614125907e-07,8.409284155412127e-07,1.0010699434752708
"(None, True, 'inverse_jacobian', 'held', 10, 15, 1.0)",bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,bends_p0_m30_jac_no_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,11,11,11,0.021818051023999724,0.021818051023999724,0.021818051023999724,0.0,0.0393623510327901,0.001351251558100118,0.0016513190578826276,0.0014665088552039947,0.0007028580815048081,0.0017001807057391391,6,dL,0.5,0.0,0.010058546642479798,0.010058344927746968,0.005029273321239899,0.005029172463873484,1.0000200544656481,2.0054465648099027e-05,0.021541440737393447,0.00037650730921764866,0.001760052485385904,0.0017568182278809613,1.7703570017466608e-05,1.7670683711379886e-05,1.0018610658548284
"(None, True, 'inverse_jacobian', 'held', 10, 15, 1.0)",bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,bends_p0_m30_jac_no_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,12,12,12,0.021818051023999724,0.021818051023999724,0.021818051023999724,0.0,0.03272895848952315,0.0012291778918283264,0.001327893307395689,0.000999889650739776,0.000561417857096619,0.0011367355195630606,0,vx,0.5,0.0,0.0008079627695539007,0.0008073765498380827,0.00040398138477695035,0.00040368827491904134,1.0007260796909887,0.0007260796909887932,0.029358033892628362,0.0008887802406234781,0.005036813619171685,0.0051092912339917905,4.06955788147276e-06,4.125121928618252e-06,0.9865303261074507
"(None, True, 'inverse_jacobian', 'held', 10, 15, 1.0)",bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,bends_p0_m30_jac_no_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,12,12,12,0.021818051023999724,0.021818051023999724,0.021818051023999724,0.0,0.03272895848952315,0.0012291778918283264,0.001327893307395689,0.000999889650739776,0.000561417857096619,0.0011367355195630606,1,vy,0.5,0.0,3.8423405174210516e-05,3.832761171269511e-05,1.9211702587105258e-05,1.9163805856347557e-05,1.0024993329152223,0.0024993329152224004,0.03505470716855743,0.0025733099994303347,0.007887913658439931,0.007856573823865192,3.0308050247742663e-07,3.0112371091322936e-07,1.0064982978532737
"(None, True, 'inverse_jacobian', 'held', 10, 15, 1.0)",bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,bends_p0_m30_jac_no_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,12,12,12,0.021818051023999724,0.021818051023999724,0.021818051023999724,0.0,0.03272895848952315,0.0012291778918283264,0.001327893307395689,0.000999889650739776,0.000561417857096619,0.0011367355195630606,2,vz,1.0,,0.0001120667246165231,0.00011170475907349318,0.0001120667246165231,0.00011170475907349318,1.0032403770979155,0.003240377097915543,0.03334767037224588,0.0032923997991675,0.0,0.0,0.0,0.0,
"(None, True, 'inverse_jacobian', 'held', 10, 15, 1.0)",bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,bends_p0_m30_jac_no_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,12,12,12,0.021818051023999724,0.021818051023999724,0.021818051023999724,0.0,0.03272895848952315,0.0012291778918283264,0.001327893307395689,0.000999889650739776,0.000561417857096619,0.0011367355195630606,3,wx,1.0,,4.346309556214857e-14,4.514055091130146e-14,4.346309556214857e-14,4.514055091130146e-14,,,,,0.0,0.0,0.0,0.0,
"(None, True, 'inverse_jacobian', 'held', 10, 15, 1.0)",bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,bends_p0_m30_jac_no_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,12,12,12,0.021818051023999724,0.021818051023999724,0.021818051023999724,0.0,0.03272895848952315,0.0012291778918283264,0.001327893307395689,0.000999889650739776,0.000561417857096619,0.0011367355195630606,4,wy,0.5,0.0,0.00010819069456493773,0.00010811162485013764,5.4095347282468865e-05,5.405581242506882e-05,1.0007313710704995,0.0007313710704995593,0.026956659402916316,0.0008697236787586539,-0.0010077162651399357,-0.0010156886110017167,1.0902552264987459e-07,1.0980774607717498e-07,0.9928764276178602
"(None, True, 'inverse_jacobian', 'held', 10, 15, 1.0)",bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,bends_p0_m30_jac_no_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,12,12,12,0.021818051023999724,0.021818051023999724,0.021818051023999724,0.0,0.03272895848952315,0.0012291778918283264,0.001327893307395689,0.000999889650739776,0.000561417857096619,0.0011367355195630606,5,wz,5.235987755982988,0.0,5.3498175952608964e-05,5.34990322113781e-05,0.00028011579425528404,0.0002801202776157152,0.9999839948736688,-1.6005126331128105e-05,0.05672293594619671,0.0009901233985441496,0.011072985981516412,0.011056952366340094,5.923845523599374e-07,5.91536250806502e-07,1.001434065202731
"(None, True, 'inverse_jacobian', 'held', 10, 15, 1.0)",bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,bends_p0_m30_jac_no_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,12,12,12,0.021818051023999724,0.021818051023999724,0.021818051023999724,0.0,0.03272895848952315,0.0012291778918283264,0.001327893307395689,0.000999889650739776,0.000561417857096619,0.0011367355195630606,6,dL,0.5,0.0,0.010064964832075475,0.0100647999348414,0.005032482416037738,0.0050323999674207,1.000016383558058,1.638355805810097e-05,0.01544345953075561,0.0002700388859426585,0.0013375331667257965,0.0013347422090762273,1.3462224284829686e-05,1.3433913298940478e-05,1.00210742657476
"(None, True, 'inverse_jacobian', 'held', 10, 15, 1.0)",bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,bends_p0_m30_jac_no_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,13,13,13,0.021818051023999724,0.021818051023999724,0.021818051023999724,0.0,0.030456284059453966,0.001131279399172883,0.0010487975424244844,0.0007746842751838423,0.0006138886514665714,0.0008360691057734433,0,vx,0.5,0.0,0.0009202090283603778,0.0009199744416783135,0.0004601045141801889,0.0004599872208391568,1.0002549926078776,0.00025499260787756057,0.02953761895934544,0.0005752033018132351,0.0036972027477668577,0.0036667952232854965,3.402199348173859e-06,3.373357888290782e-06,1.0085497776512797
"(None, True, 'inverse_jacobian', 'held', 10, 15, 1.0)",bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,bends_p0_m30_jac_no_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,13,13,13,0.021818051023999724,0.021818051023999724,0.021818051023999724,0.0,0.030456284059453966,0.001131279399172883,0.0010487975424244844,0.0007746842751838423,0.0006138886514665714,0.0008360691057734433,1,vy,0.5,0.0,4.695990774877069e-05,4.6907391493109256e-05,2.3479953874385346e-05,2.3453695746554628e-05,1.0011195731416689,0.0011195731416689444,0.014418238529817303,0.0011475367063995933,0.0053532505256034925,0.005381476206412551,2.5138815083839823e-07,2.5243101122504597e-07,0.9958687310977097
"(None, True, 'inverse_jacobian', 'held', 10, 15, 1.0)",bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,bends_p0_m30_jac_no_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,13,13,13,0.021818051023999724,0.021818051023999724,0.021818051023999724,0.0,0.030456284059453966,0.001131279399172883,0.0010487975424244844,0.0007746842751838423,0.0006138886514665714,0.0008360691057734433,2,vz,1.0,,0.0001357793522296208,0.00013552042975945464,0.0001357793522296208,0.00013552042975945464,1.001910578874534,0.0019105788745338913,0.026942628826553173,0.0019677036079602853,0.0,0.0,0.0,0.0,
"(None, True, 'inverse_jacobian', 'held', 10, 15, 1.0)",bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,bends_p0_m30_jac_no_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,13,13,13,0.021818051023999724,0.021818051023999724,0.021818051023999724,0.0,0.030456284059453966,0.001131279399172883,0.0010487975424244844,0.0007746842751838423,0.0006138886514665714,0.0008360691057734433,3,wx,1.0,,8.2163106740132e-14,8.23004023900638e-14,8.2163106740132e-14,8.23004023900638e-14,,,,,0.0,0.0,0.0,0.0,
"(None, True, 'inverse_jacobian', 'held', 10, 15, 1.0)",bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,bends_p0_m30_jac_no_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,13,13,13,0.021818051023999724,0.021818051023999724,0.021818051023999724,0.0,0.030456284059453966,0.001131279399172883,0.0010487975424244844,0.0007746842751838423,0.0006138886514665714,0.0008360691057734433,4,wy,0.5,0.0,0.0001232931565961369,0.00012325792494996616,6.164657829806845e-05,6.162896247498308e-05,1.000285836762099,0.0002858367620989439,0.032518169505726044,0.0006355365655958841,-0.0007357619687619783,-0.0007324084237462502,9.071441563205257e-08,9.027514252683831e-08,1.0048659364352004
"(None, True, 'inverse_jacobian', 'held', 10, 15, 1.0)",bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,bends_p0_m30_jac_no_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,13,13,13,0.021818051023999724,0.021818051023999724,0.021818051023999724,0.0,0.030456284059453966,0.001131279399172883,0.0010487975424244844,0.0007746842751838423,0.0006138886514665714,0.0008360691057734433,5,wz,5.235987755982988,0.0,6.10708633073128e-05,6.109523452160698e-05,0.00031976629252440056,0.0003198938999040433,0.9996010946764504,-0.0003989053235495766,0.001939739528035303,0.0004003387949228721,0.007050175476918996,0.007098509439907162,4.305603028434889e-07,4.3368509898496905e-07,0.9927947809394566
"(None, True, 'inverse_jacobian', 'held', 10, 15, 1.0)",bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,bends_p0_m30_jac_no_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,13,13,13,0.021818051023999724,0.021818051023999724,0.021818051023999724,0.0,0.030456284059453966,0.001131279399172883,0.0010487975424244844,0.0007746842751838423,0.0006138886514665714,0.0008360691057734433,6,dL,0.5,0.0,0.010082773150540939,0.01008267156847085,0.005041386575270469,0.005041335784235425,1.0000100749160974,1.0074916097294803e-05,0.009836742767832436,0.00017197977237055516,0.0010184505885822012,0.0010157794254697042,1.0268806249709235e-05,1.0241770333021041e-05,1.0026397698648861
"(None, True, 'inverse_jacobian', 'held', 10, 15, 1.0)",bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,bends_p0_m30_jac_no_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,14,14,14,0.022222016432337587,0.022222016432337587,0.022222016432337587,0.0,0.030032606935712042,0.001408250392375766,0.0007816812311670085,0.0005664437461322926,0.0008238697054358709,0.00042711882807643895,0,vx,0.5,0.0,0.0007947204908058179,0.0007950489085017894,0.00039736024540290896,0.0003975244542508947,0.9995869213925589,-0.00041307860744114436,0.013015078614205844,0.00047139416392396065,0.008372679221151457,0.008418695591123038,6.65393973999316e-06,6.693274740731199e-06,0.9941232054171226
"(None, True, 'inverse_jacobian', 'held', 10, 15, 1.0)",bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,bends_p0_m30_jac_no_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,14,14,14,0.022222016432337587,0.022222016432337587,0.022222016432337587,0.0,0.030032606935712042,0.001408250392375766,0.0007816812311670085,0.0005664437461322926,0.0008238697054358709,0.00042711882807643895,1,vy,0.5,0.0,4.2404896345201224e-05,4.232780638934409e-05,2.1202448172600612e-05,2.1163903194672045e-05,1.0018212603589243,0.0018212603589242836,0.006432454288176616,0.0018247236072471743,0.011791898031729009,0.011765672582709712,5.000342137486509e-07,4.980151111213507e-07,1.0040542999242612
"(None, True, 'inverse_jacobian', 'held', 10, 15, 1.0)",bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,bends_p0_m30_jac_no_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,14,14,14,0.022222016432337587,0.022222016432337587,0.022222016432337587,0.0,0.030032606935712042,0.001408250392375766,0.0007816812311670085,0.0005664437461322926,0.0008238697054358709,0.00042711882807643895,2,vz,1.0,,0.00012254070035397734,0.00012235704559412022,0.00012254070035397734,0.00012235704559412022,1.0015009741283418,0.001500974128341915,0.018629158079694674,0.0015358379224945837,0.0,0.0,0.0,0.0,
"(None, True, 'inverse_jacobian', 'held', 10, 15, 1.0)",bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,bends_p0_m30_jac_no_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,14,14,14,0.022222016432337587,0.022222016432337587,0.022222016432337587,0.0,0.030032606935712042,0.001408250392375766,0.0007816812311670085,0.0005664437461322926,0.0008238697054358709,0.00042711882807643895,3,wx,1.0,,8.860767877456652e-14,8.909492580506763e-14,8.860767877456652e-14,8.909492580506763e-14,,,,,0.0,0.0,0.0,0.0,
"(None, True, 'inverse_jacobian', 'held', 10, 15, 1.0)",bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,bends_p0_m30_jac_no_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,14,14,14,0.022222016432337587,0.022222016432337587,0.022222016432337587,0.0,0.030032606935712042,0.001408250392375766,0.0007816812311670085,0.0005664437461322926,0.0008238697054358709,0.00042711882807643895,4,wy,0.5,0.0,0.00010652789731166732,0.00010657062254557015,5.326394865583366e-05,5.3285311272785077e-05,0.999599089947283,-0.00040091005271707754,0.009936026197165307,0.00043679520527955564,-0.0016693791923479127,-0.0016736748367514342,1.7783545517667256e-07,1.7836456929145583e-07,0.9970335245565577
