pair_key,contact_experiment,no_contact_experiment,pair_index,contact_frame,no_contact_frame,contact_progress,no_contact_progress,mean_progress,progress_difference,pose_position_difference_mm,pose_rotation_difference_deg,pose_length_difference_mm,full_matrix_relative_change,source_matrix_relative_change,dL_column_relative_change,channel_index,channel,common_input_scale,input_scale_relative_mismatch,gain_contact,gain_no_contact,scaled_authority_contact_m,scaled_authority_no_contact_m,gain_ratio_contact_to_no_contact,relative_gain_difference,direction_difference_deg,column_relative_change,command_contact,command_no_contact,contribution_contact_m,contribution_no_contact_m,contribution_ratio_contact_to_no_contact
"(None, True, 'inverse_jacobian', 'held', 10, 15, 1.0)",bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,bends_p0_m30_jac_no_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,1,1,1,0.014545454545455134,0.014545454545455134,0.014545454545455134,0.0,0.03706273229811661,0.0005147143503693451,0.0,0.0018240760271724039,0.0006369607053489672,0.002277373322391126,3,wx,1.0,,2.361082443856305e-13,2.3611466817206713e-13,2.361082443856305e-13,2.3611466817206713e-13,,,,,0.0,0.0,0.0,0.0,
"(None, True, 'inverse_jacobian', 'held', 10, 15, 1.0)",bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,bends_p0_m30_jac_no_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,1,1,1,0.014545454545455134,0.014545454545455134,0.014545454545455134,0.0,0.03706273229811661,0.0005147143503693451,0.0,0.0018240760271724039,0.0006369607053489672,0.002277373322391126,4,wy,0.5,0.0,8.135564230367248e-05,8.135702994681045e-05,4.067782115183624e-05,4.067851497340523e-05,0.9999829437832369,-1.7056216763026247e-05,0.009236293310668248,0.00016210216989401188,-0.0003780112803823073,-0.00038114353527910866,3.075335051353624e-08,3.100870601373565e-08,0.9917650384996299
"(None, True, 'inverse_jacobian', 'held', 10, 15, 1.0)",bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,bends_p0_m30_jac_no_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,1,1,1,0.014545454545455134,0.014545454545455134,0.014545454545455134,0.0,0.03706273229811661,0.0005147143503693451,0.0,0.0018240760271724039,0.0006369607053489672,0.002277373322391126,5,wz,5.235987755982988,0.0,4.051516438710664e-05,4.051291364397058e-05,0.00021213690466252838,0.00021212511979902608,1.0000555561902025,5.555619020254407e-05,0.0010679493443838844,5.859975132406391e-05,0.0402322120994849,0.0406608909573575,1.6300146868675718e-06,1.6472911640423286e-06,0.9895121897379928
"(None, True, 'inverse_jacobian', 'held', 10, 15, 1.0)",bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,bends_p0_m30_jac_no_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,1,1,1,0.014545454545455134,0.014545454545455134,0.014545454545455134,0.0,0.03706273229811661,0.0005147143503693451,0.0,0.0018240760271724039,0.0006369607053489672,0.002277373322391126,6,dL,0.5,0.0,0.010026620184644123,0.010026522056583227,0.0050133100923220614,0.005013261028291614,1.0000097868493523,9.786849352338603e-06,0.01734106557456215,0.00030281836259857595,-0.01,-0.01,0.00010026620184644122,0.00010026522056583227,1.0000097868493523
"(None, True, 'inverse_jacobian', 'held', 10, 15, 1.0)",bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,bends_p0_m30_jac_no_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,2,2,2,0.015757575757576442,0.015757575757576442,0.015757575757576442,0.0,0.035886128002171336,0.0020437479395038795,0.0,0.0020614107079344863,0.0006247218682567782,0.002596917925312251,0,vx,0.5,0.0,0.00048445367760305226,0.00048446791927472197,0.00024222683880152613,0.00024223395963736099,0.9999706034783664,-2.9396521633535396e-05,0.008232510210696773,0.00014665864383660862,0.005480784799352914,0.005499243451439105,2.6551863521974265e-06,2.664207032503844e-06,0.99661412187703
"(None, True, 'inverse_jacobian', 'held', 10, 15, 1.0)",bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,bends_p0_m30_jac_no_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,2,2,2,0.015757575757576442,0.015757575757576442,0.015757575757576442,0.0,0.035886128002171336,0.0020437479395038795,0.0,0.0020614107079344863,0.0006247218682567782,0.002596917925312251,1,vy,0.5,0.0,8.73995088599574e-06,8.651915983266428e-06,4.36997544299787e-06,4.325957991633214e-06,1.0101751915875719,0.010175191587571955,0.14610738520888092,0.010493019940987591,0.01001335149761055,0.009936640075254214,8.75162002933281e-08,8.597097508705769e-08,1.017973801096308
"(None, True, 'inverse_jacobian', 'held', 10, 15, 1.0)",bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,bends_p0_m30_jac_no_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,2,2,2,0.015757575757576442,0.015757575757576442,0.015757575757576442,0.0,0.035886128002171336,0.0020437479395038795,0.0,0.0020614107079344863,0.0006247218682567782,0.002596917925312251,2,vz,1.0,,2.5792542151464242e-05,2.5510797057979234e-05,2.5792542151464242e-05,2.5510797057979234e-05,1.0110441509469374,0.011044150946937349,0.03886852461694367,0.011065195758501612,0.0,0.0,0.0,0.0,
"(None, True, 'inverse_jacobian', 'held', 10, 15, 1.0)",bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,bends_p0_m30_jac_no_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,2,2,2,0.015757575757576442,0.015757575757576442,0.015757575757576442,0.0,0.035886128002171336,0.0020437479395038795,0.0,0.0020614107079344863,0.0006247218682567782,0.002596917925312251,3,wx,1.0,,1.2325272091216084e-13,1.2268792660410896e-13,1.2325272091216084e-13,1.2268792660410896e-13,,,,,0.0,0.0,0.0,0.0,
"(None, True, 'inverse_jacobian', 'held', 10, 15, 1.0)",bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,bends_p0_m30_jac_no_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,2,2,2,0.015757575757576442,0.015757575757576442,0.015757575757576442,0.0,0.035886128002171336,0.0020437479395038795,0.0,0.0020614107079344863,0.0006247218682567782,0.002596917925312251,4,wy,0.5,0.0,6.467637275192671e-05,6.467757784936198e-05,3.2338186375963356e-05,3.233878892468099e-05,0.9999813676164857,-1.863238351432273e-05,0.008231632129268932,0.00014487093202434658,-0.0011074318729384033,-0.001111537666262382,7.162467661152852e-08,7.189156394218333e-08,0.996287640496047
"(None, True, 'inverse_jacobian', 'held', 10, 15, 1.0)",bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,bends_p0_m30_jac_no_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,2,2,2,0.015757575757576442,0.015757575757576442,0.015757575757576442,0.0,0.035886128002171336,0.0020437479395038795,0.0,0.0020614107079344863,0.0006247218682567782,0.002596917925312251,5,wz,5.235987755982988,0.0,3.221325996820206e-05,3.221151604143754e-05,0.00016866823477380293,0.00016865910359461657,1.000054139853656,5.413985365592894e-05,0.0021309774608664956,6.568474614074103e-05,0.03991478626619404,0.04005139146605516,1.2857853865681297e-06,1.2901160386907305e-06,0.9966432072831249
"(None, True, 'inverse_jacobian', 'held', 10, 15, 1.0)",bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,bends_p0_m30_jac_no_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,2,2,2,0.015757575757576442,0.015757575757576442,0.015757575757576442,0.0,0.035886128002171336,0.0020437479395038795,0.0,0.0020614107079344863,0.0006247218682567782,0.002596917925312251,6,dL,0.5,0.0,0.010016454204509872,0.01001638462709063,0.005008227102254936,0.005008192313545315,1.0000069463605714,6.946360571340577e-06,0.015547595119242362,0.00027144656128837987,-0.01,-0.01,0.00010016454204509872,0.00010016384627090631,1.0000069463605714
"(None, True, 'inverse_jacobian', 'held', 10, 15, 1.0)",bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,bends_p0_m30_jac_no_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,3,3,3,0.0165656565656572,0.0165656565656572,0.0165656565656572,0.0,0.03454927107179806,0.0028195266808389774,0.0,0.002068839782036213,0.0006116544198155818,0.002629581838643197,0,vx,0.5,0.0,0.0004547600797933058,0.0004547393476405271,0.0002273800398966529,0.00022736967382026355,1.0000455912884738,4.5591288473905554e-05,0.00802944606798992,0.00014737284772617878,-0.0008616366662716205,-0.0009916784583413737,3.9183795910652016e-07,4.509552152153199e-07,0.8689065917985387
"(None, True, 'inverse_jacobian', 'held', 10, 15, 1.0)",bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,bends_p0_m30_jac_no_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,3,3,3,0.0165656565656572,0.0165656565656572,0.0165656565656572,0.0,0.03454927107179806,0.0028195266808389774,0.0,0.002068839782036213,0.0006116544198155818,0.002629581838643197,1,vy,0.5,0.0,6.809024345420866e-06,6.728011605764121e-06,3.404512172710433e-06,3.3640058028820607e-06,1.0120411117583892,0.01204111175838911,0.016665982626640694,0.012044666876604566,-0.0008233512512815213,-0.0009485626885141252,5.606218714808612e-09,6.381940777117851e-09,0.8784504448724197
"(None, True, 'inverse_jacobian', 'held', 10, 15, 1.0)",bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,bends_p0_m30_jac_no_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,3,3,3,0.0165656565656572,0.0165656565656572,0.0165656565656572,0.0,0.03454927107179806,0.0028195266808389774,0.0,0.002068839782036213,0.0006116544198155818,0.002629581838643197,2,vz,1.0,,2.170776252252708e-05,2.1448973744839964e-05,2.170776252252708e-05,2.1448973744839964e-05,1.0120653221345555,0.012065322134555509,0.00715794909887854,0.012065976710119703,0.0,0.0,0.0,0.0,
"(None, True, 'inverse_jacobian', 'held', 10, 15, 1.0)",bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,bends_p0_m30_jac_no_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,3,3,3,0.0165656565656572,0.0165656565656572,0.0165656565656572,0.0,0.03454927107179806,0.0028195266808389774,0.0,0.002068839782036213,0.0006116544198155818,0.002629581838643197,3,wx,1.0,,5.605172736156652e-14,5.5232362712601746e-14,5.605172736156652e-14,5.5232362712601746e-14,,,,,0.0,0.0,0.0,0.0,
"(None, True, 'inverse_jacobian', 'held', 10, 15, 1.0)",bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,bends_p0_m30_jac_no_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,3,3,3,0.0165656565656572,0.0165656565656572,0.0165656565656572,0.0,0.03454927107179806,0.0028195266808389774,0.0,0.002068839782036213,0.0006116544198155818,0.002629581838643197,4,wy,0.5,0.0,6.070484791762993e-05,6.0701464110819356e-05,3.0352423958814964e-05,3.0350732055409678e-05,1.0000557450608505,5.574506085050152e-05,0.00840157366130486,0.00015687756234312506,0.00017174787348504583,0.0001979346429569785,1.0425928540086052e-08,1.2014922625740874e-08,0.8677482880954599
"(None, True, 'inverse_jacobian', 'held', 10, 15, 1.0)",bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,bends_p0_m30_jac_no_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,3,3,3,0.0165656565656572,0.0165656565656572,0.0165656565656572,0.0,0.03454927107179806,0.0028195266808389774,0.0,0.002068839782036213,0.0006116544198155818,0.002629581838643197,5,wz,5.235987755982988,0.0,3.0287968836518606e-05,3.0292068734049652e-05,0.00015858743398160572,0.00015860890099487907,0.9998646544226794,-0.0001353455773205994,0.0036163406754611094,0.0001493373633761558,-0.0037755952340593774,-0.004394331521162161,1.143551107884986e-07,1.3311339247924513e-07,0.8590804325442213
"(None, True, 'inverse_jacobian', 'held', 10, 15, 1.0)",bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,bends_p0_m30_jac_no_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,3,3,3,0.0165656565656572,0.0165656565656572,0.0165656565656572,0.0,0.03454927107179806,0.0028195266808389774,0.0,0.002068839782036213,0.0006116544198155818,0.002629581838643197,6,dL,0.5,0.0,0.010014054395170268,0.01001399242800052,0.005007027197585134,0.00500699621400026,1.0000061880583786,6.188058378659376e-06,0.014151584459223371,0.00024707001170411967,0.016292965680011463,0.01647943992097648,0.00016315864457827712,0.000165024986586348,0.9886905489485114
"(None, True, 'inverse_jacobian', 'held', 10, 15, 1.0)",bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,bends_p0_m30_jac_no_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,4,4,4,0.017777777777778503,0.017777777777778503,0.017777777777778503,0.0,0.05056491139189809,0.0008338095228316055,0.018647424096518428,0.0011561097041064066,0.0015818770542680941,0.0007960933456158824,0,vx,0.5,0.0,0.0005790495212239511,0.0005805960802916447,0.00028952476061197557,0.00029029804014582235,0.9973362564436937,-0.0026637435563062984,0.011253743053616457,0.002670955965695461,0.00040611850990741145,0.0004619435199196059,2.351627287220711e-07,2.6820259698144847e-07,0.8768100360278661
"(None, True, 'inverse_jacobian', 'held', 10, 15, 1.0)",bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,bends_p0_m30_jac_no_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,4,4,4,0.017777777777778503,0.017777777777778503,0.017777777777778503,0.0,0.05056491139189809,0.0008338095228316055,0.018647424096518428,0.0011561097041064066,0.0015818770542680941,0.0007960933456158824,1,vy,0.5,0.0,1.281233171530247e-05,1.2759385197273854e-05,6.406165857651235e-06,6.379692598636927e-06,1.0041496135754198,0.004149613575419681,0.1250800294005797,0.004690928547971586,0.0006426954760982772,0.0007338240864835467,8.234427631695377e-09,9.363144186481174e-09,0.8794511189504615
"(None, True, 'inverse_jacobian', 'held', 10, 15, 1.0)",bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,bends_p0_m30_jac_no_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,4,4,4,0.017777777777778503,0.017777777777778503,0.017777777777778503,0.0,0.05056491139189809,0.0008338095228316055,0.018647424096518428,0.0011561097041064066,0.0015818770542680941,0.0007960933456158824,2,vz,1.0,,4.00241958814737e-05,3.98390503552403e-05,4.00241958814737e-05,3.98390503552403e-05,1.0046473378401966,0.00464733784019654,0.035753380877608106,0.0046892379309662014,0.0,0.0,0.0,0.0,
"(None, True, 'inverse_jacobian', 'held', 10, 15, 1.0)",bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,bends_p0_m30_jac_no_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,4,4,4,0.017777777777778503,0.017777777777778503,0.017777777777778503,0.0,0.05056491139189809,0.0008338095228316055,0.018647424096518428,0.0011561097041064066,0.0015818770542680941,0.0007960933456158824,3,wx,1.0,,7.851400173092823e-14,7.89493202696011e-14,7.851400173092823e-14,7.89493202696011e-14,,,,,0.0,0.0,0.0,0.0,
"(None, True, 'inverse_jacobian', 'held', 10, 15, 1.0)",bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,bends_p0_m30_jac_no_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,4,4,4,0.017777777777778503,0.017777777777778503,0.017777777777778503,0.0,0.05056491139189809,0.0008338095228316055,0.018647424096518428,0.0011561097041064066,0.0015818770542680941,0.0007960933456158824,4,wy,0.5,0.0,7.73322642088233e-05,7.753762131826988e-05,3.866613210441165e-05,3.876881065913494e-05,0.9973515165160453,-0.0026484834839547566,0.013614433023698155,0.002659093250393688,-8.13970291596757e-05,-9.271245384074458e-05,6.2946165647893355e-09,7.188703137391228e-09,0.8756261657333709
"(None, True, 'inverse_jacobian', 'held', 10, 15, 1.0)",bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,bends_p0_m30_jac_no_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,4,4,4,0.017777777777778503,0.017777777777778503,0.017777777777778503,0.0,0.05056491139189809,0.0008338095228316055,0.018647424096518428,0.0011561097041064066,0.0015818770542680941,0.0007960933456158824,5,wz,5.235987755982988,0.0,3.851941559191108e-05,3.862024446714057e-05,0.00020168718840686661,0.00020221512716301775,0.9973892222428763,-0.0026107777571236666,0.011253575972544038,0.0026181362521520003,0.0019329809821815123,0.002222377874641211,7.445729778391014e-08,8.582877681700783e-08,0.8675097157991384
"(None, True, 'inverse_jacobian', 'held', 10, 15, 1.0)",bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,bends_p0_m30_jac_no_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,4,4,4,0.017777777777778503,0.017777777777778503,0.017777777777778503,0.0,0.05056491139189809,0.0008338095228316055,0.018647424096518428,0.0011561097041064066,0.0015818770542680941,0.0007960933456158824,6,dL,0.5,0.0,0.010025193016048569,0.010025231200206106,0.005012596508024284,0.005012615600103053,0.9999961911943201,-3.808805679860297e-06,0.0031587843477903547,5.526249277817344e-05,0.0025691732638667883,0.0022631779838236574,2.5756457861936033e-05,2.268888253504848e-05,1.1352016928180109
