experiment,bend_deg,jacobian_contact,plant_contact,controller,solver,frame,stage,stage_1based,channel_index,channel,command,input_scale,command_utilization_abs,B_x,B_y,B_z,jacobian_gain_raw,jacobian_authority_scaled_m,contribution_x_m,contribution_y_m,contribution_z_m,contribution_norm_m,tangential_contribution_m,lateral_contribution_m,gain_ratio_from_stage0,direction_change_from_stage0_deg,solution_to_controller_gain_ratio,solution_to_controller_angle_deg,progress
bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,,True,True,inverse_jacobian,held,15,10,11,2,vz,0.0,0.0,0.0,-8.644759673451978e-06,-1.0193803726659662e-05,-0.00013589722332343535,0.00013655292311499253,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.022222016432337587
bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,,True,True,inverse_jacobian,held,15,10,11,3,wx,0.0,0.0,0.0,1.598827324241648e-15,1.292764369902129e-13,1.6048002813781048e-14,1.3027851627957833e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.022222016432337587
bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,,True,True,inverse_jacobian,held,15,10,11,4,wy,-0.0013838723623005303,0.5,0.0027677447246010605,-6.953325625842702e-06,-6.9091224376990694e-06,-0.00010867909455582539,0.00010912025615618831,5.456012807809416e-05,9.622515159679753e-09,9.56134358928221e-09,1.5039799531565279e-07,1.510085066617033e-07,-3.6567500591650555e-09,1.509642251104628e-07,1.0,0.0,1.0,0.0,0.022222016432337587
bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,,True,True,inverse_jacobian,held,15,10,11,5,wz,0.010610357984966868,5.235987755982988,0.002026429105538447,-2.025512051501927e-07,5.344124750788192e-05,-6.9298205783719246e-06,5.3889056175051256e-05,0.0002821624383140478,-2.1491407969300095e-09,5.670307672218456e-07,-7.352787710811626e-08,5.717821774892832e-07,2.851113515361011e-07,4.95627254819228e-07,1.0,0.0,1.0,0.0,0.022222016432337587
bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,,True,True,inverse_jacobian,held,15,10,11,6,dL,0.001091381359427648,0.5,0.002182762718855296,-0.009895420066858781,0.00011113836209814477,0.0018903930397119657,0.010074982673916256,0.005037491336958128,-1.0799677004675964e-05,1.2129433671123544e-07,2.063139725533409e-06,1.0995648286868724e-05,9.415495326128027e-06,5.679148616842172e-06,1.0,8.537736462515939e-07,1.0,8.537736462515939e-07,0.022222016432337587
bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,,True,True,inverse_jacobian,held,15,11,12,0,vx,0.006930589092469376,0.5,0.013861178184938752,5.1808348043061645e-05,3.4419732333153514e-05,0.0008108161278119073,0.0008131983866319043,0.00040659919331595217,3.5906237184610016e-07,2.3854902147386927e-07,5.619433411411461e-06,5.635943868404771e-06,-1.9550580138459393e-07,5.632551887859916e-06,1.0,0.0,1.0,0.0,0.022222016432337587
bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,,True,True,inverse_jacobian,held,15,11,12,1,vy,0.009172790601524303,0.5,0.018345581203048605,-5.34726753673051e-07,4.6257036063823844e-05,-1.1678519883459747e-05,4.771149908333795e-05,2.3855749541668974e-05,-4.904936540475763e-09,4.243061056606141e-07,-1.0712461742671426e-07,4.3764759037627776e-07,2.1623659157823197e-07,3.8049592616057155e-07,1.0,0.0,1.0,0.0,0.022222016432337587
bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,,True,True,inverse_jacobian,held,15,11,12,2,vz,0.0,0.0,0.0,-8.644759673451978e-06,-1.0193803726659662e-05,-0.00013589722332343535,0.00013655292311499253,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.022222016432337587
bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,,True,True,inverse_jacobian,held,15,11,12,3,wx,0.0,0.0,0.0,1.598827324241648e-15,1.292764369902129e-13,1.6048002813781048e-14,1.3027851627957833e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.022222016432337587
bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,,True,True,inverse_jacobian,held,15,11,12,4,wy,-0.0013838723623005303,0.5,0.0027677447246010605,-6.953325625842702e-06,-6.9091224376990694e-06,-0.00010867909455582539,0.00010912025615618831,5.456012807809416e-05,9.622515159679753e-09,9.56134358928221e-09,1.5039799531565279e-07,1.510085066617033e-07,-3.6567500591630174e-09,1.5096422511046283e-07,1.0,0.0,1.0,0.0,0.022222016432337587
bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,,True,True,inverse_jacobian,held,15,11,12,5,wz,0.010610357984966868,5.235987755982988,0.002026429105538447,-2.025512051501927e-07,5.344124750788192e-05,-6.9298205783719246e-06,5.3889056175051256e-05,0.0002821624383140478,-2.1491407969300095e-09,5.670307672218456e-07,-7.352787710811626e-08,5.717821774892832e-07,2.8511135153598193e-07,4.956272548192965e-07,1.0,0.0,1.0,0.0,0.022222016432337587
bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,,True,True,inverse_jacobian,held,15,11,12,6,dL,0.001091381359427648,0.5,0.002182762718855296,-0.009895420066858781,0.00011113836209814477,0.0018903930397119657,0.010074982673916256,0.005037491336958128,-1.0799677004675964e-05,1.2129433671123544e-07,2.063139725533409e-06,1.0995648286868724e-05,9.415495326129358e-06,5.6791486168399676e-06,1.0,8.537736462515939e-07,1.0,8.537736462515939e-07,0.022222016432337587
bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,,True,True,inverse_jacobian,held,15,12,13,0,vx,0.006930589092469376,0.5,0.013861178184938752,5.1808348043061645e-05,3.4419732333153514e-05,0.0008108161278119073,0.0008131983866319043,0.00040659919331595217,3.5906237184610016e-07,2.3854902147386927e-07,5.619433411411461e-06,5.635943868404771e-06,-1.9550580138469454e-07,5.632551887859913e-06,1.0,0.0,1.0,0.0,0.022222016432337587
bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,,True,True,inverse_jacobian,held,15,12,13,1,vy,0.009172790601524303,0.5,0.018345581203048605,-5.34726753673051e-07,4.6257036063823844e-05,-1.1678519883459747e-05,4.771149908333795e-05,2.3855749541668974e-05,-4.904936540475763e-09,4.243061056606141e-07,-1.0712461742671426e-07,4.3764759037627776e-07,2.1623659157832258e-07,3.8049592616052e-07,1.0,0.0,1.0,0.0,0.022222016432337587
bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,,True,True,inverse_jacobian,held,15,12,13,2,vz,0.0,0.0,0.0,-8.644759673451978e-06,-1.0193803726659662e-05,-0.00013589722332343535,0.00013655292311499253,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.022222016432337587
bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,,True,True,inverse_jacobian,held,15,12,13,3,wx,0.0,0.0,0.0,1.598827324241648e-15,1.292764369902129e-13,1.6048002813781048e-14,1.3027851627957833e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.022222016432337587
bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,,True,True,inverse_jacobian,held,15,12,13,4,wy,-0.0013838723623005303,0.5,0.0027677447246010605,-6.953325625842702e-06,-6.9091224376990694e-06,-0.00010867909455582539,0.00010912025615618831,5.456012807809416e-05,9.622515159679753e-09,9.56134358928221e-09,1.5039799531565279e-07,1.510085066617033e-07,-3.6567500591650555e-09,1.509642251104628e-07,1.0,0.0,1.0,0.0,0.022222016432337587
bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,,True,True,inverse_jacobian,held,15,12,13,5,wz,0.010610357984966868,5.235987755982988,0.002026429105538447,-2.025512051501927e-07,5.344124750788192e-05,-6.9298205783719246e-06,5.3889056175051256e-05,0.0002821624383140478,-2.1491407969300095e-09,5.670307672218456e-07,-7.352787710811626e-08,5.717821774892832e-07,2.851113515361011e-07,4.95627254819228e-07,1.0,0.0,1.0,0.0,0.022222016432337587
bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,,True,True,inverse_jacobian,held,15,12,13,6,dL,0.001091381359427648,0.5,0.002182762718855296,-0.009895420066858781,0.00011113836209814477,0.0018903930397119657,0.010074982673916256,0.005037491336958128,-1.0799677004675964e-05,1.2129433671123544e-07,2.063139725533409e-06,1.0995648286868724e-05,9.415495326128027e-06,5.679148616842172e-06,1.0,8.537736462515939e-07,1.0,8.537736462515939e-07,0.022222016432337587
bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,,True,True,inverse_jacobian,held,15,13,14,0,vx,0.006930589092469376,0.5,0.013861178184938752,5.1808348043061645e-05,3.4419732333153514e-05,0.0008108161278119073,0.0008131983866319043,0.00040659919331595217,3.5906237184610016e-07,2.3854902147386927e-07,5.619433411411461e-06,5.635943868404771e-06,-1.9550580138469454e-07,5.632551887859913e-06,1.0,0.0,1.0,0.0,0.022222016432337587
bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,,True,True,inverse_jacobian,held,15,13,14,1,vy,0.009172790601524303,0.5,0.018345581203048605,-5.34726753673051e-07,4.6257036063823844e-05,-1.1678519883459747e-05,4.771149908333795e-05,2.3855749541668974e-05,-4.904936540475763e-09,4.243061056606141e-07,-1.0712461742671426e-07,4.3764759037627776e-07,2.1623659157832258e-07,3.8049592616052e-07,1.0,0.0,1.0,0.0,0.022222016432337587
bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,,True,True,inverse_jacobian,held,15,13,14,2,vz,0.0,0.0,0.0,-8.644759673451978e-06,-1.0193803726659662e-05,-0.00013589722332343535,0.00013655292311499253,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.022222016432337587
bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,,True,True,inverse_jacobian,held,15,13,14,3,wx,0.0,0.0,0.0,1.598827324241648e-15,1.292764369902129e-13,1.6048002813781048e-14,1.3027851627957833e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.022222016432337587
bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,,True,True,inverse_jacobian,held,15,13,14,4,wy,-0.0013838723623005303,0.5,0.0027677447246010605,-6.953325625842702e-06,-6.9091224376990694e-06,-0.00010867909455582539,0.00010912025615618831,5.456012807809416e-05,9.622515159679753e-09,9.56134358928221e-09,1.5039799531565279e-07,1.510085066617033e-07,-3.6567500591650555e-09,1.509642251104628e-07,1.0,0.0,1.0,0.0,0.022222016432337587
bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,,True,True,inverse_jacobian,held,15,13,14,5,wz,0.010610357984966868,5.235987755982988,0.002026429105538447,-2.025512051501927e-07,5.344124750788192e-05,-6.9298205783719246e-06,5.3889056175051256e-05,0.0002821624383140478,-2.1491407969300095e-09,5.670307672218456e-07,-7.352787710811626e-08,5.717821774892832e-07,2.851113515361011e-07,4.95627254819228e-07,1.0,0.0,1.0,0.0,0.022222016432337587
bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,,True,True,inverse_jacobian,held,15,13,14,6,dL,0.001091381359427648,0.5,0.002182762718855296,-0.009895420066858781,0.00011113836209814477,0.0018903930397119657,0.010074982673916256,0.005037491336958128,-1.0799677004675964e-05,1.2129433671123544e-07,2.063139725533409e-06,1.0995648286868724e-05,9.415495326128027e-06,5.679148616842172e-06,1.0,8.537736462515939e-07,1.0,8.537736462515939e-07,0.022222016432337587
bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,,True,True,inverse_jacobian,held,15,14,15,0,vx,0.006930589092469376,0.5,0.013861178184938752,5.1808348043061645e-05,3.4419732333153514e-05,0.0008108161278119073,0.0008131983866319043,0.00040659919331595217,3.5906237184610016e-07,2.3854902147386927e-07,5.619433411411461e-06,5.635943868404771e-06,-1.9550580138469454e-07,5.632551887859913e-06,1.0,0.0,1.0,0.0,0.022222016432337587
bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,,True,True,inverse_jacobian,held,15,14,15,1,vy,0.009172790601524303,0.5,0.018345581203048605,-5.34726753673051e-07,4.6257036063823844e-05,-1.1678519883459747e-05,4.771149908333795e-05,2.3855749541668974e-05,-4.904936540475763e-09,4.243061056606141e-07,-1.0712461742671426e-07,4.3764759037627776e-07,2.1623659157832258e-07,3.8049592616052e-07,1.0,0.0,1.0,0.0,0.022222016432337587
bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,,True,True,inverse_jacobian,held,15,14,15,2,vz,0.0,0.0,0.0,-8.644759673451978e-06,-1.0193803726659662e-05,-0.00013589722332343535,0.00013655292311499253,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.022222016432337587
bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,,True,True,inverse_jacobian,held,15,14,15,3,wx,0.0,0.0,0.0,1.598827324241648e-15,1.292764369902129e-13,1.6048002813781048e-14,1.3027851627957833e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.022222016432337587
bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,,True,True,inverse_jacobian,held,15,14,15,4,wy,-0.0013838723623005303,0.5,0.0027677447246010605,-6.953325625842702e-06,-6.9091224376990694e-06,-0.00010867909455582539,0.00010912025615618831,5.456012807809416e-05,9.622515159679753e-09,9.56134358928221e-09,1.5039799531565279e-07,1.510085066617033e-07,-3.6567500591650555e-09,1.509642251104628e-07,1.0,0.0,1.0,0.0,0.022222016432337587
bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,,True,True,inverse_jacobian,held,15,14,15,5,wz,0.010610357984966868,5.235987755982988,0.002026429105538447,-2.025512051501927e-07,5.344124750788192e-05,-6.9298205783719246e-06,5.3889056175051256e-05,0.0002821624383140478,-2.1491407969300095e-09,5.670307672218456e-07,-7.352787710811626e-08,5.717821774892832e-07,2.851113515361011e-07,4.95627254819228e-07,1.0,0.0,1.0,0.0,0.022222016432337587
bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,,True,True,inverse_jacobian,held,15,14,15,6,dL,0.001091381359427648,0.5,0.002182762718855296,-0.009895420066858781,0.00011113836209814477,0.0018903930397119657,0.010074982673916256,0.005037491336958128,-1.0799677004675964e-05,1.2129433671123544e-07,2.063139725533409e-06,1.0995648286868724e-05,9.415495326128027e-06,5.679148616842172e-06,1.0,8.537736462515939e-07,1.0,8.537736462515939e-07,0.022222016432337587
bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,,True,True,inverse_jacobian,held,16,0,1,0,vx,0.004999286458541166,0.5,0.009998572917082333,6.534359379217118e-05,4.484664786645874e-05,0.0009488873324826289,0.0009521912501281104,0.0004760956250640552,3.26671343597616e-07,2.2420123938975126e-07,4.743759591961656e-06,4.760276822706846e-06,-2.6430591375100955e-07,4.752933600709801e-06,1.0,8.537736462515939e-07,1.0,8.537736462515939e-07,0.022222016432337587
bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,,True,True,inverse_jacobian,held,16,0,1,1,vy,0.006342529389526263,0.5,0.012685058779052526,-8.05201698027374e-07,5.796754985363763e-05,-1.6354118719152303e-05,6.023572349435671e-05,3.0117861747178356e-05,-5.107015434235071e-09,3.676608885855255e-07,-1.0372647861602509e-07,3.820468465623351e-07,9.569177830847692e-08,3.698687287841265e-07,1.0,0.0,1.0,0.0,0.022222016432337587
bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,,True,True,inverse_jacobian,held,16,0,1,2,vz,0.0,0.0,0.0,-1.1636231003574759e-05,-1.4273447016065013e-05,-0.00016957683491663277,0.00017057384354593144,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,1.0,8.537736462515939e-07,1.0,8.537736462515939e-07,0.022222016432337587
bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,,True,True,inverse_jacobian,held,16,0,1,3,wx,0.0,0.0,0.0,2.1741106827276014e-15,1.8607517082472436e-13,1.6985784297764886e-14,1.8686148030806483e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.022222016432337587
bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,,True,True,inverse_jacobian,held,16,0,1,4,wy,-0.0009976584956295773,0.5,0.0019953169912591546,-8.779185419043946e-06,-9.005832925107818e-06,-0.0001272740883477547,0.00012789399003881684,6.394699501940842e-05,8.758628918016503e-09,8.984745727954381e-09,1.2697607551364689e-07,1.2759452570219015e-07,-6.3530064322026056e-09,1.274362675945873e-07,1.0,0.0,1.0,0.0,0.022222016432337587
bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,,True,True,inverse_jacobian,held,16,0,1,5,wz,0.006872437124172157,5.235987755982988,0.0013125388072802984,-2.7793321635965984e-07,6.274117798420108e-05,-8.993609067175696e-06,6.338310236783254e-05,0.0003318731479341876,-1.910078554150699e-09,4.3118480079291635e-07,-6.180801283354957e-08,4.355963857578965e-07,1.0823385442748502e-07,4.219355922899989e-07,1.0,0.0,1.0,0.0,0.022222016432337587
bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,,True,True,inverse_jacobian,held,16,0,1,6,dL,0.0009010801632972038,0.5,0.0018021603265944077,-0.009872579346865269,0.00013870833688228644,0.0021242890775834554,0.010099488454768967,0.005049744227384484,-8.895985410037958e-06,1.2498733084857424e-07,1.9141547489193666e-06,9.100448706041447e-06,8.650789261795536e-06,2.8252454405404288e-06,1.0,8.537736462515939e-07,1.0,8.537736462515939e-07,0.022222016432337587
bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,,True,True,inverse_jacobian,held,16,1,2,0,vx,0.004999286458541166,0.5,0.009998572917082333,6.534359379217118e-05,4.484664786645874e-05,0.0009488873324826289,0.0009521912501281104,0.0004760956250640552,3.26671343597616e-07,2.2420123938975126e-07,4.743759591961656e-06,4.760276822706846e-06,-2.4486613016351604e-07,4.753974758778041e-06,1.0,8.537736462515939e-07,1.0,8.537736462515939e-07,0.022222016432337587
bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,,True,True,inverse_jacobian,held,16,1,2,1,vy,0.006342529389526263,0.5,0.012685058779052526,-8.05201698027374e-07,5.796754985363763e-05,-1.6354118719152303e-05,6.023572349435671e-05,3.0117861747178356e-05,-5.107015434235071e-09,3.676608885855255e-07,-1.0372647861602509e-07,3.820468465623351e-07,1.1804344442217374e-07,3.6335318657908254e-07,1.0,0.0,1.0,0.0,0.022222016432337587
bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,,True,True,inverse_jacobian,held,16,1,2,2,vz,0.0,0.0,0.0,-1.1636231003574759e-05,-1.4273447016065013e-05,-0.00016957683491663277,0.00017057384354593144,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,1.0,8.537736462515939e-07,1.0,8.537736462515939e-07,0.022222016432337587
bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,,True,True,inverse_jacobian,held,16,1,2,3,wx,0.0,0.0,0.0,2.1741106827276014e-15,1.8607517082472436e-13,1.6985784297764886e-14,1.8686148030806483e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.022222016432337587
bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,,True,True,inverse_jacobian,held,16,1,2,4,wy,-0.0009976584956295773,0.5,0.0019953169912591546,-8.779185419043946e-06,-9.005832925107818e-06,-0.0001272740883477547,0.00012789399003881684,6.394699501940842e-05,8.758628918016503e-09,8.984745727954381e-09,1.2697607551364689e-07,1.2759452570219015e-07,-5.650291424694876e-09,1.2746935787075608e-07,1.0,0.0,1.0,0.0,0.022222016432337587
bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,,True,True,inverse_jacobian,held,16,1,2,5,wz,0.006872437124172157,5.235987755982988,0.0013125388072802984,-2.7793321635965984e-07,6.274117798420108e-05,-8.993609067175696e-06,6.338310236783254e-05,0.0003318731479341876,-1.910078554150699e-09,4.3118480079291635e-07,-6.180801283354957e-08,4.355963857578965e-07,1.3451927178477575e-07,4.143051735180673e-07,1.0,0.0,1.0,0.0,0.022222016432337587
bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,,True,True,inverse_jacobian,held,16,1,2,6,dL,0.0009010801632972038,0.5,0.0018021603265944077,-0.009872579346865269,0.00013870833688228644,0.0021242890775834554,0.010099488454768967,0.005049744227384484,-8.895985410037958e-06,1.2498733084857424e-07,1.9141547489193666e-06,9.100448706041447e-06,8.501703992125819e-06,3.24641277128515e-06,1.0,8.537736462515939e-07,1.0,8.537736462515939e-07,0.022222016432337587
bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,,True,True,inverse_jacobian,held,16,2,3,0,vx,0.004999286458541166,0.5,0.009998572917082333,6.534359379217118e-05,4.484664786645874e-05,0.0009488873324826289,0.0009521912501281104,0.0004760956250640552,3.26671343597616e-07,2.2420123938975126e-07,4.743759591961656e-06,4.760276822706846e-06,-2.2600461158523897e-07,4.754908762988223e-06,1.0,8.537736462515939e-07,1.0,8.537736462515939e-07,0.022222016432337587
bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,,True,True,inverse_jacobian,held,16,2,3,1,vy,0.006342529389526263,0.5,0.012685058779052526,-8.05201698027374e-07,5.796754985363763e-05,-1.6354118719152303e-05,6.023572349435671e-05,3.0117861747178356e-05,-5.107015434235071e-09,3.676608885855255e-07,-1.0372647861602509e-07,3.820468465623351e-07,1.3830592027023596e-07,3.561337745657207e-07,1.0,0.0,1.0,0.0,0.022222016432337587
bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,,True,True,inverse_jacobian,held,16,2,3,2,vz,0.0,0.0,0.0,-1.1636231003574759e-05,-1.4273447016065013e-05,-0.00016957683491663277,0.00017057384354593144,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,1.0,8.537736462515939e-07,1.0,8.537736462515939e-07,0.022222016432337587
bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,,True,True,inverse_jacobian,held,16,2,3,3,wx,0.0,0.0,0.0,2.1741106827276014e-15,1.8607517082472436e-13,1.6985784297764886e-14,1.8686148030806483e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.022222016432337587
bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,,True,True,inverse_jacobian,held,16,2,3,4,wy,-0.0009976584956295773,0.5,0.0019953169912591546,-8.779185419043946e-06,-9.005832925107818e-06,-0.0001272740883477547,0.00012789399003881684,6.394699501940842e-05,8.758628918016503e-09,8.984745727954381e-09,1.2697607551364689e-07,1.2759452570219015e-07,-4.979890251408074e-09,1.2749730852943837e-07,1.0,0.0,1.0,0.0,0.022222016432337587
bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,,True,True,inverse_jacobian,held,16,2,3,5,wz,0.006872437124172157,5.235987755982988,0.0013125388072802984,-2.7793321635965984e-07,6.274117798420108e-05,-8.993609067175696e-06,6.338310236783254e-05,0.0003318731479341876,-1.910078554150699e-09,4.3118480079291635e-07,-6.180801283354957e-08,4.355963857578965e-07,1.5836313757379057e-07,4.057897583024083e-07,1.0,0.0,1.0,0.0,0.022222016432337587
bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,,True,True,inverse_jacobian,held,16,2,3,6,dL,0.0009010801632972038,0.5,0.0018021603265944077,-0.009872579346865269,0.00013870833688228644,0.0021242890775834554,0.010099488454768967,0.005049744227384484,-8.895985410037958e-06,1.2498733084857424e-07,1.9141547489193666e-06,9.100448706041447e-06,8.333146687113961e-06,3.657435295713796e-06,1.0,8.537736462515939e-07,1.0,8.537736462515939e-07,0.022222016432337587
bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,,True,True,inverse_jacobian,held,16,3,4,0,vx,0.004999286458541166,0.5,0.009998572917082333,6.534359379217118e-05,4.484664786645874e-05,0.0009488873324826289,0.0009521912501281104,0.0004760956250640552,3.26671343597616e-07,2.2420123938975126e-07,4.743759591961656e-06,4.760276822706846e-06,-2.0720170659937353e-07,4.755765225658464e-06,1.0,8.537736462515939e-07,1.0,8.537736462515939e-07,0.022222016432337587
bends_p0_m30_jac_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,,True,True,inverse_jacobian,held,16,3,4,1,vy,0.006342529389526263,0.5,0.012685058779052526,-8.05201698027374e-07,5.796754985363763e-05,-1.6354118719152303e-05,6.023572349435671e-05,3.0117861747178356e-05,-5.107015434235071e-09,3.676608885855255e-07,-1.0372647861602509e-07,3.820468465623351e-07,1.5727964309743374e-07,3.4817080123894404e-07,1.0,0.0,1.0,0.0,0.022222016432337587
