experiment,bend_deg,jacobian_contact,plant_contact,controller,solver,frame,stage,stage_1based,applied_stage,progress,lin_nl_error_m,tracking_linear_error_m,tracking_nonlinear_error_m,applied_linear_error_m,applied_nonlinear_error_m,applied_tracking_error_m,B_drift_relative,B_change_from_stage0_relative
bends_p0_m30_jac_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,,True,True,mpc,lti,13,14,15,False,0.026666146697360095,3.342651724110223e-05,0.0009790335918020753,0.0009886912600535072,,,,0.0,0.0
bends_p0_m30_jac_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,,True,True,mpc,lti,14,0,1,True,0.027474227505440894,1.0044409305565145e-05,0.0023721343068412995,0.0023690338736481412,1.0044409305565145e-05,0.0,0.0023690338736481412,0.0,0.0
bends_p0_m30_jac_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,,True,True,mpc,lti,14,1,2,True,0.027474227505440894,2.3698459165012692e-05,0.001864462952930966,0.0018575989149477142,2.3698459165012692e-05,0.0,0.0018575989149477142,0.0,0.0
bends_p0_m30_jac_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,,True,True,mpc,lti,14,2,3,True,0.027474227505440894,4.023933318221816e-05,0.0013550217861859762,0.0013439667495583776,4.023933318221816e-05,0.0,0.0013439667495583776,0.0,0.0
bends_p0_m30_jac_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,,True,True,mpc,lti,14,3,4,True,0.027474227505440894,5.43750421199376e-05,0.0008466049653118026,0.0008324232635426357,5.43750421199376e-05,0.0,0.0008324232635426357,0.0,0.0
bends_p0_m30_jac_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,,True,True,mpc,lti,14,4,5,True,0.027474227505440894,6.37309141349608e-05,0.0003440820829863635,0.00032714930050348136,6.37309141349608e-05,0.0,0.00032714930050348136,0.0,0.0
bends_p0_m30_jac_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,,True,True,mpc,lti,14,5,6,True,0.027474227505440894,7.400033326875794e-05,0.00013000076248693808,0.0001221010446760869,7.400033326875794e-05,0.0,0.0001221010446760869,0.0,0.0
bends_p0_m30_jac_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,,True,True,mpc,lti,14,6,7,True,0.027474227505440894,8.210945054065289e-05,1.9499243628449216e-05,7.112680028805431e-05,8.210945054065289e-05,0.0,7.112680028805431e-05,0.0,0.0
bends_p0_m30_jac_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,,True,True,mpc,lti,14,7,8,True,0.027474227505440894,8.658833867292635e-05,5.1049336985821394e-05,0.00010813229093188006,8.658833867292635e-05,0.0,0.00010813229093188006,0.0,0.0
bends_p0_m30_jac_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,,True,True,mpc,lti,14,8,9,True,0.027474227505440894,8.751507912158517e-05,0.00010062147039638594,0.00014822020760211596,8.751507912158517e-05,0.0,0.00014822020760211596,0.0,0.0
bends_p0_m30_jac_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,,True,True,mpc,lti,14,9,10,True,0.027474227505440894,8.415042646546511e-05,0.00014627740221045377,0.00018617798301416615,8.415042646546511e-05,0.0,0.00018617798301416615,0.0,0.0
bends_p0_m30_jac_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,,True,True,mpc,lti,14,10,11,False,0.027474227505440894,7.654810915794597e-05,0.00020302835885247766,0.00023464930194255475,,,,0.0,0.0
bends_p0_m30_jac_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,,True,True,mpc,lti,14,11,12,False,0.027474227505440894,7.052448726711463e-05,0.00026939074939886083,0.00029587741208790227,,,,0.0,0.0
bends_p0_m30_jac_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,,True,True,mpc,lti,14,12,13,False,0.027474227505440894,6.496348058166306e-05,0.0003649071304639325,0.00038749817946925875,,,,0.0,0.0
bends_p0_m30_jac_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,,True,True,mpc,lti,14,13,14,False,0.027474227505440894,5.9770322854785324e-05,0.0005122126420197739,0.0005314979761311876,,,,0.0,0.0
bends_p0_m30_jac_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,,True,True,mpc,lti,14,14,15,False,0.027474227505440894,6.247039970579207e-05,0.0007107206446744847,0.0007301279581878481,,,,0.0,0.0
bends_p0_m30_jac_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,,True,True,mpc,lti,15,0,1,True,0.02868634871756212,1.9476590114259967e-06,0.0021708298224835305,0.002170553815720632,1.9476590114259967e-06,0.0,0.002170553815720632,0.0,0.0
bends_p0_m30_jac_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,,True,True,mpc,lti,15,1,2,True,0.02868634871756212,1.1657199381473295e-05,0.001664796915958264,0.001662409119351133,1.1657199381473295e-05,0.0,0.001662409119351133,0.0,0.0
bends_p0_m30_jac_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,,True,True,mpc,lti,15,2,3,True,0.02868634871756212,1.5928462075171028e-05,0.0011558211193249848,0.0011532972472735182,1.5928462075171028e-05,0.0,0.0011532972472735182,0.0,0.0
bends_p0_m30_jac_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,,True,True,mpc,lti,15,3,4,True,0.02868634871756212,2.2938417946317996e-05,0.0006471540943902289,0.0006438067194429426,2.2938417946317996e-05,0.0,0.0006438067194429426,0.0,0.0
bends_p0_m30_jac_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,,True,True,mpc,lti,15,4,5,True,0.02868634871756212,2.856389581691548e-05,0.00014417813972302863,0.00013865515276194313,2.856389581691548e-05,0.0,0.00013865515276194313,0.0,0.0
bends_p0_m30_jac_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,,True,True,mpc,lti,15,5,6,True,0.02868634871756212,3.852237484869786e-05,8.117970708713955e-05,8.834692209661973e-05,3.852237484869786e-05,0.0,8.834692209661973e-05,0.0,0.0
bends_p0_m30_jac_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,,True,True,mpc,lti,15,6,7,True,0.02868634871756212,4.482287796564834e-05,0.00013441075752898562,0.00014438925781060446,4.482287796564834e-05,0.0,0.00014438925781060446,0.0,0.0
bends_p0_m30_jac_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,,True,True,mpc,lti,15,7,8,True,0.02868634871756212,5.17523383143444e-05,0.0001019103449710167,0.00011241873876640018,5.17523383143444e-05,0.0,0.00011241873876640018,0.0,0.0
bends_p0_m30_jac_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,,True,True,mpc,lti,15,8,9,True,0.02868634871756212,0.0002756979691053582,0.0006614583158771578,0.0005874703112875946,0.0002756979691053582,0.0,0.0005874703112875946,0.0,0.0
bends_p0_m30_jac_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,,True,True,mpc,lti,15,9,10,True,0.02868634871756212,6.071399160282396e-05,0.00047700896784912946,0.000484088764112074,6.071399160282396e-05,0.0,0.000484088764112074,0.0,0.0
bends_p0_m30_jac_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,,True,True,mpc,lti,15,10,11,False,0.02868634871756212,5.616894081369472e-05,0.0003689140042371006,0.00038206409753163505,,,,0.0,0.0
bends_p0_m30_jac_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,,True,True,mpc,lti,15,11,12,False,0.02868634871756212,5.263133720137774e-05,0.0004085255026503713,0.0004217870126344371,,,,0.0,0.0
bends_p0_m30_jac_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,,True,True,mpc,lti,15,12,13,False,0.02868634871756212,5.0226160741488747e-05,0.000491026656588634,0.0005039267483968145,,,,0.0,0.0
bends_p0_m30_jac_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,,True,True,mpc,lti,15,13,14,False,0.02868634871756212,4.834883412726614e-05,0.0006126094384829475,0.000625154885570036,,,,0.0,0.0
bends_p0_m30_jac_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,,True,True,mpc,lti,15,14,15,False,0.02868634871756212,5.512015465697787e-05,0.0007911678684673696,0.0008061120386881259,,,,0.0,0.0
bends_p0_m30_jac_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,,True,True,mpc,lti,16,0,1,True,0.029494429525643018,1.0606122157600677e-05,0.0022341657462264003,0.002231047485950521,1.0606122157600677e-05,0.0,0.002231047485950521,0.0,0.0
bends_p0_m30_jac_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,,True,True,mpc,lti,16,1,2,True,0.029494429525643018,2.3554626986885213e-05,0.0017238453849041698,0.001717478032138747,2.3554626986885213e-05,0.0,0.001717478032138747,0.0,0.0
bends_p0_m30_jac_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,,True,True,mpc,lti,16,2,3,True,0.029494429525643018,3.660356999316804e-05,0.0012142604384827317,0.0012051282629249912,3.660356999316804e-05,0.0,0.0012051282629249912,0.0,0.0
bends_p0_m30_jac_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,,True,True,mpc,lti,16,3,4,True,0.029494429525643018,4.968843850413376e-05,0.0007060932914487581,0.0006947057069443489,4.968843850413376e-05,0.0,0.0006947057069443489,0.0,0.0
bends_p0_m30_jac_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,,True,True,mpc,lti,16,4,5,True,0.029494429525643018,5.4749572361623056e-05,0.00020251689520135223,0.0001908259780051183,5.4749572361623056e-05,0.0,0.0001908259780051183,0.0,0.0
bends_p0_m30_jac_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,,True,True,mpc,lti,16,5,6,True,0.029494429525643018,6.372586541133426e-05,2.239938706923371e-05,5.085678629583074e-05,6.372586541133426e-05,0.0,5.085678629583074e-05,0.0,0.0
bends_p0_m30_jac_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,,True,True,mpc,lti,16,6,7,True,0.029494429525643018,7.093893673463389e-05,6.135909481508701e-05,9.992650012859183e-05,7.093893673463389e-05,0.0,9.992650012859183e-05,0.0,0.0
bends_p0_m30_jac_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,,True,True,mpc,lti,16,7,8,True,0.029494429525643018,7.621944202309923e-05,0.0001040520638114131,0.0001399505997362602,7.621944202309923e-05,0.0,0.0001399505997362602,0.0,0.0
bends_p0_m30_jac_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,,True,True,mpc,lti,16,8,9,True,0.029494429525643018,7.993449749701292e-05,0.00013086108849653114,0.00016606301489892664,7.993449749701292e-05,0.0,0.00016606301489892664,0.0,0.0
bends_p0_m30_jac_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,,True,True,mpc,lti,16,9,10,True,0.029494429525643018,8.205810725433567e-05,0.00015516021255310386,0.00018942735493503534,8.205810725433567e-05,0.0,0.00018942735493503534,0.0,0.0
bends_p0_m30_jac_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,,True,True,mpc,lti,16,10,11,False,0.029494429525643018,8.492342983051635e-05,0.00018122780741592893,0.0002155710051678631,,,,0.0,0.0
bends_p0_m30_jac_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,,True,True,mpc,lti,16,11,12,False,0.029494429525643018,8.787721222317599e-05,0.00022129996730437188,0.00025562129329231457,,,,0.0,0.0
bends_p0_m30_jac_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,,True,True,mpc,lti,16,12,13,False,0.029494429525643018,9.128198008559456e-05,0.0002838106451212864,0.0003181108328724493,,,,0.0,0.0
bends_p0_m30_jac_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,,True,True,mpc,lti,16,13,14,False,0.029494429525643018,9.48127624465132e-05,0.000383298774928181,0.0004171938856959539,,,,0.0,0.0
bends_p0_m30_jac_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,,True,True,mpc,lti,16,14,15,False,0.029494429525643018,0.00010080507987389802,0.0005352915590683308,0.0005694170657219677,,,,0.0,0.0
bends_p0_m30_jac_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,,True,True,mpc,lti,17,0,1,True,0.030706550737764245,1.2662535571541355e-06,0.0021664848604472566,0.0021664093915594236,1.2662535571541355e-06,0.0,0.0021664093915594236,0.0,0.0
bends_p0_m30_jac_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,,True,True,mpc,lti,17,1,2,True,0.030706550737764245,4.087980944787215e-06,0.0016607539367062267,0.0016607113659799764,4.087980944787215e-06,0.0,0.0016607113659799764,0.0,0.0
bends_p0_m30_jac_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,,True,True,mpc,lti,17,2,3,True,0.030706550737764245,9.043282056163481e-06,0.0011522244094539945,0.00115192631142771,9.043282056163481e-06,0.0,0.00115192631142771,0.0,0.0
bends_p0_m30_jac_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,,True,True,mpc,lti,17,3,4,True,0.030706550737764245,1.6623026839337247e-05,0.0006436710549982971,0.0006424875534408341,1.6623026839337247e-05,0.0,0.0006424875534408341,0.0,0.0
bends_p0_m30_jac_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,,True,True,mpc,lti,17,4,5,True,0.030706550737764245,2.5744208420114778e-05,0.00013786968014444225,0.00013538303654672904,2.5744208420114778e-05,0.0,0.00013538303654672904,0.0,0.0
bends_p0_m30_jac_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,,True,True,mpc,lti,17,5,6,True,0.030706550737764245,3.831187263749525e-05,0.00017827102325434238,0.0001853348597463218,3.831187263749525e-05,0.0,0.0001853348597463218,0.0,0.0
bends_p0_m30_jac_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,,True,True,mpc,lti,17,6,7,True,0.030706550737764245,5.296016013653655e-05,0.0002714512343018159,0.0002840809762514342,5.296016013653655e-05,0.0,0.0002840809762514342,0.0,0.0
bends_p0_m30_jac_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,,True,True,mpc,lti,17,7,8,True,0.030706550737764245,6.784160444157297e-05,0.00031272422011975484,0.00033105861043535576,6.784160444157297e-05,0.0,0.00033105861043535576,0.0,0.0
bends_p0_m30_jac_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,,True,True,mpc,lti,17,8,9,True,0.030706550737764245,8.15748957839193e-05,0.0003347791483192336,0.00035882487643843007,8.15748957839193e-05,0.0,0.00035882487643843007,0.0,0.0
bends_p0_m30_jac_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,,True,True,mpc,lti,17,9,10,True,0.030706550737764245,9.320784109480817e-05,0.0003506640618046956,0.0003798906822762884,9.320784109480817e-05,0.0,0.0003798906822762884,0.0,0.0
bends_p0_m30_jac_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,,True,True,mpc,lti,17,10,11,False,0.030706550737764245,0.00010066780548939479,0.00036920297621796194,0.00040175097087441865,,,,0.0,0.0
bends_p0_m30_jac_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,,True,True,mpc,lti,17,11,12,False,0.030706550737764245,0.00010313664947503183,0.000398293564446333,0.00043162445223691564,,,,0.0,0.0
bends_p0_m30_jac_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,,True,True,mpc,lti,17,12,13,False,0.030706550737764245,0.00010171031107610597,0.0004478493586726653,0.00047989732737009703,,,,0.0,0.0
bends_p0_m30_jac_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,,True,True,mpc,lti,17,13,14,False,0.030706550737764245,9.837162387566128e-05,0.0005332486060742144,0.0005628522082866817,,,,0.0,0.0
bends_p0_m30_jac_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,,True,True,mpc,lti,17,14,15,False,0.030706550737764245,9.748478530827734e-05,0.0006787827372201924,0.0007064885236417435,,,,0.0,0.0
bends_p0_m30_jac_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,,True,True,mpc,lti,18,0,1,True,0.0315146315458451,1.8649112609981387e-06,0.0023741819686944974,0.0023739019523303655,1.8649112609981387e-06,0.0,0.0023739019523303655,0.0,0.0
bends_p0_m30_jac_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,,True,True,mpc,lti,18,1,2,True,0.0315146315458451,8.685813847958108e-06,0.001869474896121457,0.0018680498024058463,8.685813847958108e-06,0.0,0.0018680498024058463,0.0,0.0
bends_p0_m30_jac_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,,True,True,mpc,lti,18,2,3,True,0.0315146315458451,2.000772817320502e-05,0.0013617227566902108,0.0013582889996716094,2.000772817320502e-05,0.0,0.0013582889996716094,0.0,0.0
bends_p0_m30_jac_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,,True,True,mpc,lti,18,3,4,True,0.0315146315458451,3.400320121081906e-05,0.0008537590869514259,0.0008479614318014231,3.400320121081906e-05,0.0,0.0008479614318014231,0.0,0.0
bends_p0_m30_jac_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,,True,True,mpc,lti,18,4,5,True,0.0315146315458451,4.5005624321616174e-05,0.00034743399330201515,0.0003405861484149256,4.5005624321616174e-05,0.0,0.0003405861484149256,0.0,0.0
bends_p0_m30_jac_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,,True,True,mpc,lti,18,5,6,True,0.0315146315458451,5.9172643592493916e-05,1.47151301450592e-05,4.460890111200551e-05,5.9172643592493916e-05,0.0,4.460890111200551e-05,0.0,0.0
bends_p0_m30_jac_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,,True,True,mpc,lti,18,6,7,True,0.0315146315458451,7.607196455505872e-05,8.261127670584777e-05,0.00011918444245464974,7.607196455505872e-05,0.0,0.00011918444245464974,0.0,0.0
bends_p0_m30_jac_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,,True,True,mpc,lti,18,7,8,True,0.0315146315458451,8.9896303742902e-05,0.00012005597568617958,0.00016204053522252023,8.9896303742902e-05,0.0,0.00016204053522252023,0.0,0.0
bends_p0_m30_jac_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,,True,True,mpc,lti,18,8,9,True,0.0315146315458451,9.800803912481605e-05,0.00013814848121110218,0.00018334794328433228,9.800803912481605e-05,0.0,0.00018334794328433228,0.0,0.0
bends_p0_m30_jac_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,,True,True,mpc,lti,18,9,10,True,0.0315146315458451,9.933565887582164e-05,0.00014978858432614873,0.0001939646798442803,9.933565887582164e-05,0.0,0.0001939646798442803,0.0,0.0
bends_p0_m30_jac_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,,True,True,mpc,lti,18,10,11,False,0.0315146315458451,9.374887425876361e-05,0.0001645355677937703,0.00020286717888230653,,,,0.0,0.0
bends_p0_m30_jac_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,,True,True,mpc,lti,18,11,12,False,0.0315146315458451,8.470990732322123e-05,0.0001842580723598122,0.00021498408345378952,,,,0.0,0.0
bends_p0_m30_jac_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,,True,True,mpc,lti,18,12,13,False,0.0315146315458451,7.00693540192561e-05,0.00023278610256664055,0.0002529295018337294,,,,0.0,0.0
bends_p0_m30_jac_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,,True,True,mpc,lti,18,13,14,False,0.0315146315458451,5.256881679605579e-05,0.00032813440252879507,0.0003379238923498105,,,,0.0,0.0
bends_p0_m30_jac_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,,True,True,mpc,lti,18,14,15,False,0.0315146315458451,3.343864344989247e-05,0.0005102307531656125,0.0005100428891695929,,,,0.0,0.0
bends_p0_m30_jac_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,,True,True,mpc,lti,19,0,1,True,0.03272675275796637,6.011288942205693e-06,0.0021724042633492345,0.002170974969153524,6.011288942205693e-06,0.0,0.002170974969153524,0.0,0.0
bends_p0_m30_jac_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,,True,True,mpc,lti,19,1,2,True,0.03272675275796637,1.454968546738565e-05,0.0016680601894945072,0.0016651230922855938,1.454968546738565e-05,0.0,0.0016651230922855938,0.0,0.0
bends_p0_m30_jac_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,,True,True,mpc,lti,19,2,3,True,0.03272675275796637,2.426231345785286e-05,0.0011603792743443227,0.0011562353069540302,2.426231345785286e-05,0.0,0.0011562353069540302,0.0,0.0
bends_p0_m30_jac_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,,True,True,mpc,lti,19,3,4,True,0.03272675275796637,3.1949305470424206e-05,0.0006521632906475167,0.0006479396810016311,3.1949305470424206e-05,0.0,0.0006479396810016311,0.0,0.0
bends_p0_m30_jac_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,,True,True,mpc,lti,19,4,5,True,0.03272675275796637,0.00028913854230052294,0.00014520821083457183,0.000282139747544732,0.00028913854230052294,0.0,0.000282139747544732,0.0,0.0
bends_p0_m30_jac_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,,True,True,mpc,lti,19,5,6,True,0.03272675275796637,0.0002930659467095529,0.00023583917951374304,0.0004136241629940929,0.0002930659467095529,0.0,0.0004136241629940929,0.0,0.0
bends_p0_m30_jac_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,,True,True,mpc,lti,19,6,7,True,0.03272675275796637,5.226126757733458e-05,0.00030560938672542234,0.00031515798466300125,5.226126757733458e-05,0.0,0.00031515798466300125,0.0,0.0
bends_p0_m30_jac_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,,True,True,mpc,lti,19,7,8,True,0.03272675275796637,5.328247350408639e-05,0.00032841056348299383,0.00033678911335482546,5.328247350408639e-05,0.0,0.00033678911335482546,0.0,0.0
bends_p0_m30_jac_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,,True,True,mpc,lti,19,8,9,True,0.03272675275796637,4.642464883148921e-05,0.00033322761858316593,0.00033731950172709356,4.642464883148921e-05,0.0,0.00033731950172709356,0.0,0.0
bends_p0_m30_jac_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,,True,True,mpc,lti,19,9,10,True,0.03272675275796637,2.9988874668734225e-05,0.0003357716133589891,0.000332388702482907,2.9988874668734225e-05,0.0,0.000332388702482907,0.0,0.0
bends_p0_m30_jac_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,,True,True,mpc,lti,19,10,11,False,0.03272675275796637,1.2852648764455278e-05,0.0003442157020895429,0.0003315348148570828,,,,0.0,0.0
bends_p0_m30_jac_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,,True,True,mpc,lti,19,11,12,False,0.03272675275796637,4.494952159745665e-05,0.0003743912505074258,0.00035292619962964673,,,,0.0,0.0
bends_p0_m30_jac_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,,True,True,mpc,lti,19,12,13,False,0.03272675275796637,9.120447964969633e-05,0.0004401500057915806,0.00041171726290532476,,,,0.0,0.0
bends_p0_m30_jac_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,,True,True,mpc,lti,19,13,14,False,0.03272675275796637,0.00013232191469902404,0.0005605205340465306,0.0005243461772681715,,,,0.0,0.0
bends_p0_m30_jac_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,,True,True,mpc,lti,19,14,15,False,0.03272675275796637,0.00016685416243306976,0.0007825818900771591,0.0007337953345829564,,,,0.0,0.0
bends_p0_m30_jac_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,,True,True,mpc,lti,20,0,1,True,0.03353483356604722,1.0693794021869943e-06,0.0023957712525670494,0.002396013163597113,1.0693794021869943e-06,0.0,0.002396013163597113,0.0,0.0
bends_p0_m30_jac_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,,True,True,mpc,lti,20,1,2,True,0.03353483356604722,3.7110309900273436e-06,0.0018880940780360697,0.001889127081273277,3.7110309900273436e-06,0.0,0.001889127081273277,0.0,0.0
bends_p0_m30_jac_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,,True,True,mpc,lti,20,2,3,True,0.03353483356604722,5.772228335637801e-06,0.0013794807018961686,0.0013825826002692803,5.772228335637801e-06,0.0,0.0013825826002692803,0.0,0.0
bends_p0_m30_jac_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,,True,True,mpc,lti,20,3,4,True,0.03353483356604722,8.980516623267602e-06,0.0008702760670438308,0.0008778955864265909,8.980516623267602e-06,0.0,0.0008778955864265909,0.0,0.0
bends_p0_m30_jac_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,,True,True,mpc,lti,20,4,5,True,0.03353483356604722,2.048095487637874e-05,0.00036259993783639596,0.00037627135764463853,2.048095487637874e-05,0.0,0.00037627135764463853,0.0,0.0
