x_src,y_src,z_src,rx,ry,rz,L
-2.210615174803665442e-04,7.804596156734690780e-05,8.771991123853332462e-06,2.367826400853056687e-07,9.367039547829604236e-06,9.689840517696358783e-06,-1.330222395649505174e-03
5.131057022688574609e-04,-2.591608821061813176e-05,-2.003614267479287441e-05,-1.404688748799894424e-07,-1.065833056687217649e-05,-2.124449686184204985e-05,6.294239166138027031e-04
1.611989449104385603e-05,1.754393645481795109e-05,-1.340826029865377356e-03,-2.593101415470917652e-05,5.296934753046007166e-05,-1.041798587528658993e-05,-3.813010814456035957e-03
