W_el,W_b,W_t,W_m,W_cf,W_g,W_total
3.330180009933913234e-06,3.330179975077626964e-06,3.485628685093238982e-14,-2.051953369179819605e-04,9.503288641130565800e-08,0.000000000000000000e+00,-2.017701240216367251e-04
