rel_full,rel_translation,rel_rotation,rel_length,norm_J_fd,norm_diff
4.322747493507353087e-03,2.826988746292648236e-02,3.100640055681904914e-02,4.077216745512058163e-03,1.003757066739786152e+00,4.338988344339703672e-03
