N_sqp,Np,adaptive_rollout_enabled,bend_angle_deg,error,final_i_ref,final_infeasible,final_status,final_tip,hierarchical_mpc_enabled,hierarchy_policy,jacobian_variant,log_csv_path,max_jac_cond,mean_jac_cond,mean_sqp_iters,n_steps,num_infeasible_steps,plant_contact,python_success,rollout_steps,run_name,solver_mode
5,5,False,-30.0,,45,0,solved,"[0.7547643325996386, -0.701425946452637, -0.10000579750375754]",False,,contact,run_baseline_lti_rollout5_np5/bend_m30_jac_contact_plant_contact_1_lti_rollout5_Np5_sqp5/log.csv,13504.78293254997,8982.238385233943,1.0,6,0,True,True,5,bend_m30_jac_contact_plant_contact_1_lti_rollout5_Np5_sqp5,lti
5,5,False,-60.0,,42,0,solved,"[0.7622869074817697, -0.6908826790955145, -0.10002687812575714]",False,,contact,run_baseline_lti_rollout5_np5/bend_m60_jac_contact_plant_contact_1_lti_rollout5_Np5_sqp5/log.csv,30571.337018820836,18239.120051858048,1.0,6,0,True,True,5,bend_m60_jac_contact_plant_contact_1_lti_rollout5_Np5_sqp5,lti
5,5,False,-90.0,,41,0,solved,"[0.7746301176200303, -0.6834121937740446, -0.1000373436385005]",False,,contact,run_baseline_lti_rollout5_np5/bend_m90_jac_contact_plant_contact_1_lti_rollout5_Np5_sqp5/log.csv,351047.9613033761,66940.9812322687,1.0,9,0,True,True,5,bend_m90_jac_contact_plant_contact_1_lti_rollout5_Np5_sqp5,lti
