k,status,infeasible,solver_mode,rollout_steps,i_ref,i_ref_mpc,idx_ref_0,idx_ref_terminal,u0_vx,u0_vy,u0_vz,u0_wx,u0_wy,u0_wz,u0_dL,p_now_x,p_now_y,p_now_z,p_now_qw,p_now_qx,p_now_qy,p_now_qz,p_now_L,tip_x,tip_y,tip_z,tip_tx,tip_ty,tip_tz,pred1_err_xy_m,pred1_err_xy_mm,pred1_err_xyz_m,pred1_err_xyz_mm,sqp_iters_done,sqp_du_final,sqp_du_rel_final,frame_path,i_seg,u_seg,rho_m,rho_mm,clearance_m,clearance_mm,tip_vessel_angle_deg,trust_vx,trust_vy,trust_vz,trust_wx,trust_wy,trust_wz,trust_dL,sqp_status_0,sqp_du_0,sqp_du_rel_0,u_applied_0_vx,u_applied_0_vy,u_applied_0_vz,u_applied_0_wx,u_applied_0_wy,u_applied_0_wz,u_applied_0_dL,x_rollout_0_x,x_rollout_0_y,x_rollout_0_z,x_rollout_0_tx,x_rollout_0_ty,x_rollout_0_tz,x_pred_0_x,x_pred_0_y,x_pred_0_z,x_pred_0_tx,x_pred_0_ty,x_pred_0_tz,rollout_err_xy_0_m,rollout_err_xy_0_mm,rollout_err_xyz_0_m,rollout_err_xyz_0_mm,u_applied_1_vx,u_applied_1_vy,u_applied_1_vz,u_applied_1_wx,u_applied_1_wy,u_applied_1_wz,u_applied_1_dL,x_rollout_1_x,x_rollout_1_y,x_rollout_1_z,x_rollout_1_tx,x_rollout_1_ty,x_rollout_1_tz,x_pred_1_x,x_pred_1_y,x_pred_1_z,x_pred_1_tx,x_pred_1_ty,x_pred_1_tz,rollout_err_xy_1_m,rollout_err_xy_1_mm,rollout_err_xyz_1_m,rollout_err_xyz_1_mm,u_applied_2_vx,u_applied_2_vy,u_applied_2_vz,u_applied_2_wx,u_applied_2_wy,u_applied_2_wz,u_applied_2_dL,x_rollout_2_x,x_rollout_2_y,x_rollout_2_z,x_rollout_2_tx,x_rollout_2_ty,x_rollout_2_tz,x_pred_2_x,x_pred_2_y,x_pred_2_z,x_pred_2_tx,x_pred_2_ty,x_pred_2_tz,rollout_err_xy_2_m,rollout_err_xy_2_mm,rollout_err_xyz_2_m,rollout_err_xyz_2_mm,u_applied_3_vx,u_applied_3_vy,u_applied_3_vz,u_applied_3_wx,u_applied_3_wy,u_applied_3_wz,u_applied_3_dL,x_rollout_3_x,x_rollout_3_y,x_rollout_3_z,x_rollout_3_tx,x_rollout_3_ty,x_rollout_3_tz,x_pred_3_x,x_pred_3_y,x_pred_3_z,x_pred_3_tx,x_pred_3_ty,x_pred_3_tz,rollout_err_xy_3_m,rollout_err_xy_3_mm,rollout_err_xyz_3_m,rollout_err_xyz_3_mm,u_applied_4_vx,u_applied_4_vy,u_applied_4_vz,u_applied_4_wx,u_applied_4_wy,u_applied_4_wz,u_applied_4_dL,x_rollout_4_x,x_rollout_4_y,x_rollout_4_z,x_rollout_4_tx,x_rollout_4_ty,x_rollout_4_tz,x_pred_4_x,x_pred_4_y,x_pred_4_z,x_pred_4_tx,x_pred_4_ty,x_pred_4_tz,rollout_err_xy_4_m,rollout_err_xy_4_mm,rollout_err_xyz_4_m,rollout_err_xyz_4_mm,u_plan_0_vx,u_plan_0_vy,u_plan_0_vz,u_plan_0_wx,u_plan_0_wy,u_plan_0_wz,u_plan_0_dL,u_plan_1_vx,u_plan_1_vy,u_plan_1_vz,u_plan_1_wx,u_plan_1_wy,u_plan_1_wz,u_plan_1_dL,u_plan_2_vx,u_plan_2_vy,u_plan_2_vz,u_plan_2_wx,u_plan_2_wy,u_plan_2_wz,u_plan_2_dL,u_plan_3_vx,u_plan_3_vy,u_plan_3_vz,u_plan_3_wx,u_plan_3_wy,u_plan_3_wz,u_plan_3_dL,u_plan_4_vx,u_plan_4_vy,u_plan_4_vz,u_plan_4_wx,u_plan_4_wy,u_plan_4_wz,u_plan_4_dL,u_plan_5_vx,u_plan_5_vy,u_plan_5_vz,u_plan_5_wx,u_plan_5_wy,u_plan_5_wz,u_plan_5_dL,u_plan_6_vx,u_plan_6_vy,u_plan_6_vz,u_plan_6_wx,u_plan_6_wy,u_plan_6_wz,u_plan_6_dL,u_plan_7_vx,u_plan_7_vy,u_plan_7_vz,u_plan_7_wx,u_plan_7_wy,u_plan_7_wz,u_plan_7_dL,u_plan_8_vx,u_plan_8_vy,u_plan_8_vz,u_plan_8_wx,u_plan_8_wy,u_plan_8_wz,u_plan_8_dL,u_plan_9_vx,u_plan_9_vy,u_plan_9_vz,u_plan_9_wx,u_plan_9_wy,u_plan_9_wz,u_plan_9_dL,u_plan_10_vx,u_plan_10_vy,u_plan_10_vz,u_plan_10_wx,u_plan_10_wy,u_plan_10_wz,u_plan_10_dL,u_plan_11_vx,u_plan_11_vy,u_plan_11_vz,u_plan_11_wx,u_plan_11_wy,u_plan_11_wz,u_plan_11_dL
0,solved,0,ltv_oneshot,5,18,18,18,29,0.01,0.01,0.0,0.0,0.0,0.5235987755982988,0.040000000000000015,0.663132822022953,-0.7089273166922002,-0.1,0.0005251648278964623,0.9996654137100977,-0.02585874119617632,0.0003321708476592932,0.019999999999999997,0.7781332133610827,-0.7100414367973721,-0.10000320524173457,-0.9999645634137454,-0.008418028955153903,9.330202350096891e-05,0.003203112624494027,3.203112624494027,0.0032031128227174343,3.203112822717434,1,1.8156572534921445,26.20675510111639,,16,0.10553101261562,0.0013388390567477184,1.3388390567477184,0.002661160943252282,2.661160943252282,4.506128463585363,0.01,0.01,0.0001,0.17453292519943295,0.17453292519943295,0.5235987755982988,0.02,solved,1.8156572534921445,26.20675510111639,0.01,0.01,0.0,0.0,0.0,0.5235987755982988,0.040000000000000015,0.7813328360389294,-0.7099477343843968,-0.10000428891897646,-0.9999988141746654,-0.001539426468680648,-4.260763668223972e-05,0.78133281627538,-0.7098915312403935,-0.10000433212408656,-0.9999999959502601,-6.354856135217868e-05,-6.372644829515937e-05,5.6203147478217366e-05,0.05620314747821736,5.620316408477186e-05,0.05620316408477186,0.01,0.01,0.0,0.0,0.0,0.5235987755982988,0.03999999999999998,0.7805328727950848,-0.7099666937984473,-0.10000405209660779,-0.9999951201685163,-0.0031240364976743086,-5.925826441759642e-06,0.7805328089105016,-0.7098489512188456,-0.10000415506856947,-0.9999999977960572,-4.685483721249866e-05,-4.7037323612002034e-05,0.00011774259693292866,0.11774259693292867,0.00011774264196006048,0.11774264196006048,0.01,0.01,0.0,0.0,0.0,0.5235987755982988,0.04,0.779732942440807,-0.709988674501604,-0.10000379032315865,-0.9999884173336374,-0.004812936308952066,2.902848682217187e-05,0.7797328017741159,-0.7098040439290516,-0.10000396724032279,-0.9999999990574007,-3.060812899647206e-05,-3.079514914148208e-05,0.00018463062613805292,0.18463062613805292,0.00018463071090101029,0.1846307109010103,0.01,0.01,0.0,0.0,0.0,0.5235987755982988,0.04,0.7789330533115264,-0.7100136195568894,-0.10000350698715378,-0.9999783195181721,-0.006584575424958232,6.212958549327043e-05,0.7789327949113972,-0.7097567819059665,-0.10000376937876737,-0.9999999997772578,-1.4828566726794016e-05,-1.5019916794687016e-05,0.00025683778090890443,0.2568377809089044,0.00025683791494164035,0.2568379149416403,0.01,0.01,0.0,0.0,0.0,0.5235987755982988,0.039999999999999994,0.7781332133610827,-0.7100414367973721,-0.10000320524173457,-0.9999645634137454,-0.008418028955153903,9.330202350096891e-05,0.7781327883664729,-0.7097071431218839,-0.1000035621226043,-0.9999999999998462,4.759565519485477e-07,2.8441348581820575e-07,0.00033429394564040874,0.33429394564040876,0.0003342941361373061,0.3342941361373061,0.01,0.01,0.0,0.0,0.0,0.5235987755982988,0.040000000000000015,0.01,0.01,0.0,0.0,0.0,0.5235987755982988,0.03999999999999998,0.01,0.01,0.0,0.0,0.0,0.5235987755982988,0.04,0.01,0.01,0.0,0.0,0.0,0.5235987755982988,0.04,0.01,0.01,0.0,0.0,0.0,0.5235987755982988,0.039999999999999994,0.01,0.01,0.0,0.0,0.0,0.5235987755982988,0.04,0.01,0.01,0.0,0.0,0.0,0.5235987755982988,0.020255743254191827,0.01,0.01,0.0,0.0,0.0,0.5235987755982988,0.0012558399907783792,0.01,0.01,0.0,0.0,0.0,0.5235987755982988,6.215262541059474e-05,0.01,0.01,0.0,0.0,0.0,0.5235987755982988,4.8036868827715134e-05,0.01,0.01,0.0,0.0,0.0,0.5235987755982988,4.8341417849834665e-05,0.01,0.01,0.0,0.0,0.0,0.5235987755982988,4.875311608490617e-05
1,solved,0,ltv_oneshot,5,22,22,22,33,0.006978194524055011,0.02,1.957313870655203e-07,0.0,0.0,1.0471975511965976,0.04291665425219252,0.6648723859134339,-0.7069273166922004,-0.1,0.0005070606288034317,0.9969420650558128,-0.0781417480395925,0.00035920062251015476,0.021209435320996024,0.7769273179634334,-0.7102955405275913,-0.10000217133240503,-0.999659551815517,-0.026091184556317395,0.00017479258530464744,0.00045105095340261634,0.45105095340261636,0.0004510515029195998,0.4510515029195998,1,1.814450262507565,0.9996887646596025,,20,0.16817575355239026,0.00025744038918660964,0.25744038918660966,0.0037425596108133907,3.7425596108133905,49.766741218369766,0.01,0.01,0.0001,0.17453292519943295,0.17453292519943295,0.5235987755982988,0.02,solved,1.814450262507565,0.9996887646596025,0.006978194524055011,0.02,1.957313870655203e-07,0.0,0.0,1.0471975511965976,0.04291665425219252,0.7772753198898826,-0.7100963529501464,-0.10000282708705896,-0.9999274532589217,-0.012044583674334988,0.00012737047865799122,0.7772746467530419,-0.710007773826122,-0.10000287540670548,-0.9999470141207498,-0.01029339302933142,0.00012251914404890198,8.858168166236579e-05,0.0885816816623658,8.858169484109543e-05,0.08858169484109543,0.02,0.02,1.957313870655203e-07,0.0,0.0,1.0471975511965976,0.013238738994183494,0.7770111191466854,-0.7101479053089376,-0.10000260451670537,-0.9998784743986636,-0.015588956573805934,0.00014445463355994008,0.7770095166857612,-0.7099649030748684,-0.10000270120049652,-0.999926616558473,-0.012113719653995032,0.00013890309039723428,0.0001830092499174027,0.1830092499174027,0.00018300927545642553,0.18300927545642554,0.02,0.02,1.957313870655203e-07,0.0,0.0,1.0471975511965976,0.005398212917798168,0.7769038676779311,-0.7101983440544446,-0.10000243219464322,-0.9998173622547798,-0.019110665097960135,0.0001568866085109141,0.7769010940280054,-0.7099179669555069,-0.10000257706449792,-0.9999038908010509,-0.013863200424695995,0.00014434301073248213,0.0002803908178643248,0.2803908178643248,0.0002803908552893617,0.2803908552893617,0.02,0.02,1.957313870655203e-07,0.0,0.0,1.0471975511965976,0.00017963362385458895,0.7769011156841634,-0.7102472571207787,-0.10000229604714958,-0.9997444482063488,-0.022605544228762455,0.00016628501075628918,0.7768969618500788,-0.709869453219091,-0.10000248799898871,-0.9998781818707886,-0.015607664450961404,0.00014909444167734534,0.0003778267360419026,0.3778267360419026,0.00037782678480169466,0.3778267848016947,0.02,0.02,1.957313870655203e-07,0.0,0.0,1.0471975511965976,-0.0012614737382273852,0.7769273179634334,-0.7102955405275913,-0.10000217133240503,-0.999659551815517,-0.026091184556317395,0.00017479258530464744,0.7769215763362278,-0.7098203168271044,-0.10000240831506715,-0.9998494275010147,-0.017352194829396397,0.00015381968646022766,0.000475258384236764,0.475258384236764,0.0004752584433212331,0.4752584433212331,0.006978194524055011,0.02,1.957313870655203e-07,0.0,0.0,1.0471975511965976,0.04291665425219252,0.02,0.02,1.957313870655203e-07,0.0,0.0,1.0471975511965976,0.013238738994183494,0.02,0.02,1.957313870655203e-07,0.0,0.0,1.0471975511965976,0.005398212917798168,0.02,0.02,1.957313870655203e-07,0.0,0.0,1.0471975511965976,0.00017963362385458895,0.02,0.02,1.957313870655203e-07,0.0,0.0,1.0471975511965976,-0.0012614737382273852,0.02,0.02,1.957313870655203e-07,0.0,0.0,1.0471975511965976,-0.0015017615795610165,0.02,0.02,1.957313870655203e-07,0.0,0.0,1.0471975511965976,-0.0017290109233159844,0.02,0.02,1.957313870655203e-07,0.0,0.0,1.0471975511965976,-0.001958977271639727,0.02,0.02,1.957313870655203e-07,0.0,0.0,1.0471975511965976,-0.0021954807612543582,0.02,0.02,1.957313870654844e-07,0.0,0.0,1.0471975511965976,-0.002443937154883561,0.02,0.02,1.9573135116255705e-07,0.0,0.0,1.0471975511965976,-0.002789743630439027,0.004079751092657719,0.02,1.5982835022429625e-07,0.0,0.0,1.0471975511965976,-0.0034017928499631743
2,solved,0,ltv_oneshot,5,23,23,23,34,0.010006903183954143,0.029999862476657414,1.9051478951844198e-06,0.0,0.0,1.5707963338004038,-0.001414390162883989,0.6669195624024642,-0.7039273233723191,-0.1,0.0004773149739325905,0.9877378944339308,-0.15612003639397684,0.00039787684546093463,0.021115377865522433,0.7770333300314894,-0.7106633304727689,-0.10000134380472103,-0.9986123877433347,-0.052661607126967526,0.00023276675130282258,0.00040109259461945304,0.40109259461945307,0.00040109325065838466,0.40109325065838464,1,1.8142713238406967,0.4999895998091666,,20,0.7637619031719634,0.0013370753804383814,1.3370753804383815,0.0026629246195616187,2.6629246195616187,50.77950636794114,0.01,0.01,0.0001,0.17453292519943295,0.17453292519943295,0.5235987755982988,0.02,solved,1.8142713238406967,0.4999895998091666,0.010006903183954143,0.029999862476657414,1.9051478951844198e-06,0.0,0.0,1.5707963338004038,-0.001414390162883989,0.7769573377883594,-0.7103684521340563,-0.1000020242670218,-0.999507916783365,-0.031367020689058264,0.00018520386037022078,0.7769551298975391,-0.7102699349866373,-0.10000206924606593,-0.9995625085220068,-0.02957630871451072,0.000183084726419877,9.854188509187078e-05,0.09854188509187078,9.854189535712147e-05,0.09854189535712148,0.010005993261887086,0.029999878095222046,1.9051304530807754e-06,0.0,0.0,1.5707963331952268,0.003998377592420682,0.7768795006775698,-0.7104454031557326,-0.10000183919774178,-0.9993249467210473,-0.03673705827914745,0.00019851944600449958,0.7768746567497925,-0.7102471886373017,-0.10000192788279272,-0.9994532895111724,-0.03306184403936897,0.00019119103779995867,0.00019827369707824867,0.19827369707824868,0.000198273716912039,0.198273716912039,0.02233664532275234,0.029999909270873426,1.9050999485257887e-06,0.0,0.0,1.570796331903379,-0.0011826720494800783,0.7769055553181619,-0.710519169490975,-0.10000167113107669,-0.9991153895378796,-0.042052279399789984,0.00021020431279238736,0.776897671563982,-0.7102209647546236,-0.10000180260488128,-0.9993318566202192,-0.03654860763265204,0.00019905803196160193,0.00029830893108052367,0.29830893108052364,0.0002983089600527713,0.2983089600527713,0.03000473427684885,0.029999972709459897,1.903377851189218e-06,0.0,0.0,1.5707963349877265,-0.0028263240216773247,0.776964772650302,-0.7105915002483716,-0.10000150366566392,-0.998878403666105,-0.047348553648406386,0.00022171345879816212,0.7769534499776063,-0.7101931564290916,-0.1000016782051246,-0.9991981605252115,-0.04003739858841127,0.00020668165479408824,0.00039850470671687983,0.3985047067168798,0.00039850474493979333,0.3985047449397933,0.030004548406069247,0.03000004344185466,1.9017410653778529e-06,0.0,0.0,1.570796337321407,-0.0032778641320589923,0.7770333300314894,-0.7106633304727689,-0.10000134380472103,-0.9986123877433347,-0.052661607126967526,0.00023276675130282258,0.7770181636796258,-0.7101646254947064,-0.10000155469634353,-0.9990521425549947,-0.043528963013306714,0.00021409171058066266,0.0004989355402986945,0.4989355402986945,0.0004989355848688552,0.4989355848688552,0.010006903183954143,0.029999862476657414,1.9051478951844198e-06,0.0,0.0,1.5707963338004038,-0.001414390162883989,0.010005993261887086,0.029999878095222046,1.9051304530807754e-06,0.0,0.0,1.5707963331952268,0.003998377592420682,0.02233664532275234,0.029999909270873426,1.9050999485257887e-06,0.0,0.0,1.570796331903379,-0.0011826720494800783,0.03000473427684885,0.029999972709459897,1.903377851189218e-06,0.0,0.0,1.5707963349877265,-0.0028263240216773247,0.030004548406069247,0.03000004344185466,1.9017410653778529e-06,0.0,0.0,1.570796337321407,-0.0032778641320589923,0.019569996746653533,0.030000130439862112,1.9001862954908772e-06,0.0,0.0,1.570796339044335,-0.004282959487907837,0.006759247879546414,0.030000463677258317,1.7367609762786786e-06,0.0,0.0,1.5707963344490738,-0.005001488702340697,0.006861518827434792,0.02999995878085191,1.4117488172872377e-06,0.0,0.0,1.570796336227504,-0.004998968415747267,0.007031518121558658,0.030000375583067406,1.0793386301538726e-06,0.0,0.0,1.5707963300107735,-0.00500132499540799,0.0071445019426488775,0.02999996571709457,7.579111308696959e-07,0.0,0.0,1.5707963324502585,-0.0050001118616921055,0.007289874726473749,0.030000055413135662,4.6216690721105744e-07,0.0,0.0,1.5707963286897453,-0.004998591597504034,0.007431544304558077,0.03000010317285378,2.0615924707431095e-07,0.0,0.0,1.570796327034007,-0.005002510615653922
3,solved,0,ltv_oneshot,5,23,23,23,34,0.009569996746653533,0.040000130439862114,2.994123326161816e-06,0.0,0.0,2.0943951146426336,0.005000183478004493,0.6678139536275204,-0.6999273054883565,-0.1,0.0004331107371670362,0.9660079753111771,-0.2585115190849954,0.0004455902353562528,0.020856885611281,0.7773218530435804,-0.7111676267885445,-0.10000064985933703,-0.9959119825326437,-0.0903285214083654,0.0002850755647096368,0.0006325617961771522,0.6325617961771522,0.000632562003756241,0.632562003756241,1,1.814199082959803,0.33333894384734564,,20,0.41491771296216806,0.0014966336677073493,1.4966336677073493,0.002503366332292651,2.503366332292651,52.30310867992232,0.01,0.01,0.0001,0.17453292519943295,0.17453292519943295,0.5235987755982988,0.02,solved,1.814199082959803,0.33333894384734564,0.009569996746653533,0.040000130439862114,2.994123326161816e-06,0.0,0.0,2.0943951146426336,0.005000183478004493,0.7769382321818992,-0.7107709875470446,-0.10000112067615724,-0.9981922807253653,-0.06010082187358626,0.00024881803220454235,0.7769336208460906,-0.7106682169500199,-0.10000116231737977,-0.9983151026686977,-0.05802497210166253,0.00024165303389982353,0.00010287400075212687,0.10287400075212687,0.00010287400917987017,0.10287400917987016,0.009866454930001245,0.04000046367725832,2.99412309364197e-06,0.0,0.0,2.0943951100473726,-0.0029247961900762346,0.7770020673122157,-0.7108712978711605,-0.10000097236002291,-0.9977186521565898,-0.06750869313025011,0.0002597896910784297,0.7769921812304061,-0.7106648983319765,-0.10000105953130299,-0.9979840746785607,-0.06346436101532879,0.00024813079823927925,0.00020663616428135618,0.20663616428135617,0.00020663618266834028,0.20663618266834027,0.008144731076501993,0.03999995878085191,2.7616027707797646e-06,0.0,0.0,2.094395111825803,-0.005,0.777107980224672,-0.7109695723010708,-0.10000085569356065,-0.9971841438701212,-0.0749914060676243,0.0002687564216228535,0.7770921743980178,-0.7106593154700461,-0.10000097472476391,-0.9976199893895005,-0.0689513749775305,0.00025428173577476417,0.00031065917876945515,0.31065917876945515,0.00031065920157326683,0.3106592015732668,0.008427431492967218,0.040000375583067405,2.447111619538841e-06,0.0,0.0,2.094395105609072,-0.004999999999999998,0.7772145652262273,-0.7110682996468156,-0.10000074816038546,-0.9965832695557505,-0.08259364386363002,0.00027719108616111566,0.7771921686801009,-0.7106537865851092,-0.10000090081914624,-0.9972217064918553,-0.0744902708238671,0.00026010393863752266,0.00041511767440519966,0.41511767440519964,0.00041511770247518783,0.4151177024751878,0.008710947006678809,0.03999996571709457,2.081416557578218e-06,0.0,0.0,2.094395108048557,-0.005,0.7773218530435804,-0.7111676267885445,-0.10000064985933703,-0.9959119825326437,-0.0903285214083654,0.0002850755647096368,0.7772921689489523,-0.7106483524208647,-0.10000083970272693,-0.9967879040011121,-0.08008622791096222,0.00026558626366081833,0.0005201221148953326,0.5201221148953327,0.0005201221495415345,0.5201221495415345,0.009569996746653533,0.040000130439862114,2.994123326161816e-06,0.0,0.0,2.0943951146426336,0.005000183478004493,0.009866454930001245,0.04000046367725832,2.99412309364197e-06,0.0,0.0,2.0943951100473726,-0.0029247961900762346,0.008144731076501993,0.03999995878085191,2.7616027707797646e-06,0.0,0.0,2.094395111825803,-0.005,0.008427431492967218,0.040000375583067405,2.447111619538841e-06,0.0,0.0,2.094395105609072,-0.004999999999999998,0.008710947006678809,0.03999996571709457,2.081416557578218e-06,0.0,0.0,2.094395108048557,-0.005,0.008995583357774579,0.040000055413135664,1.691466259510537e-06,0.0,0.0,2.094395104288044,-0.005000000000000001,0.009281047824667335,0.04000010317285378,1.3062300462044642e-06,0.0,0.0,2.0943951026323058,-0.005,0.009567287677816479,0.04000010317285378,9.479553006030368e-07,0.0,0.0,2.0943951026323058,-0.005000000000000001,0.009855019997928496,0.04000010317285378,6.329539720594589e-07,0.0,0.0,2.0943951026323058,-0.004999999999999998,0.010143831028558283,0.04000010317285378,3.7425420968894455e-07,0.0,0.0,2.0943951026323058,-0.005,0.010434247954598814,0.04000010317285378,1.8119635418804284e-07,0.0,0.0,2.0943951026323058,-0.005,0.010725220786783245,0.04000010317285378,5.727742440804959e-08,0.0,0.0,2.0943951026323058,-0.005
4,solved,0,ltv_oneshot,5,23,23,23,34,0.005548027544311376,0.050000055413135666,1.8230320922314567e-06,0.0,0.0,2.6179938798863427,0.004376337990202184,0.6688736082409914,-0.6949272961262655,-0.1,0.0003712442180443844,0.9240011189262967,-0.3823892599006719,0.0004983104444649218,0.020544412371085046,0.7777019690566964,-0.7118569951447579,-0.10000009268277127,-0.9896401259961523,-0.14356988282500774,0.0003313064039748113,0.0007986819555180479,0.7986819555180479,0.0007986820483640491,0.7986820483640491,1,1.814304952211319,0.25002039333686193,,19,1.0,0.0015996241520122908,1.5996241520122907,0.0024003758479877093,2.4003758479877093,41.11210497757989,0.01,0.01,0.0001,0.17453292519943295,0.17453292519943295,0.5235987755982988,0.02,solved,1.814304952211319,0.25002039333686193,0.005548027544311376,0.050000055413135666,1.8230320922314567e-06,0.0,0.0,2.6179938798863427,0.004376337990202184,0.777245646445451,-0.7113143920462456,-0.10000044422970514,-0.9949219296698326,-0.10064921052044788,0.0003004724067259429,0.7772374233960541,-0.7112073104556598,-0.1000004777916651,-0.9951657893208172,-0.09820878918677589,0.00029239005175717505,0.00010739686021375193,0.10739686021375193,0.00010739686545787697,0.10739686545787697,0.01110491367384961,0.050000103172853784,1.5404526815085976e-06,0.0,0.0,2.6179938782306045,-0.005,0.7773574634933632,-0.7114462149915385,-0.1000003342670532,-0.9938312450659942,-0.11090248184480983,0.0003095985097428512,0.7773399526325363,-0.7112306913473718,-0.10000039771897958,-0.9943397057129999,-0.10624716548915515,0.00029911219441192024,0.00021623383509935789,0.2162338350993579,0.00021623384440906389,0.21623384440906387,0.011604324958108009,0.050000103172853784,1.2219568990326918e-06,0.0,0.0,2.6179938782306045,-0.005,0.7774707090286648,-0.7115803981507098,-0.10000023874055562,-0.9925968064451078,-0.12145566610800444,0.00031781320636745087,0.777442774928153,-0.7112549420466282,-0.10000035367906662,-0.9934282473142154,-0.11445621119088957,0.0003052180081460713,0.0003266527049565031,0.3266527049565031,0.00032665272517807284,0.32665272517807287,0.012108154099088901,0.050000103172853784,9.0260350890893e-07,0.0,0.0,2.6179938782306045,-0.005000000000000002,0.7775855005576193,-0.7117172312318422,-0.10000015806333269,-0.991204881139389,-0.1323358528022935,0.00032506697639075324,0.7775459158607861,-0.7112801129954719,-0.10000026771850516,-0.9924254157313988,-0.12284827097968117,0.00031068901375066543,0.00043890693864511983,0.4389069386451198,0.00043890695234307677,0.43890695234307675,0.012617310398194331,0.050000103172853784,6.022419730932974e-07,0.0,0.0,2.6179938782306045,-0.005,0.7777019690566964,-0.7118569951447579,-0.10000009268277127,-0.9896401259961523,-0.14356988282500774,0.0003313064039748113,0.7776494083067219,-0.7113062980009817,-0.10000023032497202,-0.9913246767752404,-0.13143548110029585,0.00031547487833417654,0.0005531997619315734,0.5531997619315734,0.0005531997790550219,0.5531997790550218,0.005548027544311376,0.050000055413135666,1.8230320922314567e-06,0.0,0.0,2.6179938798863427,0.004376337990202184,0.01110491367384961,0.050000103172853784,1.5404526815085976e-06,0.0,0.0,2.6179938782306045,-0.005,0.011604324958108009,0.050000103172853784,1.2219568990326918e-06,0.0,0.0,2.6179938782306045,-0.005,0.012108154099088901,0.050000103172853784,9.0260350890893e-07,0.0,0.0,2.6179938782306045,-0.005000000000000002,0.012617310398194331,0.050000103172853784,6.022419730932974e-07,0.0,0.0,2.6179938782306045,-0.005,0.013132546895214774,0.050000103172853784,3.4088231905832374e-07,0.0,0.0,2.6179938782306045,-0.005000000000000002,0.013653194214662358,0.050000103172853784,1.2340185768594752e-07,0.0,0.0,2.6179938782306045,-0.005000000000000002,0.0007252207867832448,0.050000103172853784,1.2340160471278126e-13,0.0,0.0,2.6179938782306045,-0.004999999999999999,0.0007252207867832448,0.050000103172853784,1.2340135174013358e-19,0.0,0.0,2.6179938782306045,-0.004999999999999998,0.0007252207867832448,0.050000103172853784,1.234010987680045e-25,0.0,0.0,2.6179938782306045,-0.005,0.0007252207867832448,0.050000103172853784,1.2340084579639402e-31,0.0,0.0,2.6179938782306045,-0.005,0.0007252207867832448,0.050000103172853784,1.2340071622564196e-37,0.0,0.0,2.6179938782306045,-0.005
