node_index,s_m,insertion_m,position_error_m,position_error_mm,tangent_error_rad,tangent_error_deg,feasible,solver_success,termination_reason,function_evaluations,objective_value,jacobian_condition,jacobian_effective_rank,minimum_joint_margin_rad,minimum_state_margin,minimum_clearance_m,contact_active,source_magnet_lumen_distance_m,source_magnet_lumen_exclusion_radius_m,source_magnet_lumen_margin_m,source_magnet_lumen_segment_index,source_magnet_lumen_constraint_satisfied,delta_q_norm_rad,delta_insertion_m,attempt_count,chain_rule_relative_error,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad,magnet_pose_x,magnet_pose_y,magnet_pose_z,magnet_pose_rx,magnet_pose_ry,magnet_pose_rz,tip_x,tip_y,tip_z,tip_tangent_x,tip_tangent_y,tip_tangent_z,desired_x,desired_y,desired_z,desired_tangent_x,desired_tangent_y,desired_tangent_z
0,0.0,0.025,0.0,0.0,0.21518989803801308,12.329472951428665,1,1,fixed_initial_state_feasible_and_committed,1,3.890897655596555e-07,24016440.905503366,5,4.226776597179587,0.025,nan,0,0.23500488508436604,0.20493493366603194,0.0300699514183341,254,1,0.0,0.0,1,0.00997142331133596,-0.85634357,-1.94584002,-1.76176286,-1.0331945,1.56234264,-2.05640871,0.24557497783369636,-0.6700279629478505,-0.016566991220873295,-3.077932948039142,0.5753726959665791,0.045033578217205016,0.5005794864881917,-0.669607395033303,-0.01656004894946191,-0.9996493453761041,0.026476307031826483,0.00043755580570542735,0.5005794864881917,-0.669607395033303,-0.01656004894946191,-0.9709399290620259,0.23932332555149768,0.0
1,0.00025,0.025170585846775624,6.82228398496601e-05,0.0682228398496601,0.4207981917083469,24.10996041162519,1,1,scipy_slsqp_status_0: Optimization terminated successfully; exclusion_jacobian=magnet_position_jacobian; fresh_postvalidated_and_committed,23,0.007279465121365574,23147756.992299933,5,4.226988749841639,0.02482941415322438,nan,0,0.23463941220204554,0.20493493366603194,0.0297044785360136,254,1,0.0020463698846405268,0.00017058584677562272,1,nan,-0.8552425260656471,-1.9452090661864359,-1.7626576544271986,-1.034206064051444,1.5631842465561778,-2.0561965573379473,0.24594186191014591,-0.6686915114577495,-0.016566988697540475,-3.076768066254379,0.5737503601223815,0.04577195458978872,0.5004105939201101,-0.6695326022625508,-0.016560121375621517,-0.9995206787067291,0.03095525937751164,0.0004298307928046521,0.5003424331609948,-0.6695296933884682,-0.01656004894946191,-0.8996809574806709,0.4365480211232933,0.0
2,0.0005,0.02536964354272621,7.952892135821474e-05,0.07952892135821474,0.6692441997675477,38.34486811029063,1,1,scipy_slsqp_status_0: Optimization terminated successfully; exclusion_jacobian=magnet_position_jacobian; fresh_postvalidated_and_committed,23,0.009981452060090741,22267645.865704067,5,4.227386163310666,0.024630356457273794,nan,0,0.23389457235650002,0.20493493366603194,0.02895963869046808,254,1,0.0037613521802983044,0.00019905769595058437,1,nan,-0.8531423275130511,-1.9440820753367294,-1.764248389612037,-1.036018226521474,1.5647636512469252,-2.05579914386892,0.24670905101235757,-0.6662472849169273,-0.016566989423661527,-3.074664029966978,0.5706745819639969,0.04702092870321868,0.5002153753806658,-0.669394615033176,-0.016560065245557413,-0.999229874002952,0.03923613550582069,0.00042961682171626894,0.5001359862778906,-0.6693899012844157,-0.01656004894946191,-0.7593450871877692,0.650688126957761,0.0
3,0.00075,0.025555910248810213,7.448598441512547e-05,0.07448598441512547,0.8190716890236709,46.929350899708176,1,1,scipy_slsqp_status_0: Optimization terminated successfully; exclusion_jacobian=magnet_position_jacobian; fresh_postvalidated_and_committed,25,0.008831223467824969,21098130.08723249,5,4.227898356527403,0.02444408975118979,nan,0,0.23288077078395367,0.20493493366603194,0.02794583711792173,254,1,0.004706912070247511,0.00018626670608400467,1,nan,-0.8503968191464019,-1.9427232738851856,-1.7661642057054794,-1.0382294433988593,1.5667507824421374,-2.0552869506521834,0.24778666324462997,-0.6632078013730991,-0.016566991221043104,-3.0721002021712165,0.5666905295487082,0.048489571546430216,0.50003537849925,-0.6692173115836264,-0.016559813467723544,-0.9987585765551545,0.04981074924861477,0.00044160708019645663,0.4999611044066372,-0.669211702163942,-0.01656004894946191,-0.6456646487846847,0.7636210849038612,0.0
4,0.001,0.025723177466775732,6.688216906754848e-05,0.06688216906754849,0.9056114347374608,51.88771308924369,1,1,scipy_slsqp_status_0: Optimization terminated successfully; exclusion_jacobian=magnet_position_jacobian; fresh_postvalidated_and_committed,25,0.007193757881922949,20043935.045406066,5,4.228468872787402,0.02427682253322427,nan,0,0.2317083004469076,0.20493493366603194,0.026773366780875663,254,1,0.005101594409942688,0.00016726721796551935,1,nan,-0.84729365173696,-1.9413128285443315,-1.768154677617247,-1.0405735781162906,1.5689013234636187,-2.0547164343921844,0.24907308364759675,-0.6599367233090411,-0.01656699120037053,-3.0694002678264964,0.5622272118303764,0.05000927506499584,0.4998769103615586,-0.6690185024295742,-0.016559390920955427,-0.998102747927981,0.06156857279222684,0.0004641367703873097,0.49981030601142407,-0.6690124483333726,-0.01656004894946191,-0.567591436585089,0.823310367428514,0.0
5,0.00125,0.025874976017304294,6.069445019766223e-05,0.06069445019766223,0.9593251903090677,54.965284585294086,1,1,scipy_slsqp_status_0: Optimization terminated successfully; exclusion_jacobian=magnet_position_jacobian; fresh_postvalidated_and_committed,28,0.0059753010150615455,19118032.019208714,5,4.229067408174549,0.02412502398269571,nan,0,0.2304513215479193,0.20493493366603194,0.02551638788188737,254,1,0.005208714915161393,0.00015179855052856184,1,nan,-0.8439982800306179,-1.939938683221198,-1.7701000061913044,-1.0429217113778873,1.571075417143856,-2.0541178990050377,0.25049427692638876,-0.6566224847186588,-0.01656699122226868,-3.0667291459987394,0.5575285721033014,0.05152095892957934,0.4997364475576535,-0.6688079618091304,-0.016558885358114634,-0.997265022221002,0.07390692619950791,0.0004916444698993891,0.49967609758673864,-0.6688016101675671,-0.01656004894946191,-0.5119873987962161,0.8589929589198532,0.0
6,0.0015,0.026015992456126732,5.638676874366651e-05,0.05638676874366651,0.9947652702811717,56.99585159330176,1,1,scipy_slsqp_status_0: Optimization terminated successfully; exclusion_jacobian=magnet_position_jacobian; fresh_postvalidated_and_committed,27,0.005187694230500261,18118547.82619316,5,4.229679339803346,0.02398400754387327,nan,0,0.2291552063371008,0.20493493366603194,0.024220272671068854,254,1,0.00518513668982329,0.00014101643882243747,1,nan,-0.8405976996820245,-1.9386364540839245,-1.771953219825137,-1.0452225343712227,1.5732022099220409,-2.05350596737624,0.25200171848774566,-0.6533497039571009,-0.016566991219662652,-3.064157737609366,0.5527204161405592,0.05301653017908577,0.49960930086961985,-0.6685904160141013,-0.016558389966257046,-0.9962486509897756,0.08653529158380904,0.0005183739553680101,0.4995533191888854,-0.6685838763744917,-0.01656004894946191,-0.47008534789720474,0.8826209637734446,0.0
7,0.00175,0.026148806824562176,5.311361737329647e-05,0.05311361737329647,1.0171991010180645,58.28121541283658,1,1,scipy_slsqp_status_0: Optimization terminated successfully; exclusion_jacobian=magnet_position_jacobian; fresh_postvalidated_and_committed,20,0.004623094416055016,17275132.444127105,5,4.230299280455217,0.023851193175437827,nan,0,0.22783693626441567,0.20493493366603194,0.022902002598383736,254,1,0.005119405167409759,0.0001328143684354438,1,nan,-0.8371286648200127,-1.9374150475966818,-1.7737015082398626,-1.0474581740626756,1.5752621489901362,-2.0528860267243694,0.25357523596844145,-0.650146158584401,-0.016566991045469603,-3.061705004080458,0.5478543604347467,0.05448762507401972,0.49949294000018907,-0.6683676475037287,-0.0165579202245472,-0.9950527652240853,0.09934635950096712,0.0005433910250440088,0.49944029966125053,-0.668360900682466,-0.01656004894946191,-0.438641832332033,0.8986619736744159,0.0
8,0.002,0.026276458638640362,5.106634475203178e-05,0.051066344752031784,1.0322486691998491,59.14349215314721,1,1,scipy_slsqp_status_0: Optimization terminated successfully; exclusion_jacobian=magnet_position_jacobian; fresh_postvalidated_and_committed,23,0.004278923162317472,16427063.292901445,5,4.230919980556363,0.02372354136135964,nan,0,0.22651694372934497,0.20493493366603194,0.021582010063313034,254,1,0.005004666649871824,0.00012765181407818627,1,nan,-0.8336347913007864,-1.9362831486904668,-1.775332628761637,-1.0496107580437666,1.5772316414136633,-2.0522653266232225,0.25518923553192807,-0.6470428094585927,-0.01656699072726825,-3.059391553417697,0.542989382629925,0.0559292068537893,0.4993842727429164,-0.6681417465931846,-0.016557508113833767,-0.993684298369602,0.11221049950447244,0.000564778424387564,0.49933375092669174,-0.6681347564711538,-0.01656004894946191,-0.41332305136130054,0.9105844580341703,0.0
9,0.0022500000000000003,0.026400232229195335,4.9535196344721913e-05,0.049535196344721914,1.0412827318144804,59.6611058128225,1,1,scipy_slsqp_status_0: Optimization terminated successfully; exclusion_jacobian=magnet_position_jacobian; fresh_postvalidated_and_committed,29,0.004026756509010902,15609321.734235667,5,4.231537629875047,0.023599767770804667,nan,0,0.2252005923899997,0.20493493366603194,0.020265658723967767,254,1,0.004886860275169789,0.0001237735905549736,1,nan,-0.8301291396084228,-1.9352371103245087,-1.7768506600472707,-1.0516795312720089,1.5791109713375673,-2.0516476773045396,0.25683476781748993,-0.6440416438888364,-0.016566990530445025,-3.057214672406874,0.538137998256107,0.057339235739861695,0.4992820443710753,-0.6679131600138175,-0.01655715273876744,-0.9921438852143787,0.12510064575862487,0.0005826340985142518,0.49923312839813433,-0.6679059091358183,-0.01656004894946191,-0.39317706490954263,0.9194627755538107,0.0
10,0.0025000000000000005,0.026521399892835567,4.8511290019625506e-05,0.04851129001962551,1.0460859581879485,59.93631041206815,1,1,scipy_slsqp_status_0: Optimization terminated successfully; exclusion_jacobian=magnet_position_jacobian; fresh_postvalidated_and_committed,29,0.0038577056191804525,14850374.670522945,5,4.232152907992671,0.023478600107164436,nan,0,0.22389502623015278,0.20493493366603194,0.018960092564120845,254,1,0.004759062023371282,0.00012116766364023146,1,nan,-0.8266301277131916,-1.9342753175730263,-1.7782569245738575,-1.0536623493260475,1.5808978197604433,-2.051032399186915,0.2585005715053781,-0.6411479810819761,-0.01656699122359928,-3.0551723687267467,0.5333282183136977,0.0587153843819737,0.49918496295499537,-0.6676825977695314,-0.01655685854971914,-0.9904358838257561,0.13797247530409384,0.0005967317275645913,0.49913714481311294,-0.6676750750096814,-0.01656004894946191,-0.3767603488118335,0.9263107683510894,0.0
11,0.0027500000000000007,0.026641029642672842,4.791528600191373e-05,0.047915286001913734,1.0478603510416757,60.037975633784896,1,1,scipy_slsqp_status_0: Optimization terminated successfully; exclusion_jacobian=magnet_position_jacobian; fresh_postvalidated_and_committed,29,0.003755162462797908,14107712.66150377,5,4.2327630302022055,0.02335897035732716,nan,0,0.22260414491731692,0.20493493366603194,0.017669211251284983,254,1,0.004625213970184584,0.00011962974983727517,1,nan,-0.8231517350384551,-1.9333949708323257,-1.7795540156503034,-1.0555572547530327,1.5825928175002906,-2.0504222769773803,0.2601786625173833,-0.6383650827124366,-0.0165669912236871,-3.0532624470464254,0.5285756154076631,0.060052692362295865,0.4990919313071316,-0.6674505945519215,-0.01655661730963292,-0.9885654101923856,0.1507914473711127,0.0006075943428461528,0.499044784479827,-0.6674427667070176,-0.01656004894946191,-0.3630761570176492,0.9317594669255018,0.0
