i_idx,j_idx,L_m,act_x,act_y,act_z,act_rx,act_ry,act_rz,pred_base_x_mm,pred_base_y_mm,pred_base_z_mm,meas_base_x_mm,meas_base_y_mm,meas_base_z_mm,pred_tip_angle_deg,meas_tip_angle_deg,err_x_mm,err_y_mm,err_z_mm,err_xy_mm,err_xyz_mm
0,0,0.015,0.8022366800634619,-0.8377592020214374,0.16589092760542257,-2.2610424577618957,-2.1804591263573974,-0.000688843033040179,-13.999980427037343,-0.003336554701521156,-0.019179584706382823,-11.108441467845099,8.936356378017583,0.0,-0.013655054725866545,38.815460431841345,2.8915389591922454,8.939692932719105,0.019179584706382823,9.395696210703838,9.395715786479707
0,5,0.015,0.8022459806769355,-0.8377562342700867,0.16590454180165565,-2.353969869129374,-2.0797681065368527,-0.0006323988415676435,-13.99998044075863,-0.003227769977047051,-0.019191235202787253,-10.99289602436976,9.05393701264825,0.0,-0.013209846572969981,39.47544078838607,3.00708441638887,9.057164782625298,0.019191235202787253,9.54331130095402,9.543330597355691
0,10,0.015,0.8022522533064688,-0.8377539419555399,0.1659085352455352,-2.4424282527000583,-1.9751300121684676,-0.0006299029027047207,-13.999980747015657,-0.0030943990132731684,-0.019058209180550595,-10.838020992608692,9.037723724293842,0.0,-0.012664017465924179,39.82439652148911,3.1619597544069644,9.040818123307115,0.019058209180550595,9.577806733652947,9.577825694934363
0,15,0.015,0.8022274257601268,-0.8377662492411188,0.16591222132112135,-2.526237512723179,-1.8666775820746366,-0.0005985804543903426,-13.999981340313871,-0.002935311320017714,-0.018779919962754743,-10.711585822375588,9.093329845448073,0.0,-0.012012940849093429,40.32873738633445,3.2883955179382838,9.09626515676809,0.018779919962754743,9.67241360181779,9.672431833309739
0,20,0.015,0.8022113796643627,-0.8377757660542132,0.16589008666773797,-2.605260762548832,-1.754648239317101,-0.0005500102042631115,-13.999982192072,-0.0027528899000063395,-0.018363808327028042,-10.661478871845764,9.296113274651447,0.0,-0.011266369380883118,41.08628994530585,3.338503320226236,9.298866164551454,0.018363808327028042,9.880005888935566,9.880022955178685
0,25,0.015,0.8022250684226228,-0.8377697490134403,0.165898716594155,-2.6793010912488495,-1.6393720564300112,-0.0005229560862702906,-13.999983296173218,-0.002553125209896522,-0.01780196382225642,-10.585626569552115,9.28017061658575,0.0,-0.010448819429223016,41.240272749236425,3.414356726621104,9.282723741795648,0.01780196382225642,9.890742738698613,9.890758759217377
0,30,0.015,0.8021994881389103,-0.8377871421432894,0.16590390991644208,-2.748258156204405,-1.5208893931811982,-0.0005027824030742105,-13.999984608329891,-0.0023302487244330756,-0.01710527697301206,-10.490711578599253,9.328498583990452,0.0,-0.009536683048447613,41.64396420315247,3.5092730297306383,9.330828832714886,0.01710527697301206,9.968919896489203,9.96893457161389
0,35,0.015,0.8022183731434768,-0.837794294952412,0.1659179449965264,-2.8120229952979163,-1.3995624627324526,-0.0004737294877701582,-13.999986093176235,-0.002092078930338063,-0.01627551632652464,-10.41227596950582,9.334401775813882,0.0,-0.008561957949572698,41.875592594536144,3.5877101236704134,9.336493854744221,0.01627551632652464,10.002088853392763,10.002102095239554
0,40,0.015,0.8022149576658636,-0.8377795559167989,0.1658986501522352,-2.8703523162053526,-1.275558604366477,-0.00039750121761999155,-13.99998768958254,-0.0018382019656011156,-0.01532902593271158,-10.45941142811112,9.349170930402423,0.0,-0.007522950466215676,41.79200365344036,3.5405762614714194,9.351009132368024,0.01532902593271158,9.99885253701269,9.99886428730589
0,45,0.015,0.802214655986028,-0.8377734880289961,0.16588968635888857,-2.923196123514649,-1.149164362166447,-0.0003325533952942279,-13.999989365436171,-0.0015700348452853052,-0.014263370448666596,-10.578814529596928,9.279816567420974,0.0,-0.006425459877012237,41.25747262975676,3.421174835839244,9.28138660226626,0.014263370448666596,9.89184383813793,9.89185412154081
