step,t_s,ref_index,tip_x_m,tip_y_m,tip_z_m,des_x_m,des_y_m,des_z_m,err_norm_mm,q1,q2,q3,q4,q5,q6,insertion_m,terminal_hold
1,22.7842,0,0.500672,-0.670588,-0.016567,0.500680,-0.670531,-0.016567,0.058,-0.856324,-1.945821,-1.761751,-1.033193,1.562352,-2.056409,0.024938,0
2,22.8558,1,0.500656,-0.670476,-0.016567,0.500525,-0.670531,-0.016567,0.142,-0.856324,-1.945821,-1.761751,-1.033193,1.562352,-2.056409,0.025022,0
3,22.9588,3,0.500660,-0.670514,-0.016567,0.500230,-0.670531,-0.016567,0.430,-0.856324,-1.945821,-1.761751,-1.033193,1.562352,-2.056409,0.025370,0
4,23.0573,4,0.500503,-0.670653,-0.016567,0.500083,-0.670531,-0.016567,0.437,-0.856324,-1.945821,-1.761751,-1.033193,1.562352,-2.056409,0.025570,0
5,23.1620,5,0.500310,-0.670181,-0.016567,0.499933,-0.670531,-0.016567,0.514,-0.856324,-1.945821,-1.761751,-1.033193,1.562352,-2.056409,0.025770,0
6,23.2557,6,0.499966,-0.670191,-0.016567,0.499785,-0.670531,-0.016567,0.385,-0.856324,-1.945821,-1.761751,-1.033193,1.562352,-2.056409,0.025951,0
7,23.3573,7,0.499895,-0.670339,-0.016567,0.499637,-0.670531,-0.016567,0.322,-0.856324,-1.945821,-1.761751,-1.033193,1.562352,-2.056409,0.026151,0
8,23.4574,8,0.499902,-0.670368,-0.016567,0.499489,-0.670531,-0.016567,0.445,-0.856324,-1.945821,-1.761751,-1.033193,1.562352,-2.056409,0.026351,0
9,23.5564,8,0.499354,-0.670633,-0.016567,0.499489,-0.670531,-0.016567,0.170,-0.856324,-1.945821,-1.761751,-1.033193,1.562352,-2.056409,0.026196,0
10,23.6568,10,0.499329,-0.670751,-0.016567,0.499191,-0.670531,-0.016567,0.260,-0.856324,-1.945821,-1.761751,-1.033193,1.562352,-2.056409,0.026498,0
11,23.7560,11,0.499155,-0.670765,-0.016567,0.499043,-0.670531,-0.016567,0.260,-0.856324,-1.945821,-1.761751,-1.033193,1.562352,-2.056409,0.026621,0
12,23.8578,12,0.499148,-0.670656,-0.016567,0.498894,-0.670531,-0.016567,0.283,-0.856324,-1.945821,-1.761751,-1.033193,1.562352,-2.056409,0.026821,0
13,23.9566,12,0.499131,-0.670485,-0.016567,0.498894,-0.670531,-0.016567,0.242,-0.856324,-1.945821,-1.761751,-1.033193,1.562352,-2.056409,0.026866,0
14,24.0565,13,0.498717,-0.670372,-0.016567,0.498745,-0.670531,-0.016567,0.161,-0.856324,-1.945821,-1.761751,-1.033193,1.562352,-2.056409,0.026866,0
15,24.1557,14,0.498675,-0.670346,-0.016567,0.498595,-0.670531,-0.016567,0.201,-0.856324,-1.945821,-1.761751,-1.033193,1.562352,-2.056409,0.026951,0
16,24.2590,16,0.498681,-0.670424,-0.016567,0.498296,-0.670531,-0.016567,0.399,-0.856324,-1.945821,-1.761751,-1.033193,1.562352,-2.056409,0.027306,0
17,24.3591,17,0.498518,-0.670427,-0.016567,0.498146,-0.670531,-0.016567,0.385,-0.856324,-1.945821,-1.761751,-1.033193,1.562352,-2.056409,0.027506,0
18,24.4571,18,0.498218,-0.670516,-0.016567,0.497996,-0.670531,-0.016567,0.223,-0.856324,-1.945821,-1.761751,-1.033193,1.562352,-2.056409,0.027706,0
19,24.5570,19,0.497895,-0.670869,-0.016567,0.497846,-0.670531,-0.016567,0.342,-0.856324,-1.945821,-1.761751,-1.033193,1.562352,-2.056409,0.027766,0
20,24.6569,19,0.497916,-0.670856,-0.016567,0.497846,-0.670531,-0.016567,0.333,-0.856324,-1.945821,-1.761751,-1.033193,1.562352,-2.056409,0.027690,0
21,24.7566,20,0.497849,-0.670885,-0.016567,0.497696,-0.670531,-0.016567,0.386,-0.856324,-1.945821,-1.761751,-1.033193,1.562352,-2.056409,0.027851,0
22,24.8578,21,0.497788,-0.670949,-0.016567,0.497545,-0.670531,-0.016567,0.484,-0.856324,-1.945821,-1.761751,-1.033193,1.562352,-2.056409,0.028051,0
23,24.9578,23,0.497458,-0.671124,-0.016567,0.497243,-0.670531,-0.016567,0.631,-0.856324,-1.945821,-1.761751,-1.033193,1.562352,-2.056409,0.028406,0
24,25.0572,24,0.497295,-0.671062,-0.016567,0.497092,-0.670531,-0.016567,0.569,-0.856324,-1.945821,-1.761751,-1.033193,1.562352,-2.056409,0.028606,0
25,25.1581,25,0.497315,-0.671120,-0.016567,0.496941,-0.670531,-0.016567,0.697,-0.856324,-1.945821,-1.761751,-1.033193,1.562352,-2.056409,0.028806,0
26,25.2559,26,0.496923,-0.670916,-0.016567,0.496790,-0.670531,-0.016567,0.407,-0.856324,-1.945821,-1.761751,-1.033193,1.562352,-2.056409,0.028946,0
27,25.3571,27,0.496862,-0.670889,-0.016567,0.496639,-0.670531,-0.016567,0.422,-0.856324,-1.945821,-1.761751,-1.033193,1.562352,-2.056409,0.029146,0
28,25.4570,27,0.496904,-0.671026,-0.016567,0.496639,-0.670531,-0.016567,0.562,-0.856324,-1.945821,-1.761751,-1.033193,1.562352,-2.056409,0.029190,0
29,25.5569,28,0.496382,-0.670931,-0.016567,0.496487,-0.670531,-0.016567,0.414,-0.856324,-1.945821,-1.761751,-1.033193,1.562352,-2.056409,0.029190,0
30,25.6583,30,0.496281,-0.670851,-0.016567,0.496184,-0.670531,-0.016567,0.335,-0.856324,-1.945821,-1.761751,-1.033193,1.562352,-2.056409,0.029448,0
31,25.7578,31,0.496330,-0.670994,-0.016567,0.496033,-0.670531,-0.016567,0.551,-0.856324,-1.945821,-1.761751,-1.033193,1.562352,-2.056409,0.029648,0
32,25.8559,32,0.496008,-0.670909,-0.016567,0.495881,-0.670531,-0.016567,0.399,-0.856324,-1.945821,-1.761751,-1.033193,1.562352,-2.056409,0.029781,0
33,25.9573,33,0.496019,-0.670898,-0.016567,0.495730,-0.670531,-0.016567,0.468,-0.856324,-1.945821,-1.761751,-1.033193,1.562352,-2.056409,0.029981,0
34,26.0564,34,0.495844,-0.670911,-0.016567,0.495578,-0.670531,-0.016567,0.464,-0.856324,-1.945821,-1.761751,-1.033193,1.562352,-2.056409,0.030181,0
35,26.1567,35,0.495591,-0.670950,-0.016567,0.495427,-0.670531,-0.016567,0.450,-0.856324,-1.945821,-1.761751,-1.033193,1.562352,-2.056409,0.030350,0
36,26.2554,36,0.495418,-0.670959,-0.016567,0.495276,-0.670531,-0.016567,0.451,-0.856324,-1.945821,-1.761751,-1.033193,1.562352,-2.056409,0.030497,0
37,26.3579,37,0.495302,-0.670908,-0.016567,0.495126,-0.670531,-0.016567,0.416,-0.856324,-1.945821,-1.761751,-1.033193,1.562352,-2.056409,0.030677,0
38,26.4565,38,0.494962,-0.670957,-0.016567,0.494975,-0.670531,-0.016567,0.427,-0.856324,-1.945821,-1.761751,-1.033193,1.562352,-2.056409,0.030674,0
39,26.5593,39,0.494981,-0.671150,-0.016567,0.494825,-0.670531,-0.016567,0.639,-0.856324,-1.945821,-1.761751,-1.033193,1.562352,-2.056409,0.030836,0
40,26.6567,40,0.494915,-0.671060,-0.016567,0.494674,-0.670531,-0.016567,0.581,-0.856324,-1.945821,-1.761751,-1.033193,1.562352,-2.056409,0.031036,0
41,26.7559,41,0.494690,-0.670907,-0.016567,0.494524,-0.670531,-0.016567,0.411,-0.856324,-1.945821,-1.761751,-1.033193,1.562352,-2.056409,0.031206,0
42,26.8599,42,0.494505,-0.670918,-0.016567,0.494375,-0.670531,-0.016567,0.409,-0.856324,-1.945821,-1.761751,-1.033193,1.562352,-2.056409,0.031343,0
43,26.9577,43,0.494430,-0.670896,-0.016567,0.494225,-0.670531,-0.016567,0.419,-0.856324,-1.945821,-1.761751,-1.033193,1.562352,-2.056409,0.031543,0
44,27.0567,44,0.494149,-0.670900,-0.016567,0.494076,-0.670531,-0.016567,0.377,-0.856324,-1.945821,-1.761751,-1.033193,1.562352,-2.056409,0.031625,0
