N_sqp,Np,adaptive_rollout_enabled,bend_angle_deg,error,final_i_ref,final_infeasible,final_status,final_tip,hierarchical_mpc_enabled,hierarchy_policy,jacobian_variant,log_csv_path,max_jac_cond,mean_jac_cond,mean_sqp_iters,n_steps,num_infeasible_steps,plant_contact,python_success,rollout_steps,run_name,solver_mode
5,5,False,-30.0,,40,0,solved,"[0.7580209656719258, -0.6998196620402294, -0.10000871103962006]",True,HierarchicalMPCPolicyConfig,no_contact,run_hierarchy_simple_v1_no_contact_model/bend_m30_jac_no_contact_plant_contact_1_lti_rollout5_Np5_sqp5/log.csv,13504.732529505656,11306.684677580339,1.8,10,0,True,True,5,bend_m30_jac_no_contact_plant_contact_1_lti_rollout5_Np5_sqp5,lti
5,5,False,-60.0,,42,0,solved,"[0.7637537767937138, -0.6934028771356373, -0.10002616513629697]",True,HierarchicalMPCPolicyConfig,no_contact,run_hierarchy_simple_v1_no_contact_model/bend_m60_jac_no_contact_plant_contact_1_lti_rollout5_Np5_sqp5/log.csv,40045.27054069314,13055.479716097785,2.090909090909091,11,0,True,True,5,bend_m60_jac_no_contact_plant_contact_1_lti_rollout5_Np5_sqp5,lti
5,5,False,-90.0,,41,0,solved,"[0.7764530354859286, -0.6893162114287207, -0.1000050436022911]",True,HierarchicalMPCPolicyConfig,no_contact,run_hierarchy_simple_v1_no_contact_model/bend_m90_jac_no_contact_plant_contact_1_lti_rollout5_Np5_sqp5/log.csv,13504.732529505656,6202.1727287269305,3.5,16,0,True,True,5,bend_m90_jac_no_contact_plant_contact_1_lti_rollout5_Np5_sqp5,lti
