run,num_rows,infeasible_count,mean_sqp_iters,sqp_converged_count,mean_sqp_du_rel_final,mean_pred1_xy_mm,max_pred1_xy_mm,mean_rollout_xy_mm,max_rollout_xy_mm,mean_final_rollout_xy_mm,max_final_rollout_xy_mm,mean_dist_to_ref_mm,min_dist_to_ref_mm,max_dist_to_ref_mm,min_clearance_mm,mean_clearance_mm,mean_jac_angle_deg,max_jac_angle_deg,mean_jac_gain
LTI contact,23,0,1.0,0,210.46362000603523,0.043078071181828013,0.607003185791737,0.5815529955389183,9.743169893268096,1.221270539221761,9.743169893268096,2.6278916666451293,0.624699404728503,4.393692772052338,0.953291892017062,1.5395056851625053,1.6061676658805855,14.050263550652693,1.0092966437364865
LTV full SQP,32,26,2.3125,0,0.44073927172913346,0.006347996982963938,0.0200857772131685,0.10515390753516153,0.9616971559197198,0.19445641829045687,0.9616971559197198,1.2156751025278276,0.5638036582080899,3.039740981003142,0.9920906507976964,2.806154124913503,4.107501652398994,17.50226662423635,1.0051714521019741
LTV one-shot SQP,23,0,1.0,0,199.88708083063023,0.05076165995917502,0.608283957245564,0.5947964723461892,9.48880329909538,1.2182267050995916,9.48880329909538,2.5967571520251576,0.6336252462200836,4.278297860751925,0.9506291347007468,1.5556040500292043,2.3090922991705867,17.861938336800257,0.9477342657836353
LTI no contact,38,0,1.0,0,168.7202033091533,1.7375937594849298,2.9247481860116533,2.350379251798896,7.791195321228923,3.730988893589196,7.791195321228923,2.572079195182505,0.2886049608246995,3.123680816579984,0.9673039191814858,1.462476372337943,61.08777844837636,129.0126191095795,0.20446995511272578
