W_el,W_b,W_t,W_m,W_cf,W_g,W_total
1.696685334961696206e-05,1.696685333898238548e-05,1.063457096066020892e-14,-1.401099989234561017e-04,2.620643389946689025e-07,0.000000000000000000e+00,-1.228810812348444853e-04
