s,px,py,pz,qw,qx,qy,qz
0.000000000000000000e+00,7.981328220229531034e-01,-7.112731669220015984e-01,-1.000000000000000056e-01,-1.591549349476097951e-07,9.999998986788191102e-01,3.183098539322571177e-04,3.183098539322571177e-04
2.777777777777777884e-03,7.953550453709660184e-01,-7.112749353096183835e-01,-1.000017683881796737e-01,5.999300121936750898e-06,9.997762065329610648e-01,2.115265511482565877e-02,3.193683823906010044e-04
5.555555555555555768e-03,7.925797539088247357e-01,-7.113924237718671773e-01,-1.000035415548947149e-01,1.718409398007632880e-05,9.984216193713785215e-01,5.616194748579614315e-02,3.245475984518203343e-04
8.333333333333333218e-03,7.898194998514721510e-01,-7.117039421503831287e-01,-1.000053363895981873e-01,2.961796463250579179e-05,9.942900016251576822e-01,1.067112041260176725e-01,3.327236023673325470e-04
1.111111111111111154e-02,7.871049853614222602e-01,-7.122933971124857377e-01,-1.000071567406119050e-01,5.068002872871542704e-05,9.845600430030759798e-01,1.750468537280989167e-01,3.437342133899742012e-04
1.388888888888888985e-02,7.844974382456073592e-01,-7.132508646416776399e-01,-1.000089876050137966e-01,7.488797495979689935e-05,9.646926246191258603e-01,2.633780662957200813e-01,3.585966826764379833e-04
1.666666666666666644e-02,7.821050389922588053e-01,-7.146624141133248731e-01,-1.000107998923746716e-01,1.003305873379898991e-04,9.362946843458114232e-01,3.512152027713241753e-01,3.678883638261128174e-04
1.944444444444444475e-02,7.800125515144785693e-01,-7.164893083595842427e-01,-1.000125177495519296e-01,1.184989949157257627e-04,9.139455581652419225e-01,4.058366267512410475e-01,3.674985533004289763e-04
2.222222222222222307e-02,7.781497931959675540e-01,-7.185499340590746353e-01,-1.000141165408744287e-01,1.299577910711574623e-04,9.022190525555229268e-01,4.312779092701813921e-01,3.595724243315458722e-04
2.500000000000000139e-02,7.764053529977275048e-01,-7.207116406891808102e-01,-1.000156074584720861e-01,1.375060612960318568e-04,9.030420266743305335e-01,4.295520478180449575e-01,3.425891490081559346e-04
