x,y,z
7.981328220229531034e-01,-7.112731669220015984e-01,-1.000000000000000056e-01
7.971328224282377972e-01,-7.112738035415436810e-01,-1.000006366197447039e-01
7.961328228335223800e-01,-7.112744401610857636e-01,-1.000012732394894022e-01
7.951328232388070738e-01,-7.112750767806279573e-01,-1.000019098592341005e-01
7.941328236440917676e-01,-7.112757134001700399e-01,-1.000025464789788127e-01
7.931328240493763504e-01,-7.112763500197121225e-01,-1.000031830987235110e-01
7.921328278428866332e-01,-7.112785223829053427e-01,-1.000038197184682093e-01
7.911329320396384146e-01,-7.112919986600505506e-01,-1.000044563382129076e-01
7.901336497344303433e-01,-7.113288787525785528e-01,-1.000050929579576059e-01
7.891362285706122748e-01,-7.113996732128968770e-01,-1.000057295777023042e-01
7.881428712162303896e-01,-7.115138814594108574e-01,-1.000063661974470025e-01
7.871570263731525463e-01,-7.116807225040989726e-01,-1.000070028171917147e-01
7.861829974706502355e-01,-7.119063330449133531e-01,-1.000076394369364130e-01
7.852261205069692718e-01,-7.121960941889289298e-01,-1.000082760566811113e-01
7.842928370363366763e-01,-7.125545634013623619e-01,-1.000089126764258096e-01
7.833898093030170484e-01,-7.129835015655433539e-01,-1.000095492961705079e-01
7.825237778140156086e-01,-7.134828985452714711e-01,-1.000101859159152062e-01
7.817017450565115766e-01,-7.140518154852335542e-01,-1.000108225356599045e-01
7.809303363954633870e-01,-7.146876723020483269e-01,-1.000114591554046167e-01
7.802144415574967518e-01,-7.153854303664476388e-01,-1.000120957751493150e-01
7.795582849778989187e-01,-7.161396779066262486e-01,-1.000127323948940133e-01
7.789657406398438066e-01,-7.169448851385450405e-01,-1.000133690146387117e-01
7.784370126240108823e-01,-7.177933713750846989e-01,-1.000140056343834100e-01
7.779715935652625758e-01,-7.186782116046078750e-01,-1.000146422541281083e-01
7.775678679832909168e-01,-7.195928914239663188e-01,-1.000152788738728066e-01
7.772214326477655533e-01,-7.205308031463181218e-01,-1.000159154936175188e-01
7.769262932751694883e-01,-7.214861375218922790e-01,-1.000165521133622171e-01
7.766754414176126886e-01,-7.224540859294802386e-01,-1.000171887331069154e-01
7.764602389709405195e-01,-7.234306115061286402e-01,-1.000178253528516137e-01
7.762702113590446151e-01,-7.244123709737396721e-01,-1.000184619725963120e-01
7.760941489730301956e-01,-7.253967466466731961e-01,-1.000190985923409964e-01
