rel_full,rel_translation,rel_rotation,rel_length,norm_J_fd,norm_diff
1.634959954181934294e-01,3.244459218935242806e-01,3.071544726636026290e-01,1.634799949202479785e-01,1.110654759432339711e+00,1.815876054593445477e-01
