k,i_ref,i_ref_mpc,ref_advanced,dist_to_ref_m,dist_to_ref_mm,u0_vx,u0_vy,u0_vz,u0_wx,u0_wy,u0_wz,u0_dL,p_x,p_y,p_z,p_qw,p_qx,p_qy,p_qz,p_L,y_x,y_y,y_z,y_tx,y_ty,y_tz,status,infeasible,pred1_err_xy_m,pred1_err_xy_mm,pred1_err_xyz_m,pred1_err_xyz_mm,vessel_tip_alignment_deg,i_seg,u_seg,rho_m,rho_mm,clearance_m,clearance_mm,jac_pred_mm,jac_mpc_pred_mm,jac_actual_mm,jac_gain_actual_over_jac,jac_gain_actual_over_mpc,jac_angle_actual_deg,jac_cos_actual,jac_actual_along_pred_mm,jac_dp_pred_x_mm,jac_dp_pred_y_mm,jac_dp_pred_z_mm,mpc_dp_pred_x_mm,mpc_dp_pred_y_mm,mpc_dp_pred_z_mm,actual_dp_x_mm,actual_dp_y_mm,actual_dp_z_mm,jac_dir_pred_x,jac_dir_pred_y,jac_dir_pred_z,mpc_dir_pred_x,mpc_dir_pred_y,mpc_dir_pred_z,actual_dir_x,actual_dir_y,actual_dir_z,frame_path,case,tracking_err_mm,clearance_plot_mm,vessel_tip_angle_deg,u_trans_norm,u_rot_norm,u_dL_abs,tip_step_mm,tip_step_xy_mm,jac_gain_error_abs,jac_angle_abs_deg
0,17,17,1,0.0016127806531601,1.612780653160187,-0.000312286622901,-0.6328403122017844,-9.035950638063144e-12,0.0,0.0,-0.0254851825077392,0.0101369060072257,0.662129699156724,-0.716255719814218,-0.1,-0.0005337206427197,-0.9999997075920216,-0.0004457356870052,-0.0003182418011969,0.0161013690600722,0.7820495629153464,-0.7106192858510828,-0.1000007695072656,-0.9980539956473198,-0.0623552124664243,0.0002219249575327,solved,0,3.072412944987092e-05,0.0307241294498709,3.072413292700201e-05,0.030724132927002,4.489020541153542,16,0.1058205202891488,0.0013425588174237,1.3425588174237053,0.0026574411825762,2.657441182576295,0.6740787059096524,0.674078705903589,0.6961806579190981,1.0327883848216504,1.0327883848309405,1.7850759337385105,0.9995147081480158,0.6958428071183012,-0.1014250721721231,-0.6664045733566794,3.324174303957137e-05,-0.1014250721721454,-0.666404573350543,3.324173626639837e-05,-0.0832603834430845,-0.6911839239035489,1.862449768019747e-05,-0.1504647325051643,-0.9886153760893291,4.9314334881284327e-05,-0.1504647325065508,-0.9886153760891186,4.931432483368317e-05,-0.1195959446675119,-0.9928226474569336,2.6752391736746283e-05,mpc_1np1s_nobc_90/frames/frame_000000.png,nonBC,0.0307241294498709,2.657441182576295,4.489020541153542,0.6328403892535517,0.0254851825077392,0.0101369060072257,,,0.03278838482165036,1.7850759337385105
1,18,18,1,0.001922341473614,1.9223414736140103,0.0108445140346475,-0.129305140497814,-4.2197938516439035e-11,0.0,0.0,-0.0052247557709486,0.0101496527503965,0.6622381442970705,-0.7175487712191961,-0.1,-0.000533728956216,-0.9999996956064954,-0.0004718594580661,-0.0003182278582883,0.0162028655875762,0.7819566056441453,-0.7107690482431481,-0.1000007391560901,-0.9971574849508476,-0.0753452053639117,0.0002241320375209,solved,0,5.4119276305230855e-06,0.005411927630523,5.411938615274503e-06,0.0054119386152745,8.076552889460643,16,0.1345930984568193,0.0006470087619377,0.6470087619377284,0.0033529912380622,3.352991238062272,0.172356856785217,0.1723568567853561,0.176266358864902,1.0226826025526612,1.0226826025518356,1.230188218645459,0.9997695104805332,0.176225731316549,-0.0940185259251432,-0.1444555380923515,1.944716299796902e-05,-0.0940185259251658,-0.1444555380925027,1.944716340740449e-05,-0.0929572712011772,-0.1497623920653223,3.0351175517306928e-05,-0.5454875870839577,-0.8381188934790404,0.000112830805578,-0.545487587083648,-0.8381188934792415,0.0001128308079534,-0.5273681932263866,-0.8496368395520476,0.0001721892691989,mpc_1np1s_nobc_90/frames/frame_000001.png,nonBC,0.005411927630523,3.352991238062272,8.076552889460643,0.12975909541842176,0.0052247557709486,0.0101496527503965,0.17626635886490197,0.17626635625182857,0.02268260255266119,1.230188218645459
2,18,18,0,0.0018075408555726,1.8075408555726795,0.0049905557226892,-0.0472827783978718,-3.5532134431569804e-11,0.0,0.0,-0.0019106006667394,0.0101478425236066,0.6622880498542975,-0.7180215990031749,-0.1,-0.0005337319962234,-0.9999996910531904,-0.0004814124584703,-0.0003182227595592,0.0163043440128122,0.7818589403659076,-0.710830107519316,-0.1000007095737315,-0.9967760226905816,-0.0802340913445611,0.0002262194897777,solved,0,1.9036096578309432e-06,0.0019036096578309,1.9036130781609903e-06,0.0019036130781609,8.822588366263362,16,0.215553248098067,0.0004904366001289,0.4904366001289318,0.003509563399871,3.509563399871068,0.1143857725327302,0.1143857725327063,0.115181346816614,1.006955185651749,1.006955185651959,0.863264055456186,0.9998864979148326,0.115168273493578,-0.0978932572851691,-0.0591693673649615,3.319095369781763e-05,-0.0978932572851531,-0.0591693673649418,3.319095367992908e-05,-0.0976652782376241,-0.0610592761678407,2.9582358618274185e-05,-0.855816725433734,-0.517279081609829,0.0002901668010181,-0.855816725433773,-0.5172790816097649,0.0002901668008618,-0.8479261697913801,-0.5301142750575428,0.000256832893831,mpc_1np1s_nobc_90/frames/frame_000002.png,nonBC,0.0019036096578309,3.509563399871068,8.822588366263362,0.04754541806992045,0.0019106006667394,0.0101478425236066,0.11518134681661409,0.11518134301775264,0.0069551856517489075,0.863264055456186
3,18,18,0,0.0017041091267257,1.7041091267257265,0.0020823171174904,-0.0165471830924902,-2.9335319625508336e-11,0.0,0.0,-0.0006680588082636,0.0101458386752544,0.6623088730254724,-0.7181870708340997,-0.1,-0.000533733059178,-0.9999996894395524,-0.0004847527514769,-0.0003182209767357,0.0164058023995648,0.7817591475480917,-0.7108574969825857,-0.1000006805405075,-0.9966264276211916,-0.0820713816436307,0.0002282150890974,solved,0,6.260130347484499e-07,0.0006260130347484,6.260145872974316e-07,0.0006260145872974,9.103548951126571,16,0.3081748635777981,0.0004219178023149,0.4219178023149302,0.003578082197685,3.57808219768507,0.1033736990030728,0.1033736990030584,0.1034832838132463,1.0010600840564894,1.001060084056629,0.341436122626856,0.9999822441124436,0.103481446375695,-0.0998484152757552,-0.0267659239831023,3.042743861961251e-05,-0.0998484152757717,-0.0267659239829853,3.0427438554858632e-05,-0.0997928178159135,-0.0273894632697446,2.9033224005492464e-05,-0.9658976726061352,-0.2589239259234277,0.000294344102156,-0.965897672606429,-0.2589239259223322,0.0002943441015297,-0.9643375638910636,-0.2646752428070772,0.0002805595545062,mpc_1np1s_nobc_90/frames/frame_000003.png,nonBC,0.0006260130347484,3.57808219768507,9.103548951126571,0.016677689074754542,0.0006680588082636,0.0101458386752544,0.10348328381324638,0.1034832797404721,0.0010600840564893854,0.341436122626856
4,18,18,0,0.0016023930423873,1.60239304238732,0.0008916900024481,-0.0050770570143361,-2.4041372871606566e-11,0.0,0.0,-0.0002045501799275,0.0101436398074254,0.6623177899254968,-0.7182378414042431,-0.1,-0.0005337333846385,-0.9999996889432482,-0.0004857755020587,-0.0003182204308595,0.016507238797639,0.781658514196138,-0.7108721588246351,-0.1000006517336407,-0.9965692284981368,-0.0827630342709751,0.0002301497124931,solved,0,1.5342438395465962e-07,0.0001534243839546,1.534297913743671e-07,0.0001534297913743,9.209165380255005,16,0.4055625357836924,0.0003867931105277,0.3867931105277216,0.0036132068894722,3.6132068894722784,0.1016850018202386,0.1016850018201759,0.1016958306301934,1.000106493679116,1.0001064936797328,0.0862319021823028,0.9999988674416402,0.1016957154537302,-0.1006445853347034,-0.0145088294592808,3.009500015975664e-05,-0.1006445853346527,-0.0145088294591921,3.0095000838614716e-05,-0.1006333519537605,-0.014661842049346,2.8806866794739427e-05,-0.9897682404788224,-0.1426840654920762,0.0002959630193345,-0.9897682404789336,-0.1426840654912925,0.0002959630260108,-0.989552387056098,-0.1441734824179996,0.0002832649737578,mpc_1np1s_nobc_90/frames/frame_000004.png,nonBC,0.0001534243839546,3.6132068894722784,9.209165380255005,0.005154766627819856,0.0002045501799275,0.0101436398074254,0.10169583063019343,0.10169582655020518,0.00010649367911597096,0.0862319021823028
5,18,18,0,0.0015009461917317,1.500946191731758,0.0004271621754259,-0.0008270221207648,-1.9477453418953636e-11,0.0,0.0,-3.2967877596770284e-05,0.0101412252993463,0.6623220615472512,-0.7182461116254507,-0.1,-0.0005337334370938,-0.9999996888631596,-0.0004859403413954,-0.0003182203428792,0.0166086510506325,0.7815575730195456,-0.7108820304794695,-0.1000006229953692,-0.996547364998898,-0.0830258723060075,0.0002320378846087,solved,0,2.181172698204882e-08,2.181172698204882e-05,2.1829122845198634e-08,2.182912284519863e-05,9.248929460985938,16,0.5047880429557057,0.0003642885463025,0.3642885463025099,0.0036357114536974,3.63571145369749,0.1014224530332158,0.1014224530332791,0.1014227367354103,1.0000027972326246,1.0000027972320005,0.0123306939144342,0.999999976842068,0.1014227343866694,-0.1009387688625796,-0.0098933332630955,2.960957496589763e-05,-0.100938768862635,-0.0098933332631778,2.9609575250000297e-05,-0.1009411765923173,-0.009871654834459,2.873827148475172e-05,-0.995230995147812,-0.0975457895881838,0.0002919429976338,-0.9952309951477376,-0.0975457895889348,0.0002919430004348,-0.9952519508091244,-0.0973317734485123,0.0002833513708047,mpc_1np1s_nobc_90/frames/frame_000005.png,nonBC,2.181172698204882e-05,3.63571145369749,9.248929460985938,0.0009308238890084929,3.2967877596770284e-05,0.0101412252993463,0.10142273673541033,0.10142273266389593,2.7972326246406e-06,0.0123306939144342
6,19,19,1,0.0023313012522754,2.331301252275467,-0.0234695018222118,0.2269093172333494,-5.7951471541409525e-11,0.0,0.0,0.0091452714153054,0.0101558227371468,0.662087366529029,-0.7159770184531172,-0.1,-0.0005337188854788,-0.9999997100379918,-0.0004402139980539,-0.0003182447482323,0.016710209278004,0.7814404177488687,-0.7106273483254778,-0.1000005998225177,-0.998175413824264,-0.0603803669966796,0.0002334911257745,solved,0,9.271949617779922e-06,0.0092719496177799,9.27195251685174e-06,0.0092719525168517,9.264041337008784,16,0.6046967424277001,0.0003465346137158,0.346534613715888,0.0036534653862841,3.653465386284112,0.2729417575953617,0.2729417590332791,0.2803361509798893,1.0270914698054,1.0270914643944558,1.158704505374279,0.9997955178846164,0.2802788272507184,-0.1190560448553235,0.2456071258898333,3.057430224057851e-05,-0.1190560449622069,0.2456071274445914,3.0504979736667437e-05,-0.1171552706769052,0.2546821539917143,2.31728515265317e-05,-0.4361957873511795,0.8998517780996624,0.0001120176791925,-0.4361957854448013,0.8998517790553449,0.0001117636958328,-0.4179099636896623,0.9084884453949168,8.266094631581808e-05,mpc_1np1s_nobc_90/frames/frame_000006.png,nonBC,0.0092719496177799,3.653465386284112,9.264041337008784,0.22811982764128066,0.0091452714153054,0.0101558227371468,0.2803361509798893,0.28033615002214435,0.027091469805399893,1.158704505374279
7,19,19,0,0.0021956584959089,2.1956584959089347,-0.0055666543352087,0.0765772366489938,-5.2575867315478226e-11,0.0,0.0,0.0030795821094216,0.0101544290930139,0.6620316999856769,-0.7152112460866273,-0.1,-0.0005337139851113,-0.9999997166978196,-0.00042481609192,-0.0003182529663502,0.0168117535689341,0.7813347966032814,-0.7105442913464804,-0.1000005725580867,-0.9986048388738672,-0.0528045496528084,0.0002351885659074,solved,0,3.0843106074684464e-06,0.0030843106074684,3.0843147448187695e-06,0.0030843147448187,7.963195166326791,16,0.7415524371761812,0.0005911791995546,0.5911791995546116,0.0034088208004453,3.4088208004453886,0.1325877985849599,0.1325877985850336,0.1343662491055469,1.0134133799608065,1.013413379960243,1.0817399542439257,0.9998217795316802,0.1343423022897049,-0.1057518463635778,0.0799754389228587,2.2212524006054917e-05,-0.1057518463636331,0.0799754389229079,2.2212523986819832e-05,-0.1056211455873201,0.0830569789973534,2.726443096290332e-05,-0.7975986289252243,0.6031885269715215,0.0001675306796184,-0.7975986289251976,0.6031885269715569,0.0001675306794733,-0.7860690187485476,0.6181387033592849,0.0002029113050665,mpc_1np1s_nobc_90/frames/frame_000007.png,nonBC,0.0030843106074684,3.4088208004453886,7.963195166326791,0.0767792993800002,0.0030795821094216,0.0101544290930139,0.13436624910554693,0.13436624633941624,0.013413379960806493,1.0817399542439257
8,19,19,0,0.0020900622753935,2.090062275393551,-0.0015295491299468,0.0261811644220728,-4.5254290829944294e-11,0.0,0.0,0.0010519160603159,0.0101529318800476,0.6620164044943775,-0.7149494344424067,-0.1,-0.0005337123112269,-0.9999997189183424,-0.0004195565131026,-0.0003182557734574,0.0169132828877346,0.7812320817315818,-0.710519069033956,-0.1000005443797433,-0.9987354453691636,-0.0502737907241599,0.0002369166139114,solved,0,1.070090093814601e-06,0.0010700900938146,1.070091925806834e-06,0.0010700919258068,7.528444668274796,16,0.8534264470759472,0.000665682399929,0.6656823999290905,0.0033343176000709,3.3343176000709094,0.1055019793716542,0.1055019793716188,0.1057663023433145,1.0025053840054423,1.0025053840057792,0.562433418385066,0.9999518203670494,0.105761206561689,-0.1027002046631712,0.0241523229513848,3.015844345532905e-05,-0.1027002046631864,0.0241523229511653,3.0158443631300713e-05,-0.1027148716996606,0.0252223125244421,2.8178343422502472e-05,-0.973443392008664,0.228927676004096,0.000285856660083,-0.9734433920091348,0.2289276760020916,0.000285856661751,-0.9711493114910172,0.2384721027929221,0.0002664208050976,mpc_1np1s_nobc_90/frames/frame_000008.png,nonBC,0.0010700900938146,3.3343176000709094,7.528444668274796,0.026225805822443885,0.0010519160603159,0.0101529318800476,0.10576630234331452,0.10576629858966599,0.0025053840054423127,0.562433418385066
9,19,19,0,0.0019880575088376,1.9880575088376309,-0.0004056856333685,0.0093297158353523,-3.844785385357266e-11,0.0,0.0,0.0003748429276283,0.0101513198215191,0.6620123476380438,-0.7148561372840532,-0.1,-0.0005337117147464,-0.9999997197029252,-0.0004176822989906,-0.0003182567737482,0.0170147960859498,0.7811302459573393,-0.7105133330608207,-0.1000005160406025,-0.9987775388494504,-0.0494304658246681,0.0002386172480121,solved,0,3.999896367893761e-07,0.0003999896367893,3.9998974763861716e-07,0.0003999897476386,15.354798857736284,17,0.0530412536027017,0.0006820090982044,0.6820090982044421,0.0033179909017955,3.3179909017955582,0.1019622826278022,0.1019622826278162,0.1019971916597974,1.00034237201341,1.0003423720132731,0.2238708601445434,0.9999923665771118,0.1019964130721,-0.1018225476219073,0.0053362022434194,2.863692669005626e-05,-0.1018225476219214,0.0053362022434111,2.863692777355098e-05,-0.101835774242498,0.0057359731353567,2.8339140756283857e-05,-0.9986295421964508,0.0523350606311786,0.0002808580384041,-0.9986295421964524,0.0523350606310903,0.0002808580490305,-0.9984174327285614,0.0562365790863008,0.0002778423630604,mpc_1np1s_nobc_90/frames/frame_000009.png,nonBC,0.0003999896367893,3.3179909017955582,15.354798857736284,0.009338531918965907,0.0003748429276283,0.0101513198215191,0.10199719165979745,0.10199718772289046,0.0003423720134099195,0.2238708601445434
