k,i_ref,u0_vx,u0_vy,u0_vz,u0_wx,u0_wy,u0_wz,u0_dL,p_x,p_y,p_z,p_qw,p_qx,p_qy,p_qz,p_L,y_x,y_y,y_z,y_tx,y_ty,y_tz,status,infeasible,pred1_err,vessel_tip alignment, i_seg, u_seg, rho, clearance
0,31,-0.0204820696126288,-0.0411662773026282,-0.08705546233717348,5.069150650536011e-18,-0.2458681657353285,-6.194837729452614,0.09979614765966131,0.7179280013268269,-0.7059415553046894,-0.09,0.020287055737407737,-0.9993255497077296,-0.022950167039998255,0.020252676457388676,0.032997961476596616,0.8262593654210374,-0.7051677350973556,-0.09727503442114406,-0.9938606885027731,0.008817362080387057,0.11028682536793444,solved,0,0.0011098015237018617,3.9232215335205893,31,0.9626073341840928,0.0014642659608633264,0.0015357340391366737
1,33,-3.263994931714755e-12,-0.32499510574763346,-0.03163803250207105,4.853058893607957e-07,-0.3402061841011827,-6.283274244758443,0.09999999903334848,0.7179280013267942,-0.7091915063621658,-0.09,0.0208741462279696,-0.9980756465607531,-0.05436331527891064,0.021305016157563146,0.0339979614669301,0.8242698523475298,-0.7051471013838534,-0.09709488817924317,-0.9939892287960715,0.008852171033332685,0.1091194304661985,solved,0,0.000703832087717627,4.011941800797206,32,0.95984005252132,0.0014749284798159978,0.0015250715201840022
2,34,-0.059827104513251135,-0.2784834515547077,-0.08866211902810531,3.7560474994385654e-05,-0.281485095950504,-6.28642682437244,0.10014528145284055,0.7173297302816617,-0.7119763408777129,-0.09,0.021457054155830418,-0.9958432025874162,-0.08573225043578564,0.022042956303727285,0.0349994142814585,0.8232315056199158,-0.7048326868257074,-0.09752646986590247,-0.9961199948192738,0.027674130118747253,0.08354098694970694,solved,0,0.0007831186911363647,4.289792072982847,33,0.9680676692296064,0.0010924572160667494,0.0019075427839332507
3,36,-2.4432481295693705e-11,-0.5954742572429137,0.0012294162134871846,3.171250684266235e-05,-0.31391260559832795,-6.283264781245213,0.09999999897173069,0.7173297302814173,-0.717931083450142,-0.09,0.022004452057885416,-0.9926230316956698,-0.11700408283669023,0.022920855928057482,0.03599941427117581,0.8222314157633328,-0.7060678779050394,-0.09748549288018675,-0.9962352536002087,-0.02865977296567153,0.08181647150032897,solved,0,0.0009295598279347503,5.233103740564912,35,0.07656650783616001,0.0013448735826096798,0.0016551264173903203
4,37,0.004571622426006486,-0.31870953408687136,-0.10727373872001937,4.6548302041788243e-05,-0.30787873539402333,-6.283268603023472,0.0999999989807748,0.7173754465056774,-0.7211181787910107,-0.09,0.022533683913031906,-0.9884215253977934,-0.14815951462976185,0.023746145882656444,0.03699941426098356,0.821234664065888,-0.7066265499300336,-0.09761445258957793,-0.9961459305943007,-0.046474779765515555,0.07438667870186652,solved,0,0.00015637254615028388,8.094836548581933,36,0.09749753105736204,0.0015377633057513016,0.0014622366942486985
5,38,1.5809512545080697e-10,-0.8567140067104114,-0.051482633930023905,8.132558040352412e-05,-0.31940217584355474,-6.283296464600005,0.09999999924145908,0.7173754465072584,-0.7296853188581148,-0.09,0.02303226163570027,-0.9832407126310105,-0.17916979259506172,0.024604905410302663,0.03799941425339815,0.8202699342186376,-0.7073046652140996,-0.09753443119069191,-0.9945521467719954,-0.07248028088975962,0.07491751760339772,solved,0,0.001119461428321529,10.047533987847892,37,0.22048396849069307,0.0013381308406402014,0.0016618691593597986
6,39,0.029126120362316474,-0.03529984522166733,-0.10403617086124917,0.00011454136110175729,-0.471110705082067,-6.283355155314083,0.10000000037222037,0.7176667077108816,-0.7300383173103315,-0.09,0.023372299821624913,-0.9770668212535873,-0.21002025518101522,0.02618501136451785,0.038999414257120356,0.819255447898599,-0.7075687609994511,-0.09797396782964674,-0.9950879259875348,-0.08157575201877902,0.05608399497879306,solved,0,2.1585383662139446e-05,10.80680203317236,38,0.4628234244817183,0.0018196387158779216,0.0011803612841220785
7,40,0.028428378229868267,-0.58563146298321,-0.34782636434287467,-0.0072087701268499504,-0.593342188281248,-6.283896224677471,0.10000001644266478,0.7179509914931803,-0.7358946319401636,-0.09,0.02352506707711035,-0.9699058286704415,-0.24067978304242166,0.02832837384627896,0.039999414421547,0.8182688690072942,-0.707601470493671,-0.09771484667882663,-0.9946725280170601,-0.08032106350656952,0.0646149136446038,solved,0,0.0004796894937467041,14.916917891592059,39,0.5294643979068272,0.0016161085823312368,0.0013838914176687632
8,41,0.12276525568298013,-0.25283995142362836,-0.11957740923908085,-0.0018266003948805576,-0.8970332390554763,-6.283244966536796,0.09999999906715262,0.7191786440500101,-0.7384230314543999,-0.09,0.023314878949918655,-0.9617306731151649,-0.27113001953537064,0.031922426532959854,0.04099941441221853,0.8173001866214912,-0.7079402400624893,-0.09767968241629679,-0.9897994566584338,-0.12213182100012042,0.07335429257584979,solved,0,3.850612358601996e-05,16.3424013147461,40,0.6536979167165337,0.0015992488648983367,0.0014007511351016634
9,42,0.20435298260990759,-0.3418553806534793,-0.23637438204176964,-0.000721348777877031,-1.0471344145037595,-6.282743535033817,0.10000000153419021,0.7212221738761092,-0.7418415852609347,-0.09,0.022882913114612366,-0.9525602191428105,-0.3013211292429457,0.03620743384646283,0.04199941442756043,0.8163093815133273,-0.7080438057578562,-0.09760126096096396,-0.9898724665803287,-0.12165708207396017,0.07315772459799287,solved,0,2.453816872616672e-05,20.455540462622377,41,0.689161020506643,0.0012948559979408406,0.0017051440020591595
