controller,key,rep,run_dir,stop_reason,steps,n_track,rms_track_mm,mean_track_mm,max_track_mm,p95_track_mm,mean_hold_mm,final_mm,duration_s
naive_inverse_jacobian,inv,1,close_loop_logs/compare_FF_triangle20mm_2026-09-11/runs/inv_rep1_20260911T135634Z,path_complete,244,222,1.6689350680183042,1.4897837837837837,3.098,2.6069,0.6961818181818181,0.497,43.1806
mpc_lti,lti,1,close_loop_logs/compare_FF_triangle20mm_2026-09-11/runs/lti_rep1_20260911T135810Z,path_complete,240,219,3.2457366121192184,2.790904109589041,6.34,5.6911,0.32171428571428573,0.158,43.474
