case,n_steps,final_i_ref,final_i_ref_mpc,mean_tracking_err_mm,median_tracking_err_mm,max_tracking_err_mm,mean_tip_step_xy_mm,max_tip_step_xy_mm,min_clearance_mm,mean_clearance_mm,mean_vessel_tip_angle_deg,max_vessel_tip_angle_deg,mean_jac_pred_mm,mean_jac_actual_mm,mean_jac_gain_actual_over_jac,median_jac_gain_actual_over_jac,mean_jac_gain_abs_error,mean_jac_angle_actual_deg,median_jac_angle_actual_deg,max_jac_angle_actual_deg,mean_u_trans_norm,mean_u_rot_norm,mean_u_dL_abs
1np,179.0,40.0,40.0,0.07447791666297778,0.0273259816375074,0.8964741836278775,0.14843992934544784,0.6442769004987807,2.527753104361519,3.39000587210395,22.815883490300134,68.87325753884899,0.22392078882322622,0.15150019732231834,1.0331450805005977,1.0010597712856306,0.3175393548318606,28.432381747089934,15.968542534373425,131.18279870809627,0.12921445209561627,0.0048024417396827475,0.009791119376010547
3np,173.0,40.0,40.0,0.04211511720016647,0.0169836898848894,0.8179473196446773,0.15314362763551664,0.7362656531944067,2.1915738052740035,3.191449178398238,20.77074494584697,67.69516330463543,0.3119909492223035,0.15758089819323923,0.9561505262904846,1.0000034179285158,0.2724878653536091,30.376324758904275,21.284391447031677,137.78228912411444,0.17292208562727096,0.00768651189515735,0.01001889304848651
1np_minus_3np,6.0,0.0,0.0,0.03236279946281131,0.010342291752618,0.07852686398320019,-0.0047036982900688085,-0.09198875269562601,0.33617929908751565,0.19855669370571194,2.045138544453163,1.1780942342135603,-0.08807016039907731,-0.006080700870920885,0.07699455421011314,0.0010563533571148476,0.045051489478251494,-1.9439430118143406,-5.315848912658252,-6.59949041601817,-0.04370763353165469,-0.0028840701554746027,-0.00022777367247596263
