W_el,W_b,W_t,W_m,W_cf,W_g,W_total
3.272350372603569817e-11,3.272350372603569817e-11,7.503227217908732415e-29,-1.308004189667782708e-04,2.560738282794519747e-13,0.000000000000000000e+00,-1.308003859872007059e-04
