x_src,y_src,z_src,rx,ry,rz,L
1.864800432498758015e-09,8.947322184342584042e-07,7.254852886368883878e-07,-4.331102271478924872e-12,-2.902337104385989907e-08,3.581359112572682513e-08,8.531905182351806616e-10
-1.107072978283451929e-06,3.853950969292335715e-03,-2.942299435291542177e-03,-1.808350286194221050e-07,1.180125566777908807e-04,1.547326041839965430e-04,-3.601103795751123011e-06
-4.872950577219508110e-06,-2.942221678673322474e-03,-1.816247214526819920e-03,3.565506644268036759e-08,7.318736978483269401e-05,-1.182166368806224937e-04,3.011529677898359611e-06
