rel_full,rel_translation,rel_rotation,rel_length,norm_J_fd,norm_diff
5.884839140722280398e-03,3.714944229586906316e-02,3.712793349684523347e-02,4.694385631816834076e-06,1.012788134769109893e+00,5.960095256748369416e-03
