k,i_ref,i_ref_mpc,ref_advanced,dist_to_ref_m,dist_to_ref_mm,u0_vx,u0_vy,u0_vz,u0_wx,u0_wy,u0_wz,u0_dL,p_x,p_y,p_z,p_qw,p_qx,p_qy,p_qz,p_L,y_x,y_y,y_z,y_tx,y_ty,y_tz,status,infeasible,pred1_err_xy_m,pred1_err_xy_mm,pred1_err_xyz_m,pred1_err_xyz_mm,vessel_tip_alignment_deg,i_seg,u_seg,rho_m,rho_mm,clearance_m,clearance_mm,jac_pred_mm,jac_mpc_pred_mm,jac_actual_mm,jac_gain_actual_over_jac,jac_gain_actual_over_mpc,jac_angle_actual_deg,jac_cos_actual,jac_actual_along_pred_mm,jac_dp_pred_x_mm,jac_dp_pred_y_mm,jac_dp_pred_z_mm,mpc_dp_pred_x_mm,mpc_dp_pred_y_mm,mpc_dp_pred_z_mm,actual_dp_x_mm,actual_dp_y_mm,actual_dp_z_mm,jac_dir_pred_x,jac_dir_pred_y,jac_dir_pred_z,mpc_dir_pred_x,mpc_dir_pred_y,mpc_dir_pred_z,actual_dir_x,actual_dir_y,actual_dir_z,frame_path
0,17,17,1,0.001653645114073105,1.653645114073105,0.0017548818817635348,0.002793053963653788,-4.144926171117989e-08,0.0,0.0,0.03967209567663205,0.010143147285760523,0.7821503708417707,-0.7098993861525635,0.1,-2.2229502630250022e-07,0.9999999421454759,0.00011994939068577586,0.00031830981609995857,0.016101431472857607,0.7820314932054915,-0.7099362321696085,-0.10005210597182515,-0.9999883830526898,-0.0005047939901537789,-0.004793635644728955,solved,0,2.5397450040013216e-06,0.0025397450040013218,2.61306228134409e-06,0.00261306228134409,1.536283898551714,16,0.03451733193577404,0.0013433677683992952,1.3433677683992953,0.0026566322316007047,2.6566322316007045,0.10155246489620942,0.1015524648962442,0.10158392139687757,1.0003097561511707,1.000309756150828,1.4739921736581412,0.9996691042857622,0.10155030771265186,-0.10145070667118947,-0.001266800155994217,0.004364912344697804,-0.10145070667122447,-0.0012668001559967834,0.004364912344692606,-0.10145381560366928,0.0012729429451630025,0.004979558422393837,-0.9989979738539684,-0.012474341782732068,0.042981845385623225,-0.9989979738539709,-0.012474341782753069,0.04298184538555733,-0.9987192284820353,0.012530949068108425,0.049019159271664975,mpc_1np1s_above_30/frames/frame_000000.png
1,18,18,1,0.0022686036522389106,2.2686036522389106,0.0031630886835816653,0.002359976097027455,-1.8490360823604667e-07,0.0,0.0,0.03815993052596237,0.010149435338069454,0.7821820017286065,-0.7098757863915932,0.1,-2.830284242282663e-07,0.9999999468295253,-7.0850251931101e-05,0.00031830976789218904,0.0162029258262383,0.7819299757001038,-0.7099349663502391,-0.10004622114289467,-0.999991178049274,-0.000375108635289117,-0.004183672685217313,solved,0,2.4835002705880017e-06,0.0024835002705880017,2.5801309012947737e-06,0.0025801309012947735,1.5238157337752534,16,0.13597313712597886,0.0013418608095837517,1.3418608095837516,0.002658139190416248,2.6581391904162484,0.10165464532848002,0.10165464534348861,0.1016958082241001,1.0004049288203904,1.0004049286726877,1.45380237959378,0.9996781065130365,0.10166307300578126,-0.10151500653717016,-0.0012176782283437357,0.005185327795769756,-0.10151500653654555,-0.0012176796440055426,0.005185327769788306,-0.10151750538767157,0.0012658193694337072,0.0058848289304774815,-0.9986263412669569,-0.011978579280946894,0.05100925569130889,-0.9986263411133725,-0.011978593205367372,0.05100925542819227,-0.9982467041705828,0.012447114502933176,0.05786697636061348,mpc_1np1s_above_30/frames/frame_000001.png
2,19,19,1,0.002998813680636151,2.998813680636151,0.004200372109602195,0.0018078979845771721,-5.420596543820627e-07,0.0,0.0,0.03463519948409838,0.010174049314654638,0.7822240054497025,-0.7098577074117475,0.1,-3.3815203125215515e-07,0.9999999195650001,-0.00024402623821575682,0.0003183097141054164,0.016304666319384847,0.7818282129715012,-0.7099337798229772,-0.10003957975413127,-0.9999938157285154,-0.0002547954104862948,-0.003507646507642595,solved,0,2.2913132775581043e-06,0.0022913132775581042,2.41607385633083e-06,0.00241607385633083,1.5113835210123985,16,0.2374918549218341,0.001340339182112556,1.340339182112556,0.002659660817887444,2.6596608178874437,0.10193646956217463,0.10193646956213998,0.10198612074347126,1.0004870796635383,1.0004870796638785,1.3574253036380215,0.9997193685715793,0.10195750023272794,-0.10176102999872993,-0.0011047853871452072,0.005875036139981885,-0.10176102999870373,-0.0011047853860635115,0.005875036140037815,-0.10176272860262792,0.0011865272618871714,0.006641388763398148,-0.9982789323173715,-0.010837979693532155,0.05763429089918102,-0.9982789323174539,-0.01083797968292437,0.057634290899749294,-0.9978095829195696,0.011634203293913677,0.06512051556606836,mpc_1np1s_above_30/frames/frame_000002.png
3,19,19,0,0.002905019795026595,2.905019795026595,0.0033854941624218452,0.0014725224178963642,-5.014971989846929e-07,0.0,0.0,0.03525758713569306,0.010170493996082733,0.7822578603913267,-0.7098429821875685,0.1,-3.94266188113105e-07,0.9999998610074017,-0.000420314155009551,0.0003183096495471683,0.016406371259345676,0.7817264901245367,-0.7099325317617725,-0.10003315003883985,-0.9999958997052599,-0.00013005014802747427,-0.0028607096369087084,solved,0,2.3703506880669533e-06,0.0023703506880669535,2.4794658049884195e-06,0.0024794658049884194,1.4998134643743564,16,0.33925320429139094,0.0013387413421052394,1.3387413421052394,0.002661258657894761,2.661258657894761,0.1018876127082016,0.10188761283908634,0.10193349052233838,1.0004502786248233,1.0004502773396458,1.393785164927128,0.9997041340422401,0.1019033318725372,-0.1017217298609551,-0.0011222765379805039,0.005702262081284781,-0.10172172985678518,-0.0011222892201123713,0.005702261998294378,-0.10172284696452483,0.0012480612047172102,0.006429715291425553,-0.9983719036805624,-0.011014847714556027,0.05596619578884066,-0.998371902357128,-0.011014972172179859,0.05596619490241766,-0.9979335196240788,0.012243877829766868,0.06307755437862203,mpc_1np1s_above_30/frames/frame_000003.png
4,19,19,0,0.002811841709180186,2.8118417091801864,0.0026328271870169726,0.0011469043061438232,-4.616457547922646e-07,0.0,0.0,0.03588733017123215,0.010166860305498748,0.7822841886631969,-0.709831513144507,0.1,-4.5138259890935097e-07,0.9999997694888842,-0.0005997507731959084,0.00031830957367697503,0.016508039862400663,0.7816248075331944,-0.7099312208967076,-0.10002691626629436,-0.9999974894041201,-8.349628046002625e-07,-0.0022408000267152574,solved,0,2.451435570544838e-06,0.002451435570544838,2.5470463784124274e-06,0.0025470463784124276,1.48908156558848,16,0.44097640314378983,0.0013372428807680611,1.3372428807680612,0.002662757119231939,2.662757119231939,0.10183935911683921,0.10183935930608133,0.10188193004375894,1.0004180203733497,1.0004180185143314,1.4325204386353667,0.9996874613226041,0.10185008800009251,-0.10168203040707567,-0.001140552853209047,0.005542463063667505,-0.10168203040317181,-0.0011405704414269024,0.005542462993085584,-0.10168259134224478,0.0013108650649407139,0.006233772545494176,-0.9984551286346662,-0.011199528974848544,0.05442358545588152,-0.998455126740962,-0.011199701659540913,0.05442358466167821,-0.9980434341847613,0.012866511896444138,0.061186243162224464,mpc_1np1s_above_30/frames/frame_000004.png
5,19,19,0,0.0027193391964906496,2.7193391964906497,0.0019388078305680272,0.0008302300477981477,-4.2300720659809584e-07,0.0,0.0,0.036524495313832755,0.010163143397440864,0.7823035767415026,-0.709823210844029,0.1,-5.095130737197734e-07,0.9999996432854328,-0.0007823731966523208,0.00031830948593640105,0.016609671296375073,0.7815231656712642,-0.7099298458440916,-0.10002086286660303,-0.9999986366372646,0.0001328982453934055,-0.001645922740758253,solved,0,2.5346189323870533e-06,0.002534618932387053,2.6185936622369514e-06,0.0026185936622369513,1.4790748217346041,16,0.5426611008834983,0.0013358419607521098,1.3358419607521097,0.0026641580392478903,2.6641580392478903,0.10179155387433021,0.10179155379853304,0.10183124527449026,1.0003899282273365,1.0003899289722582,1.4735256976901325,0.9996693136789605,0.10179757107462356,-0.101641840068415,-0.0011595743180384747,0.005395569947500121,-0.10164184007022126,-0.001159566316299987,0.005395570203167721,-0.10164186193017954,0.0013750526159928,0.006053399691327566,-0.9985292119020006,-0.011391655534309472,0.05300606722401922,-0.9985292126632815,-0.011391576933730803,0.053006069775167135,-0.9981402236238963,0.01350324855879244,0.05944540572994449,mpc_1np1s_above_30/frames/frame_000005.png
6,19,19,0,0.00262758004547065,2.62758004547065,0.001304207130937653,0.0005216855058112035,-3.857056683330438e-07,0.0,0.0,0.037169150460867925,0.010159337926002765,0.782316618812812,-0.7098179939889708,0.1,-5.686695304597556e-07,0.9999994806153827,-0.0009682188680819092,0.00031830938574857215,0.0167112646756351,0.7814215651109846,-0.7099284052109958,-0.10001497213448703,-0.9999993865642245,0.00027119693985922785,-0.001073928952322139,solved,0,2.6199658102507672e-06,0.0026199658102507672,2.6939805758496243e-06,0.0026939805758496244,1.4696927308417684,16,0.6443068481691523,0.001334537147757971,1.334537147757971,0.002665462852242029,2.665462852242029,0.10174415649982652,0.10174415640434298,0.10178138335528308,1.00036588691417,1.0003658878529806,1.5167042735372132,0.9996496507439097,0.10174572432334071,-0.10160106881539813,-0.0011793422798461503,0.005263587105472203,-0.1016010688161817,-0.0011793326650799685,0.005263587398912639,-0.10160056027963549,0.001440633095817212,0.005890732116001218,-0.9985936520646408,-0.011591253202321858,0.051733556860154205,-0.9985936530094894,-0.011591158713756149,0.05173355979280557,-0.9982234169974247,0.014154190563400651,0.057876321993372205,mpc_1np1s_above_30/frames/frame_000006.png
7,19,19,0,0.002536641263860819,2.536641263860819,0.0007256093740771929,0.00022034689250073004,-3.498491408479972e-07,0.0,0.0,0.03782155176497005,0.010155437942988937,0.7823238749065528,-0.7098157905200458,0.1,-6.288642944844972e-07,0.9999992796368208,-0.001157326510247364,0.000318309272517103,0.01681281905506499,0.7813200065316536,-0.7099268974889574,-0.10000922652760458,-0.9999997776250746,0.0004141186300442575,-0.0005227385212477785,solved,0,2.7075612492150672e-06,0.0027075612492150672,2.7730643755684165e-06,0.0027730643755684166,1.4608461166365934,16,0.7459130978666269,0.0013333274207639723,1.3333274207639723,0.0026666725792360278,2.6666725792360277,0.10169700729466727,0.10169700729453607,0.1017321495886598,1.0003455587821843,1.0003455587834749,1.5619889670647418,0.9996284187719899,0.10169434783158753,-0.10155961702338592,-0.0011998390265759232,0.005146442369743722,-0.10155961702340566,-0.0011998390120337987,0.005146442370151938,-0.10155857933102919,0.0015077220383297174,0.005745606882448517,-0.9986490234576593,-0.01179817438579473,0.05060564225682567,-0.9986490234591417,-0.011798174242815335,0.05060564226090499,-0.9982938504854914,0.01482050703171011,0.056477789034047765,mpc_1np1s_above_30/frames/frame_000007.png
8,20,20,1,0.003282502705012735,3.282502705012735,0.0005465627002758844,-6.180964020924613e-05,-9.407505525508923e-07,0.0,0.0,0.03138531307901887,0.01018628420833405,0.7823293405335555,-0.7098164086164479,0.1,-6.788154674058121e-07,0.9999990857085826,-0.0013142529477041312,0.00031830916991225594,0.016914681897148332,0.7812181421394506,-0.7099255921055061,-0.10000339023924058,-0.999999855748239,0.000536276744006432,3.01787164791039e-05,solved,0,2.282252411058064e-06,0.002282252411058064,2.3590705438260536e-06,0.0023590705438260536,1.452457673648944,16,0.8474791979868237,0.0013322122029728772,1.3322122029728771,0.0026677877970271227,2.6677877970271227,0.10200523054530612,0.1020052309701266,0.10203979952301886,1.0003388941677593,1.0003388900016548,1.3247162864161826,0.9997327294273077,0.10201252728736294,-0.10186591117101404,-0.0009768251920589134,0.0052391805126652076,-0.10186591118055421,-0.0009768684542388328,0.005239180532051746,-0.10186439220294385,0.0013053834513332419,0.005836288363994524,-0.9986341938197942,-0.009576226501689556,0.051361881000192434,-0.9986341897543157,-0.00957665057907589,0.05136188097634032,-0.9982809911339012,0.012792885300002615,0.05719619590861635,mpc_1np1s_above_30/frames/frame_000008.png
9,20,20,0,0.003185168323197543,3.185168323197543,-0.0001603513499113653,-0.0003065570329272139,-8.735526396933112e-07,0.0,0.0,0.031935707635381776,0.010182978036529969,0.7823277370200564,-0.7098194741867772,0.1,-7.296426014757554e-07,0.9999988631019878,-0.0014739313224548546,0.0003183090574619929,0.017016511677513634,0.7811163134638966,-0.7099242290594248,-0.09999779142805701,-0.9999996271375324,0.0006623127073458197,0.000554135970685394,solved,0,2.3578365311806973e-06,0.0023578365311806974,2.4236233096610107e-06,0.0024236233096610106,1.4459486353672661,16,0.9493457593631601,0.0013309127789454043,1.3309127789454043,0.0026690872210545957,2.6690872210545957,0.10195998853164777,0.10195998853160565,0.10199158664500364,1.0003099069920558,1.000309906992469,1.3616453175767476,0.9997176210668582,0.10196278636957738,-0.10183058793393933,-0.0009947896738738097,0.005037957513392369,-0.10183058793389321,-0.0009947896743023321,0.0050379575133874255,-0.10182867555397213,0.0013630460813374157,0.005598811183574193,-0.9987308688479475,-0.009756667180921004,0.04941112279380668,-0.9987308688479077,-0.009756667185127884,0.049411122793778614,-0.9984027006894347,0.013364299215009697,0.05489483365977685,mpc_1np1s_above_30/frames/frame_000009.png
