W_el,W_b,W_t,W_m,W_cf,W_g,W_total
3.388495285176590344e-05,3.388495284831355978e-05,3.452349256873792270e-15,-3.256416730969982176e-04,1.509171596338616005e-06,0.000000000000000000e+00,-2.902475486488937198e-04
