rel_full,rel_translation,rel_rotation,rel_length,norm_J_fd,norm_diff
8.757431231745384237e-02,3.731878908390302146e-02,2.945467429277589047e-02,9.163536584366395454e-02,7.171559218868713836e-01,6.280443668363240584e-02
