x_src,y_src,z_src,rx,ry,rz,L
9.029062092351082536e-02,-1.641978771745711552e-01,-4.454957294915747480e-05,-7.013666873401273894e-07,6.184782868766462073e-06,1.085176272965730727e-03,-9.792757133255375335e-02
2.909503572228468518e-02,-5.912732506465293025e-02,3.422783526650999275e-06,-1.268645326931896232e-07,-3.048755168867014070e-07,2.005709101779314899e-04,6.683133218795448416e-01
-4.830397382287691249e-05,-2.573318353797293331e-04,9.966202787749195435e-02,2.255869429425589326e-05,-1.180001690567366798e-02,-7.716936096069208773e-06,-5.412463086875896057e-02
