x_src,y_src,z_src,rx,ry,rz,L
9.403439746530350973e-02,-1.707641793041170253e-01,-2.330465564970296555e-05,-7.261178325279615819e-07,-6.033518018533357008e-06,1.121439537454804736e-03,-7.092964528498946208e-02
3.026419886598130660e-02,-6.135101041004897837e-02,-2.451099773148612826e-05,-1.038685137899619804e-06,3.645174162514308591e-07,2.132538822752216845e-04,6.751676577765319820e-01
1.010101594867141017e-04,-1.836521244732991498e-04,1.029374268263147374e-01,-2.976047408509430170e-06,-1.215647042000084221e-02,-9.598603953331341643e-06,1.500874934057261139e-03
