s,px,py,pz,qw,qx,qy,qz
0.000000000000000000e+00,7.981328220229531034e-01,-7.099273166922001055e-01,-1.000000000000000056e-01,-1.591549349476097951e-07,9.999998986788191102e-01,3.183098539322571177e-04,3.183098539322571177e-04
2.777777777777777884e-03,7.953550453709660184e-01,-7.099290850798168906e-01,-1.000017683881796737e-01,-1.733382091474173004e-05,9.984231770368334757e-01,-5.613413957213129329e-02,3.429718808395177190e-04
5.555555555555555768e-03,7.925947740334949865e-01,-7.096177204580566000e-01,-1.000036653773784534e-01,-3.494214362917114319e-05,9.938692973775156148e-01,-1.105607874101518368e-01,3.616581496887276664e-04
8.333333333333333218e-03,7.898849063585470232e-01,-7.090072594317347043e-01,-1.000056408090462812e-01,-5.358111527533796848e-05,9.863574918531182734e-01,-1.646169962321652469e-01,3.740932893241645995e-04
1.111111111111111154e-02,7.872576779996264262e-01,-7.081051970563775333e-01,-1.000076417499147496e-01,-7.282377688296852328e-05,9.754701351043533197e-01,-2.201314714133673356e-01,3.814571773036483024e-04
1.388888888888888985e-02,7.847491113897163695e-01,-7.069122431456027478e-01,-1.000096199125765362e-01,-9.469266550586129640e-05,9.603373650625477431e-01,-2.788404327342497435e-01,3.864849264516102335e-04
1.666666666666666644e-02,7.824032899247054251e-01,-7.054245713509238458e-01,-1.000115352001991892e-01,-1.149959613346558207e-04,9.428374858868450170e-01,-3.332526278211662696e-01,3.847502948420979487e-04
1.944444444444444475e-02,7.802424980468304350e-01,-7.036789984952304122e-01,-1.000133376129457435e-01,-1.306096846068894441e-04,9.298133833674120385e-01,-3.680311286430590911e-01,3.786841328583044988e-04
2.222222222222222307e-02,7.782172039082302373e-01,-7.017778856154085476e-01,-1.000150267081966471e-01,-1.401817910115520950e-04,9.233927868295316310e-01,-3.838562312182927094e-01,3.678792538742783631e-04
2.500000000000000139e-02,7.762580135836760764e-01,-6.998087182450946075e-01,-1.000166149715048108e-01,-1.453439851171955347e-04,9.246105316714497979e-01,-3.809136633510811221e-01,3.530861427640376933e-04
