N_sqp,Np,adaptive_rollout_enabled,bend_angle_deg,error,final_i_ref,final_infeasible,final_status,final_tip,hierarchical_mpc_enabled,hierarchy_policy,jacobian_variant,log_csv_path,max_jac_cond,mean_jac_cond,mean_sqp_iters,n_steps,num_infeasible_steps,plant_contact,python_success,rollout_steps,run_name,solver_mode
5,5,False,-30.0,,41,0,solved,"[0.7604057007767536, -0.6990973505458768, -0.10000169351706406]",False,,contact,run_baseline_ltv_rollout1_np5/bend_m30_jac_contact_plant_contact_1_ltv_oneshot_rollout1_Np5_sqp5/log.csv,13504.78293254997,11352.207915895535,1.0,14,0,True,True,1,bend_m30_jac_contact_plant_contact_1_ltv_oneshot_rollout1_Np5_sqp5,ltv_oneshot
5,5,False,-60.0,,40,0,solved,"[0.7655326192740723, -0.6947485851778934, -0.10001589756194126]",False,,contact,run_baseline_ltv_rollout1_np5/bend_m60_jac_contact_plant_contact_1_ltv_oneshot_rollout1_Np5_sqp5/log.csv,71225.67758684543,12945.259357177843,1.0,24,0,True,True,1,bend_m60_jac_contact_plant_contact_1_ltv_oneshot_rollout1_Np5_sqp5,ltv_oneshot
5,5,False,-90.0,,27,1,primal infeasible,"[0.7747662218916624, -0.7099526449576254, -0.10001827213083178]",False,,contact,run_baseline_ltv_rollout1_np5/bend_m90_jac_contact_plant_contact_1_ltv_oneshot_rollout1_Np5_sqp5/log.csv,193924.5676437864,25796.588238314027,0.967741935483871,31,1,True,True,1,bend_m90_jac_contact_plant_contact_1_ltv_oneshot_rollout1_Np5_sqp5,ltv_oneshot
