simulation_sample,time_s,reference_index,reference_time_s,reference_path_s_m,reference_is_terminal_hold,qp_status,qp_success,qp_iterations,qp_solve_time_s,qp_objective,qp_primal_residual,qp_dual_residual,beam_position_error_m,beam_position_error_mm,beam_tangent_error_rad,beam_tangent_error_deg,beam_feasible,desired_x,desired_y,desired_z,achieved_x,achieved_y,achieved_z,desired_tangent_x,desired_tangent_y,desired_tangent_z,achieved_tangent_x,achieved_tangent_y,achieved_tangent_z,magnet_x,magnet_y,magnet_z,magnet_qx,magnet_qy,magnet_qz,magnet_qw,q1_actual,q1_reference,q1_error,q2_actual,q2_reference,q2_error,q3_actual,q3_reference,q3_error,q4_actual,q4_reference,q4_error,q5_actual,q5_reference,q5_error,q6_actual,q6_reference,q6_error,insertion_actual,insertion_reference,insertion_error,qd1_command,qd1_reference,qd1_error,qd1_acceleration,qd2_command,qd2_reference,qd2_error,qd2_acceleration,qd3_command,qd3_reference,qd3_error,qd3_acceleration,qd4_command,qd4_reference,qd4_error,qd4_acceleration,qd5_command,qd5_reference,qd5_error,qd5_acceleration,qd6_command,qd6_reference,qd6_error,qd6_acceleration,insertion_rate_command,insertion_rate_reference,insertion_rate_error,insertion_rate_acceleration,beam_residual_x_m,beam_residual_instantaneous_x_m,predicted_next_beam_x_m,predicted_next_beam_error_x_m,beam_residual_y_m,beam_residual_instantaneous_y_m,predicted_next_beam_y_m,predicted_next_beam_error_y_m,beam_residual_z_m,beam_residual_instantaneous_z_m,predicted_next_beam_z_m,predicted_next_beam_error_z_m,beam_residual_norm_m,predicted_next_beam_error_m
0,0.0,0,0.0,0.011999995152026391,0,initial,1,0,0.0,nan,nan,nan,0.0006664439432963436,0.6664439432963436,0.08882975350722784,5.089569971151578,1,0.7861328317343406,-0.709934956123621,-0.10000763943384977,0.7861563816480238,-0.709399453955771,-0.10040365756392693,-0.9999995947153475,-0.0006366195422735063,-0.000636619744676599,-0.9960681764374943,0.07037245498689462,-0.053813617863902284,0.5836133417358463,-0.681217904709085,-0.12385767784028442,0.9996192613381715,0.026175942035129844,-0.006712429706114749,-0.005576352548273944,-0.6670321560792564,-0.7193920336390862,0.05235987755982985,-2.508695661941079,-2.4737890769011925,-0.03490658503988664,-1.7138600026865636,-1.731313295206507,0.01745329251994332,-0.507286608104841,-0.507286608104841,0.0,1.5707963233189781,1.5707963233189781,0.0,-2.2901883413268216,-2.2901883413268216,0.0,0.012,0.012,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1,0.009999999999999898,1,0.01,0.012000544267738028,0,riccati_dare,1,1,0.251869082916528,0.0,0.9991838365030682,0.0,0.0006660040517745976,0.6660040517745976,0.08876474276056003,5.085845129744517,1,0.7861322826188515,-0.7099349564731988,-0.10000763978342767,0.7861552820592375,-0.7093997033357612,-0.10040328672400131,-0.9999995947153475,-0.0006366195422733195,-0.0006366197446765989,-0.9960739511564125,0.07033260174986472,-0.053758803546467115,0.5835735664270206,-0.6812232101140288,-0.12384259783604917,0.9996190910466065,0.026175762585266715,-0.0067148091450382075,-0.005604784240402564,-0.6670721560792564,-0.7193936864871476,0.052321530407891226,-2.5086556619410794,-2.473790304459506,-0.034865357481573156,-1.7139000026865636,-1.7313129475699867,0.017412944883423043,-0.5073266081048411,-0.5072866493672528,-3.995873758833035e-05,1.5708363233189782,1.5707959060175842,4.041730139392463e-05,-2.2902283413268214,-2.2901881243510562,-4.021697576517269e-05,0.01200106734400419,0.012000533671994234,5.336720099568398e-07,-0.003999999999999959,-0.0003305694353766216,-0.0036694305646233377,-0.4,0.003999999999999959,-0.0002455115313661917,0.004245511531366151,0.4,-0.003999999999999959,6.95272667880387e-05,-0.004069527266787998,-0.4,-0.003999999999999959,-8.252477614042567e-06,-0.003991747522385917,-0.4,0.003999999999999959,-8.346023397254447e-05,0.004083460233972503,0.4,-0.003999999999999959,4.339512983195907e-05,-0.004043395129831919,-0.4,0.00010673440041907841,0.00010673440041907841,0.0,0.01067344004190795,nan,0.0,0.7861311830015462,-1.0996173053223757e-06,nan,0.0,-0.7099352064120211,-2.4993882230539555e-07,nan,nan,-0.10000726598476267,3.737986649932079e-07,nan,1.1880038194427472e-06
2,0.019999999999999796,2,0.02,0.012002191614872941,0,riccati_dare,1,1,0.10837533278390765,0.0,0.9991838365030682,0.0,0.0006651415696846727,0.6651415696846726,0.08863702393037069,5.07852737981032,1,0.7861306352723842,-0.7099349575219321,-0.10000764083216139,0.7861530831522249,-0.7094002039027957,-0.10040254331029201,-0.9999995947153475,-0.000636619542272759,-0.0006366197446765985,-0.9960852838462652,0.0702543304160694,-0.053651061151624074,0.5834940150441255,-0.6812338128414841,-0.12381243801612027,0.9996187481272142,0.02617540122363341,-0.00671956122873423,-0.005661648192547098,-0.6671521560792564,-0.7193986450047977,0.05224648892554129,-2.5085756619410793,-2.473793987114735,-0.03478167482634431,-1.7139800026865637,-1.7313119046660115,0.017331901979447784,-0.5074066081048411,-0.5072867731537802,-0.00011983495106082653,1.5709163233189782,1.570794654120123,0.00012166919885525651,-2.2903083413268215,-2.290187473427236,-0.00012086789958543065,0.012003202032719975,0.012002134688212743,1.0673445072321985e-06,-0.007999999999999919,-0.0006611309105924621,-0.007338869089407457,-0.4,0.007999999999999919,-0.0004910171486733972,0.008491017148673317,0.4,-0.007999999999999919,0.0001390528581233998,-0.008139052858123318,-0.4,-0.007999999999999919,-1.650474300270522e-05,-0.007983495256997214,-0.4,0.007999999999999919,-0.00016691845186322964,0.008166918451863148,0.4,-0.007999999999999919,8.67892173985437e-05,-0.008086789217398463,-0.4,0.00021346887157844537,0.00021346887157844537,0.0,0.010673447115936804,nan,0.0,0.7861284361251573,-2.1991472269888845e-06,nan,0.0,-0.7099354570888551,-4.995669229401756e-07,nan,nan,-0.1000068936051469,7.472270144859294e-07,nan,2.3757449037399556e-06
3,0.029999999999999694,3,0.03,0.012004937193431129,0,riccati_dare,1,1,0.10813816590234637,0.0,0.9991838365030682,0.0,0.0006638612032671794,0.6638612032671795,0.08844501602232642,5.067526137046248,1,0.7861278896949387,-0.7099349592698212,-0.1000076425800509,0.7861497850855527,-0.7094009525140934,-0.10040143068793418,-0.9999995947153475,-0.0006366195422718248,-0.0006366197446765979,-0.9961022904430124,0.0701366425620749,-0.053489048825946066,0.5833746860599766,-0.6812496967266691,-0.12376719875795122,0.9996182279074725,0.026174853026419267,-0.006726672368675052,-0.0057469455377704435,-0.6672721560792564,-0.7194069089532319,0.05213475287397551,-2.5084556619410794,-2.4738001246894554,-0.03465553725162396,-1.7141000026865636,-1.7313101665448443,0.01721016385828067,-0.5075266081048411,-0.5072869794580569,-0.0002396286467841735,1.5710363233189781,1.5707925676870766,0.00024375563190148775,-2.2904283413268214,-2.290186388586627,-0.00024195274019422897,0.01200640407039177,0.012004803050777729,1.6010196140416738e-06,-0.011999999999999879,-0.0009916446248436157,-0.011008355375156263,-0.4000000000000001,0.011999999999999879,-0.0007364872816266856,0.012736487281626564,0.4000000000000001,-0.011999999999999879,0.00020856839674269546,-0.012208568396742574,-0.4000000000000001,-0.011999999999999879,-2.475573503908838e-05,-0.01197524426496079,-0.4000000000000001,0.011999999999999879,-0.00025036457326275903,0.012250364573262638,0.4000000000000001,-0.011999999999999879,0.00013017705137288168,-0.012130177051372761,-0.4000000000000001,0.0003202037671795437,0.0003202037671795437,0.0,0.010673489560109942,nan,0.0,0.7861245912321608,-3.2984627779120146e-06,nan,0.0,-0.7099357077465439,-7.484767227117217e-07,nan,nan,-0.10000652290801512,1.1196720357820045e-06,nan,3.562827468377404e-06
4,0.03999999999999959,4,0.04,0.012008781003412593,0,riccati_dare,1,1,0.1074579581618309,0.0,0.9991838365030682,0.0,0.0006621643191370291,0.6621643191370291,0.08818969560392105,5.052897354648106,1,0.7861240458865152,-0.7099349617168658,-0.10000764502709623,0.7861453882611472,-0.7094019485755702,-0.10039994985728502,-0.9999995947153475,-0.000636619542270517,-0.0006366197446765971,-0.9961248479228626,0.06998011838260076,-0.05327354298158881,0.5832155771920561,-0.6812708375226176,-0.123706880628647,0.9996175233786097,0.026174110607920152,-0.006736122181504461,-0.005860677968887647,-0.6674321560792564,-0.7194184774037646,0.0519863213245082,-2.5082956619410792,-2.473808716493696,-0.03448694544738329,-1.7142600026865635,-1.7313077334019547,0.01704773071539112,-0.5076866081048411,-0.5072872682553231,-0.00039933984951801005,1.571196323318978,1.5707896469536546,0.0004066763653234329,-2.2905883413268215,-2.290184869950829,-0.00040347137599239247,0.012010673470460231,0.012008538767942232,2.1347025179994927e-06,-0.015999999999999837,-0.0013220070960399284,-0.01467799290395991,-0.3999999999999999,0.015999999999999837,-0.000981845047459237,0.016981845047459074,0.3999999999999999,-0.015999999999999837,0.0002780521017611172,-0.016278052101760955,-0.3999999999999999,-0.015999999999999837,-3.300269479325316e-05,-0.015966997305206586,-0.3999999999999999,0.015999999999999837,-0.0003337723891069618,0.0163337723891068,0.3999999999999999,-0.015999999999999837,0.00017354508230510532,-0.01617354508230494,-0.3999999999999999,0.00042694000684612474,0.00042694000684612474,0.0,0.010673623966658212,nan,0.0,0.7861196484481574,-4.397438357783834e-06,nan,0.0,-0.7099359578713915,-9.961545257564097e-07,nan,nan,-0.1000061544748096,1.4905522866398568e-06,nan,4.748845551173555e-06
5,0.04999999999999949,5,0.05,0.01201372304481733,0,riccati_dare,1,1,0.10802620789036155,0.0,0.9991838365030682,0.0,0.0006600542373609771,0.6600542373609771,0.08787167222693602,5.034675957360366,1,0.7861191038471134,-0.7099349648630658,-0.10000764817329737,0.7861398931792474,-0.7094031902323138,-0.10039810321810551,-0.9999995947153475,-0.0006366195422688354,-0.000636619744676596,-0.9961528544164727,0.06978510460918895,-0.053004997996399385,0.5830166854124215,-0.6812972029004309,-0.12363148438607671,0.9996166251956161,0.02617316412055067,-0.006747883488365029,-0.006002847730329713,-0.6676321560792564,-0.7194333479418138,0.05180119186255738,-2.5080956619410792,-2.4738197607335235,-0.03427590120755575,-1.7144600026865635,-1.7313046057455632,0.016844603058999708,-0.5078866081048411,-0.5072876394812037,-0.000598968623637397,1.571396323318978,1.5707858925314022,0.000610430787575833,-2.2907883413268215,-2.290182917835994,-0.0006054234908274836,0.012016010264051085,0.012013341861164133,2.66840288695204e-06,-0.019999999999999796,-0.0016520193201618723,-0.018347980679837922,-0.3999999999999999,0.019999999999999796,-0.0012269425946963963,0.021226942594696194,0.3999999999999999,-0.019999999999999796,0.00034746208686172565,-0.02034746208686152,-0.3999999999999999,-0.019999999999999796,-4.124031663070168e-05,-0.019958759683369093,-0.3999999999999999,0.019999999999999796,-0.0004170914973493554,0.02041709149734915,0.3999999999999999,-0.019999999999999796,0.00021686725356085358,-0.020216867253560648,-0.3999999999999999,0.0005336793590854025,0.0005336793590854025,0.0,0.010673935223927882,nan,0.0,0.7861136078819481,-5.495965165303041e-06,nan,0.0,-0.7099362070749851,-1.2422119192168068e-06,nan,nan,-0.10000578890793682,1.8592653605459253e-06,nan,5.933429971896083e-06
6,0.05999999999999939,6,0.06,0.012019763317645343,0,riccati_dare,1,1,0.10789308324456215,0.0,0.9991838365030682,0.0,0.0006575098321314447,0.6575098321314448,0.0874882976347784,5.012710211257185,1,0.7861130635767334,-0.7099349687084215,-0.10000765201865432,0.7861332986893818,-0.7094047078459643,-0.10039589567579729,-0.9999995947153475,-0.0006366195422667801,-0.0006366197446765947,-0.9961864787085766,0.06954764317816642,-0.052684200350478654,0.582778006960917,-0.6813287524496269,-0.12354101098035578,0.9996159150555233,0.026156972215821098,-0.0067620151300468246,-0.006173355942335502,-0.6678721560792564,-0.7194515155524782,0.051579359473221786,-2.5078556619410795,-2.4738332536830816,-0.03402240825799785,-1.7147000026865635,-1.7313007846312056,0.016600781944642096,-0.5081266081048411,-0.5072880930019967,-0.0008385151028443838,1.571636323318978,1.5707813056904507,0.0008550176285273547,-2.290998271693528,-2.29018053289875,-0.000817738794778311,0.012022414511293577,0.01201921237500982,3.202136283757609e-06,-0.023999999999999754,-0.0019813549306174215,-0.022018645069382333,-0.3999999999999999,0.023999999999999754,-0.001471537446919731,0.025471537446919486,0.3999999999999999,-0.023999999999999754,0.0004167296584847403,-0.024416729658484494,-0.3999999999999999,-0.023999999999999754,-4.945989931085743e-05,-0.023950540100688898,-0.3999999999999999,0.023999999999999754,-0.0005002392386337088,0.024500239238633464,0.3999999999999999,-0.020993036670654924,0.0002601008322597744,-0.021253137502914698,-0.0993036670655138,0.0006404247242492079,0.0006404247242492079,0.0,0.010674536516380654,nan,0.0,0.7861064678818448,-6.595694888589243e-06,nan,0.0,-0.7099364875476172,-1.5188391956355574e-06,nan,nan,-0.10000542863653937,2.2233821149464372e-06,nan,7.1241484820731265e-06
7,0.06999999999999929,7,0.07,0.012026901821896632,0,riccati_dare,1,1,0.10905891563743353,0.0,0.9991838365030682,0.0,0.0006545096429230713,0.6545096429230712,0.08703692487991316,4.9868484574162135,1,0.7861059250753752,-0.7099349732529329,-0.10000765656316707,0.7861256036770065,-0.7094065326519369,-0.10039333279595322,-0.9999995947153475,-0.0006366195422643512,-0.0006366197446765931,-0.9962258728743804,0.06926369779086444,-0.052312048172623214,0.5824995373616857,-0.681365437678586,-0.12343546155569957,0.999615788075267,0.026109832798383678,-0.006778585308117561,-0.006372098800562239,-0.6681521560792564,-0.7194729711877084,0.05132081510845199,-2.5075756619410794,-2.4738491886200573,-0.03372647332102208,-1.7149800026865636,-1.7312962719633127,0.016316269276749118,-0.5084066081048411,-0.5072886285764728,-0.0011179795283682292,1.5719163233189781,1.5707758887224132,0.0011404345965648766,-2.2911867456293327,-2.2901777163238055,-0.0010090293055271538,0.012029886315468528,0.012026150389887417,3.7359255811112574e-06,-0.027999999999999713,-0.0023095283575989283,-0.025690471642400785,-0.3999999999999999,0.027999999999999713,-0.0017152688465310844,0.029715268846530796,0.3999999999999999,-0.027999999999999713,0.00048575261401682886,-0.028485752614016542,-0.3999999999999999,-0.027999999999999713,-5.7648497085545605e-05,-0.027942351502914166,-0.3999999999999999,0.027999999999999713,-0.0005830926319666048,0.028583092631966317,0.3999999999999999,-0.01884739358045407,0.00030318224021402704,-0.0191505758206681,0.21456430902008747,0.0007471804174951434,0.0007471804174951434,0.0,0.010675569324593662,nan,0.0,0.7860982284815204,-7.696593854800149e-06,nan,0.0,-0.7099368001744992,-1.826921566361328e-06,nan,nan,-0.1000050743400386,2.582223128475003e-06,nan,8.321242434914079e-06
8,0.07999999999999918,8,0.08,0.012035138557571197,0,riccati_dare,1,1,0.10792870773002505,0.0,0.9991838365030682,0.0,0.0006510611501912397,0.6510611501912398,0.08651879868068844,4.957162012945483,1,0.7860976883430388,-0.7099349784965998,-0.10000766180683564,0.7861168090523611,-0.7094086589440999,-0.10039041858132777,-0.9999995947153475,-0.0006366195422615485,-0.0006366197446765914,-0.9962708377560481,0.06893419326301348,-0.051889255497065835,0.5821812714429812,-0.6814072020151123,-0.12331483745265624,0.9996161959939587,0.02603278571828033,-0.006797561699263551,-0.006599085486530486,-0.6684721560792564,-0.7194977000150713,0.05102554393581493,-2.5072556619410795,-2.4738675545245865,-0.03338810741649301,-1.7153000026865637,-1.7312910708638114,0.015991068177247714,-0.508726608104841,-0.5072892458091852,-0.0014373622956558307,1.5722363233189782,1.5707696453839224,0.0014666779350558379,-2.2913558780236953,-2.2901744700532474,-0.0011814079704479674,0.012038425839986005,0.012034156037609664,4.2698023763401705e-06,-0.031999999999999675,-0.002635862987439998,-0.029364137012559677,-0.4000000000000003,0.031999999999999675,-0.0019576340985166312,0.03395763409851631,0.4000000000000003,-0.031999999999999675,0.0005543885399803976,-0.03255438853998007,-0.4000000000000003,-0.031999999999999675,-6.57880707974734e-05,-0.0319342119292022,-0.4000000000000003,0.031999999999999675,-0.000665480310390003,0.032665480310389676,0.4000000000000003,-0.01691323943627467,0.0003460228848667839,-0.017259262321141455,0.19341541441794213,0.0008539524517477367,0.0008539524517477367,0.0,0.010677203425259435,nan,0.0,0.7860888917156604,-8.796627378404587e-06,nan,0.0,-0.7099371080594403,-2.129562840513799e-06,nan,nan,-0.10000472455208032,2.9372547553224715e-06,nan,9.515416786660416e-06
9,0.08999999999999908,9,0.09,0.012044473524669036,0,riccati_dare,1,1,0.10757808294147253,0.0,0.9991838365030682,0.0,0.0006471384465931762,0.6471384465931762,0.08593064092652661,4.923463055944117,1,0.7860883533797244,-0.7099349844394223,-0.10000766774966001,0.7861069133792848,-0.7094110906844343,-0.1003871134361027,-0.9999995947153475,-0.0006366195422583723,-0.0006366197446765893,-0.9963215543111312,0.06855872288911788,-0.051410718054358796,0.5818263775468104,-0.6814564895415344,-0.12317623948998063,0.9996172077216535,0.025926776876035264,-0.006809366336623146,-0.006846371132092772,-0.6688321560792564,-0.719525679348109,0.05069352326885257,-2.5068956619410794,-2.4738883345416007,-0.03300732739947865,-1.7156600026865636,-1.7312851861077416,0.015625183421178024,-0.5090617601666179,-0.5072899440952915,-0.0017718160713263709,1.5725963233189781,1.5707625814208108,0.0018337418981673181,-2.2915075721974043,-2.290170797057533,-0.0013367751398711825,0.012048033328192601,0.012043229519786383,4.8038084062181075e-06,-0.035999999999999636,-0.002959459321972365,-0.03304054067802727,-0.4000000000000003,0.035999999999999636,-0.0021979649142109337,0.03819796491421057,0.4000000000000003,-0.035999999999999636,0.0006224481102228804,-0.036622448110222514,-0.4000000000000003,-0.03351520617768376,-7.385463897871044e-05,-0.033441351538705054,-0.15152061776841033,0.035999999999999636,-0.0007471744566538027,0.03674717445665344,0.4000000000000003,-0.0151694173708985,0.0003885049902307333,-0.015557922361129234,0.17438220653761866,0.000960748820659595,0.000960748820659595,0.0,0.010679636891185933,nan,0.0,0.786078455218608,-9.898161116406179e-06,nan,0.0,-0.7099374206849861,-2.436245563841588e-06,nan,nan,-0.10000433536460705,3.3323850529565213e-06,nan,1.0724442926084369e-05
