i_idx,j_idx,L_m,cmd_x,cmd_y,cmd_z,cmd_rx,cmd_ry,cmd_rz,act_x,act_y,act_z,act_rx,act_ry,act_rz,pred_base_x_mm,pred_base_y_mm,pred_base_z_mm,meas_base_x_mm,meas_base_y_mm,meas_base_z_mm,pred_tip_angle_deg,meas_tip_angle_deg,err_x_mm,err_y_mm,err_z_mm,err_xy_mm,err_xyz_mm
0,0,0.055,0.6658941096487977,-0.7112731669220016,-0.1,-3.1426596953947454,-0.0010003396494852076,-0.0010003396494852076,0.6659012162260346,-0.7112723471353053,-0.1,3.1405020869965594,0.0009805804220872634,0.0010690130467822727,-53.999999999999766,2.8705444281468523e-13,-2.7106790446913332e-14,-53.90226130682166,-0.3012799508056541,0.0,3.0457422340298106e-13,-0.3202442616664474,0.09773869317810518,-0.30127995080594117,2.7106790446913332e-14,0.31673721111008424,0.31673721111008424
0,-5,0.055,0.6666256359878355,-0.6945184591601787,-0.1,3.138618262378458,-0.13603408898115182,0.0009990611471675055,0.6666277211037951,-0.6945249957456544,-0.1,3.1385900368722637,-0.13601815540912857,0.001037565034792565,-53.965625416904764,-1.6910920774376816,-0.12051236235227429,-53.88279506451588,-4.299450039183837,0.0,-1.7948599953772462,-4.562115312634008,0.08283035238888098,-2.608357961746155,0.12051236235227429,2.6096728001574108,2.6124538949732963
0,-10,0.055,0.6688146476478009,-0.6778912648411924,-0.1,3.1296698313868756,-0.27280682871486867,0.0009962206825054108,0.6688317139957602,-0.6778915845560853,-0.1,3.129687971382587,-0.27278970462806307,0.0010214966789636349,-53.867397349309265,-3.467812541947817,-0.08417644070609404,-53.684465357076796,-7.603918527680225,0.0,-3.6834380272861695,-8.061801541239197,0.1829319922324671,-4.136105985732408,0.08417644070609404,4.140149373995291,4.141005012332579
0,-15,0.055,0.6724444849282005,-0.6615181269535846,-0.1,3.114763994748915,-0.40905785703352265,0.0009914838869901836,0.6724622500464954,-0.6615089883315612,-0.1,3.114751621305381,-0.409012235688868,0.0010030238948483337,-53.52102692973,-6.6970903295426325,-0.11138706559634559,-53.36211542694266,-10.987886403232672,0.0,-7.132354549641295,-11.635249652557915,0.15891150278734417,-4.290796073690039,0.11138706559634559,4.293737743704429,4.295182288342855
0,-20,0.055,0.6774875225755747,-0.645523654963051,-0.1,3.093929570743036,-0.5445278688548257,0.0009848599181184353,0.6774613307024245,-0.6455592715656987,-0.1,3.0939168605414658,-0.5445991929933588,0.0010310933798136624,-52.63652757875842,-11.353034184853687,-0.06131363895841126,-52.52752795595466,-14.10220866577109,0.0,-12.171518170258647,-15.027983276677165,0.10899962280375847,-2.7491744809174032,0.06131363895841126,2.7513344479177433,2.752017552019092
0,-25,0.055,0.6839053800283572,-0.6300295764591659,-0.1,3.0672062621669873,-0.6789590229605379,0.0009763613992272138,0.6839057184243121,-0.6300405723093677,-0.1,3.067195649904944,-0.6789755056007508,0.0009811993149917528,-52.23666177009804,-12.860126123815519,-0.11628743351437593,-51.62193323004251,-17.128266844959327,0.0,-13.830585835776677,-18.355953690809095,0.61472854005553,-4.268140721143809,0.11628743351437593,4.312182323771202,4.31375001137504
0,-30,0.055,0.6916492135161246,-0.615153810734924,-0.1,3.0346451303614104,-0.8120954901128086,0.0009660045678406846,0.6916432403749652,-0.6151639769311865,-0.1,3.0346454319787006,-0.812074576426756,0.0010059460249487323,-51.39875007645061,-15.547108957123235,-0.09188080935521545,-50.5356855924347,-19.962982276817538,0.0,-16.829531483505846,-21.555379682674292,0.8630644840159074,-4.415873319694303,0.09188080935521545,4.499424127503167,4.500362159014028
0,-35,0.055,0.7006600877901803,-0.6010095713497199,-0.1,2.996308277111807,-0.9436839056496638,0.00095380917877516,0.7006513833987426,-0.6010136910386477,-0.1,2.996289757155253,-0.943712965872627,0.0009527003214929018,-50.21677304639568,-18.58406887638111,-0.07554951171716275,-49.504682951173336,-22.47847476168824,0.0,-20.308350287254427,-24.421261937675233,0.7120900952223425,-3.8944058853071297,0.07554951171716275,3.958973289026913,3.9596940831267857
0,-40,0.055,0.7108694246563838,-0.5877045045058003,-0.1,2.9522688256963416,-1.0734738720885235,0.0009397984919158199,0.7108516683447947,-0.5877177882084497,-0.1,2.952256527725361,-1.0735300707624273,0.0009013953780933576,-48.95891138229895,-21.311790430496842,-0.07376110072309364,-48.41316373499788,-24.996111430805808,0.0,-23.52346905357897,-27.307675918363593,0.5457476473010731,-3.6843210003089655,0.07376110072309364,3.72452167772619,3.725251995212162
0,-45,0.055,0.7221995248966174,-0.5753398697956662,-0.1,2.902610721687631,-1.2012184189514101,0.0009239992124621371,0.7222067321049073,-0.5753361230016615,-0.1,2.902609402361073,-1.2012006737916074,0.001002528909331783,-47.863958755936274,-23.3729756816845,-0.07821604972673228,-47.301384263759644,-27.428319780313746,0.0,-26.027227975794816,-30.10785662883739,0.562574492176636,-4.055344098629246,0.07821604972673228,4.0941795048012795,4.094926564417206
0,-50,0.055,0.7345641596067516,-0.5640097695554325,-0.1,2.8474286270520275,-1.3266744914193014,0.0009064414615485987,0.7345645696038828,-0.5640033659423112,-0.1,2.847421297197408,-1.3266625246051362,0.000899628937582649,-46.2606973890165,-25.99452613312142,-0.07600032807037492,-45.95921827544626,-29.335471003974543,0.0,-29.332234917144238,-32.54982612744757,0.3014791135702369,-3.3409448708531277,0.07600032807037492,3.3545196803713817,3.355380505377255
0,-55,0.055,0.7478692264506712,-0.5538004326892287,-0.1,2.7868276751617125,-1.4496033867982872,0.0008871586873784617,0.7478520085858763,-0.5538202801585936,-0.1,2.786804604660903,-1.44961534506562,0.0009121650989256033,-44.25189640618148,-28.798102814768193,-0.0721022050958363,-44.75812825242932,-31.14267737737307,0.0,-33.05514028316634,-34.830172067090544,-0.5062318462478386,-2.3445745626048744,0.0721022050958363,2.3986038776274277,2.3996873316640683
0,-60,0.055,0.7620134658358755,-0.5447895584151732,-0.1,2.7209233305515994,-1.569771233795838,0.0008661876309328199,0.7620124687720697,-0.5447704176803176,-0.1,2.7209175290806105,-1.569738607225089,0.0007686128566531967,-42.28805821286516,-31.20262210367944,-0.06931060813602082,-43.50187684743026,-32.8284527675891,0.0,-36.42209313691652,-37.03982942534939,-1.2138186345651003,-1.625830663909658,0.06931060813602082,2.0289605775683284,2.030144080041264
