k,stage,controller,solver_mode,inverse_sequence_mode,rollout_steps_used,was_applied,ref_idx,ref_s_mm,ref_x_mm,ref_y_mm,ref_z_mm,pred_x_mm,pred_y_mm,pred_z_mm,nl_x_mm,nl_y_mm,nl_z_mm,actual_x_mm,actual_y_mm,actual_z_mm,linearisation_err_xy_mm,linearisation_err_xyz_mm,execution_err_xy_mm,execution_err_xyz_mm,plant_vs_nl_err_xy_mm,plant_vs_nl_err_xyz_mm,tracking_pred_xy_mm,tracking_nl_xy_mm,tracking_actual_xy_mm,pred_step_mm,actual_step_mm,local_gain,direction_error_deg,u_plan_vx,u_applied_vx,u_plan_vy,u_applied_vy,u_plan_vz,u_applied_vz,u_plan_wx,u_applied_wx,u_plan_wy,u_applied_wy,u_plan_wz,u_applied_wz,u_plan_dL,u_applied_dL
0,0,lti,lti,,10,1,33,13.333333333336268,784.7994940934122,-709.9358049527636,-100.00848826326231,784.8328337548292,-709.9356095511372,-100.00000324681154,784.8328374020927,-709.9360601337129,-100.00000431977918,784.8328374020927,-709.9360601336807,-100.00000431975538,0.00045059733693286156,0.0004505986144125666,0.0004505973047374486,0.00045059858216057184,3.219646771412954e-11,4.0038379878998863e-11,0.0333402340302519,0.033344285133670826,0.033344285133424426,0.30010278414967695,0.3001119228875403,1.000029325267557,0.08600951900936298,0.0010201571019016712,0.0010201571019016712,-0.0172466033481906,-0.0172466033481906,0.0,0.0,0.0,0.0,0.0,0.0,0.0008724755116571357,0.0008724755116571357,0.029998826814434852,0.029998826814434852
0,1,lti,lti,,10,1,34,13.737373737376704,784.3954538531232,-709.9360621727807,-100.00874548336117,784.532822935497,-709.9359726983636,-100.00000339280194,784.5328272020824,-709.936881262034,-100.00000464669769,784.5328272020824,-709.9368812620364,-100.0000046467083,0.0009085736882271762,0.000908574553459018,0.0009085736906696399,0.0009085745559161309,2.4424906541753444e-12,1.0893851282541722e-11,0.1373691115132126,0.1373757908493481,0.13737579084936263,0.3000110391172725,0.30001132372307615,0.9999997834754667,0.08746477116018077,0.0005883294636830225,0.0005883294636830225,-0.0007550448672756242,-0.0007550448672756242,0.0,0.0,0.0,0.0,0.0,0.0,4.183292883175435e-05,4.183292883175435e-05,0.030001081935122523,0.030001081935122523
0,2,lti,lti,,10,1,35,14.14141414141725,783.991413612834,-709.9363193927978,-100.00900270346003,784.2328292310643,-709.9361639703355,-100.00000354182077,784.2328340042038,-709.9375461129215,-100.00000497239667,784.2328340042038,-709.9375461129214,-100.000004972391,0.0013821508277762384,0.0013821515681248307,0.0013821508276652165,0.0013821515680079344,1.1102230246251565e-13,5.6771009022518e-12,0.24141566826051447,0.24142350799258264,0.24142350799258208,0.2999937654090441,0.299993934605687,0.9999993179640412,0.09044882578169154,0.0003226013032597324,0.0003226013032597324,-0.0003975326513193564,-0.0003975326513193564,0.0,0.0,0.0,0.0,0.0,0.0,2.211103807598051e-05,2.211103807598051e-05,0.029999370445233462,0.029999370445233462
0,3,lti,lti,,10,1,36,14.545454545457687,783.5873733725449,-709.9365766128149,-100.00925992355889,783.9328271516607,-709.9363568163217,-100.00000369371908,783.9328324752463,-709.9382380753874,-100.00000530731873,783.9328324752463,-709.9382380753954,-100.0000053072822,0.0018812665979634478,0.001881267289971516,0.0018812666059570217,0.001881267297933746,7.993605777301127e-12,3.740434556766502e-11,0.3454538490390053,0.3454630980250927,0.34546309802513103,0.3000021413858426,0.3000023269727616,0.9999992346519027,0.09532358633077646,0.00014311014240803402,0.00014311014240803402,-0.0004008615835738514,-0.0004008615835738514,0.0,0.0,0.0,0.0,0.0,0.0,2.107753057329625e-05,2.107753057329625e-05,0.030000207942291166,0.030000207942291166
0,4,lti,lti,,10,1,36,14.545454545457687,783.5873733725449,-709.9365766128149,-100.00925992355889,783.6328269655207,-709.9365471014582,-100.00000384848326,783.6328328806487,-709.9389523766978,-100.0000056508133,783.6328328806487,-709.9389523766923,-100.00000565077339,0.00240528251285912,0.0024052831881214093,0.002405282507419044,0.002405283182651417,5.440092820663267e-12,4.0295305798107925e-11,0.045453602556129784,0.045521545789467426,0.0455215457891835,0.30000024648734436,0.3000004449749673,0.9999991361091368,0.10007967510144607,-8.472396539657509e-06,-8.472396539657509e-06,-0.0003955784112912192,-0.0003955784112912192,0.0,0.0,0.0,0.0,0.0,0.0,1.979843667261054e-05,1.979843667261054e-05,0.030000018615958347,0.030000018615958347
0,5,lti,lti,,10,1,37,14.949494949498234,783.1833331322557,-709.9368338328319,-100.00951714365775,783.3328271006029,-709.936731617626,-100.0000040061652,783.3328336450892,-709.9396845601264,-100.00000600253571,783.3328336450893,-709.9396845601503,-100.0000060025683,0.0029529497524309386,0.0029529504272637506,0.0029529497764119424,0.002952950451266779,2.3981074326596833e-11,4.0458338248992213e-11,0.14949400329155746,0.14952768968848856,0.14952768968905672,0.29999992166155454,0.30000012904819107,0.9999990249555902,0.10459682150115679,-0.0001820185776616412,-0.0001820185776616412,-0.0003836278364656335,-0.0003836278364656335,0.0,0.0,0.0,0.0,0.0,0.0,1.8037776308194062e-05,1.8037776308194062e-05,0.02999998649370924,0.02999998649370924
0,6,lti,lti,,10,1,38,15.353535041818123,782.7792931862787,-709.9366055905158,-100.0097743637566,783.0328264764477,-709.9367292777724,-100.00000416659613,783.0328334183341,-709.940186180242,-100.00000636757231,783.0328334183341,-709.9401861802622,-100.00000636762995,0.0034569094396867226,0.0034569101403553017,0.003456909459892741,0.0034569101605980202,2.020605904817785e-11,6.108694490545949e-11,0.25353332033963866,0.2535655140066951,0.2535655140069804,0.3000006241644177,0.300000646126088,0.9999986622343631,0.09624910888116371,-0.0004351910275893086,-0.0004351910275893086,5.056224020947651e-06,5.056224020947651e-06,0.0,0.0,0.0,0.0,0.0,0.0,-3.1647265885667233e-06,-3.1647265885667233e-06,0.030000062417465147,0.030000062417465147
0,7,lti,lti,,10,1,39,15.75757186437977,782.375273126989,-709.9329341446092,-100.01003158385546,782.7328221328561,-709.9361106599896,-100.00000432976329,782.7328285505255,-709.9398164332983,-100.00000676196052,782.7328285505255,-709.939816433295,-100.00000676196525,0.0037057788658363096,0.003705779663992779,0.0037057788625056457,0.003705779660665222,3.3306690738754696e-12,5.786904394060757e-12,0.35756311589221706,0.35762165314477495,0.35762165314471084,0.30000498139496495,0.30000509565974265,1.0000000367932613,0.04753014861078032,-0.000835182226009595,-0.000835182226009595,0.0012871244509393047,0.0012871244509393047,0.0,0.0,0.0,0.0,0.0,0.0,-7.019055369968235e-05,-7.019055369968235e-05,0.030000434361114017,0.030000434361114017
0,8,lti,lti,,10,1,39,15.75757186437977,782.375273126989,-709.9329341446092,-100.01003158385546,782.432787651853,-709.9332847526208,-100.00000449565515,782.4327907760346,-709.9361253226588,-100.00000694670246,782.4327907760346,-709.9361253227904,-100.00000694665296,0.0028405717560196094,0.0028405728134883713,0.002840571887580958,0.002840572945006957,1.3156142841808105e-10,1.405662274290095e-10,0.057515593505692034,0.05760610704671175,0.057606107053999794,0.3000477887658939,0.3000604779344858,1.0000381338924202,0.16519530079958267,-0.0014595237248135903,-0.0014595237248135903,0.0058792953794709205,0.0058792953794709205,0.0,0.0,0.0,0.0,0.0,0.0,-0.0003048596824618409,-0.0003048596824618409,0.03000344810222556,0.03000344810222556
0,9,lti,lti,,10,1,40,16.16160234922933,781.9713907325436,-709.9219989727909,-100.01028880395432,782.1327951880727,-709.9261531173704,-100.0000046671722,782.1327953157856,-709.9255182325655,-100.00000588728135,782.1327953157856,-709.9255182326309,-100.00000588731994,0.0006348848176851843,0.0006348859900749583,0.0006348847522930495,0.0006348859247571147,6.539213615042172e-11,7.593179951889456e-11,0.1614579052936434,0.1614429455903243,0.16144294559174976,0.30007722097213707,0.30018292178728334,1.0002852375227058,0.6631724081570065,-0.0023121048357024063,-0.0023121048357024063,0.014837287613299409,0.014837287613299409,0.0,0.0,0.0,0.0,0.0,0.0,-0.000760187385791678,-0.000760187385791678,0.029999246379992902,0.029999246379992902
