direction,zrot_deg,theta_y_deg,theta_z_deg,theta_total_deg,energy,success
forward,43.25,86.72594349213624,-0.19603900138361416,86.72594355472151,-3.957894223477678e-05,True
forward,43.5,86.87804016649875,-0.2040858066552556,86.87804022530683,-3.894083919338409e-05,True
forward,43.75,87.0306438755926,-0.21296473029894236,87.03064393069022,-3.830326082730331e-05,True
forward,44.0,87.18375561930866,-0.22281428375424786,87.18375567076377,-3.766621795589789e-05,True
forward,44.25,87.33737633353859,-0.23380577264945154,87.33737638142061,-3.702972137644888e-05,True
forward,44.5,87.49150688826133,-0.24615364094404965,87.49150693264113,-3.639378186369373e-05,True
forward,44.75,87.64614808560496,-0.2601299979187647,87.64614812655495,-3.575841016936935e-05,True
forward,45.0,87.8013006578852,-0.2760854445517872,87.80130069547947,-3.512361702175931e-05,True
forward,45.25,87.95696526562102,-0.2944796352806369,87.95696529993543,-3.448941312524865e-05,True
forward,45.5,88.11314249552886,-0.315927334210804,88.1131425266412,-3.385580915988597e-05,True
forward,45.75,88.2698328584956,-0.34126997796712444,88.26983288648567,-3.322281578095681e-05,True
forward,46.0,88.42703678753186,-0.3716909035283449,88.4270368124816,-3.259044361856939e-05,True
forward,46.25,88.58475463570656,-0.40890884606838357,88.58475465770027,-3.195870327725686e-05,True
forward,46.5,88.74298667406411,-0.4555196563334507,88.74298669318856,-3.132760533559833e-05,True
forward,46.75,88.90173308952484,-0.5156380869265023,88.90173310586947,-3.0697160345864144e-05,True
forward,47.0,89.06099398277058,-0.5961997669817901,89.06099399642771,-3.0067378833689633e-05,True
forward,47.25,89.22076936611677,-0.7098795956493251,89.22076937718178,-2.943827129778381e-05,True
forward,47.5,89.3810591613717,-0.8825785150534065,89.38105916994334,-2.8809848209679904e-05,True
forward,47.75,89.54186319768534,-1.1767654317968854,89.54186320386594,-2.818212001353746e-05,True
forward,48.00000000000001,89.70318120938911,-1.791198586173775,89.70318121328485,-2.755509712600536e-05,True
forward,48.25,89.86501283382728,-3.877435854867876,89.86501283554851,-2.6928789936160954e-05,True
forward,48.5,90.02735760918326,-161.76957229368927,90.02735760884488,-2.6303208805539464e-05,True
forward,48.75,90.19021497230116,-177.33104632824555,90.19021497002292,-2.567836406827514e-05,True
forward,49.0,90.35358425650513,-178.5877330203599,90.35358425241212,-2.505426603137837e-05,True
forward,49.25,90.51746468941825,-179.05221035867294,90.51746468364124,-2.4430924975180388e-05,True
forward,49.5,90.68185539078294,-179.29444041217485,90.68185538345894,-2.380835115398393e-05,True
forward,49.75,90.84675537028431,-179.4434458454925,90.84675536155702,-2.3186554796970495e-05,True
forward,50.0,91.0121635253798,-179.5446048442458,91.01216351540016,-2.2565546109426125e-05,True
forward,50.25000000000001,91.17807863913535,-179.6179830524207,91.17807862806215,-2.1945335274368524e-05,True
forward,50.5,91.34449937807229,-179.6738266482116,91.34449936607272,-2.132593245467931e-05,True
forward,50.75,91.51142429002456,-179.71791788149318,91.51142427727487,-2.0707347795880288e-05,True
forward,51.0,91.6788518020115,-179.75377100578828,91.67885178869744,-2.0089591429734915e-05,True
forward,51.25,91.84678021812478,-179.78364881823566,91.8467802044423,-1.9472673478917213e-05,True
forward,51.5,92.0152077174349,-179.80907828539526,92.01520770359033,-1.885660406307496e-05,True
forward,51.75,92.18413202836628,-179.83113157858364,92.18413201457662,-1.8241393307117374e-05,True
forward,52.0,92.35355171914165,-179.85058864751804,92.35355170563425,-1.7627051350029493e-05,True
forward,52.25,92.52346425955508,-179.86803585163574,92.52346424656676,-1.7013588360846393e-05,True
forward,52.50000000000001,92.69386730806548,-179.88392889896815,92.69386729584048,-1.6401014555321135e-05,True
forward,52.75,92.86475838796092,-179.8986346369644,92.86475837674729,-1.578934022080794e-05,True
forward,53.0,93.03613488539709,-179.91246031317417,93.03613487544031,-1.5178575749652336e-05,True
forward,53.25,93.2079940474529,-179.9256753834073,93.20799403898498,-1.45687316853588e-05,True
forward,53.5,93.3803329801961,-179.93852920983196,93.38033297341765,-1.3959818787494097e-05,True
forward,53.75,93.55314864674469,-179.95126713930546,93.55314864179486,-1.3351848124682045e-05,True
forward,54.0,93.72643791601067,-179.96414721445439,93.72643791291712,-1.2744831204312789e-05,True
forward,54.25,93.90019724923663,-179.97746012229166,93.90019724783038,-1.2138780198893661e-05,True
forward,54.5,94.0744234377023,-179.99155600211876,94.07442343747037,-1.1533708238311395e-05,True
forward,54.75000000000001,94.24911274183157,179.99311580159807,94.24911274165436,-1.0929629922531024e-05,True
forward,55.0,94.42426137704979,179.9759431249096,94.42426137471561,-1.032656216992225e-05,True
forward,55.25,94.5998653992705,179.95604190347905,94.5998653905357,-9.724525690354464e-06,True
forward,55.5,94.77592069727103,179.93205567601996,94.7759206739291,-9.123547722653244e-06,True
forward,55.75,94.95242297785434,179.90175683153404,94.9524229234518,-8.523667501954222e-06,True
forward,56.0,95.12936773184173,179.86117260433602,95.12936761115434,-7.924948264895413e-06,True
forward,56.25,95.30675014064711,179.80240750735976,95.30674986992177,-7.3275071818774485e-06,True
forward,56.5,95.48456475272666,179.7071386562863,95.48456409620768,-6.731604793497998e-06,True
forward,56.75,95.66280388842807,179.52077647530314,95.66280195345178,-6.138000339229378e-06,True
forward,57.00000000000001,95.84144176207921,178.9743820486838,95.84143203222771,-5.550401264248567e-06,True
forward,57.25,95.98889809015277,-149.7758375565101,95.9778249132326,-4.487394427788932e-06,True
forward,57.5,96.20005029862746,-178.79554635662024,96.20003425229125,-4.332703762888391e-06,True
forward,57.74999999999999,96.37998179903511,-179.3720392144081,96.37997704740334,-3.7487318462066073e-06,True
forward,58.00000000000001,96.56029562560958,-179.563332947628,96.56029312771324,-3.160549434078668e-06,True
forward,58.25,96.7410029155016,-179.65954133078094,96.74100126809417,-2.572155491172308e-06,True
forward,58.5,96.92209982061297,-179.71786229813395,96.92209859562075,-1.984344901918183e-06,True
forward,58.75,97.10358042367092,-179.75725155842161,97.10357944363366,-1.3973865766998779e-06,True
forward,59.00000000000001,97.28543851390648,-179.78580854430203,97.28543769077321,-8.114000819511191e-07,True
forward,59.25000000000001,97.46766763798526,-179.80757660934398,97.46766692254913,-2.264491538238149e-07,True
forward,59.5,97.6502611512314,-179.82480067302868,97.65026051356209,3.5742725828499583e-07,True
forward,59.75,97.83321223368348,-179.83882785144957,97.83321165438367,9.40202608896797e-07,True
forward,59.99999999999999,98.01651389603731,-179.85051604869108,98.01651336190177,1.521857139541189e-06,True
backward,59.99999999999999,42.62893499933522,-0.019378473761637354,42.62893692671384,9.249352034908229e-06,True
backward,59.75,42.11494360178439,-0.019267932704386165,42.11494557389436,8.766030983838342e-06,True
backward,59.5,41.59595237844884,-0.019158537656464105,41.59595439657997,8.283626036118997e-06,True
backward,59.25000000000001,41.07185806336045,-0.019050282665946862,41.07186012886673,7.802190936214475e-06,True
backward,59.00000000000001,40.5425524997379,-0.018943162652958017,40.54255461404263,7.321780523828126e-06,True
backward,58.75,40.00792323743326,-0.01883717404486421,40.0079254020345,6.8424507789245094e-06,True
backward,58.5,39.467853259478815,-0.018732314842012137,39.46785547595561,6.364258858153766e-06,True
backward,58.25,38.92222068678365,-0.018628584692381316,38.92222295680286,5.887263133351256e-06,True
backward,58.00000000000001,38.37089845882017,-0.018525984976092674,38.37090078414391,5.411523232281103e-06,True
backward,57.74999999999999,37.81375398788345,-0.018424518900807672,37.81375637037762,4.9371000818121245e-06,True
backward,57.5,37.250648784210156,-0.018324191609177184,37.250651225853666,4.4640559537322515e-06,True
backward,57.25,36.681439034811454,-0.01822501097022346,36.68144153770673,3.99245459751962e-06,True
backward,57.00000000000001,36.10597120034486,-0.01812698502388713,36.105973766729434,3.5223609527069847e-06,True
backward,56.75,35.5240874987826,-0.01803012618488117,35.5240901310422,3.053841717931316e-06,True
backward,56.5,34.93562138518667,-0.01793444870352202,34.93562408586991,2.5869650640970686e-06,True
backward,56.25,34.34039797944359,-0.01783996953843555,34.340400751278544,2.121800784590848e-06,True
backward,56.0,33.73823343668266,-0.01774670857301185,33.7382362825956,1.6584203626932931e-06,True
backward,55.75,33.128934256653174,-0.0176546888589195,33.128937179789745,1.1968970438660208e-06,True
backward,55.5,32.51229652465716,-0.017563936890281757,32.512299528406544,7.373059133965599e-07,True
backward,55.25,31.888105075545496,-0.01747448291284504,31.888108163567924,2.7972397994481687e-07,True
backward,55.0,31.256132571008475,-0.017386361273062166,31.25613574726673,-1.75769734398295e-07,True
backward,54.75000000000001,30.616138478886487,-0.0172996108129464,30.61614174768216,-6.290940968503578e-07,True
backward,54.5,29.9678679414478,-0.01721427531748147,29.96787130746308,-1.080165758694866e-06,True
backward,54.25,29.3110512599982,-0.017130404574974372,29.3110547283442,-1.5288989971808326e-06,True
backward,54.0,28.64539954819461,-0.017048052809063484,28.64540312446763,-1.9752057683531152e-06,True
backward,53.75,27.970607500465192,-0.016967282396881004,27.97061119081247,-2.4189953062872337e-06,True
backward,53.5,27.286348876334543,-0.016888162804129806,27.28635268753156,-2.860174151975565e-06,True
backward,53.25,26.592278162344158,-0.016810775093858123,26.592282101886557,-3.2986459408957503e-06,True
backward,53.0,25.888016060746676,-0.01673519958202014,25.888020136956055,-3.7343112605567867e-06,True
backward,52.75,25.173165657603214,-0.016661537087014715,25.173169879758667,-4.16706740268058e-06,True
backward,52.50000000000001,24.447296987589848,-0.016589896870612648,24.44730136608251,-4.596808184778589e-06,True
backward,52.25,23.709946954030517,-0.016520401535133115,23.70995150055163,-5.023423703869146e-06,True
backward,52.0,22.960615605459555,-0.016453188833924312,22.960620333229464,-5.446800073350766e-06,True
backward,51.75,22.19876185821465,-0.01638841379458109,22.19876678226457,-5.866819130118716e-06,True
backward,51.5,21.423798560677312,-0.01632625122035616,21.423803698198757,-6.283358107421247e-06,True
backward,51.25,20.635086900522936,-0.01626689864483019,20.635092271305055,-6.696289268207415e-06,True
backward,51.0,19.831929745273975,-0.016210580392719828,19.831935372257416,-7.105479466480171e-06,True
backward,50.75,19.013563027581693,-0.01615755027132888,19.01356893756645,-7.510789755582167e-06,True
backward,50.5,18.1791470186494,-0.016108097532709195,18.179153243213563,-7.912074817795447e-06,True
backward,50.25000000000001,17.327756728421257,-0.016062554291452036,17.32776330512921,-8.309182288508349e-06,True
backward,50.0,16.458367063219992,-0.016021301227623276,16.458374037235885,-8.701952155573147e-06,True
backward,49.75,15.569839297236292,-0.015984778273705206,15.56984672351872,-9.090215908137326e-06,True
backward,49.5,14.660896664618646,-0.01595349371320165,14.660904610967247,-9.473795695676295e-06,True
backward,49.25,13.730109053807048,-0.015928042023762197,13.730117605187816,-9.852503090267741e-06,True
backward,49.0,12.775858441210785,-0.015909117704961253,12.775867706063432,-1.0226137956464713e-05,True
backward,48.75,11.796304714004247,-0.01589754383971359,11.796314833738299,-1.0594486857447966e-05,True
backward,48.5,10.789341889122557,-0.015894296953624477,10.789353052930368,-1.0957321253364904e-05,True
backward,48.25,9.752535884151385,-0.01590055003800798,9.75254835318866,-1.131439532600836e-05,True
backward,48.00000000000001,8.683054606304516,-0.0159177272824688,8.683068755338903,-1.1665443233801066e-05,True
backward,47.75,7.57756906111541,-0.01594755706970025,7.577585455300071,-1.2010175887349148e-05,True
backward,47.5,6.432113826635027,-0.015992203823041288,6.43213337634108,-1.2348276669232552e-05,True
backward,47.25,5.241913318516459,-0.016054362851030235,5.2419376312248716,-1.2679396193904254e-05,True
backward,47.0,4.001120213393901,-0.016137499722608344,4.001152547047135,-1.3003145305683742e-05,True
backward,46.75,2.7024518507326754,-0.0162461423477501,2.7025005409299228,-1.331908580743528e-05,True
backward,46.5,1.3366464938877147,-0.016386245281601767,1.3367468634688453,-1.362671826814946e-05,True
backward,46.25,-0.10848049534329121,-0.016566194156686857,0.10973818149737892,-1.3925463844412071e-05,True
backward,46.0,-1.6492997399578804,-0.016797476665655304,1.649385185142945,-1.4214638477525675e-05,True
backward,45.75,-3.308841400465282,-0.017097655996619318,3.308885380087856,-1.4493413491275777e-05,True
backward,45.5,-5.121564788077153,-0.017494217142485696,5.121594350516667,-1.4760750921156718e-05,True
backward,45.25,-7.142949830957717,-0.018034207476075016,7.1429721295837565,-1.5015288079629275e-05,True
backward,45.0,-9.47386862743515,-0.018809128309617063,9.473886627924403,-1.525510650482425e-05,True
backward,44.75,-12.34036904660842,-0.02004025157608097,12.340384335278456,-1.5477163801149783e-05,True
backward,44.5,-16.585096174809607,-0.022636399478230335,16.585109965840175,-1.5675166319292812e-05,True
backward,44.25,87.33738941567672,-0.23374017540295616,87.33738946353118,-3.702972335636004e-05,True
backward,44.0,87.18375561930866,-0.22281428375424783,87.18375567076377,-3.76662179558979e-05,True
backward,43.75,87.0306438755926,-0.21296473029894222,87.03064393069022,-3.830326082730332e-05,True
backward,43.5,86.87804016649875,-0.20408580665525564,86.87804022530683,-3.894083919338409e-05,True
backward,43.25,86.72594349213624,-0.19603900138361416,86.72594355472151,-3.957894223477678e-05,True
backward,43.0,86.57435279050388,-0.18871109493945695,86.57435285693178,-4.021755911049904e-05,True
backward,42.75,86.42326693935307,-0.18200862807313958,86.42326700968792,-4.085667895841521e-05,True
backward,42.5,86.27268475802457,-0.17585376218281676,86.27268483232956,-4.149629089570213e-05,True
backward,42.25,86.12260500925838,-0.17018113931608833,86.12260508759569,-4.213638401931585e-05,True
backward,42.0,85.97302640097652,-0.1649354709996885,85.97302648340732,-4.277694740645736e-05,True
backward,41.75,85.82394758803748,-0.1600696658136242,85.82394767462203,-4.3417970115037796e-05,True
backward,41.5,85.67536717396344,-0.15554336025654578,85.67536726476109,-4.405944118414208e-05,True
backward,41.25,85.52728371263768,-0.1513217550277349,85.52728380770698,-4.470134963449114e-05,True
backward,41.0,85.3796957099747,-0.14737468509322849,85.37969580937337,-4.534368446890186e-05,True
backward,40.75,85.23260162556001,-0.14367587048623445,85.23260172934502,-4.5986434672744714e-05,True
backward,40.5,85.08599987426126,-0.1402023081212921,85.08599998248889,-4.66295892143995e-05,True
backward,40.25,84.93988882780965,-0.1369337745772934,84.93988894053545,-4.727313704570754e-05,True
backward,40.0,84.79426681635222,-0.13385241690679414,84.79426693363109,-4.791706710242181e-05,True
backward,39.75,84.64913212997388,-0.1309424137963308,84.64913225186015,-4.856136830465364e-05,True
backward,39.5,84.50448302018988,-0.12818969334713434,84.50448314673723,-4.920602955731675e-05,True
backward,39.25,84.36031770140889,-0.1255816967265394,84.36031783267046,-4.985103975056763e-05,True
backward,39.0,84.21663435236563,-0.12310717921234134,84.21663448839402,-5.0496387760243476e-05,True
backward,38.75,84.0734311175247,-0.12075604189789042,84.073431258372,-5.114206244829594e-05,True
backward,38.5,83.93070610845373,-0.11851918867696061,83.9307062541715,-5.1788052663222456e-05,True
backward,38.25,83.7884574051679,-0.11638840418095024,83.78845755580726,-5.243434724049377e-05,True
backward,38.0,83.6466830574445,-0.11435624916789636,83.64668321305611,-5.308093500297802e-05,True
backward,37.75,83.50538108610833,-0.11241597051605551,83.5053812467424,-5.372780476136208e-05,True
backward,37.5,83.3645494842882,-0.11056142349398776,83.36454964999456,-5.437494531456887e-05,True
backward,37.25,83.22418621864448,-0.10878700439406079,83.22418638947254,-5.5022345450171957e-05,True
backward,37.0,83.08428923056755,-0.10708759194990525,83.08428940656634,-5.5669993944806246e-05,True
backward,36.75,82.9448564373486,-0.10545849622780058,82.94485661856682,-5.631787956457593e-05,True
backward,36.5,82.80588573332143,-0.1038954139008129,82.80588591980737,-5.696599106545879e-05,True
backward,36.25,82.66737499097705,-0.1023943889930536,82.6673751827787,-5.7614317193707465e-05,True
backward,36.0,82.5293221188854,-0.10095177914759575,82.52932231605041,-5.826284668422693e-05,True
backward,35.75,82.39172483555754,-0.09956422182884554,82.39172503813327,-5.891156826904314e-05,True
backward,35.5,82.25458101105272,-0.09822861233180333,82.25458121908625,-5.9560470665596834e-05,True
backward,35.25,82.11788844108555,-0.09694207649353562,82.11788865462364,-6.0209542585188556e-05,True
backward,35.0,81.98164490469127,-0.09570195025561809,81.98164512378041,-6.085877273135267e-05,True
backward,34.75,81.84584816517908,-0.09450576069676618,81.84584838986551,-6.150814980023945e-05,True
backward,34.5,81.71049597106011,-0.09335120909138342,81.71049620138986,-6.215766248099513e-05,True
backward,34.25,81.57558605695002,-0.09223615574540024,81.57558629296877,-6.280729945613826e-05,True
backward,34.0,81.44111614444653,-0.09115860639512299,81.44111638619985,-6.345704940193353e-05,True
backward,33.75,81.30708394298307,-0.09011669998388727,81.30708419051624,-6.410690098876303e-05,True
backward,33.5,81.17348715065755,-0.08910869765596881,81.17348740401562,-6.47568428814942e-05,True
backward,33.25,81.04032345503842,-0.08813297282830707,81.0403237142663,-6.540686373984538e-05,True
backward,33.0,80.9075905339464,-0.08718800221856358,80.90759079908877,-6.605695221874864e-05,True
backward,32.75,80.77528605621428,-0.0862723577234729,80.77528632731557,-6.670709696870989e-05,True
backward,32.5,80.64340768242357,-0.0853846990546993,80.64340795952815,-6.735728663616645e-05,True
backward,32.25,80.51195321762255,-0.08452376847824913,80.51195350077451,-6.800750986337328e-05,True
backward,32.0,80.38092000308424,-0.08368837897975888,80.38092029232757,-6.865775529063405e-05,True
backward,31.750000000000004,80.25030583177237,-0.08287741741345772,80.25030612715089,-6.930801155382861e-05,True
backward,31.5,80.12010833819794,-0.08208983360857809,80.12010863975529,-6.995826728664565e-05,True
backward,31.250000000000004,79.99032515198283,-0.08132463722115142,79.99032545976254,-7.060851112045594e-05,True
backward,31.0,79.86095389847044,-0.08058089350838216,79.86095421251588,-7.125873168465525e-05,True
backward,30.750000000000004,79.73199219931706,-0.07985771945768798,79.73199251967145,-7.190891760700538e-05,True
backward,30.5,79.6034376730635,-0.07915428023608823,79.60343799976998,-7.25590575139723e-05,True
backward,30.25,79.47528793568885,-0.07846978592931647,79.47528826879042,-7.320914003106283e-05,True
backward,29.999999999999996,79.34754060114481,-0.0778034885433837,79.34754094068434,-7.385915378315864e-05,True
backward,29.75,79.2201932818732,-0.0771546792441871,79.22019362789345,-7.450908739484836e-05,True
backward,29.500000000000004,79.09324358930473,-0.07652268581336064,79.09324394184837,-7.515892949075769e-05,True
backward,29.25,78.96668913434162,-0.07590687030074925,78.96668949345121,-7.580866869587746e-05,True
backward,29.000000000000004,78.84052752782286,-0.07530662685603359,78.84052789354088,-7.645829363588951e-05,True
backward,28.75,78.71475638097334,-0.07472137972360725,78.71475675334217,-7.7107792937491e-05,True
backward,28.500000000000004,78.58937330583679,-0.07415058138657427,78.58937368489872,-7.775715522871636e-05,True
backward,28.25,78.46437591569354,-0.07359371084703455,78.4643763014908,-7.840636913925789e-05,True
backward,28.0,78.33976182546226,-0.07305027203103959,78.33976221803701,-7.905542330078415e-05,True
backward,27.75,78.21552865208785,-0.07251979230782638,78.21552905148214,-7.970430634725661e-05,True
backward,27.5,78.09167401491388,-0.07200182111383506,78.09167442116971,-8.035300691524474e-05,True
backward,27.25,77.96819575448646,-0.07149593005300976,77.96819616764581,-8.100151364394016e-05,True
