k,stage,controller,solver_mode,inverse_sequence_mode,rollout_steps_used,was_applied,ref_idx,ref_s_mm,ref_x_mm,ref_y_mm,ref_z_mm,pred_x_mm,pred_y_mm,pred_z_mm,nl_x_mm,nl_y_mm,nl_z_mm,actual_x_mm,actual_y_mm,actual_z_mm,linearisation_err_xy_mm,linearisation_err_xyz_mm,execution_err_xy_mm,execution_err_xyz_mm,plant_vs_nl_err_xy_mm,plant_vs_nl_err_xyz_mm,tracking_pred_xy_mm,tracking_nl_xy_mm,tracking_actual_xy_mm,pred_step_mm,actual_step_mm,local_gain,direction_error_deg,u_plan_vx,u_applied_vx,u_plan_vy,u_applied_vy,u_plan_vz,u_applied_vz,u_plan_wx,u_applied_wx,u_plan_wy,u_applied_wy,u_plan_wz,u_applied_wz,u_plan_dL,u_applied_dL
0,0,sqp_full,sqp_full,,10,1,34,13.737344644030342,784.5096685723236,-711.4549242517986,-100.00874548336117,785.2328216738262,-710.1398228673531,-100.00301339550728,785.2349875205141,-710.136689202628,-100.00297099224878,785.2349875205141,-710.136689202628,-100.00297099224878,0.0038092973742629675,0.003809533373249052,0.0038092973742629675,0.003809533373249052,0.0,0.0,1.5008137991047459,1.5046033435647364,1.5046033435647364,0.2348619202307441,0.23297170357647762,0.9918526335148244,0.8101577426609692,0.04326562350985308,0.04326562350985308,-0.4999927452940494,-0.4999927452940494,1.1093410594385336e-09,1.1093410594385336e-09,0.0,0.0,-0.18584793851080833,-0.18584793851080833,5.235987295049854,5.235987295049854,-0.009999965091192359,-0.009999965091192359
0,1,sqp_full,sqp_full,,10,1,35,14.141385048070843,784.1118112769451,-711.5253384154959,-100.00900270346003,785.332821375848,-710.3665084302022,-100.00520859701169,785.3412409971148,-710.338423850924,-100.00492914582725,785.3412409971148,-710.338423850924,-100.00492914582725,0.029319509128138584,0.02932084085560113,0.029319509128138584,0.02932084085560113,0.0,0.0,1.6833753581534665,1.7088778834163074,1.7088778834163074,0.24777228198147488,0.2280142626641253,0.9180474600077788,3.9715028580983334,0.04322997994588785,0.04322997994588785,-0.49999225824627114,-0.49999225824627114,8.200731788470545e-10,8.200731788470545e-10,0.0,0.0,-0.1269897123074575,-0.1269897123074575,5.235987264601321,5.235987264601321,-0.00999997017765285,-0.00999997017765285
0,2,sqp_full,sqp_full,,10,1,36,14.545425452111255,783.7139539815668,-711.5957525791931,-100.00925992355889,785.4328211955632,-710.6081193625358,-100.00678558306413,785.451103231313,-710.5304973125997,-100.00618392845803,785.451103231313,-710.5304973125997,-100.00618392845803,0.07974594326649649,0.07974821286855469,0.07974594326649649,0.07974821286855469,0.0,0.0,1.9824035588135265,2.0377576644192614,2.0377576644192614,0.26149243478774276,0.22127697499419455,0.8393779318433993,7.284542621443071,0.04284350210232828,0.04284350210232828,-0.49999174695820037,-0.49999174695820037,4.097718340718279e-10,4.097718340718279e-10,0.0,0.0,-0.08564297037176652,-0.08564297037176652,5.235987232678079,5.235987232678079,-0.009999981976861262,-0.009999981976861262
0,3,sqp_full,sqp_full,,10,1,37,14.949465856151757,783.3160966861883,-711.6661667428904,-100.00951714365775,785.0278510678271,-710.8654101362779,-100.00795747972909,785.0641953503771,-710.7910464372872,-100.00770113810636,785.0641953503771,-710.7910464372872,-100.00770113810636,0.08276996195270976,0.08277035890148458,0.08276996195270976,0.08277035890148458,0.0,0.0,1.889792106580333,1.9549129108524759,1.9549129108524759,0.47979237171205147,0.46646099154262743,0.971868367361776,1.528438340222723,0.04211601338774526,0.04211601338774526,-0.49999121068876023,-0.49999121068876023,3.184091847571971e-11,3.184091847571971e-11,0.0,0.0,-0.05980093513772938,-0.05980093513772938,5.2359871992379174,5.2359871992379174,0.04049701277809949,0.04049701277809949
0,4,sqp_full,sqp_full,,10,1,39,15.757541365163247,782.5195158297403,-711.8019185954474,-100.01003158385546,784.13773908773,-711.1391626123967,-100.00887673725636,784.2096323875661,-711.1824553266077,-100.0099083857505,784.2096323875661,-711.1824553266077,-100.0099083857505,0.08392202133579067,0.08392836209351627,0.08392202133579067,0.08392836209351627,0.0,0.0,1.748682934602059,1.8000635323451333,1.8000635323451333,0.9312575370583822,0.9399381085952017,1.0006541578801795,7.514035177365365,0.040783440658729506,0.040783440658729506,-0.49999064684263184,-0.49999064684263184,-2.4572482681542093e-10,-2.4572482681542093e-10,0.0,0.0,-0.04411481079199281,-0.04411481079199281,5.2359871641217355,5.2359871641217355,0.08901119802369888,0.08901119802369888
0,5,sqp_full,sqp_full,,10,1,40,16.161568268119485,782.1196041345274,-711.8594364899,-100.01028880395432,783.1756198801316,-711.4301866992423,-100.00961662107034,783.3055295651102,-711.6705841061952,-100.01237659799548,783.3055295651102,-711.6705841061952,-100.01237659799548,0.2732534346004271,0.27326737272048646,0.2732534346004271,0.27326737272048646,0.0,0.0,1.1399230841349006,1.200868165009799,1.200868165009799,1.005171097963953,1.0274617808492799,1.0015289597929136,11.535529469662116,0.038367828290594964,0.038367828290594964,-0.4999900561344703,-0.4999900561344703,-4.119445617077654e-10,-4.119445617077654e-10,0.0,0.0,-0.03341966818727091,-0.03341966818727091,5.235987133811968,5.235987133811968,0.0962119207753526,0.0962119207753526
0,6,sqp_full,sqp_full,,10,1,41,16.56558698858862,781.7181842827649,-711.9051875875736,-100.01054602405318,782.2465572980133,-711.692274244047,-100.01022300227861,782.4523986412808,-712.1869745654502,-100.01493587910379,782.4523986412808,-712.1869745654502,-100.01493587910379,0.5358162619728881,0.5358369880873921,0.5358162619728881,0.5358369880873921,0.0,0.0,0.5696579105869392,0.7864315769039689,0.7864315769039689,0.9653225006868553,0.9972452203562826,0.9958207199129874,15.432719064518546,0.034015813072017544,0.034015813072017544,-0.4999894387733212,-0.4999894387733212,-4.815540503931548e-10,-4.815540503931548e-10,0.0,0.0,-0.025800493901819592,-0.025800493901819592,3.234163678483993,3.234163678483993,0.09290625822686314,0.09290625822686314
0,7,sqp_full,sqp_full,,10,1,42,16.969591821076406,781.3152547586642,-711.9346432681666,-100.01080324415203,781.4404413060045,-711.9142952638136,-100.01072343312872,781.7294266272208,-712.6693093520087,-100.01733013897602,781.7294266272208,-712.6693093520087,-100.01733013897602,0.8084298295161532,0.808456824953361,0.8084298295161532,0.808456824953361,0.0,0.0,0.1268294639116917,0.8433697833404192,0.8433697833404192,0.836131913170217,0.8691036255352808,0.9868010359289874,18.31118465437087,0.026216484490000944,0.026216484490000944,-0.4999953605127833,-0.4999953605127833,-4.692209742166302e-10,-4.692209742166302e-10,0.0,0.0,-0.020072990530852684,-0.020072990530852684,0.9802231789563264,0.9802231789563264,0.08061159921376163,0.08061159921376163
0,8,sqp_full,sqp_full,,10,1,43,17.373581803476906,780.9114160280518,-711.9456940317235,-100.01106046425089,780.9274822110191,-711.9451896986113,-100.01113649632434,781.255684036675,-712.8936709454508,-100.01904313157544,781.255684036675,-712.8936709454508,-100.01904313157544,1.0036598596985995,1.003691002675229,1.0036598596985995,1.003691002675229,0.0,0.0,0.01607409677165884,1.008553761939087,1.008553761939087,0.5138887718669263,0.5241880397840974,0.9464602478372117,21.895713105121587,0.012358221021706747,0.012358221021706747,-0.060196646766965074,-0.060196646766965074,-4.1065337533807587e-10,-4.1065337533807587e-10,0.0,0.0,-0.015631561125434665,-0.015631561125434665,0.2138778849333429,0.2138778849333429,0.05129590950596179,0.05129590950596179
0,9,sqp_full,sqp_full,,10,1,45,18.181519044606112,780.1051210338723,-711.9001727346256,-100.01157490444861,780.4275208976162,-711.9277115745682,-100.01150956357607,780.7856656385615,-713.0711719024982,-100.02070915811503,780.7856656385615,-713.0711719024982,-100.02070915811503,1.198235860344903,1.1982711753005542,1.198235860344903,1.1982711753005542,0.0,0.0,0.3235738862262673,1.3543928566446746,1.3543928566446746,0.5002668676803301,0.502420799691258,0.9265676659477176,22.69149389865592,0.0017605638541645912,0.0017605638541645912,0.040804301359026976,0.040804301359026976,-3.2358416169564116e-10,-3.2358416169564116e-10,0.0,0.0,-0.013329562627140098,-0.013329562627140098,0.02342374661513489,0.02342374661513489,0.049996131347771755,0.049996131347771755
