W_el,W_b,W_t,W_m,W_cf,W_g,W_total
9.843662052008021518e-05,9.843662052007254445e-05,7.667503901774657560e-18,-1.943572356003790051e-04,0.000000000000000000e+00,0.000000000000000000e+00,-9.592061508029878995e-05
