k,status,infeasible,solver_mode,rollout_steps,solver_mode_used,N_sqp_used,rollout_steps_used,rollout_steps_next,rollout_adaptation_reason,hierarchy_enabled,hierarchy_solver_mode,hierarchy_rollout_steps,hierarchy_N_sqp,hierarchy_confidence,hierarchy_risk,hierarchy_level,hierarchy_reason,i_ref,i_ref_mpc,idx_ref_0,idx_ref_terminal,u0_vx,u0_vy,u0_vz,u0_wx,u0_wy,u0_wz,u0_dL,p_now_x,p_now_y,p_now_z,p_now_qw,p_now_qx,p_now_qy,p_now_qz,p_now_L,tip_x,tip_y,tip_z,tip_tx,tip_ty,tip_tz,pred1_err_xy_m,pred1_err_xy_mm,pred1_err_xyz_m,pred1_err_xyz_mm,sqp_iters_done,sqp_du_final,sqp_du_rel_final,frame_path,i_seg,u_seg,rho_m,rho_mm,clearance_m,clearance_mm,tip_vessel_angle_deg,trust_vx,trust_vy,trust_vz,trust_wx,trust_wy,trust_wz,trust_dL,adapt_pred_err_xy_mm,adapt_pred_err_xyz_mm,adapt_clearance_mm,adapt_tip_vessel_angle_deg,cond_H_beam,lambda_min_H_beam,lambda_max_H_beam,num_negative_H_beam,num_near_zero_H_beam,stationarity_norm,cond_H_mpc,lambda_min_H_mpc,lambda_max_H_mpc,num_negative_H_mpc,num_near_zero_H_mpc,valid_H_mpc,norm_H_mpc,norm_H_track,norm_H_effort,norm_H_smooth,qp_reg,path_idx_nearest,curvature_local_1pm,curvature_max_ahead_1pm,curvature_mean_ahead_1pm,curvature_lookahead_points,sqp_status_0,sqp_du_0,sqp_du_rel_0,sqp_status_1,sqp_du_1,sqp_du_rel_1,sqp_status_2,sqp_du_2,sqp_du_rel_2,sqp_status_3,sqp_du_3,sqp_du_rel_3,sqp_status_4,sqp_du_4,sqp_du_rel_4,u_applied_0_vx,u_applied_0_vy,u_applied_0_vz,u_applied_0_wx,u_applied_0_wy,u_applied_0_wz,u_applied_0_dL,x_rollout_0_x,x_rollout_0_y,x_rollout_0_z,x_rollout_0_tx,x_rollout_0_ty,x_rollout_0_tz,x_pred_0_x,x_pred_0_y,x_pred_0_z,x_pred_0_tx,x_pred_0_ty,x_pred_0_tz,rollout_err_xy_0_m,rollout_err_xy_0_mm,rollout_err_xyz_0_m,rollout_err_xyz_0_mm,u_applied_1_vx,u_applied_1_vy,u_applied_1_vz,u_applied_1_wx,u_applied_1_wy,u_applied_1_wz,u_applied_1_dL,x_rollout_1_x,x_rollout_1_y,x_rollout_1_z,x_rollout_1_tx,x_rollout_1_ty,x_rollout_1_tz,x_pred_1_x,x_pred_1_y,x_pred_1_z,x_pred_1_tx,x_pred_1_ty,x_pred_1_tz,rollout_err_xy_1_m,rollout_err_xy_1_mm,rollout_err_xyz_1_m,rollout_err_xyz_1_mm,u_applied_2_vx,u_applied_2_vy,u_applied_2_vz,u_applied_2_wx,u_applied_2_wy,u_applied_2_wz,u_applied_2_dL,x_rollout_2_x,x_rollout_2_y,x_rollout_2_z,x_rollout_2_tx,x_rollout_2_ty,x_rollout_2_tz,x_pred_2_x,x_pred_2_y,x_pred_2_z,x_pred_2_tx,x_pred_2_ty,x_pred_2_tz,rollout_err_xy_2_m,rollout_err_xy_2_mm,rollout_err_xyz_2_m,rollout_err_xyz_2_mm,u_applied_3_vx,u_applied_3_vy,u_applied_3_vz,u_applied_3_wx,u_applied_3_wy,u_applied_3_wz,u_applied_3_dL,x_rollout_3_x,x_rollout_3_y,x_rollout_3_z,x_rollout_3_tx,x_rollout_3_ty,x_rollout_3_tz,x_pred_3_x,x_pred_3_y,x_pred_3_z,x_pred_3_tx,x_pred_3_ty,x_pred_3_tz,rollout_err_xy_3_m,rollout_err_xy_3_mm,rollout_err_xyz_3_m,rollout_err_xyz_3_mm,u_applied_4_vx,u_applied_4_vy,u_applied_4_vz,u_applied_4_wx,u_applied_4_wy,u_applied_4_wz,u_applied_4_dL,x_rollout_4_x,x_rollout_4_y,x_rollout_4_z,x_rollout_4_tx,x_rollout_4_ty,x_rollout_4_tz,x_pred_4_x,x_pred_4_y,x_pred_4_z,x_pred_4_tx,x_pred_4_ty,x_pred_4_tz,rollout_err_xy_4_m,rollout_err_xy_4_mm,rollout_err_xyz_4_m,rollout_err_xyz_4_mm,u_plan_0_vx,u_plan_0_vy,u_plan_0_vz,u_plan_0_wx,u_plan_0_wy,u_plan_0_wz,u_plan_0_dL,u_plan_1_vx,u_plan_1_vy,u_plan_1_vz,u_plan_1_wx,u_plan_1_wy,u_plan_1_wz,u_plan_1_dL,u_plan_2_vx,u_plan_2_vy,u_plan_2_vz,u_plan_2_wx,u_plan_2_wy,u_plan_2_wz,u_plan_2_dL,u_plan_3_vx,u_plan_3_vy,u_plan_3_vz,u_plan_3_wx,u_plan_3_wy,u_plan_3_wz,u_plan_3_dL,u_plan_4_vx,u_plan_4_vy,u_plan_4_vz,u_plan_4_wx,u_plan_4_wy,u_plan_4_wz,u_plan_4_dL,beam_eig_logged,beam_eig_failed,beam_eig_lambda_min,beam_eig_lambda_max,beam_eig_cond,beam_soft_direction_index,beam_soft_direction_absmax,beam_soft_dir_0,beam_soft_dir_1,beam_soft_dir_2,beam_soft_dir_3,beam_soft_dir_4,beam_soft_dir_5,beam_soft_dir_6,beam_soft_dir_7,beam_soft_dir_8,beam_soft_dir_9,beam_soft_dir_10,beam_soft_dir_11,beam_soft_dir_12,beam_soft_dir_13,beam_soft_dir_14,beam_soft_dir_15,beam_soft_dir_16,beam_soft_dir_17,beam_soft_dir_18,beam_soft_dir_19,beam_stiff_direction_index,beam_stiff_direction_absmax,beam_stiff_dir_0,beam_stiff_dir_1,beam_stiff_dir_2,beam_stiff_dir_3,beam_stiff_dir_4,beam_stiff_dir_5,beam_stiff_dir_6,beam_stiff_dir_7,beam_stiff_dir_8,beam_stiff_dir_9,beam_stiff_dir_10,beam_stiff_dir_11,beam_stiff_dir_12,beam_stiff_dir_13,beam_stiff_dir_14,beam_stiff_dir_15,beam_stiff_dir_16,beam_stiff_dir_17,beam_stiff_dir_18,beam_stiff_dir_19
0,solved,0,sqp_full,1,sqp_full,5,1,1,good:increase,False,,,,nan,nan,,,18,18,18,22,-0.16159242487549136,-0.24999948627607047,-5.523072186089494e-09,0.0,0.0,-6.283185266911533,0.098571453912884,0.6589009735254433,-0.7149273064177215,-0.1,0.0005526138285220279,0.9980064983680013,0.06310818552036089,0.0002841716471086458,0.017971429078257682,0.7801613969611401,-0.7099217052552669,-0.10000480655952254,-0.9999996310756433,0.0008566842716475055,-6.277448778982423e-05,1.5040795412446298e-05,0.015040795412446299,1.504079571394241e-05,0.015040795713942411,5,0.13465388883656856,0.01070734205279624,,18,0.4199721758113504,0.000972557629486158,0.972557629486158,0.0030274423705138422,3.0274423705138425,23.255057630313704,0.05,0.05,0.0001,0.5235987755982988,0.5235987755982988,2.0943951023931953,0.08,0.015040795412446299,0.015040795713942411,3.0274423705138425,23.255057630313704,3.9274813205672183,2.3852941336365363e-09,9.660946285972788e-09,0,0,1.2035772129618757e-14,4719028.234806231,2.0010000029805747e-06,9.442775511912684,0,0,True,9.573170288013616,9.572854372417634,0.07745966744054612,2.4819347291981716e-07,1e-09,16,70.64066035580598,233.18519139449108,142.05205494697663,10,solved,4.1917985729319875,93.73146556852944,solved,4.1916167858368025,0.9997398939453279,solved,4.19147248638167,0.5000236306817062,solved,0.14060428389821145,0.011183686680976305,solved,0.13465388883656856,0.01070734205279624,-0.16159242487549136,-0.24999948627607047,-5.523072186089494e-09,0.0,0.0,-6.283185266911533,0.098571453912884,0.7801613969611401,-0.7099217052552669,-0.10000480655952254,nan,nan,nan,0.7801616759516012,-0.7099066670475624,-0.10000480354796434,nan,nan,nan,1.5040795412446298e-05,0.015040795412446299,1.504079571394241e-05,0.015040795713942411,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.16159242487549136,-0.24999948627607047,-5.523072186089494e-09,0.0,0.0,-6.283185266911533,0.098571453912884,0.09021143411792076,0.009821013855455986,-2.7305305330219527e-09,0.0,0.0,0.000701636354068909,0.04538707769848735,-0.09399559453049237,0.25000005084071686,-1.550622075609351e-09,0.0,0.0,6.283185345007031,0.04110251476242954,0.046554796325176236,0.24999928192852788,-7.495863917210893e-10,0.0,0.0,6.28318533737495,0.03273527542253808,0.22818101507646293,0.249999499310656,-2.649385962367984e-10,0.0,0.0,6.283185321870474,0.02277903945278318,True,False,2.3852941336365355e-09,9.660946285972786e-09,4.050211732690612,0,0.8093399611022076,-0.8093399611022076,-8.659787139898704e-05,1.243723143697747e-06,-0.3651564237682163,0.0007447290065901221,-0.00022427445613595952,-0.23201171868968692,0.0008300693359279938,-0.0002436973070845652,-0.3109515323847169,0.0008027135266353807,-0.00022892544434983982,-0.17973420472485005,0.0007305023269110742,-0.0002003209745190171,-0.07364151421851059,0.000572392430091252,-0.00015133921261990138,-0.15024230708926858,0.00041011609843837337,2,0.4876953887772902,0.0003352036360247059,-0.0007316066953249522,-0.4876953887772902,0.00022373340801524932,-0.0006935830596984621,-0.4636693160806944,0.00014175419639322404,-0.0006373673876568986,-0.4274528046142785,8.457343563842615e-05,-0.0005734638024531257,-0.38024123796891,4.6722021968950135e-05,-0.0004887749689379961,-0.3233505459516001,1.919274966759848e-05,-0.0003872647852926424,-0.25832643239305125,8.672919495529078e-06,-0.00028002841586430234
1,solved,0,sqp_full,1,sqp_full,5,1,1,bad:tip_angle,False,,,,nan,nan,,,20,20,20,24,-0.15978856588207924,0.259821013855456,0.0,0.0,0.0,6.283185307179586,0.0865548034441929,0.6557052022078017,-0.7097308861406124,-0.1,0.0005336800860066088,0.9999997562717472,0.0003183094057725572,0.0003183098086678961,0.01970252514714154,0.7784303072523938,-0.7099134118792453,-0.10000419199519743,-0.9999989639292172,0.0014393692807890112,1.8882943078379502e-05,1.168317350821781e-05,0.01168317350821781,1.168318494347591e-05,0.01168318494347591,5,0.158135830976127,0.011216986093598393,,20,0.07116140722381704,5.214718947906921e-05,0.05214718947906921,0.003947852810520931,3.9478528105209305,49.20194461471828,0.05,0.05,0.0001,0.5235987755982988,0.5235987755982988,2.0943951023931953,0.08,0.01168317350821781,0.01168318494347591,3.9478528105209305,49.20194461471828,4.210769715036812,2.4661531839915418e-09,1.0705480111296862e-08,0,0,1.672759832344385e-14,4717381.37293142,2.001000019899728e-06,9.439480221110376,0,0,True,9.570561182796336,9.570245176723983,0.07745966744054612,2.4819347291981716e-07,1e-09,18,189.10299093597718,233.18519139449108,122.97979712384755,10,solved,2.100341263843448,0.16693951463447423,solved,2.1002108683924634,0.16457499299849437,solved,2.099657879234042,0.15816199708455433,solved,0.1581346693979611,0.011225925692009416,solved,0.158135830976127,0.011216986093598393,-0.15978856588207924,0.259821013855456,0.0,0.0,0.0,6.283185307179586,0.0865548034441929,0.7784303072523938,-0.7099134118792453,-0.10000419199519743,nan,nan,nan,0.7784305338970766,-0.7099250928541794,-0.10000417564893364,nan,nan,nan,1.168317350821781e-05,0.01168317350821781,1.168318494347591e-05,0.01168318494347591,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.15978856588207924,0.259821013855456,0.0,0.0,0.0,6.283185307179586,0.0865548034441929,-0.34399559453049233,0.5000000508407169,0.0,0.0,0.0,6.283185307179586,0.029875377679127395,0.2220823618225738,0.49999928192852783,0.0,0.0,0.0,6.283185307179586,0.025192552800730714,0.4781810150764629,0.49999949931065596,0.0,0.0,0.0,6.283185307179586,0.01855388591321814,0.4781810150764629,0.49999949931065596,0.0,0.0,0.0,6.283185307179586,0.014797356570123748,True,False,2.4661531839915405e-09,1.0705480111296863e-08,4.340963157028929,0,0.7280776613197971,0.7280776613197971,-0.002108032242132657,-0.0006187750443410207,0.39699175966426425,0.024890102627462597,-0.00016175849425083695,0.38497291657362365,0.032550082671337,0.0009393903713865564,0.37326088308728356,0.03254650379152594,0.0002396960880186151,-0.07278354264675121,0.02765709763453178,0.0010213739211955032,-0.03511508546292163,0.016860404722234327,-0.00013313160319897648,-0.09084327526150687,0.008916305186566113,1,0.44142684468314974,0.0386796398549458,-0.44142684468314974,-0.20375854695510312,0.025800359156528035,-0.42059863677757137,-0.19413838706325465,0.016118144292908698,-0.3879783137996588,-0.1788328587956696,0.00955762751645332,-0.3449005779197605,-0.1587716129471764,0.004932006091661839,-0.29362174575396716,-0.13519733440932516,0.002480456817572345,-0.23457168130753503,-0.10802243088510802,0.0009310975994934401,-0.16983281165097452
2,solved,0,sqp_full,1,sqp_full,5,1,1,bad:tip_angle,False,,,,nan,nan,,,22,22,22,26,-0.5405647084411924,0.7499985892207015,3.0372741228721417e-07,0.0,0.0,6.283185307179586,0.04927204048826659,0.6448939080389778,-0.6947309143561984,-0.1,0.0005126401520069608,0.9980464719939204,-0.06247282293061863,0.00035119174683425307,0.020687965956906872,0.7774643511048802,-0.7091304271702951,-0.10000449710762746,-0.9981842482929169,0.06023459319276723,1.558224235026257e-05,1.1449364981012381e-05,0.01144936498101238,1.1449369759575475e-05,0.011449369759575475,5,0.15028566953528646,0.010590688764514296,,21,0.25177193887546323,0.00023272919336063836,0.23272919336063835,0.0037672708066393617,3.767270806639362,58.850323800440776,0.05,0.05,0.0001,0.5235987755982988,0.5235987755982988,2.0943951023931953,0.08,0.01144936498101238,0.011449369759575475,3.767270806639362,58.850323800440776,4.985948856792579,2.4209299992103836e-09,1.2469228047617136e-08,0,0,9.685704488720516e-14,4696559.210864697,2.001000035448064e-06,9.39781514742419,0,0,True,9.538476533789991,9.538159456498015,0.07745966744054612,2.4819347291981716e-07,1e-09,20,233.18519139449108,233.18519139449108,85.74683997505485,10,solved,0.1530940516752098,0.010838995152211416,solved,0.1522984972404494,0.01077554084333373,solved,0.15815898155623406,0.011176880577036136,solved,0.15495634306020883,0.010935666865716719,solved,0.15028566953528646,0.010590688764514296,-0.5405647084411924,0.7499985892207015,3.0372741228721417e-07,0.0,0.0,6.283185307179586,0.04927204048826659,0.7774643511048802,-0.7091304271702951,-0.10000449710762746,nan,nan,nan,0.7774607402320417,-0.7091195621090521,-0.10000448664708021,nan,nan,nan,1.1449364981012381e-05,0.01144936498101238,1.1449369759575475e-05,0.011449369759575475,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.5405647084411924,0.7499985892207015,3.0372741228721417e-07,0.0,0.0,6.283185307179586,0.04927204048826659,0.37177572208941795,0.7499960204399579,3.0372741228721417e-07,0.0,0.0,6.283185307179586,0.019842157800121097,0.6550806385084652,0.7499988178938161,3.0372741228721417e-07,0.0,0.0,6.283185307179586,0.01326132776835538,0.7282078468263624,0.7500006181493518,3.0372741228721417e-07,0.0,0.0,6.283185307179586,0.019561742324961183,0.6046417474298972,0.7500025923132143,3.0372741228721417e-07,0.0,0.0,6.283185307179586,0.03364771986582174,True,False,2.420929999210385e-09,1.2469228047617127e-08,5.15059421448952,0,0.713859304567174,-0.713859304567174,-0.009025677479645848,-0.010128455984764612,-0.5568875048440648,-0.11254891167176624,0.003977828168636192,-0.214128681504509,-0.11103059857683244,0.002019221663311259,-0.1349594204713791,-0.10505501266917895,-0.003584196523274696,0.2602983661219533,-0.06351901728521536,0.006528767850347459,0.08017370804037142,-0.026024305550929872,0.005065416280747737,-0.01900890771120061,-0.006694535885274165,1,0.45442613057619685,-0.1440699038776729,0.45442613057619685,0.07941672716883152,-0.09982560809600939,0.44817104945138914,0.07838210132516156,-0.06120466328057929,0.4142283057144447,0.07274993289829824,-0.03562666882905576,0.37728338465266176,0.06511679228366543,-0.021983823222828183,0.31825632640432894,0.051846928129264815,-0.008754652308600312,0.25509752060767715,0.04224505883474745,-0.003555445587661398,0.18664555464500807
3,solved,0,sqp_full,1,sqp_full,5,1,1,bad:tip_angle,False,,,,nan,nan,,,23,23,23,27,0.5357000421947617,1.0000181269994726,9.871468425498327e-06,0.0,0.0,6.283186166500604,0.016947471362610246,0.6556079088828731,-0.6747305518162089,-0.1,0.0004895770582418333,0.9921543531808936,-0.1250174121018115,0.0003826876958271412,0.021026915384159076,0.7772817074461361,-0.7075106668012234,-0.10000327077392394,-0.9841191601313743,0.17750906227533822,0.00010710951560993018,2.2851369219827907e-05,0.02285136921982791,2.285136922349614e-05,0.022851369223496138,5,0.15149939366594564,0.01057958952896406,,22,0.8301284364334577,0.00019493606909513645,0.19493606909513644,0.0038050639309048636,3.8050639309048635,63.77079178419003,0.05,0.05,0.0001,0.5235987755982988,0.5235987755982988,2.0943951023931953,0.08,0.02285136921982791,0.022851369223496138,3.8050639309048635,63.77079178419003,6.052084971552552,2.3093946949798263e-09,1.4481861424025845e-08,0,0,1.5453646783520988e-13,4633721.49674323,2.0010002504348344e-06,9.27207787542848,0,0,True,9.446357714687784,9.446037519961244,0.07745966744054612,2.4819347291981716e-07,1e-09,21,227.27348749472696,227.27348749472696,64.5481862119294,10,solved,0.1569376877745378,0.011041096329095348,solved,0.155305314122732,0.010907604334392565,solved,0.1574590158386309,0.011038821899128687,solved,0.15060164976998638,0.010537615037547346,solved,0.15149939366594564,0.01057958952896406,0.5357000421947617,1.0000181269994726,9.871468425498327e-06,0.0,0.0,6.283186166500604,0.016947471362610246,0.7772817074461361,-0.7075106668012234,-0.10000327077392394,nan,nan,nan,0.7772705507235989,-0.7075306095346732,-0.10000327118337268,nan,nan,nan,2.2851369219827907e-05,0.02285136921982791,2.285136922349614e-05,0.022851369223496138,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5357000421947617,1.0000181269994726,9.871468425498327e-06,0.0,0.0,6.283186166500604,0.016947471362610246,0.9050530084427667,1.0000142290694651,9.8727443067562e-06,0.0,0.0,6.283185545801599,0.01249998387274514,0.9781671305178242,1.000012163393633,9.874322866414098e-06,0.0,0.0,6.283185087258902,0.019577454956854916,0.8546377141854118,1.0000002602896811,-1.0763570527405696e-09,0.0,0.0,6.283185156282479,0.04497164128730732,0.8546396256305435,1.0000015261388635,-2.3926201573225847e-10,0.0,0.0,6.283185256722866,0.04469370776961735,True,False,2.3093946949798283e-09,1.448186142402584e-08,6.270847272450469,3,0.7038709531640636,-0.1354780086267757,0.05386102077845413,-0.03615345914724901,-0.7038709531640636,-0.056884001399868496,0.049256696133233725,-0.5520484532580566,-0.22567220289985862,0.013184464848188592,-0.14529933737028072,-0.23197950494770914,-0.00811677833557402,-0.0651088408837931,-0.15101220305578297,0.02250847946255956,0.003928715658744139,-0.11248694734912316,-0.03594166386871571,0.008493777671177859,-0.05089824698277718,7,0.4214530140293275,-0.29328243830746936,0.36297861780394713,0.02120974684245775,-0.2124845868476329,0.41864758051444884,0.008777723321175459,-0.13117366746541465,0.4214530140293275,0.021176108481740254,-0.0817852606051946,0.3712198812831451,0.0067767459672141,-0.037719183350303324,0.324194565683525,0.0015782050727489207,-0.013434234507608103,0.25639823667362904,0.01113204808329055,-0.007850662409478364,0.18715002905917377
4,solved,0,sqp_full,1,sqp_full,5,1,1,bad:tip_angle,False,,,,nan,nan,,,25,25,25,29,0.9237934026553293,1.0,0.00020016338539246818,0.0,0.0,6.283185307179586,-0.0038043903618376895,0.6740837769359798,-0.6547305518162089,-0.1,0.00046458183051217215,0.9823466549449121,-0.18706860608603812,0.0004126733469127529,0.020950827576922324,0.7774412347163845,-0.7071172398058972,-0.10000529031131447,-0.9687671205831582,0.2479723075180717,2.7949586878294002e-05,1.5224243869289875e-07,0.00015224243869289876,1.522558523709218e-07,0.0001522558523709218,5,0.05005116649562773,0.0034795866392086,,23,0.2350876737775347,0.0004246269609861645,0.4246269609861645,0.0035753730390138357,3.5753730390138356,68.77108085153174,0.05,0.05,0.0001,0.5235987755982988,0.5235987755982988,2.0943951023931953,0.08,0.00015224243869289876,0.0001522558523709218,3.5753730390138356,68.77108085153174,8.054565106349939,1.8526564623289142e-09,1.5627798606163192e-08,0,0,1.9013089451568006e-13,4593777.476192194,2.0010003772388387e-06,9.19215046281186,0,0,True,9.409363170221889,9.409041670645792,0.07745966744054612,2.4819347291981716e-07,1e-09,23,159.40073685048702,159.40073685048702,25.33648494655665,10,solved,0.1219533781853998,0.008489359254901043,solved,0.10046709113635252,0.006989488050190136,solved,0.09390481351585647,0.006529885190836899,solved,0.05093643421499776,0.0035405326549475488,solved,0.05005116649562773,0.0034795866392086,0.9237934026553293,1.0,0.00020016338539246818,0.0,0.0,6.283185307179586,-0.0038043903618376895,0.7774412347163845,-0.7071172398058972,-0.10000529031131447,nan,nan,nan,0.7774412246571551,-0.7071173917156469,-0.10000529233231473,nan,nan,nan,1.5224243869289875e-07,0.00015224243869289876,1.522558523709218e-07,0.0001522558523709218,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9237934026553293,1.0,0.00020016338539246818,0.0,0.0,6.283185307179586,-0.0038043903618376895,1.0,1.0,0.0002001632121732197,0.0,0.0,6.283185307179586,0.014048275903211963,1.0,1.0,2.6943608521473113e-05,0.0,0.0,6.283185307179586,0.07892821671904192,1.0,1.0,2.6943553287215816e-11,0.0,0.0,6.283185307179586,0.07917903462909437,1.0,0.7500015261388633,2.6943524996514566e-17,0.0,0.0,6.283185307179586,0.1,True,False,1.852656462328912e-09,1.562779860616318e-08,8.435346176655978,0,0.6172408478474006,0.6172408478474006,0.06870898144819466,-0.05328679841853163,0.2304281698944546,0.18395444715002518,0.03473585707024571,0.4401206240620829,0.16503959167855836,0.005457004449907533,0.28740685221949136,0.3430795994224449,0.06972726655392908,0.1276000566032354,0.2088644666590748,-0.040242101986742954,0.010078378163406504,0.13402458582765014,-0.008513465108052752,-0.03513907591140317,0.08333483544571725,7,0.3069529241561818,0.29699188368710205,-0.23175271269511594,-0.25938153889576615,0.22068094819919962,-0.30222165028743087,-0.26557110022299135,0.1412754278438565,-0.3069529241561818,-0.2639730285525883,0.09263208535044593,-0.29580823166959863,-0.22827200554043664,0.044094341512609846,-0.2587848102318758,-0.20927054587782692,0.021920893076811793,-0.23269931117697742,-0.15869298498554515,0.011093254075041062,-0.16103704165024887
5,solved,0,sqp_full,1,sqp_full,5,1,1,bad:tip_angle,False,,,,nan,nan,,,25,25,25,29,1.0,1.0,0.0,0.0,0.0,6.283185307179586,0.00857965497880125,0.6940837769359798,-0.6347305518162089,-0.1,0.0004377531105447287,0.96866208325336,-0.24838152574555986,0.00044103036483061865,0.02112242067649835,0.7774008569030042,-0.7066914560475827,-0.10000687892161723,-0.9414467777764984,0.33716162926497906,-1.9121535825930567e-05,1.122262215385866e-06,0.001122262215385866,1.1222652722804205e-06,0.0011222652722804205,5,0.07121586026563867,0.004961587330341731,,23,0.6629603449048774,0.00043545087148626053,0.43545087148626055,0.0035645491285137398,3.5645491285137396,63.42459721328407,0.05,0.05,0.0001,0.5235987755982988,0.5235987755982988,2.0943951023931953,0.08,0.001122262215385866,0.0011222652722804205,3.5645491285137396,63.42459721328407,8.94679398981149,1.7448599425999995e-09,1.640558184649764e-08,0,0,2.408246794506985e-13,4629891.220876427,2.0010002269216533e-06,9.264413383596303,0,0,True,9.51746108369889,9.517143167092755,0.07745966744054612,2.4819347291981716e-07,1e-09,23,159.40073685048702,159.40073685048702,25.33648494655665,10,solved,0.10403942415331448,0.007239116435183301,solved,0.09643354713638211,0.006712514898226846,solved,0.07533297511833553,0.005245345397266316,solved,0.07334432568481576,0.00510848461181171,solved,0.07121586026563867,0.004961587330341731,1.0,1.0,0.0,0.0,0.0,6.283185307179586,0.00857965497880125,0.7774008569030042,-0.7066914560475827,-0.10000687892161723,nan,nan,nan,0.7774011101011863,-0.706690362720934,-0.10000687630221199,nan,nan,nan,1.122262215385866e-06,0.001122262215385866,1.1222652722804205e-06,0.0011222652722804205,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,0.0,0.0,0.0,6.283185307179586,0.00857965497880125,1.0,1.0,0.0,0.0,0.0,6.283185307179586,0.045168290052248226,1.0,1.0,0.0,0.0,0.0,6.283185307179586,0.06355831068888027,1.0,0.5000015261388631,0.0,0.0,0.0,6.283185307179586,0.09437826397595271,1.0,0.5000015261388631,0.0,0.0,0.0,6.283185307179586,0.08519676828688734,True,False,1.7448599425999997e-09,1.6405581846497633e-08,9.402234211447267,3,0.7163293778315887,0.16047232718353022,-0.12843751732943084,-0.056021633738241164,0.7163293778315887,0.05267810092305128,0.08679948030494673,0.2350691450364831,0.2989872958386791,0.1168834422271215,0.23697912125740883,0.2935196286134819,-0.06170539010689131,0.022425543419175825,0.2886720028175275,0.059980014495426635,-0.12900998864920998,0.10919483225043464,-0.044877775809085314,-0.02840611643591233,0.04730007523860044,0,0.4025576564243921,0.4025576564243921,-0.1538668200768027,0.056723513920325624,0.2945664873465762,-0.3267458501797547,0.08118868872126331,0.21805598361071446,-0.3926464455419375,0.0530365051551024,0.13476672570320616,-0.38817452019208176,0.017285788602026904,0.06307211621667988,-0.32709103572938086,0.039647112198535554,0.030212161818923125,-0.26414974986259326,0.027616260251613692,0.011189249884886999,-0.19550728685656674
