controller,key,rep,run_dir,stop_reason,steps,n_track,rms_track_mm,mean_track_mm,max_track_mm,p95_track_mm,mean_hold_mm,final_mm,duration_s
mpc_lti,lti,1,close_loop_logs/compare_noFF_h12_dirdamp_triangle20mm_2026-09-11/runs/lti_rep1_20260911T155541Z,path_complete,243,221,4.501428783733297,3.8002081447963802,8.182,7.844,0.21899999999999997,0.149,48.0482
mpc_lti,lti,2,close_loop_logs/compare_noFF_h12_dirdamp_triangle20mm_2026-09-11/runs/lti_rep2_20260911T155721Z,path_complete,243,221,4.521221722026969,3.81879185520362,8.472,7.62,0.27613636363636357,0.175,45.5442
