k,status,infeasible,solver_mode,rollout_steps,i_ref,i_ref_mpc,idx_ref_0,idx_ref_terminal,u0_vx,u0_vy,u0_vz,u0_wx,u0_wy,u0_wz,u0_dL,p_now_x,p_now_y,p_now_z,p_now_qw,p_now_qx,p_now_qy,p_now_qz,p_now_L,tip_x,tip_y,tip_z,tip_tx,tip_ty,tip_tz,pred1_err_xy_m,pred1_err_xy_mm,pred1_err_xyz_m,pred1_err_xyz_mm,sqp_iters_done,sqp_du_final,sqp_du_rel_final,frame_path,i_seg,u_seg,rho_m,rho_mm,clearance_m,clearance_mm,tip_vessel_angle_deg,trust_vx,trust_vy,trust_vz,trust_wx,trust_wy,trust_wz,trust_dL,sqp_status_0,sqp_du_0,sqp_du_rel_0,u_applied_0_vx,u_applied_0_vy,u_applied_0_vz,u_applied_0_wx,u_applied_0_wy,u_applied_0_wz,u_applied_0_dL,x_rollout_0_x,x_rollout_0_y,x_rollout_0_z,x_rollout_0_tx,x_rollout_0_ty,x_rollout_0_tz,x_pred_0_x,x_pred_0_y,x_pred_0_z,x_pred_0_tx,x_pred_0_ty,x_pred_0_tz,rollout_err_xy_0_m,rollout_err_xy_0_mm,rollout_err_xyz_0_m,rollout_err_xyz_0_mm,u_plan_0_vx,u_plan_0_vy,u_plan_0_vz,u_plan_0_wx,u_plan_0_wy,u_plan_0_wz,u_plan_0_dL,u_plan_1_vx,u_plan_1_vy,u_plan_1_vz,u_plan_1_wx,u_plan_1_wy,u_plan_1_wz,u_plan_1_dL,u_plan_2_vx,u_plan_2_vy,u_plan_2_vz,u_plan_2_wx,u_plan_2_wy,u_plan_2_wz,u_plan_2_dL,u_plan_3_vx,u_plan_3_vy,u_plan_3_vz,u_plan_3_wx,u_plan_3_wy,u_plan_3_wz,u_plan_3_dL,u_plan_4_vx,u_plan_4_vy,u_plan_4_vz,u_plan_4_wx,u_plan_4_wy,u_plan_4_wz,u_plan_4_dL,u_plan_5_vx,u_plan_5_vy,u_plan_5_vz,u_plan_5_wx,u_plan_5_wy,u_plan_5_wz,u_plan_5_dL,u_plan_6_vx,u_plan_6_vy,u_plan_6_vz,u_plan_6_wx,u_plan_6_wy,u_plan_6_wz,u_plan_6_dL,u_plan_7_vx,u_plan_7_vy,u_plan_7_vz,u_plan_7_wx,u_plan_7_wy,u_plan_7_wz,u_plan_7_dL,u_plan_8_vx,u_plan_8_vy,u_plan_8_vz,u_plan_8_wx,u_plan_8_wy,u_plan_8_wz,u_plan_8_dL,u_plan_9_vx,u_plan_9_vy,u_plan_9_vz,u_plan_9_wx,u_plan_9_wy,u_plan_9_wz,u_plan_9_dL,u_plan_10_vx,u_plan_10_vy,u_plan_10_vz,u_plan_10_wx,u_plan_10_wy,u_plan_10_wz,u_plan_10_dL,u_plan_11_vx,u_plan_11_vy,u_plan_11_vz,u_plan_11_wx,u_plan_11_wy,u_plan_11_wz,u_plan_11_dL
0,solved,0,ltv_oneshot,1,18,18,18,29,0.01,0.01,0.0,0.0,0.0,0.5235987755982988,0.039999999999999994,0.6623328220229531,-0.7097273166922001,-0.1,0.0005320061119359659,0.999987715181031,-0.004917657110125695,0.0003210997747694483,0.0168,0.7813328360389276,-0.7099477343828696,-0.10000428892034356,-0.9999988141730823,-0.0015394275277144048,-4.260652461792847e-05,5.6203601359788785e-05,0.05620360135978879,5.620361834240392e-05,0.05620361834240392,1,1.8156572538830964,26.206755106759296,,16,0.1055310126182793,0.001338839056781233,1.338839056781233,0.002661160943218767,2.6611609432187673,4.5061284644805975,0.01,0.01,0.0001,0.17453292519943295,0.17453292519943295,0.5235987755982988,0.02,solved,1.8156572538830964,26.206755106759296,0.01,0.01,0.0,0.0,0.0,0.5235987755982988,0.039999999999999994,0.7813328360389276,-0.7099477343828696,-0.10000428892034356,-0.9999988141730823,-0.0015394275277144048,-4.260652461792847e-05,0.7813328162753767,-0.7098915307849847,-0.10000433261208821,-0.9999999959502763,-6.354842981106025e-05,-6.37263251162543e-05,5.6203601359788785e-05,0.05620360135978879,5.620361834240392e-05,0.05620361834240392,0.01,0.01,0.0,0.0,0.0,0.5235987755982988,0.039999999999999994,0.01,0.01,0.0,0.0,0.0,0.5235987755982988,0.040000000000000015,0.01,0.01,0.0,0.0,0.0,0.5235987755982988,0.03999999999999999,0.01,0.01,0.0,0.0,0.0,0.5235987755982988,0.039999999999999994,0.01,0.01,0.0,0.0,0.0,0.5235987755982988,0.040000000000000015,0.01,0.01,0.0,0.0,0.0,0.5235987755982988,0.04000000000000001,0.01,0.01,0.0,0.0,0.0,0.5235987755982988,0.02025576598048718,0.01,0.01,0.0,0.0,0.0,0.5235987755982988,0.0012558025183006837,0.01,0.01,0.0,0.0,0.0,0.5235987755982988,6.217296653418148e-05,0.01,0.01,0.0,0.0,0.0,0.5235987755982988,4.801069412268614e-05,0.01,0.01,0.0,0.0,0.0,0.5235987755982988,4.839609906965422e-05,0.01,0.01,0.0,0.0,0.0,0.5235987755982988,4.870420028650317e-05
1,solved,0,ltv_oneshot,1,19,19,19,30,0.009781737957501237,0.020000193222905832,3.0712072482229476e-08,0.0,0.0,1.0471975524000683,0.060000344893385356,0.6625284567821031,-0.709327312827742,-0.1,0.0005286144541782051,0.9998813885763275,-0.015389042956173075,0.0003266532218241422,0.018000006897867706,0.7801329296738444,-0.70998650108312,-0.1000039146395021,-0.9999887231394,-0.004749045565050458,1.2659129035816358e-05,6.398398488735522e-05,0.06398398488735522,6.398400539895433e-05,0.06398400539895432,1,1.8150747247919272,0.9990628200182338,,16,0.902229328084027,0.0012601844961739853,1.2601844961739852,0.002739815503826015,2.739815503826015,4.589722269009875,0.01,0.01,0.0001,0.17453292519943295,0.17453292519943295,0.5235987755982988,0.02,solved,1.8150747247919272,0.9990628200182338,0.009781737957501237,0.020000193222905832,3.0712072482229476e-08,0.0,0.0,1.0471975524000683,0.060000344893385356,0.7801329296738444,-0.70998650108312,-0.1000039146395021,-0.9999887231394,-0.004749045565050458,1.2659129035816358e-05,0.7801328051117487,-0.7099225172194796,-0.10000396587257847,-0.9999951201691317,-0.0031240363005026334,-5.925918392354789e-06,6.398398488735522e-05,0.06398398488735522,6.398400539895433e-05,0.06398400539895432,0.009781737957501237,0.020000193222905832,3.0712072482229476e-08,0.0,0.0,1.0471975524000683,0.060000344893385356,-5.872664761522696e-06,0.02000020239730852,2.8112165026623622e-08,0.0,0.0,1.047197552497977,0.060000213137909965,-7.449123385364679e-06,0.020000210786467933,2.552885904644796e-08,0.0,0.0,1.0471975524691561,0.058897693667070455,-8.524063177749021e-06,0.020000216090761247,2.2963439771618556e-08,0.0,0.0,1.0471975523333155,0.01999995910825638,0.019990941978948906,0.020000216869164658,2.0434720123537983e-08,0.0,0.0,1.0471975521487407,0.019999946476278885,0.019990947653193144,0.020000212423799377,1.7976271773275745e-08,0.0,0.0,1.0471975519722474,0.0014344519263246554,0.01999143345393538,0.020000203296671053,1.5526998817282467e-08,0.0,0.0,1.0471975518853676,0.000386864413249328,0.019992322829782097,0.020000187799018042,1.3003696320447672e-08,0.0,0.0,1.0471975518450953,-0.0012003633772379192,0.01999352244462695,0.020000164067670377,1.0419554962632275e-08,0.0,0.0,1.0471975517259697,-0.0014647592028286974,0.019994957806015217,0.020000131665544915,7.799202994360894e-09,0.0,0.0,1.047197551614171,-0.0017103029866447125,0.019996559921333652,0.020000091860130086,5.169739390064668e-09,0.0,0.0,1.0471975514698246,-0.0019735093533705334,0.019998256010850632,0.020000047126997732,2.560167000670954e-09,0.0,0.0,1.047197551321253,-0.0022744285668103055
2,solved,0,ltv_oneshot,1,20,20,20,31,-0.010005872664761523,0.030000202397308523,1.3153618304758943e-07,0.0,0.0,1.570796328096276,0.08000021313790995,0.662328339328808,-0.7087273087797958,-0.1,0.0005234183945143559,0.9995163151095425,-0.0310925987056937,0.0003349160384010118,0.019600011160625905,0.778533348827927,-0.7100593049299899,-0.1000033598366703,-0.9999497626182248,-0.010023277442094055,7.841603719054393e-05,7.496567116192314e-05,0.07496567116192314,7.496569196498151e-05,0.07496569196498151,1,1.8146532348970477,0.4999260522100957,,18,0.42048364953634265,0.0009017952116639417,0.9017952116639417,0.003098204788336058,3.098204788336058,23.576249623349643,0.01,0.01,0.0001,0.17453292519943295,0.17453292519943295,0.5235987755982988,0.02,solved,1.8146532348970477,0.4999260522100957,-0.010005872664761523,0.030000202397308523,1.3153618304758943e-07,0.0,0.0,1.570796328096276,0.08000021313790995,0.778533348827927,-0.7100593049299899,-0.1000033598366703,-0.9999497626182248,-0.010023277442094055,7.841603719054393e-05,0.7785329680506765,-0.7099843402258856,-0.10000341568495497,-0.999965997161017,-0.008246246404215103,6.278545918011203e-05,7.496567116192314e-05,0.07496567116192314,7.496569196498151e-05,0.07496569196498151,-0.010005872664761523,0.030000202397308523,1.3153618304758943e-07,0.0,0.0,1.570796328096276,0.08000021313790995,-0.010007449123385364,0.030000210786467932,1.3153618304758943e-07,0.0,0.0,1.570796328067455,0.04204083455377914,0.003711031529705308,0.03000021609076125,1.3153618304758943e-07,0.0,0.0,1.5707963279316144,0.022761034434284906,0.029990941978948908,0.03000021686916466,1.3153618304758943e-07,0.0,0.0,1.5707963277470394,0.01244202363611962,0.029990947653193142,0.030000212423799376,1.3153618304758943e-07,0.0,0.0,1.5707963275705463,0.0047186614114867655,0.02999143345393538,0.030000203296671052,1.3153618304758943e-07,0.0,0.0,1.5707963274836665,-0.0007519279066270306,0.0299923228297821,0.030000187799018044,1.3153618304758943e-07,0.0,0.0,1.5707963274433943,-0.002386366106281978,0.029993522444626948,0.03000016406767038,1.3153618304758943e-07,0.0,0.0,1.5707963273242687,-0.0029041846486789155,0.029994957806015216,0.030000131665544917,1.3153618304758943e-07,0.0,0.0,1.5707963272124696,-0.003389019411577446,0.029996559921333654,0.030000091860130085,1.3153618304758943e-07,0.0,0.0,1.5707963270681233,-0.003902681270210226,0.029998256010850634,0.030000047126997734,1.3153618304758943e-07,0.0,0.0,1.570796326919552,-0.0047167097502126675,0.029998256010850634,0.030000047126997734,1.3153618304758943e-07,0.0,0.0,1.570796326919552,-0.005000000000000001
3,solved,0,ltv_oneshot,1,22,22,22,33,-0.020007449123385364,0.040000210786467934,5.047364369553362e-07,0.0,0.0,2.0943951036657538,0.06204083455377914,0.6619281903463403,-0.7079273045640665,-0.1,0.000516289647904604,0.9986459504064562,-0.05201806994898567,0.0003458042335784135,0.020840827851701486,0.7772936904234453,-0.7101676161226125,-0.1000028250247812,-0.999850206133458,-0.01730747553454397,0.0001287847145059563,8.759783971601396e-05,0.08759783971601397,8.759785642123727e-05,0.08759785642123727,1,1.8145928965937277,0.3333526041688057,,19,0.8878210640550295,1.2782285727739412e-05,0.012782285727739413,0.003987217714272261,3.9872177142722607,36.50388784920544,0.01,0.01,0.0001,0.17453292519943295,0.17453292519943295,0.5235987755982988,0.02,solved,1.8145928965937277,0.3333526041688057,-0.020007449123385364,0.040000210786467934,5.047364369553362e-07,0.0,0.0,2.0943951036657538,0.06204083455377914,0.7772936904234453,-0.7101676161226125,-0.1000028250247812,-0.999850206133458,-0.01730747553454397,0.0001287847145059563,0.7772928265491561,-0.7100800225426872,-0.10000287912360954,-0.9998811587801625,-0.01541607025666164,0.00011443024541986595,8.759783971601396e-05,0.08759783971601397,8.759785642123727e-05,0.08759785642123727,-0.020007449123385364,0.040000210786467934,5.047364369553362e-07,0.0,0.0,2.0943951036657538,0.06204083455377914,-0.006288968470294693,0.04000021609076125,5.047364369553362e-07,0.0,0.0,2.094395103529913,0.021344078778512767,0.019990941978948906,0.04000021686916466,5.047364369553362e-07,0.0,0.0,2.094395103345338,0.0037871700955312755,0.01999094765319314,0.04000021242379938,5.047364369553362e-07,0.0,0.0,2.094395103168845,-0.0012542077891156023,0.03999143345393538,0.040000203296671054,5.047364369553362e-07,0.0,0.0,2.094395103081965,-0.003943813589467189,0.0399923228297821,0.040000187799018046,5.047364369553362e-07,0.0,0.0,2.094395103041693,-0.005000000000000002,0.03999352244462695,0.04000016406767038,5.047364369553362e-07,0.0,0.0,2.0943951029225674,-0.005,0.03999495780601522,0.04000013166554492,5.047364369553362e-07,0.0,0.0,2.0943951028107683,-0.005000000000000002,0.039996559921333656,0.04000009186013009,5.047364369553362e-07,0.0,0.0,2.094395102666422,-0.004999999999999999,0.03642989438070048,0.040000047126997736,5.047364369553362e-07,0.0,0.0,2.0943951025178507,-0.005,0.019998256010850632,0.040000047126997736,5.047364369553362e-07,0.0,0.0,2.0943951025178507,-0.005,0.019998256010850632,0.040000047126997736,5.047364369553362e-07,0.0,0.0,2.0943951025178507,-0.005
4,solved,0,ltv_oneshot,1,23,23,23,34,-0.016288968470294693,0.05000021609076125,5.364164002105371e-07,0.0,0.0,2.617993879128212,0.027704914262684687,0.6616024109769344,-0.7069273002422513,-0.1,0.0005070606287857797,0.9969420650519727,-0.0781417480885835,0.00035920062253507227,0.02139492613695518,0.77674193561609,-0.710301932253136,-0.10000243516814944,-0.9996515748539202,-0.026395137748582598,0.00015998534463594117,9.498261581497408e-05,0.09498261581497408,9.498262775239224e-05,0.09498262775239225,1,1.8144419472953173,0.250014364476436,,20,0.6213603834850769,0.0009759439323090675,0.9759439323090675,0.0030240560676909325,3.0240560676909327,50.27611447453825,0.01,0.01,0.0001,0.17453292519943295,0.17453292519943295,0.5235987755982988,0.02,solved,1.8144419472953173,0.250014364476436,-0.016288968470294693,0.05000021609076125,5.364164002105371e-07,0.0,0.0,2.617993879128212,0.027704914262684687,0.77674193561609,-0.710301932253136,-0.10000243516814944,-0.9996515748539202,-0.026395137748582598,0.00015998534463594117,0.7767404048496519,-0.7102069619732524,-0.10000248278846602,-0.9996987960182909,-0.024541667951880505,0.00015418728533382443,9.498261581497408e-05,0.09498261581497408,9.498262775239224e-05,0.09498262775239225,-0.016288968470294693,0.05000021609076125,5.364164002105371e-07,0.0,0.0,2.617993879128212,0.027704914262684687,0.009990941978948906,0.050000216869164664,5.36416400210537e-07,0.0,0.0,2.6179938789436368,0.0014484207359544657,0.014183986853614518,0.05000021242379938,5.36416400210537e-07,0.0,0.0,2.6179938787671437,-0.004999999999999999,0.049991433453935384,0.050000203296671056,5.36416400210537e-07,0.0,0.0,2.617993878680264,-0.005000000000000001,0.0499923228297821,0.05000018779901805,5.36416400210537e-07,0.0,0.0,2.6179938786399917,-0.0049999999999999975,0.04999352244462695,0.05000016406767038,5.36416400210537e-07,0.0,0.0,2.617993878520866,-0.004999999999999999,0.04999495780601522,0.05000013166554492,5.36416400210537e-07,0.0,0.0,2.617993878409067,-0.004999999999999999,0.04999655992133366,0.05000009186013009,5.364164002105072e-07,0.0,0.0,2.6179938782647207,-0.005000000000000001,0.046429894380700484,0.05000004712699774,5.36416370421551e-07,0.0,0.0,2.6179938781161494,-0.005000000000000001,0.010630792219718573,0.05000004712699774,5.066273531197113e-07,0.0,0.0,2.6179938781161494,-0.004999999999999998,0.011124440548118487,0.05000004712699774,2.9492838802783375e-07,0.0,0.0,2.6179938781161494,-0.005000000000000001,0.011622387694269385,0.05000004712699774,1.2323551532445138e-07,0.0,0.0,2.6179938781161494,-0.005
5,solved,0,ltv_oneshot,1,23,23,23,34,-9.058021051094184e-06,0.060000216869164666,4.2265639460349557e-07,0.0,0.0,3.1415926545419355,0.0025978917199970014,0.6616022298165134,-0.7057272959048679,-0.1,0.000495527660755827,0.9939956426998107,-0.10941789688264907,0.0003749505379647722,0.02144688397135512,0.7766939557875346,-0.7104546253849652,-0.10000214826075082,-0.9993078140363405,-0.037200270035126125,0.00018087350405812083,9.802370111180596e-05,0.09802370111180596,9.802371090115035e-05,0.09802371090115035,1,1.8143733603781889,0.20000768721052054,,20,0.8801510229982122,0.0014817506853416237,1.4817506853416238,0.0025182493146583764,2.518249314658376,50.796926776604764,0.01,0.01,0.0001,0.17453292519943295,0.17453292519943295,0.5235987755982988,0.02,solved,1.8143733603781889,0.20000768721052054,-9.058021051094184e-06,0.060000216869164666,4.2265639460349557e-07,0.0,0.0,3.1415926545419355,0.0025978917199970014,0.7766939557875346,-0.7104546253849652,-0.10000214826075082,-0.9993078140363405,-0.037200270035126125,0.00018087350405812083,0.7766916181555512,-0.7103566295612972,-0.10000219206914765,-0.9993744966603049,-0.03536359196465531,0.00017829279134175935,9.802370111180596e-05,0.09802370111180596,9.802371090115035e-05,0.09802371090115035,-9.058021051094184e-06,0.060000216869164666,4.2265639460349557e-07,0.0,0.0,3.1415926545419355,0.0025978917199970014,0.004183986853614518,0.06000021242379938,4.2265639460349557e-07,0.0,0.0,3.1415926543654424,-0.005,0.03999143345393538,0.06000020329667106,4.2265639460349557e-07,0.0,0.0,3.1415926542785626,-0.005000000000000001,0.04310430439486874,0.06000018779901805,4.2265639460349557e-07,0.0,0.0,3.1415926542382904,-0.005,0.059993522444626954,0.060000164067670385,4.2265639460349557e-07,0.0,0.0,3.1415926541191648,-0.005,0.05999495780601522,0.06000013166554492,4.2265639460349557e-07,0.0,0.0,3.1415926540073658,-0.005,0.05999655992133366,0.06000009186013009,4.2265639460349557e-07,0.0,0.0,3.1415926538630194,-0.004999999999999999,0.056429894380700486,0.06000004712699774,4.226563946033435e-07,0.0,0.0,3.141592653714448,-0.004999999999999999,0.02063079221971857,0.06000004712699774,4.226562426107795e-07,0.0,0.0,3.141592653714448,-0.005,0.013993212735490266,0.06000004712699774,2.7066336700425507e-07,0.0,0.0,3.141592653714448,-0.005,0.014777355579267619,0.06000004712699774,1.2109439244131042e-07,0.0,0.0,3.141592653714448,-0.004999999999999999,0.015573007360848056,0.06000004712699774,3.385579163151288e-08,0.0,0.0,3.141592653714448,-0.005
6,solved,0,ltv_oneshot,1,23,23,23,34,-0.005816013146385482,0.07000021242379938,1.5227433358420857e-07,0.0,0.0,3.665191429963741,-0.00367908974507793,0.6614859095535857,-0.704327291656392,-0.1,0.00048145528300042056,0.9893185915004025,-0.14576809793672804,0.00039285669011129105,0.021373302176453564,0.7767738618043085,-0.7106302174718826,-0.10000189758185371,-0.9987530618507805,-0.049922757918515866,0.00019921219927309465,9.908646944759651e-05,0.09908646944759651,9.908647774594795e-05,0.09908647774594795,1,1.814366695071922,0.16667497814617951,,20,0.7954896065096242,0.0016177180153619714,1.6177180153619715,0.0023822819846380286,2.3822819846380288,51.416332363529364,0.01,0.01,0.0001,0.17453292519943295,0.17453292519943295,0.5235987755982988,0.02,solved,1.814366695071922,0.16667497814617951,-0.005816013146385482,0.07000021242379938,1.5227433358420857e-07,0.0,0.0,3.665191429963741,-0.00367908974507793,0.7767738618043085,-0.7106302174718826,-0.10000189758185371,-0.9987530618507805,-0.049922757918515866,0.00019921219927309465,0.776770579727777,-0.7105311853740495,-0.10000193813439695,-0.9988454342931709,-0.04803914738028655,0.00019675025289138116,9.908646944759651e-05,0.09908646944759651,9.908647774594795e-05,0.09908647774594795,-0.005816013146385482,0.07000021242379938,1.5227433358420857e-07,0.0,0.0,3.665191429963741,-0.00367908974507793,0.02999143345393538,0.07000020329667106,1.5227433358420857e-07,0.0,0.0,3.6651914298768613,-0.005,0.033104304394868736,0.07000018779901805,1.5227433358420857e-07,0.0,0.0,3.665191429836589,-0.005,0.06374097095081939,0.07000016406767039,1.5227433358420857e-07,0.0,0.0,3.6651914297174635,-0.005000000000000001,0.06999495780601522,0.07000013166554492,1.5227433358420857e-07,0.0,0.0,3.6651914296056645,-0.005000000000000002,0.06999655992133366,0.07000009186013009,1.5227433358420857e-07,0.0,0.0,3.665191429461318,-0.005,0.06642989438070049,0.07000004712699774,1.522743335841752e-07,0.0,0.0,3.6651914293127468,-0.004999999999999999,0.030630792219718574,0.07000004712699774,1.5227430015000356e-07,0.0,0.0,3.6651914293127468,-0.005,0.017356991976129294,0.07000004712699774,1.1884006004269105e-07,0.0,0.0,3.6651914293127468,-0.005,0.01852463241598073,0.07000004712699774,3.725464137312553e-08,0.0,0.0,3.6651914293127468,-0.005000000000000001,0.019723335114385107,0.07000004712699774,1.7934120696408045e-09,0.0,0.0,3.6651914293127468,-0.004999999999999999,0.005573007360848056,0.07000004712699774,1.7934101865601086e-15,0.0,0.0,3.6651914293127468,-0.005
7,solved,0,ltv_oneshot,1,23,23,23,34,0.024700140563663004,0.08000020329667105,-4.3391264394088166e-08,0.0,0.0,4.1887902054751605,-0.004494108904019252,0.6619799123648589,-0.7027272875904585,-0.1,0.0004645818341942847,0.9823466566140475,-0.18706859732096773,0.00041267334276748265,0.021283419998373177,0.7768733553573712,-0.7108327273712732,-0.10000157670314429,-0.9979036271457737,-0.06471708818070855,0.0002223212068037892,9.943997070327012e-05,0.09943997070327013,9.94399749077196e-05,0.0994399749077196,1,1.8143949942443354,0.1428679874908216,,20,0.609784015838371,0.0016716919159635842,1.6716919159635841,0.002328308084036416,2.3283080840364163,52.14597547530493,0.01,0.01,0.0001,0.17453292519943295,0.17453292519943295,0.5235987755982988,0.02,solved,1.8143949942443354,0.1428679874908216,0.024700140563663004,0.08000020329667105,-4.3391264394088166e-08,0.0,0.0,4.1887902054751605,-0.004494108904019252,0.7768733553573712,-0.7108327273712732,-0.10000157670314429,-0.9979036271457737,-0.06471708818070855,0.0002223212068037892,0.7768689808495411,-0.7107333836676242,-0.10000160561993321,-0.9980260192433135,-0.06280140539565608,0.00021998562615680887,9.943997070327012e-05,0.09943997070327013,9.94399749077196e-05,0.0994399749077196,0.024700140563663004,0.08000020329667105,-4.3391264394088166e-08,0.0,0.0,4.1887902054751605,-0.004494108904019252,0.023104304394868734,0.08000018779901805,-4.3391264394088166e-08,0.0,0.0,4.188790205434888,-0.005000000000000002,0.05374097095081939,0.08000016406767038,-4.3391264394088166e-08,0.0,0.0,4.188790205315763,-0.005000000000000001,0.07999495780601522,0.08000013166554491,-4.3391264394088166e-08,0.0,0.0,4.188790205203963,-0.005000000000000002,0.07999655992133366,0.08000009186013009,-4.3391264394088166e-08,0.0,0.0,4.188790205059617,-0.005000000000000001,0.07642989438070048,0.08000004712699774,-4.3391264394088226e-08,0.0,0.0,4.1887902049110455,-0.005000000000000001,0.040630792219718576,0.08000004712699774,-4.3391264452772256e-08,0.0,0.0,4.1887902049110455,-0.005000000000000003,0.021151120286749224,0.08000004712699774,-4.3449948605360794e-08,0.0,0.0,4.1887902049110455,-0.005000000000000001,0.022815591081012443,0.08000004712699774,-4.475669983315381e-09,0.0,0.0,4.1887902049110455,-0.005,0.009723335114385107,0.08000004712699774,-4.4756608082152e-15,0.0,0.0,4.1887902049110455,-0.004999999999999998,-0.004426992639151944,0.08000004712699774,-4.475651633133828e-21,0.0,0.0,4.1887902049110455,-0.005000000000000001,-0.004426992639151944,0.08000004712699774,-4.475646933704547e-27,0.0,0.0,4.1887902049110455,-0.005
8,solved,0,ltv_oneshot,1,23,23,23,34,0.027838714547501135,0.09000018779901804,-1.2788270906823333e-07,0.0,0.0,4.712388981033187,-0.005000000000000002,0.6625366866558089,-0.7009272838344782,-0.1,0.0004446265137848566,0.9724439913339811,-0.2331357921531307,0.0004341000250331007,0.021183419998373178,0.7769874999263672,-0.7110652566134439,-0.1000012524491334,-0.9966416990946394,-0.0818856704984352,0.00024615599103423603,0.0001007526990282334,0.1007526990282334,0.00010075270594266705,0.10075270594266705,1,1.8145268899668963,0.12501987895718705,,20,0.3908108147223089,0.0017283782230431638,1.728378223043164,0.0022716217769568363,2.2716217769568363,52.995032857653975,0.01,0.01,0.0001,0.17453292519943295,0.17453292519943295,0.5235987755982988,0.02,solved,1.8145268899668963,0.12501987895718705,0.027838714547501135,0.09000018779901804,-1.2788270906823333e-07,0.0,0.0,4.712388981033187,-0.005000000000000002,0.7769874999263672,-0.7110652566134439,-0.1000012524491334,-0.9966416990946394,-0.0818856704984352,0.00024615599103423603,0.776981795105024,-0.7109646655533296,-0.10000128977601047,-0.9968005001521634,-0.07992936778918545,0.00024302513868515333,0.0001007526990282334,0.1007526990282334,0.00010075270594266705,0.10075270594266705,0.027838714547501135,0.09000018779901804,-1.2788270906823333e-07,0.0,0.0,4.712388981033187,-0.005000000000000002,0.043740970950819386,0.09000016406767038,-1.2788270906823333e-07,0.0,0.0,4.712388980914062,-0.004999999999999999,0.06999495780601522,0.09000013166554491,-1.2788270906823333e-07,0.0,0.0,4.712388980802262,-0.004999999999999999,0.08999655992133365,0.09000009186013008,-1.2788270906823333e-07,0.0,0.0,4.7123889806579164,-0.005,0.08642989438070048,0.09000004712699773,-1.2788270906817597e-07,0.0,0.0,4.712388980509345,-0.005,0.05063079221971858,0.09000004712699773,-1.278826516997257e-07,0.0,0.0,4.712388980509345,-0.004999999999999999,0.025308773103410308,0.09000004712699773,-7.051408383479483e-08,0.0,0.0,4.712388980509345,-0.005,0.012815591081012443,0.09000004712699773,-7.051393928128982e-14,0.0,0.0,4.712388980509345,-0.005,-0.0002766648856148933,0.09000004712699773,-7.051379472808114e-20,0.0,0.0,4.712388980509345,-0.004999999999999999,-0.014426992639151945,0.09000004712699773,-7.051365017516879e-26,0.0,0.0,4.712388980509345,-0.004999999999999999,-0.014426992639151945,0.09000004712699773,-7.051350562255277e-32,0.0,0.0,4.712388980509345,-0.005,-0.014426992639151945,0.09000004712699773,-7.051343158344959e-38,0.0,0.0,4.712388980509345,0.015
9,solved,0,ltv_oneshot,1,23,23,23,34,0.05374097095081939,0.10000016406767037,-3.5107933965163796e-08,0.0,0.0,5.235987756512361,-0.005,0.6636115060748253,-0.6989272805531248,-0.1,0.00042129812868290826,0.9589099060224422,-0.28371007383676505,0.00045677505980788133,0.02108341999837318,0.7771079279501492,-0.7113330001131909,-0.10000088098045004,-0.9948064773162534,-0.10178407479741751,0.0002735091596162387,0.00010297202139161969,0.10297202139161969,0.00010297202695854435,0.10297202695854435,1,1.8148850878837697,0.11115166254534602,,20,0.1394416407606743,0.0017935411853675471,1.7935411853675471,0.002206458814632453,2.206458814632453,53.981386844093734,0.01,0.01,0.0001,0.17453292519943295,0.17453292519943295,0.5235987755982988,0.02,solved,1.8148850878837697,0.11115166254534602,0.05374097095081939,0.10000016406767037,-3.5107933965163796e-08,0.0,0.0,5.235987756512361,-0.005,0.7771079279501492,-0.7113330001131909,-0.10000088098045004,-0.9948064773162534,-0.10178407479741751,0.0002735091596162387,0.7771005810654812,-0.7112302905202837,-0.10000091484008679,-0.9950139561395587,-0.09973542126930057,0.00026987356228109555,0.00010297202139161969,0.10297202139161969,0.00010297202695854435,0.10297202695854435,0.05374097095081939,0.10000016406767037,-3.5107933965163796e-08,0.0,0.0,5.235987756512361,-0.005,0.0636903145667688,0.1000001316655449,-3.5107933965163796e-08,0.0,0.0,5.2359877564005615,-0.005,0.07999655992133366,0.10000009186013008,-3.5107933965163796e-08,0.0,0.0,5.235987756256216,-0.005000000000000001,0.09642989438070047,0.10000004712699773,-3.510793396512869e-08,0.0,0.0,5.235987756107644,-0.005,0.06063079221971858,0.10000004712699773,-3.510789885733691e-08,0.0,0.0,5.235987756107644,-0.004999999999999998,0.015308773103410308,0.10000004712699773,-3.5107826886326906e-14,0.0,0.0,5.235987756107644,-0.005000000000000003,0.0028155910810124425,0.10000004712699773,-3.510775491546444e-20,0.0,0.0,5.235987756107644,-0.005,-0.010276664885614894,0.10000004712699773,-3.5107682944749506e-26,0.0,0.0,5.235987756107644,-0.005000000000000001,-0.024426992639151945,0.10000004712699773,-3.510761097418211e-32,0.0,0.0,5.235987756107644,0.015000000000000005,-0.024426992639151945,0.10000004712699773,-3.5107539003762246e-38,0.0,0.0,5.235987756107644,0.015000000000000005,-0.024426992639151945,0.10000004712699773,-3.5107467033489913e-44,0.0,0.0,5.235987756107644,0.035,-0.024426992639151945,0.10000004712699773,-3.5107430170688194e-50,0.0,0.0,5.235987756107644,0.035
