W_el,W_b,W_t,W_m,W_cf,W_g,W_total
3.281200624643628692e-11,3.281200624643628692e-11,1.437929848466343844e-27,-1.323278118162019717e-04,1.438232697580644096e-12,0.000000000000000000e+00,-1.323277775659630149e-04
