rel_full,rel_translation,rel_rotation,rel_length,norm_J_fd,norm_diff
3.907007432079486441e-03,2.592365299246398094e-02,2.593508252508423123e-02,2.980895346057766855e-05,1.011553623972274885e+00,3.952147526806616164e-03
