k,i_ref,u0_vx,u0_vy,u0_vz,u0_wx,u0_wy,u0_wz,u0_dL,p_x,p_y,p_z,p_qw,p_qx,p_qy,p_qz,p_L,y_x,y_y,y_z,y_tx,y_ty,y_tz,status,infeasible,pred1_err,vessel_tip alignment, i_seg, u_seg, rho, clearance
0,31,-0.2197687431214691,0.05176650249931821,0.6311830396568636,3.0595286179916063e-18,-0.12319029079957046,-3.7450247580510863,0.09999758956779357,0.7159351345917384,-0.7050122275066699,-0.09,0.02004759792577652,-0.9995440056270722,-0.010695579569220737,0.019886659097808877,0.032999975895677935,0.8262489246766521,-0.70516279309148,-0.09738727751449502,-0.9943918914623457,0.009056618288068046,0.10536954841946734,solved,0,0.0009982857531125535,3.9232215335205893,31,0.9626073341840928,0.0014642659608633264,0.0015357340391366737
1,32,0.0017814405591615292,0.6124303751358591,0.5320442335577285,-2.043842546349513e-15,-0.09528934755440333,-3.2282728523710094,0.10001500082994597,0.71595294899733,-0.6988879237553113,-0.09,0.02036087227506593,-0.9992315743285711,-0.026837038937756824,0.02003669349211955,0.03400012590397739,0.8252756996189626,-0.703661439141104,-0.09771064870654414,-0.9932638779453691,0.0794886527945439,0.08431145109193534,solved,0,0.00012213768837664158,3.935476447573701,32,0.9648729050092251,0.001412440267090864,0.001587559732909136
2,33,0.0017861756769549306,1.000012234726599,0.6787799761366133,-1.6440285654154192e-15,-0.13471250885683425,-4.005919037771413,0.10001190111927168,0.7159708107540995,-0.6888878014080453,-0.09,0.020740008339319573,-0.9984799220672447,-0.04685822734402535,0.020297877052779575,0.035000244915170106,0.8243079980844364,-0.7030921379477378,-0.09778584087466627,-0.9917799242921401,0.10213118919386147,0.07708307184415854,solved,0,0.0019440697165992971,6.983457423976342,33,0.8726641264698021,0.0018166002969822479,0.0011833997030177522
3,34,0.07474248903100618,0.9990912117963485,0.660559827332296,-2.6737237377010968e-14,-0.15963487959032996,-4.3056134541338,0.0999751711092482,0.7167182356444096,-0.6788968892900819,-0.09,0.021134737980156172,-0.9972233473388316,-0.06835758762208301,0.020643608873830512,0.03599999662626259,0.8232883491615136,-0.7029320416540574,-0.09824683927151377,-0.9927909507800343,0.10726206859766026,0.05348808041594656,solved,0,0.002814332798609959,9.511653806788143,34,0.7696024421451672,0.002160953667257206,0.0008390463327427942
4,35,0.1151966960633953,0.6942898964481264,0.9168893084365081,-3.990525498647699e-14,-0.18015336861421113,-4.678854577032253,0.1005895347713248,0.7178702026050435,-0.6719539903256005,-0.09,0.021550275713771355,-0.9953324457184896,-0.09168507472473134,0.02104174872559295,0.03700589197397584,0.822279948929973,-0.7029915458419627,-0.09822207375339422,-0.9935206633995068,0.1008715054916916,0.0523605661653318,solved,0,0.003322540587719623,11.980835004077692,35,0.6672795863219879,0.0022455500556414626,0.0007544499443585375
5,36,0.013047211787922784,0.6007778673744024,0.18334686482995963,-4.790434404682125e-14,-0.19422871518908386,-5.025369909277199,0.09999445463807274,0.7180006747229227,-0.6659462116518565,-0.09,0.02198309008508082,-0.9926938403927978,-0.11668394924144943,0.021460172085254355,0.038005836520356565,0.8212603180285317,-0.7031168352164352,-0.0982084933046769,-0.994447216564506,0.09214549961360652,0.050832455483877485,solved,0,0.0026292078542639297,14.135939294505542,36,0.5846083497047044,0.0023045248916338463,0.0006954751083661538
6,37,0.15815234544935097,0.612088966190489,0.16904409147094795,5.552429688487974e-13,-0.14072727037946733,-3.874645580559049,0.10000016659226833,0.7195821981774162,-0.6598253219899516,-0.09,0.02231258824239023,-0.990231808229213,-0.1359079705821023,0.021728734645239972,0.03900583818627925,0.820247258176763,-0.7032548281459238,-0.09819122859866951,-0.9952849251787969,0.08337427321872073,0.04956456887624341,solved,0,0.0021618682475251197,16.981766125210193,37,0.4778314115724957,0.0023192474729328387,0.0006807525270671614
7,38,0.07269779317357873,0.40194615863012334,0.034817301297633246,2.8261200386849237e-14,-0.1793478883403863,-4.6528099786524235,0.09981641902393916,0.720309176109152,-0.6558058604036503,-0.09,0.022690131254028967,-0.9867824901037592,-0.15892586776668588,0.022091711633671855,0.04000400237651864,0.8192277825144917,-0.7034973533966165,-0.09820070385553185,-0.9963255761542416,0.07137835623984574,0.04733365418058917,solved,0,0.0024179958832491956,19.395312069931645,38,0.39684857346743846,0.0023288937750111515,0.0006711062249888486
8,39,0.011851007517503488,0.19208926633150097,0.031050084018133663,-5.33230452338306e-13,-0.19086284963958022,-4.870743015648489,0.09955259331388457,0.7204276861843271,-0.6538849677403353,-0.09,0.02306970424032817,-0.9825982907490881,-0.18292975983965173,0.022474223640473447,0.04099952830965749,0.8182117652377614,-0.7037702014564616,-0.09820527992662419,-0.997215832228089,0.0591255691014202,0.04543951289619017,solved,0,0.0016236516848558815,22.649988487042318,39,0.28540605864806773,0.002359135825514813,0.0006408641744851873
9,40,-0.2455147515088523,-0.46887069175394125,0.9999996243654719,-6.302150399946987e-13,-0.20177738038589277,-5.102038930600701,0.09999975192500163,0.7179725386692385,-0.6585736746578748,-0.09,0.023450910522062288,-0.9775893469627849,-0.2079569703404725,0.02286967396737328,0.0419995258289075,0.8171982467951534,-0.7041420598545007,-0.09819554401057969,-0.9980702635085261,0.043615766731638486,0.044197424516332046,solved,0,0.00029652039827201805,25.528856088164392,40,0.20847175727524805,0.002364183115084717,0.000635816884915283
