rel_full,rel_translation,rel_rotation,rel_length,norm_J_fd,norm_diff
7.094825285777451099e-03,2.970187248607980904e-02,3.168919509920026245e-02,2.491993620708556675e-03,1.097181244845811809e+00,7.784309239012846514e-03
