x_src,y_src,z_src,rx,ry,rz,L
-2.074458574315984905e-03,3.343628631420708652e-03,-2.749249301891677831e-04,1.165329077875699090e-05,-9.692646831178621786e-08,-9.514133782484359564e-05,2.206150539668050303e-03
-9.060419668229444112e-04,2.158299231243027139e-03,-2.247762298183122120e-04,9.631840671739449268e-06,3.099108257760812079e-08,-4.248730329347661164e-05,-1.273596691472089759e-03
-1.821718276989727978e-04,5.214101175272907798e-04,-5.659834787774542519e-03,2.405213070040355255e-04,-3.901619288623575204e-07,-8.891432918047998275e-06,-7.810344785647545598e-04
