W_el,W_b,W_t,W_m,W_cf,W_g,W_total
5.874026751240983069e-05,5.874026751240013386e-05,9.708889920902367911e-18,-1.565342482075092359e-04,0.000000000000000000e+00,0.000000000000000000e+00,-9.779398069509940520e-05
