step,mag_x,mag_y,mag_z,pred_x,pred_y,pred_z,meas_x,meas_y,meas_z,meas_ref_err_xy,meas_ref_idx,meas_ref_x,meas_ref_y,meas_ref_z,raw_model_err_xy,nom_corr_resid_xy,pred0_current_resid_xy,nom_ref_err_xy,pred_ref_err_xy,one_step_pred_err_xy,pred_meas_err_xy,pred_meas_err_x,pred_meas_err_y,pred_meas_err_z,model_bias_x,model_bias_y,model_bias_z,i_ref,N_nodes_active,using_upgraded_nodes,left_wall_tan_x,left_wall_tan_y,right_wall_tan_x,right_wall_tan_y,dist_left_center_mm,dist_right_center_mm,dist_left_edge_mm,dist_right_edge_mm,closest_distance_mm,beam_left_wall_angle_deg,beam_right_wall_angle_deg,err_to_center,jac_prev_step,jac_dx_pred_x,jac_dx_pred_y,jac_dx_pred_z,jac_dx_real_x,jac_dx_real_y,jac_dx_real_z,jac_dx_pred_x_mm,jac_dx_pred_y_mm,jac_dx_pred_z_mm,jac_dx_real_x_mm,jac_dx_real_y_mm,jac_dx_real_z_mm,jac_pred_xy_mm,jac_real_xy_mm,jac_gain_real_over_pred,jac_cos_xy,jac_err_x_mm,jac_err_y_mm,jac_err_z_mm,jac_err_xy_mm,jac_err_xyz_mm,jac_interpretation,case,run_id,run_name,meas_ref_err_xy_mm,raw_model_err_xy_mm,nom_corr_resid_xy_mm,pred0_current_resid_xy_mm,nom_ref_err_xy_mm,pred_ref_err_xy_mm,one_step_pred_err_xy_mm,pred_meas_err_xy_mm,err_to_center_mm,jac_gain_abs_err_from_1,jac_angle_xy_deg
0,0.6731176685309886,-0.6812569597098709,-0.1000016861589476,0.8118896750599072,-0.6822643275316855,-0.1000095109193276,0.8129266605112466,-0.681603782880311,-0.1000096807137746,0.0012297574121602,77,0.8118897324380011,-0.6822649057612329,-0.1000103411869969,0.0009194649801257,7.723109487520038e-13,0.0012294950438083,0.0012297574117892,5.810694064380017e-07,,0.0012294950438083,0.0010369854513394,0.0006605446513745,-1.697944469747359e-07,-0.0008796554734492,0.0002676230515266,-5.789060988622974e-06,72,8,False,-0.3092664778232574,-10.0,-0.864818274974823,-10.0,4.1967051908548,2.6913784151527125,4.1967051908548,2.6913784151527125,2.6913784151527125,3.9686126708984375,7.1399993896484375,0.0007471037183846,,,,,,,,,,,,,,,,,,,,,,,,No CC,0,Proper-Research,1.2297574121602,0.9194649801257,7.723109487520037e-10,1.2294950438083,1.2297574117891998,0.0005810694064380017,,1.2294950438083,0.7471037183846,,
1,0.6728558747245352,-0.6933382595004678,-0.1000088316035868,0.8112686529814506,-0.6821833827303296,-0.1000100228731721,0.8123235940580815,-0.6828041520648055,-0.1000100652630766,0.0012240353694688,80,0.8112686519970235,-0.6821833784881116,-0.1000107365365511,0.0005391024616288,2.6563822465343783e-12,0.0012240323695837,0.0012240353678156,4.35494092342077e-09,0.0006926010565504,0.0012240323695837,0.0010549410766309,-0.0006207693344758,-4.2389904544859476e-08,-0.0005086564142282,-0.0001786060368483,-6.3270278752441955e-06,75,8,False,-0.5404353141784668,-10.0,-1.7514383792877195,-10.0,2.9772440763479153,3.923848213384531,2.9772440763479153,3.923848213384531,2.9772440763479153,8.16558837890625,15.006332397460938,0.0004977614200767,0.0,-0.0010369854513394,-0.0006605446513745,1.697944469724885e-07,-0.0006030664531651,-0.0012003691844945,-3.8454930208209337e-07,-1.0369854513394297,-0.660544651374593,0.0001697944469724,-0.603066453165102,-1.2003691844945097,-0.000384549302082,1.22949504380832,1.3433448276660576,1.0925988139102154,0.8587048774698001,0.4339189981743276,-0.5398245331199167,-0.0005543437490545,0.6926010565504129,0.6926012783930885,mixed_noise_backlash_delay_or_constraints,No CC,0,Proper-Research,1.2240353694688,0.5391024616288,2.656382246534378e-09,1.2240323695836999,1.2240353678156002,4.3549409234207695e-06,0.6926010565504,1.2240323695836999,0.4977614200767,0.0925988139102154,30.828523863354267
2,0.670123273111386,-0.6786660567640217,-0.100003543558992,0.8102519946763677,-0.6819462725413625,-0.1000104697584174,0.8113237819551551,-0.6816295122578492,-0.1000107011511974,0.0011176161378094,85,0.8102519948478398,-0.6819462743579887,-0.1000113836369711,0.000589164811254,2.014006995856579e-12,0.0011176157873715,0.0011176161382971,1.824700905109121e-09,0.0005566073158227,0.0011176157873715,0.0010717872787874,0.0003167602835133,-2.313927800201565e-07,-0.0005342054367437,0.0002484747998761,-7.066023179805314e-06,80,8,False,-1.1405344009399414,-10.0,-5.202122688293457,-10.0,4.0452394803375,2.8972830897427,4.0452394803375,2.8972830897427,2.8972830897427,7.9176025390625,28.894989013671875,0.0005566031919677,1.0,-0.0010549410766309,0.0006207693344758,4.2389904540979105e-08,-0.0009998121029264,0.0011746398069563,-6.358881207979561e-07,-1.0549410766309908,0.6207693344758465,4.23899045409791e-05,-0.999812102926434,1.1746398069563124,-0.0006358881207979,1.224032369583803,1.5425313342828864,1.2602046901318265,0.9448199012498416,0.0551289737045568,0.553870472480466,-0.0006782780253389,0.5566073158227911,0.5566077290952147,direction_ok_jac_not_sensitive_enough,No CC,0,Proper-Research,1.1176161378094,0.589164811254,2.0140069958565787e-09,1.1176157873715,1.1176161382971,1.824700905109121e-06,0.5566073158227,1.1176157873715,0.5566031919677,0.26020469013182645,19.122576935679454
3,0.6694878614548259,-0.6826598213140719,-0.0999897541677467,0.8094788334882744,-0.6816286776912068,-0.1000110005163033,0.8105044494636018,-0.6816498790105722,-0.1000112227649888,0.0010258350745035,89,0.8094788334998445,-0.6816286777141982,-0.1000118756812414,0.0009715468991959,9.150835428222186e-12,0.0010258350865463,0.0010258350752146,2.573850358394582e-11,0.0003893360305594,0.0010258350865463,0.0010256159753273,-2.12013193653382e-05,-2.222486854691619e-07,-0.000818026675423,0.0005241523973363,-7.764898442216839e-06,84,8,False,-1.8463982343673704,-10.0,-8.888320922851562,-10.0,3.8501014657570063,3.1276007767565943,3.8501014657570063,3.1276007767565943,3.1276007767565943,11.889358520507812,43.05982971191406,0.0003597728458805,2.0,-0.0010717872787873,-0.0003167602835133,2.313927800241853e-07,-0.0008193324915533,-2.0366752722988934e-05,-5.216137913682806e-07,-1.0717872787873983,-0.3167602835133727,0.0002313927800241,-0.819332491553304,-0.0203667527229889,-0.0005216137913682,1.1176157873714778,0.81958558816723,0.733333938814054,0.9657403252701726,0.2524547872340943,0.2963935307903838,-0.0007530065713924,0.3893360305594667,0.3893367587458171,direction_ok_jac_too_sensitive,No CC,0,Proper-Research,1.0258350745035,0.9715468991959,9.150835428222186e-09,1.0258350865463,1.0258350752146002,2.5738503583945818e-08,0.3893360305594,1.0258350865463,0.3597728458805,0.26666606118594605,15.041010311320715
4,0.6689315538591851,-0.6806323916749618,-0.1000114054847212,0.8086458102578866,-0.6810065563021678,-0.1000115560983121,0.8095164955855914,-0.6816448163250877,-0.1000118517132242,0.0010795687935758,94,0.8086458102649152,-0.6810065563056427,-0.1000124056761236,0.0009252207116982,3.664426940786078e-12,0.0010795688012989,0.0010795687958855,7.840666863843093e-12,4.097424896016119e-05,0.0010795688012989,0.0008706853277047,-0.0006382600229198,-2.9561491214635804e-07,-0.0007847068533131,0.0004901719287341,-8.591921456330143e-06,89,8,False,-2.8146848678588867,-10.0,-12.669490814208984,-10.0,3.5149798988826433,3.50302324726556,3.5149798988826433,3.50302324726556,3.50302324726556,16.92138671875,52.91719055175781,4.0974229269675935e-05,3.0,-0.0010256159753273,2.1201319365347443e-05,2.2224868546561225e-07,-0.0009879538780104,5.062685484502616e-06,-6.289482354093767e-07,-1.0256159753273335,0.0212013193653474,0.0002222486854656,-0.987953878010428,0.0050626854845026,-0.0006289482354093,1.0258350865463068,0.98796684957551,0.9630854525931904,0.999878200473074,0.0376620973169055,-0.0161386338808448,-0.0008511969208749,0.0409742489601459,0.0409830893667879,mixed_noise_backlash_delay_or_constraints,No CC,0,Proper-Research,1.0795687935758,0.9252207116982,3.664426940786078e-09,1.0795688012989,1.0795687958855,7.840666863843094e-09,0.04097424896016119,1.0795688012989,0.040974229269675935,0.03691454740680955,0.8942621287875522
5,0.6685941725048187,-0.6706124088426088,-0.1000077549991711,0.8075396561350293,-0.6797532720759542,-0.100011976047768,0.808764719423027,-0.6800693755425864,-0.1000123294879881,0.0012651882700584,102,0.8075396561767408,-0.6797532720764674,-0.1000131092226741,0.0014527989464978,6.100910212301385e-12,0.0012651883105753,0.0012651882684824,4.171468078727225e-11,0.0009446942180853,0.0012651883105753,0.0012250632879976,-0.0003161034666322,-3.534402200772169e-07,-0.0005371796649901,0.0013498380593487,-9.346464251352993e-06,97,8,False,-3.762939691543579,-10.0,-14.152597427368164,-10.0,4.114176799780807,2.6515975873123807,4.114176799780807,2.6515975873123807,2.6515975873123807,17.007247924804688,51.141815185546875,0.0007385256352603,4.0,-0.0008706853277047,0.0006382600229198,2.956149121498916e-07,-0.0007517761625643,0.0015754407825012,-4.777747638629037e-07,-0.870685327704781,0.6382600229198991,0.0002956149121498,-0.7517761625643882,1.5754407825012695,-0.0004777747638629,1.0795688012989688,1.7456176722777097,1.616958241624224,0.8809168467409275,0.1189091651403928,0.9371807595813704,-0.0007733896760127,0.9446942180853546,0.9446945346594796,direction_ok_jac_not_sensitive_enough,No CC,0,Proper-Research,1.2651882700583998,1.4527989464978,6.100910212301385e-09,1.2651883105753001,1.2651882684823998,4.171468078727225e-08,0.9446942180853,1.2651883105753001,0.7385256352602999,0.6169582416242241,28.2468393756014
6,0.6682880636315757,-0.6664693369511043,-0.1000096721248403,0.8068873690137499,-0.6789358070854445,-0.1000126123316686,0.807849547291789,-0.6796277057773684,-0.1000129118744803,0.0011851205843544,107,0.8068873690218761,-0.6789358071024398,-0.1000135240556478,0.0014474280524255,4.557780009375967e-12,0.0011851206008741,0.0011851205869526,1.8838115635162208e-11,0.0003343642091767,0.0011851206008741,0.0009621782780391,-0.0006918986919238,-2.995428117907873e-07,-0.0002256057800119,0.0014297377378293,-1.0244930208042067e-05,102,8,False,-5.76353120803833,-10.0,-15.371545791625977,-10.0,3.712814791346432,3.0105897845352274,3.712814791346432,3.0105897845352274,3.0105897845352274,24.884231567382812,51.88096618652344,0.0003343641707109,5.0,-0.0012250632879976,0.0003161034666322,3.534402200763301e-07,-0.0009151721312379,0.0004416697652179,-5.823864922677169e-07,-1.2250632879976115,0.3161034666322691,0.0003534402200763,-0.9151721312379292,0.4416697652179779,-0.0005823864922677,1.2651883105753297,1.0161752857171231,0.803181057254511,0.9806347842312192,0.3098911567596825,0.1255662985857088,-0.000935826712344,0.3343642091767143,0.3343655187814752,mixed_noise_backlash_delay_or_constraints,No CC,0,Proper-Research,1.1851205843544,1.4474280524255,4.557780009375967e-09,1.1851206008741,1.1851205869526,1.8838115635162207e-08,0.3343642091767,1.1851206008741,0.33436417071089997,0.19681894274548895,11.29411362083089
7,0.6686413002321092,-0.6590287688817119,-0.1000025266810476,0.8065007525836464,-0.6784418061584321,-0.1000132251888846,0.8070473095679696,-0.6794645560657595,-0.100013422509803,0.0011596300334982,110,0.8065007525878414,-0.6784418062028583,-0.100013769925924,0.0009048827360372,2.070464947159391e-11,0.0011596300746577,0.0011596300159064,4.46238577408248e-11,0.0005524096895133,0.0011596300746577,0.0005465569843231,-0.0010227499073274,-1.973209183964153e-07,-0.0002916383086098,0.000856597842006,-1.1020188886878834e-05,105,8,False,-8.086321830749512,-10.0,-14.974440574645996,-10.0,3.2118874846884182,3.5260716971858983,3.2118874846884182,3.5260716971858983,3.2118874846884182,32.868194580078125,50.17289733886719,0.0002243392510626,6.0,-0.0009621782780391,0.0006918986919239,2.99542811789683e-07,-0.0008022377238194,0.0001631497116089,-5.106353226230764e-07,-0.9621782780391664,0.6918986919239234,0.0002995428117896,-0.8022377238194878,0.163149711608912,-0.000510635322623,1.1851206008742112,0.8186593882178008,0.6907815009908108,0.9119446048305324,0.1599405542196785,-0.5287489803150114,-0.0008101781344127,0.5524096895133739,0.5524102836270082,direction_ok_jac_too_sensitive,No CC,0,Proper-Research,1.1596300334982,0.9048827360372,2.0704649471593908e-08,1.1596300746577,1.1596300159064,4.46238577408248e-08,0.5524096895132999,1.1596300746577,0.2243392510626,0.3092184990091892,24.224519904980095
8,0.6701567643675965,-0.6489857047846325,-0.1000095938186639,0.8062456794194054,-0.6781104347120563,-0.1000134198471874,0.806646282727455,-0.6791072301835551,-0.1000136776252285,0.0010742830702876,112,0.8062456794211481,-0.6781104347651855,-0.1000139321378908,0.0001350761166173,3.839164262165289e-12,0.0010742831202344,0.0010742830670923,5.3157741926402506e-11,0.0006811520799115,0.0010742831202344,0.0004006033080495,-0.0009967954714987,-2.5777804107951496e-07,-7.107207552758954e-05,0.000114866519755,-1.1424532278814237e-05,107,8,False,-9.190180778503418,-10.0,-14.25097942352295,-10.0,3.137231998563493,3.6261214296458775,3.137231998563493,3.6261214296458775,3.137231998563493,34.29644775390625,46.655303955078125,0.000295818312646,7.0,-0.0005465569843231,0.0010227499073274,1.973209183957334e-07,-0.0004010268405145,0.0003573258822043,-2.551154255625576e-07,-0.5465569843231705,1.022749907327447,0.0001973209183957,-0.4010268405145734,0.3573258822043845,-0.0002551154255625,1.1596300746577506,0.5371259748943844,0.4631873441103385,0.9386236342002264,0.145530143808597,-0.6654240251230624,-0.0004524363439582,0.6811520799116222,0.6811522301707411,direction_ok_jac_too_sensitive,No CC,0,Proper-Research,1.0742830702876,0.13507611661729998,3.839164262165289e-09,1.0742831202344,1.0742830670922998,5.315774192640251e-08,0.6811520799115001,1.0742831202344,0.295818312646,0.5368126558896615,20.178316321231033
9,0.672145915962374,-0.6402181679625624,-0.1000072358669932,0.8059266780075497,-0.6783947524291932,-0.1001390239148272,0.8061372521976583,-0.6789549486988704,-0.1000140016047456,0.0011880031644343,114,0.8059951294629968,-0.6777754773567012,-0.1000140914684259,0.0003905090190234,3.2336984721379823e-10,0.000598465830353,0.0011880034550408,0.0006230467214927,0.0008514460266748,0.000598465830353,0.0002105741901086,-0.0005601962696771,0.0001250223100816,-0.0001595855399478,-0.0003564123305641,-1.0946622749127832e-05,109,8,False,-10.372435569763184,-10.0,-13.478899955749512,-10.0,2.8372859823097087,3.9438991355451662,2.8372859823097087,3.9438991355451662,2.8372859823097087,36.907928466796875,44.28886413574219,0.0006026487099165,8.0,-0.0004006033080496,0.0009967954714987,2.577780410820157e-07,-0.0005090305297966,0.0001522814846847,-3.239795170473237e-07,-0.4006033080496133,0.9967954714987526,0.000257778041082,-0.5090305297966724,0.1522814846847131,-0.0003239795170473,1.0742831202344725,0.5313207419655867,0.4945816716872916,0.6231939381587522,-0.1084272217470591,-0.8445139868140394,-0.0005817575581293,0.8514460266748147,0.8514462254201295,mixed_noise_backlash_delay_or_constraints,No CC,0,Proper-Research,1.1880031644342999,0.3905090190234,3.2336984721379825e-07,0.5984658303529999,1.1880034550407998,0.6230467214927,0.8514460266748001,0.5984658303529999,0.6026487099165001,0.5054183283127084,51.450250249394905
