case,run_id,run_name,n_steps,final_step,final_i_ref,final_meas_ref_idx,mean_meas_ref_err_xy_mm,median_meas_ref_err_xy_mm,p95_meas_ref_err_xy_mm,max_meas_ref_err_xy_mm,mean_one_step_pred_err_xy_mm,median_one_step_pred_err_xy_mm,p95_one_step_pred_err_xy_mm,max_one_step_pred_err_xy_mm,mean_pred_meas_err_xy_mm,median_pred_meas_err_xy_mm,max_pred_meas_err_xy_mm,mean_raw_model_err_xy_mm,median_raw_model_err_xy_mm,p95_raw_model_err_xy_mm,max_raw_model_err_xy_mm,mean_nom_corr_resid_xy_mm,mean_err_to_center_mm,median_err_to_center_mm,p95_err_to_center_mm,max_err_to_center_mm,min_closest_distance_mm,mean_closest_distance_mm,mean_jac_pred_xy_mm,mean_jac_real_xy_mm,mean_jac_gain_real_over_pred,median_jac_gain_real_over_pred,p05_jac_gain_real_over_pred,p95_jac_gain_real_over_pred,mean_jac_gain_abs_err_from_1,mean_jac_cos_xy,mean_jac_angle_xy_deg,median_jac_angle_xy_deg,p95_jac_angle_xy_deg,max_jac_angle_xy_deg,mean_jac_err_xy_mm,median_jac_err_xy_mm,max_jac_err_xy_mm,mean_jac_err_xyz_mm,median_jac_err_xyz_mm,max_jac_err_xyz_mm
CC,0,Proper-Research,22,21.0,161.0,166.0,1.1353839162394908,1.1189429387851,1.2681808463122652,1.3073069404407,0.40459969175939003,0.35171144479474997,0.7550090499942551,0.8474890606951,1.0805024574034454,1.1065319218556,1.2689453475552,1.0504606802297316,0.85991205098125,2.00791423245473,2.323056326023,0.00030984674518778443,0.3547612941520958,0.3095216773918,0.7512082657073349,0.7607195189987,2.629573771567607,3.0160634748162454,1.0838836488734787,0.9539152960479411,0.8799328989744906,0.8322751807554286,0.538482600994131,1.183033356951767,0.20747876442423047,0.9179810330621129,19.291345851286348,15.449877593470964,40.30713557287625,60.42348112694265,0.4330745269415714,0.3844801615826619,1.002571230584076,0.434507846090503,0.3844812901962814,1.0026073795725494
CC,1,Proper-Research,25,24.0,160.0,165.0,1.16107392992934,1.1182877199681,1.5542765272129593,1.7838691925455,0.5122375315057522,0.4155939289578,0.93884466511105,1.7370139915665002,1.106690179180192,1.1156498740569,1.5751211902015,1.0494608597307529,1.1396747427938,1.7687922430095597,1.8754713456598,0.0002654007002133097,0.46450836104056586,0.3672577389273,1.1260917185254793,1.5065090561085002,1.931831599889392,2.9150061865925228,1.1056163579336176,1.0895468368457553,0.9593007930827269,0.9233825989874274,0.4837668351403406,1.5398745539113776,0.2763781550541219,0.9108473602749192,20.69669784733963,18.10615347752585,42.08765963441828,57.07351160669612,0.5377830895642806,0.45658281478467394,1.737013991566597,0.5624385879880306,0.46735273341073647,1.7370143395294482
CC,2,Proper-Research,22,21.0,160.0,165.0,1.1036959460773,1.11047710898825,1.2195266723799598,1.3390904524388,0.39710185461774705,0.3529120230383,0.6668886997799401,0.8504287489603,1.0522905873448953,1.0880042040228,1.3390904524757,0.9533885300456728,0.9733602095361,1.657433616409335,1.7939323081760998,0.00029655526048747187,0.2847941236601476,0.22611096702725,0.6159519892526849,0.671611402011,2.5414695375841347,3.0853063153692957,1.0504416918427957,0.8760103853762206,0.8523019186461761,0.8171859042420369,0.5226972484905339,1.2429480624063904,0.24011569564576665,0.9169745346224536,18.616284157475256,17.80556151704524,44.67717728479887,52.992317797213076,0.40800591333485964,0.358191115936587,0.8504287489603091,0.47697107679200396,0.4498593332340639,1.5406403686768508
No CC,0,Proper-Research,23,22.0,160.0,165.0,1.1284642188155958,1.1176161378094,1.2616451842685799,1.2828740228023001,0.4143964296971775,0.3901840219892,0.8514460266748001,0.9446942180853,1.079975085307309,1.1015178302702,1.2700776844279,0.925443462122339,0.9194649801257,1.52512231579961,1.6009622028539,0.0006891545796507641,0.3423977658256666,0.3010203735283,0.7297214274926598,0.7471037183846,2.6515975873123807,3.029986635088864,1.0794630533601273,0.9501998258772472,0.8896164858761261,0.901641681303657,0.5030520838512403,1.2518243963207458,0.21080068891935835,0.9221906141071052,19.18135147039747,16.08194434394919,48.25833625157598,51.450250249394905,0.4325133111327338,0.3944919104902578,0.9446942180853546,0.4428193428627429,0.4029399301730796,0.9446945346594796
No CC,1,Proper-Research,25,24.0,161.0,166.0,1.21196791891784,1.1972517012468,1.42836525349004,1.8763195785386,0.5321227270450392,0.4888610251917,1.0895475372205599,1.4746083716051002,1.116334021569904,1.1251111494267,1.4348336689879,1.0131457112958577,1.1936726809834002,1.7874924029484998,2.0469033970031,8.720902946317647e-05,0.4959296007693061,0.4474543803439,1.0423420557200593,1.6178631884567,1.8217136122336228,2.870425662895425,1.121457566383638,1.041767820600766,0.917021410437649,0.8675689117716311,0.3990204587277725,1.6310265816832257,0.29830903958146665,0.9180904837079066,20.6875446249278,22.942801278334475,37.11297850810614,39.71221616844903,0.5423880926315905,0.5035544833023156,1.4746083716052063,0.6070555601175432,0.5483263739701423,1.6150105968376784
No CC,2,Proper-Research,21,20.0,157.0,162.0,1.1124263476604668,1.0922134183959,1.3069964707586,1.4034262468505,0.3971464779966842,0.3307213187361,0.7611913955749097,0.917665060091,1.0732334011576807,1.0562040153824,1.3195283275921001,1.209045616699481,1.2790472226484002,1.9470242878741002,1.953118153865,0.00032775454251329154,0.31737999344456086,0.23958504301560002,0.5850222523674,0.9466796570628,2.4384797402843787,3.061684596017585,1.0757488879324362,0.8607483799857615,0.8101316564557999,0.7600480961926985,0.5017139383633634,1.1754823761932447,0.2548069672853524,0.9200879648505124,16.945264714781516,10.880352286924035,50.588867003660695,58.01240641362422,0.4299760810724683,0.33368893003781397,1.0537385395114869,0.448386989342944,0.3655871125360185,1.0589844326246458
