case,n_steps,final_step,final_i_ref,final_meas_ref_idx,mean_meas_ref_err_xy_mm,median_meas_ref_err_xy_mm,p95_meas_ref_err_xy_mm,max_meas_ref_err_xy_mm,mean_one_step_pred_err_xy_mm,median_one_step_pred_err_xy_mm,p95_one_step_pred_err_xy_mm,max_one_step_pred_err_xy_mm,mean_pred_meas_err_xy_mm,median_pred_meas_err_xy_mm,max_pred_meas_err_xy_mm,mean_raw_model_err_xy_mm,median_raw_model_err_xy_mm,p95_raw_model_err_xy_mm,max_raw_model_err_xy_mm,mean_nom_corr_resid_xy_mm,mean_err_to_center_mm,median_err_to_center_mm,p95_err_to_center_mm,max_err_to_center_mm,min_closest_distance_mm,mean_closest_distance_mm,mean_jac_pred_xy_mm,mean_jac_real_xy_mm,mean_jac_gain_real_over_pred,median_jac_gain_real_over_pred,p05_jac_gain_real_over_pred,p95_jac_gain_real_over_pred,mean_jac_gain_abs_err_from_1,mean_jac_cos_xy,mean_jac_angle_xy_deg,median_jac_angle_xy_deg,p95_jac_angle_xy_deg,max_jac_angle_xy_deg,mean_jac_err_xy_mm,median_jac_err_xy_mm,max_jac_err_xy_mm,mean_jac_err_xyz_mm,median_jac_err_xyz_mm,max_jac_err_xyz_mm
CC,69.0,21.0,160.0,165.0,1.1345884814377232,1.115502878597,1.3367160457806802,1.7838691925455,0.44151578019325466,0.38448016158259996,0.85013478013378,1.7370139915665002,1.080995673390845,1.1076686335517,1.5751211902015,1.0191478857873582,0.9776066202071001,1.88545050718096,2.323056326023,0.00028950524101722285,0.3722163509838188,0.3079496796786,0.9001910973242798,1.5065090561085002,1.931831599889392,3.0015259427376084,1.0811458294764937,0.9784479302152352,0.9000022758184767,0.8518535208747962,0.48506985153528187,1.4713768880844462,0.24291756640558884,0.9150667207268781,19.587590583638555,17.828965225582078,44.114433896771104,60.42348112694265,0.4631739908386027,0.3977091156407308,1.737013991566597,0.4945391438218998,0.423139534155301,1.7370143395294482
No CC,69.0,20.0,157.0,162.0,1.1538380913996307,1.126724199491,1.3729915276173197,1.8763195785386,0.4521735052002163,0.3893360305594,0.91551443432644,1.4746083716051002,1.0910967960235796,1.0992171776983,1.4348336689879,1.0435333385782513,1.1706037211321,1.8940094958197797,2.0469033970031,0.00036106705016414645,0.39041113761679364,0.3571397660309,0.8764964955286997,1.6178631884567,1.8217136122336228,2.981821894142011,1.0936082806936187,0.9563907797489856,0.8754956010438538,0.8321620830130139,0.4633240919262359,1.4538681350432112,0.2559571432104262,0.9200624911569141,19.051456024888513,17.869473279424398,46.80982514085564,58.01240641362422,0.47169891953829823,0.3944919104902578,1.4746083716052063,0.5042287692827312,0.45166631375187083,1.6150105968376784
BC_minus_NoBC,0.0,1.0,3.0,3.0,-0.0192496099619075,-0.011221320893999964,-0.036275481836639534,-0.09245038599310007,-0.01065772500696166,-0.004855868976800071,-0.06537965419266001,0.2624056199614,-0.01010112263273455,0.008451455853400125,0.1402875212136001,-0.024385452790893103,-0.192997100925,-0.008558988638819764,0.27615292901989985,-7.15618091469236e-05,-0.018194786632974858,-0.04919008635229999,0.02369460179558014,-0.11135413234819991,0.11011798765576919,0.019704048595597268,-0.01246245121712497,0.022057150466249675,0.024506674774622872,0.01969143786178229,0.021745759609045956,0.017508753041235003,-0.013039576804837333,-0.004995770430035962,0.5361345587500423,-0.040508053842319924,-2.695391244084533,2.4110747133184276,-0.008524928699695511,0.0032172051504730237,0.26240561996139067,-0.009689625460831408,-0.02852677959656985,0.12200374269176972
