node_index,s_m,insertion_m,position_error_m,position_error_mm,tangent_error_rad,tangent_error_deg,feasible,solver_success,termination_reason,function_evaluations,objective_value,jacobian_condition,jacobian_effective_rank,minimum_joint_margin_rad,minimum_state_margin,minimum_clearance_m,contact_active,source_magnet_lumen_distance_m,source_magnet_lumen_exclusion_radius_m,source_magnet_lumen_margin_m,source_magnet_lumen_segment_index,source_magnet_lumen_constraint_satisfied,delta_q_norm_rad,delta_insertion_m,attempt_count,chain_rule_relative_error,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad,magnet_pose_x,magnet_pose_y,magnet_pose_z,magnet_pose_rx,magnet_pose_ry,magnet_pose_rz,tip_x,tip_y,tip_z,tip_tangent_x,tip_tangent_y,tip_tangent_z,desired_x,desired_y,desired_z,desired_tangent_x,desired_tangent_y,desired_tangent_z
0,0.0,0.025,0.0,0.0,0.5937702239592709,34.0205278334039,1,1,fixed_initial_state_feasible_and_committed,1,3.890897655596555e-07,36001926.39177614,5,4.226776597179587,0.025,nan,0,0.24100450875449736,0.2109345473754798,0.030069961379017573,55,1,0.0,0.0,1,0.00997142331133596,-0.85634357,-1.94584002,-1.76176286,-1.0331945,1.56234264,-2.05640871,0.24557497783369636,-0.6700279629478505,-0.016566991220873295,-3.077932948039142,0.5753726959665791,0.045033578217205016,0.5005794864881917,-0.669607395033303,-0.01656004894946191,-0.9996493453761041,0.026476307031826483,0.00043755580570542735,0.5005794864881917,-0.669607395033303,-0.01656004894946191,-0.8137334712067719,0.5812381937190447,0.0
1,0.00025,0.02517576842763293,3.125011743272656e-05,0.031250117432726564,0.5850172005451705,33.51901653379675,1,1,scipy_slsqp_status_0: Optimization terminated successfully; exclusion_jacobian=magnet_position_jacobian; fresh_postvalidated_and_committed,25,0.006615820310660504,34506063.18938871,5,4.227197310313477,0.024824231572367073,nan,0,0.2400957179735869,0.2109345473754798,0.029161170598107106,50,1,0.0040596904563155525,0.00017576842763292883,1,nan,-0.8541125363347328,-1.9446370454593733,-1.7634797056567464,-1.0350272770996605,1.5642328244335915,-2.0559879968661097,0.2464837714267932,-0.6673843851366121,-0.016597444152149088,-3.07558238134251,0.5720810970050437,0.04606103630607194,0.5004072377758617,-0.6694640370094305,-0.016560576826884863,-0.9993793225054692,0.03522511545163171,0.00040123550262756777,0.50037605312039,-0.6694620854848733,-0.01656004894946191,-0.8137334712067613,0.5812381937190595,0.0
2,0.0005,0.025378894871755937,3.6106039102971704e-05,0.03610603910297171,0.5763457565970145,33.02217939328315,1,1,scipy_slsqp_status_0: Optimization terminated successfully; exclusion_jacobian=magnet_position_jacobian; fresh_postvalidated_and_committed,22,0.008772794185546988,32823709.38265882,5,4.227606867378255,0.024621105128244065,nan,0,0.23912607749000084,0.2109345473754798,0.02819153011452105,45,1,0.003876637126075507,0.00020312644412300712,1,nan,-0.8519042038052356,-1.9435205833468765,-1.7650556204434003,-1.0367169630495583,1.5660764112051875,-2.055578439801331,0.2474534170222759,-0.6648791061722612,-0.016621996743666656,-3.073383764669302,0.5688478828822274,0.046903237390174435,0.5002086518954436,-0.6693190345911053,-0.01656052771879977,-0.999036300423162,0.04388974630548963,0.00040075683554916084,0.5001726197525883,-0.6693167759364435,-0.01656004894946191,-0.8137334712067509,0.5812381937190743,0.0
3,0.00075,0.02558697280442353,3.697963101327044e-05,0.03697963101327044,0.5678281518142969,32.53415658767299,1,1,scipy_slsqp_status_0: Optimization terminated successfully; exclusion_jacobian=magnet_position_jacobian; fresh_postvalidated_and_committed,21,0.009184854410896549,31181322.496092755,5,4.228003740024812,0.024413027195576472,nan,0,0.23812494400653353,0.2109345473754798,0.027190396631053743,40,1,0.003671622151912039,0.00020807793266759342,1,nan,-0.8497475043082452,-1.9425027014482075,-1.7664976084147086,-1.038263349744967,1.5678555188263656,-2.0551815671547735,0.24845455983158815,-0.6625189697924743,-0.016650949418306582,-3.0713307526479,0.5657132429968795,0.047599570638165944,0.5000060825061325,-0.6691739082693988,-0.016560503432474123,-0.9986262305903818,0.052397448771740136,0.00039867161729208547,0.49996918638478666,-0.6691714663880137,-0.01656004894946191,-0.8137334712067331,0.581238193719099,0.0
4,0.001,0.02579659234312601,3.72539595983343e-05,0.0372539595983343,0.5594651374284705,32.05499115935795,1,1,scipy_slsqp_status_0: Optimization terminated successfully; exclusion_jacobian=magnet_position_jacobian; fresh_postvalidated_and_committed,21,0.009307530558215692,29598054.204463936,5,4.228385722731337,0.024203407656873992,nan,0,0.23710649870662395,0.2109345473754798,0.026171951331144166,38,1,0.003480283082449693,0.00020961953870247962,1,nan,-0.8476463285557461,-1.9415726537531883,-1.7678181631943126,-1.0396793674016611,1.5695694500846127,-2.054799584448249,0.24947665012793824,-0.6602952578249686,-0.016682583748507396,-3.069414313286375,0.5626765127765664,0.048167614991892975,0.49980291189185244,-0.6690287850658923,-0.01656045876748547,-0.9981531135465255,0.06074704643412491,0.0003978277357428862,0.499765753016985,-0.6690261568395839,-0.01656004894946191,-0.8137334712067098,0.5812381937191318,0.0
5,0.00125,0.026007223499912965,3.7434455929051845e-05,0.03743445592905185,0.5512529133127364,31.584465377110828,1,1,scipy_slsqp_status_0: Optimization terminated successfully; exclusion_jacobian=magnet_position_jacobian; fresh_postvalidated_and_committed,21,0.00938581140028869,28100854.690742113,5,4.228753703195121,0.023992776500087038,nan,0,0.23609383417573415,0.2109345473754798,0.025159286800254366,38,1,0.0033014662045037684,0.00021063115678695427,1,nan,-0.8456040506046354,-1.9407223261231321,-1.7690291381771546,-1.0409768739400411,1.5712187922393872,-2.0544316039844652,0.2505103130250659,-0.6581986809439012,-0.01671671574787187,-3.067623196380257,0.5597409152720558,0.048624852795541726,0.4995996462691928,-0.6688836621229927,-0.016560421308283516,-0.9976205933549533,0.06894196450853884,0.0003965398015149771,0.4995623196491833,-0.6688808472911542,-0.01656004894946191,-0.8137334712067126,0.5812381937191279,0.0
6,0.0015,0.02621876540492552,3.7598707201956645e-05,0.03759870720195665,0.543190310266111,31.122512250649873,1,1,scipy_slsqp_status_0: Optimization terminated successfully; exclusion_jacobian=magnet_position_jacobian; fresh_postvalidated_and_committed,25,0.009456902286887354,26670606.27433129,5,4.229102352919717,0.02378123459507448,nan,0,0.23509286695503032,0.2109345473754798,0.02415831957955053,38,1,0.0031338543919043737,0.00021154190501255707,1,nan,-0.8436215732194443,-1.939944485787521,-1.770138952855485,-1.0421689276201762,1.5728035805382268,-2.0540829542598695,0.25154839012396557,-0.656221956119718,-0.016752097554784517,-3.0659498086169488,0.5568967385184835,0.04898760574592536,0.49939636135061494,-0.6687385684511489,-0.0165603600373341,-0.9970323221732873,0.07698305782407398,0.0003966734141508799,0.49935888628138164,-0.6687355377427244,-0.01656004894946191,-0.8137334712067158,0.5812381937191234,0.0
7,0.00175,0.026431184486809728,3.775703510173868e-05,0.03775703510173868,0.5352716931672284,30.668808911303774,1,1,scipy_slsqp_status_0: Optimization terminated successfully; exclusion_jacobian=magnet_position_jacobian; fresh_postvalidated_and_committed,24,0.00952646531957597,25328712.624919046,5,4.229435506068819,0.023568815513190275,nan,0,0.23410631548511773,0.2109345473754798,0.023171768109637947,38,1,0.002977729260891297,0.00021241908188420616,1,nan,-0.8416994237163303,-1.9392315912441824,-1.7711599187752438,-1.0432609146203686,1.574326142908138,-2.0537498011107673,0.2525856128247712,-0.6543560899519009,-0.016789423347456423,-3.0643850410312687,0.55414813015949,0.04926518207046621,0.49919307067979385,-0.6685934558583305,-0.01656033099488428,-0.9963914707542889,0.08487568014938815,0.0003948762893502051,0.49915545291357993,-0.6685902281942946,-0.01656004894946191,-0.813733471206726,0.5812381937191089,0.0
8,0.002,0.026644456756722435,3.791140252609571e-05,0.03791140252609571,0.5274956346018154,30.223273574259053,1,1,scipy_slsqp_status_0: Optimization terminated successfully; exclusion_jacobian=magnet_position_jacobian; fresh_postvalidated_and_committed,24,0.009595167259689941,24055089.972680513,5,4.229753947707746,0.023355543243277568,nan,0,0.2331347488204521,0.2109345473754798,0.022200201444972312,37,1,0.0028315812462534192,0.00021327226991270723,1,nan,-0.8398380536468938,-1.9385782758556476,-1.7720979907554197,-1.0442640895678845,1.5757885343499642,-2.0534313594718405,0.253617537154751,-0.652593966139228,-0.016827710765153436,-3.0629197808239486,0.5514944336798386,0.049469225152101524,0.4989897749296838,-0.6684483450432774,-0.01656030434799663,-0.9957013555102334,0.09262103554224059,0.0003929505908897685,0.4989520195457783,-0.6684449186458649,-0.01656004894946191,-0.813733471206736,0.581238193719095,0.0
9,0.0022500000000000003,0.026858545877353413,3.807624822087041e-05,0.03807624822087041,0.5198588260416108,29.78571667480995,1,1,scipy_slsqp_status_0: Optimization terminated successfully; exclusion_jacobian=magnet_position_jacobian; fresh_postvalidated_and_committed,20,0.009663068839384817,22603496.430137698,5,4.230063437928273,0.02314145412264659,nan,0,0.2321781468052385,0.2109345473754798,0.021243599429758703,37,1,0.002695507603916433,0.00021408912063097807,1,nan,-0.8380370634265027,-1.937980291685985,-1.7729579175056671,-1.0451875676230433,1.5771944292503417,-2.0531218692513136,0.25464216657701977,-0.6509282691257958,-0.016866338561460525,-3.0615440239447187,0.548941527343421,0.0496072941707122,0.4987864898447362,-0.6683032243064579,-0.016560256286074864,-0.9949649984074481,0.10022224332751703,0.00039228365605909344,0.49874858617797657,-0.668299609097435,-0.01656004894946191,-0.8137334712067438,0.5812381937190841,0.0
10,0.0025000000000000005,0.027073474389138957,3.820897347063723e-05,0.038208973470637224,0.5123606339725039,29.35610191527166,1,1,scipy_slsqp_status_0: Optimization terminated successfully; exclusion_jacobian=magnet_position_jacobian; fresh_postvalidated_and_committed,19,0.009731195114371843,21722113.02803178,5,4.230358059109765,0.022926525610861045,nan,0,0.23124161005635244,0.2109345473754798,0.02030706268087265,37,1,0.0025668322874801072,0.00021492851178554415,1,nan,-0.8362949142736776,-1.9374317639829006,-1.773750001970563,-1.0460359701909234,1.5785430119593409,-2.0528272480698218,0.2556546667507539,-0.6493532234966313,-0.016905925429848978,-3.0602549352415322,0.5464762739159981,0.049690413591473005,0.4985831692214691,-0.6681581254377087,-0.016560250695875578,-0.9941855512392456,0.10767979503337033,0.00038916409010408533,0.49854515281017486,-0.6681542995490053,-0.01656004894946191,-0.8137334712067485,0.5812381937190774,0.0
11,0.0027500000000000007,0.027289178731422923,3.835175145960425e-05,0.038351751459604254,0.5049962527288887,28.934153951287204,1,1,scipy_slsqp_status_0: Optimization terminated successfully; exclusion_jacobian=magnet_position_jacobian; fresh_postvalidated_and_committed,24,0.009796226802206095,20425792.080907278,5,4.230640880998472,0.02271082126857708,nan,0,0.23032265928828954,0.2109345473754798,0.019388111912809758,37,1,0.002448053427016907,0.00021570434228396565,1,nan,-0.834609445844429,-1.93692898874628,-1.7744770740352094,-1.0468162511191934,1.579839899958373,-2.0525444261811145,0.25665609819240875,-0.6478626616617766,-0.016945556210648527,-3.0590444163883124,0.5440981340884936,0.04972006123820053,0.4983798595279963,-0.6680130097922672,-0.016560227788604817,-0.993365604787124,0.11499837130317253,0.000387070444866908,0.4983417194423732,-0.6680089900005756,-0.01656004894946191,-0.8137334712067389,0.5812381937190909,0.0
