k,i_ref,u0_vx,u0_vy,u0_vz,u0_wx,u0_wy,u0_wz,u0_dL,p_x,p_y,p_z,p_qw,p_qx,p_qy,p_qz,p_L,y_x,y_y,y_z,y_tx,y_ty,y_tz,status,infeasible,pred1_err
0,31,-0.2192114311314714,0.18503391457741622,0.6351774834074134,3.0595721215152407e-18,-0.1486795790811125,-3.743959920436192,0.09999826000771908,0.7159407077116384,-0.703679553385889,-0.09,0.020048517470044696,-0.9995414726364267,-0.010692765683105405,0.020014149722216837,0.03299998260007719,0.8262545103215383,-0.7047662387979623,-0.09740542627455791,-0.9941221394766444,0.02836795232420306,0.1044817159043186,solved,0,0.0011507421992976701,3.9232215335205893,31,0.9626073341840928,0.0014642659608633264,0.0015357340391366737
1,32,3.2134915848549398e-06,0.919625961600782,0.3157035434462529,8.972563150755265e-18,-0.12770429871552552,-3.2104090459908146,0.10000129767024653,0.7159407398465543,-0.6944832937698812,-0.09,0.020360357457553647,-0.9992280843539509,-0.026748181611656454,0.020327962588615276,0.03399999557677966,0.8253131932340673,-0.7032536544215816,-0.09761669383573321,-0.9912537684596998,0.09748098436173394,0.08895741757551134,solved,0,0.0012061703936713515,4.3161175746485405,32,0.954623697446415,0.0014263024832811223,0.0015736975167188777
2,33,0.030557383950452526,0.7183821427347964,0.10644154307983794,1.6434187481672971e-18,-0.15847298387307002,-3.9556390742633543,0.10000447512305623,0.7162463136860588,-0.6872994723425332,-0.09,0.02073720016942772,-0.9984872372092866,-0.04652071129150766,0.020713017168712676,0.03500004032801022,0.8243064638681578,-0.7030994615075365,-0.09779510781031628,-0.9919262629843404,0.10085841338228799,0.07687566098530951,solved,0,0.0006352507135928743,7.636334732498946,33,0.8419906456576267,0.002067007080960123,0.0009329929190398769
3,34,-0.1409921728962874,0.009186327362917692,-0.17705545261720862,5.1785703693034605e-18,-0.17076419847964078,-4.27972098258147,0.09999980273374061,0.7148363919570959,-0.687207609068904,-0.09,0.02113592347558566,-0.9972451921200841,-0.06789234906223561,0.021117018516413223,0.036000038355347624,0.823298955792158,-0.7031304737055023,-0.09778407450590014,-0.9926378978555501,0.09571730600702388,0.07421724279988745,solved,0,0.0005154218953243623,9.504764614020418,34,0.7672530751097274,0.0021761786509970427,0.0008238213490029574
4,35,-0.07662128820975456,-0.021688512378870088,-0.19030566882157918,1.3291385326766125e-17,-0.18790202943589346,-4.692633188977977,0.09999964774936379,0.7140701790749984,-0.6874244941926927,-0.09,0.02156174342702182,-0.9953576019484214,-0.09128986664897608,0.021552162561733684,0.03700003483284126,0.822288599492157,-0.7031972838806717,-0.09778248350606474,-0.9934431208369732,0.08935414255170292,0.07132041069468231,solved,0,0.0005218269424585197,11.508403961356384,35,0.6931684801172867,0.002190518286461162,0.0008094817135388382
5,36,-0.11608286139964998,-0.08764447159862974,-0.25438608298640725,7.330035678021273e-14,-0.20101647747879536,-4.994405233398344,0.09999916918778527,0.7129093504610019,-0.6883009389086789,-0.09,0.022001410768342985,-0.9927456467676528,-0.11613653541129841,0.022007359922029825,0.038000026524719115,0.8212644737580922,-0.7031846860681794,-0.09813334817960791,-0.994647677299087,0.08823719031864596,0.0537605287396453,solved,0,0.0005143271137154703,13.670068548498948,36,0.6103883363136772,0.0022277586172985003,0.0007722413827014997
6,37,-0.156098343797893,-0.5132281012508306,-0.06991821764965472,-2.2584290308351274e-14,-0.1520080388734117,-3.798667663935717,0.0999988306807635,0.711348367023023,-0.6934332199211872,-0.09,0.022327141004630114,-0.9903438873297212,-0.13498669396037138,0.022340010225265803,0.03900001483152675,0.8202475056071712,-0.7033946053993251,-0.09810609518379093,-0.9956416298538068,0.07684651596456156,0.05284274876169104,solved,0,0.0005484700705971526,16.71386682097171,37,0.49718019710411954,0.002245025260701582,0.0007549747392984179
7,38,-0.12668190488339712,-0.48245092277149765,-0.11080912875153007,-3.7573573943449884e-16,-0.18662017938637215,-4.657875173825331,0.09999895097928779,0.710081547974189,-0.6982577291489022,-0.09,0.02271536948079325,-0.9869105747649872,-0.1580332631191561,0.022738011221416117,0.04000000434131963,0.8192294906312091,-0.7036680824018866,-0.09807637647988826,-0.9966162668677877,0.06358833162490131,0.052082040590657935,solved,0,0.0005587803054719891,19.06677420290062,38,0.4299611122531057,0.0022280984278692925,0.0007719015721307076
8,39,-0.11251445731061294,-0.6150770627459341,-0.0752045256686225,-2.018511914434001e-17,-0.19453300814013988,-4.876578522590701,0.09999977806801066,0.7089564034010829,-0.7044084997763616,-0.09,0.023109271927138506,-0.9827417108245713,-0.1820696519753077,0.02313726833882619,0.04100000212199974,0.8182145816044653,-0.7039928436869715,-0.0980074681338261,-0.9973816304596025,0.04928356601109096,0.05292458448562045,solved,0,0.0005663463943940258,22.185495134306574,39,0.3474790139789065,0.002214254459627354,0.000785745540372646
9,40,-0.07469105843342776,-0.6778701867804379,-0.00191373300151879,-2.3674508749661126e-15,-0.20255465664927097,-5.084868556922803,0.10001342977548593,0.7082094928167486,-0.7111872016441659,-0.09,0.023505602580720087,-0.9777716711851477,-0.20701698522487144,0.02353749144505847,0.0420001364197546,0.8172067266054558,-0.7044759261434793,-0.09779686189080355,-0.9977980660438633,0.03006027709859401,0.05912188665245138,solved,0,0.0005869235039998926,24.92563986036914,40,0.31175339982545747,0.0021683573757688324,0.0008316426242311677
