i_idx,j_idx,L_m,act_x,act_y,act_z,act_rx,act_ry,act_rz,pred_base_x_mm,pred_base_y_mm,pred_base_z_mm,meas_base_x_mm,meas_base_y_mm,meas_base_z_mm,pred_tip_angle_deg,meas_tip_angle_deg,err_x_mm,err_y_mm,err_z_mm,err_xy_mm,err_xyz_mm
0,0,0.035,0.6231350399306603,-0.6812672393795213,-0.1,3.1405107642934667,0.0010386377068562144,0.00100549873972489,-33.99124318101738,-0.6509950604506806,-0.015659406671827115,-27.932053073415105,0.6646317433179001,0.0,-1.0971858216394017,1.3630644065017585,6.059190107602273,1.3156268037685805,0.015659406671827115,6.200375685945133,6.200395460281295
0,-5,0.035,0.6239261990483795,-0.6634076908518726,-0.1,3.138600739913696,-0.13604065167731444,0.0010489199539597766,-33.89512683286311,-2.2521351731575745,-0.0165363853630385,-28.096171664090704,-0.7108046350759231,0.0,-3.8013856336841445,-1.4492240134147008,5.798955168772411,1.5413305380816513,0.0165363853630385,6.000298399001114,6.000321185494673
0,-10,0.035,0.6262512795731715,-0.6456972192974565,-0.1,3.129662255903744,-0.27283356318280744,0.001057854779031406,-33.69438249647842,-3.836629290937951,-0.016438903281134752,-28.210685775655506,-2.15813413242846,0.0,-6.496037189161048,-4.3746484534518935,5.483696720822912,1.678495158509491,0.016438903281134752,5.734830051806571,5.734853612834842
0,-15,0.035,0.6300961222085806,-0.6282373770490053,-0.1,3.114747738363185,-0.40909792034307624,0.0009649140501340595,-33.391395452072196,-5.396501275884333,-0.015571185553895112,-27.91807302399045,-3.7577193876081476,0.0,-9.180394990502736,-7.665839469325081,5.4733224280817465,1.6387818882761858,0.015571185553895112,5.7133934293976925,5.713414648080803
0,-20,0.035,0.635505768911195,-0.6111607154989599,-0.1,3.093909362519082,-0.5445291334949991,0.0009857333944930172,-32.988739963925504,-6.92579190586069,-0.015639138856038147,-27.72623836809959,-5.2151150417592875,0.0,-11.856712503046408,-10.652489991354317,5.262501595825916,1.7106768641014027,0.015639138856038147,5.53356470816436,5.533586808039273
0,-25,0.035,0.6423538574738811,-0.5946321404428699,-0.1,3.0672288207246288,-0.6789503518471665,0.0009790054359377495,-32.494085468256884,-8.405484681144937,-0.015235769416352104,-27.562801960168393,-6.944029620819249,0.0,-14.503210860181795,-14.140540453579073,4.931283508088489,1.4614550603256875,0.015235769416352104,5.143287657762988,5.143310223889551
0,-30,0.035,0.6505960100281589,-0.5787875591999224,-0.1,3.0346306031328187,-0.812149504264096,0.0009986264449114623,-31.91528423577474,-9.825765093507448,-0.014847191607746963,-27.053815007346934,-8.638367999661737,0.0,-17.112039720750687,-17.708454253929293,4.861469228427808,1.1873970938457106,0.014847191607746963,5.0043775754257105,5.004399600004215
0,-35,0.035,0.6602148686896965,-0.5636939569995727,-0.1,2.996310486579262,-0.9436705565538501,0.0009626103874353708,-31.25633123088854,-11.187875674013736,-0.014250497196758798,-26.574820657149914,-9.822516226107677,0.0,-19.69429489823953,-20.285198338221583,4.681510573738629,1.3653594479060578,0.014250497196758798,4.876550796824834,4.876571618533176
0,-40,0.035,0.6710814055983688,-0.549513537682247,-0.1,2.952238961414356,-1.0734943468406886,0.000977080217267032,-30.530792007886305,-12.474978475566644,-0.013856205054184114,-26.559507752113884,-9.958484378989267,0.0,-22.22508063146717,-20.55353632152744,3.971284255772419,2.5164940965773774,0.013856205054184114,4.701472235189174,4.701492653687039
0,-45,0.035,0.6831740380022852,-0.5363107239430145,-0.1,2.9026388719777474,-1.2011941036646956,0.0008973134916460831,-29.743113158640888,-13.690546463029438,-0.01281123496739786,-26.495953776205898,-10.014216829581114,0.0,-24.716283954622977,-20.704228520658834,3.2471593824349894,3.676329633448324,0.01281123496739786,4.905042673484694,4.90505940396722
