k,i_ref,i_ref_mpc,ref_advanced,dist_to_ref_m,dist_to_ref_mm,u0_vx,u0_vy,u0_vz,u0_wx,u0_wy,u0_wz,u0_dL,p_x,p_y,p_z,p_qw,p_qx,p_qy,p_qz,p_L,y_x,y_y,y_z,y_tx,y_ty,y_tz,status,infeasible,pred1_err_xy_m,pred1_err_xy_mm,pred1_err_xyz_m,pred1_err_xyz_mm,vessel_tip_alignment_deg,i_seg,u_seg,rho_m,rho_mm,clearance_m,clearance_mm,jac_pred_mm,jac_mpc_pred_mm,jac_actual_mm,jac_gain_actual_over_jac,jac_gain_actual_over_mpc,jac_angle_actual_deg,jac_cos_actual,jac_actual_along_pred_mm,jac_dp_pred_x_mm,jac_dp_pred_y_mm,jac_dp_pred_z_mm,mpc_dp_pred_x_mm,mpc_dp_pred_y_mm,mpc_dp_pred_z_mm,actual_dp_x_mm,actual_dp_y_mm,actual_dp_z_mm,jac_dir_pred_x,jac_dir_pred_y,jac_dir_pred_z,mpc_dir_pred_x,mpc_dir_pred_y,mpc_dir_pred_z,actual_dir_x,actual_dir_y,actual_dir_z,frame_path
0,17,17,1,0.001612780662017528,1.6127806620175278,0.0012825482536358804,-0.8420081631534454,-3.41838880490541e-08,0.0,0.0,-0.033908506876645136,0.009999962228748388,0.6621456475054894,-0.7183473983237345,-0.1,-0.0005337340455159423,-0.9999996879322357,-0.0004878522961267959,-0.0003182193224042185,0.016099999622287486,0.782064831047861,-0.710846318859881,-0.10000077600861297,-0.9965555914860103,-0.08292710035778017,0.0002215947174212754,solved,0,4.499743076047887e-05,0.04499743076047887,4.499743227339184e-05,0.04499743227339184,4.489020521233437,16,0.10582052078029221,0.0013425588235476823,1.3425588235476822,0.002657441176452318,2.657441176452318,0.8922946681485074,0.8922946731761912,0.9207308523765718,1.0318686026523827,1.0318685968382617,2.2045653254981548,0.999259854499371,0.920049377578895,-0.10007414753920134,-0.8866650659827227,2.3799393610235765e-05,-0.10007414753920862,-0.8866650710421808,2.3804850216024853e-05,-0.0679922509290165,-0.918216943964989,1.2136328650380612e-05,-0.11215369889730831,-0.9936908710017667,2.6672123525761957e-05,-0.11215369826538024,-0.9936908710729255,2.667823862636058e-05,-0.07384595699548493,-0.9972696598521772,1.3181190376161033e-05,mpc_3np1s_bc_90/frames/frame_000000.png
1,18,18,1,0.0019080713319171473,1.9080713319171474,-0.002953047175411561,0.09136956122777551,-3.3231003011358466e-08,0.0,0.0,0.003693256983695995,0.009999956125055016,0.6621161170337353,-0.7174337027114568,-0.1,-0.000533728169096266,-0.9999996967705534,-0.000469386016888918,-0.0003182291784349162,0.016199999183538035,0.7819585879221418,-0.7107548966504575,-0.10000074616962773,-0.9972504242827925,-0.0741049339042662,0.00022369361720412685,solved,0,5.42803385949254e-06,0.00542803385949254,5.4280535691857266e-06,0.005428053569185727,9.258359838113728,16,0.10153600246715475,0.00042191097210765246,0.42191097210765244,0.0035780890278923477,3.578089027892348,0.13774400210323187,0.13662424401744722,0.14016284468008888,1.0175604203444315,1.0259002396543162,1.251473984420965,0.9997614655419351,0.14012941101189227,-0.10634698533166358,0.08754271622238925,4.077607509167472e-05,-0.10616538081187343,0.08599473235681998,4.446670387459051e-05,-0.10624312571916317,0.09142220942348622,2.9838985241004146e-05,-0.7720625486978527,0.6355464839534762,0.00029602795380604085,-0.7770610668361019,0.6294251285726292,0.00032546715404999435,-0.7579977843747042,0.6522570916147608,0.00021288798261129315,mpc_3np1s_bc_90/frames/frame_000001.png
2,18,18,0,0.0018112190700457212,1.8112190700457211,0.00606281243705586,0.0006776187962363996,-2.4692870133501028e-08,0.0,0.0,2.5951290959047243e-05,0.009999967899378496,0.6621767451581059,-0.7174269265234944,-0.1,-0.0005337281278039714,-0.9999996968314508,-0.0004692562604734648,-0.0003182292476895885,0.01629999886253182,0.7818589022599243,-0.7107627008024423,-0.10000071472802428,-0.997239101766241,-0.07425714031824011,0.00022587655453913875,solved,0,1.2128874407212135e-05,0.012128874407212135,1.2129010797799317e-05,0.012129010797799317,8.751327793023282,16,0.2146872884893332,0.0005046973288950823,0.5046973288950823,0.0034953026711049178,3.495302671104918,0.09999062807098551,0.09658353776169241,0.09999068470873146,1.000000566430545,1.0352766840602354,0.030643221052168337,0.9999998569810592,0.09999067040816964,-0.09968141761358257,-0.007857460659297847,3.156840652899947e-05,-0.09650471758182455,0.0039001713878494826,8.896157568938357e-05,-0.09968566221751907,-0.007804151984758256,3.144160344581426e-05,-0.9969076056089635,-0.07858197123954123,0.0003157136537495132,-0.9991839170349884,0.0403813266549902,0.0009210842525657418,-0.9969494909240705,-0.07804879031973243,0.00031444532595613573,mpc_3np1s_bc_90/frames/frame_000002.png
3,18,18,0,0.001711344510219896,1.7113445102198959,0.005407595103363609,0.0015888563533440348,-1.944273109069166e-08,0.0,0.0,6.268216121614805e-05,0.009999973254246217,0.6622308211091396,-0.717411037959961,-0.1,-0.0005337280280674602,-0.9999996969784718,-0.00046894284976237735,-0.00031822941496573566,0.01639999859507428,0.7817591478761594,-0.7107694057535557,-0.10000068364098644,-0.9972352283184199,-0.07430913417766664,0.00022798788183940556,solved,0,1.0911257147159707e-05,0.010911257147159707,1.091131240458183e-05,0.01091131240458183,8.760073291982978,16,0.3135060236032904,0.0004890983421210978,0.4890983421210978,0.0035109016578789023,3.510901657878902,0.09997903037120262,0.09723962489297573,0.09997946997331285,1.000004396943125,1.0281762201710738,0.05316302552467794,0.9999995695288149,0.09997942693503192,-0.09974768087528987,-0.006797477257742318,3.125536215492039e-05,-0.09716161180350902,0.0038937783428671935,6.581251750514827e-05,-0.09975438376486068,-0.0067049511134342765,3.108703784671096e-05,-0.9976860198078157,-0.06798902962455838,0.00031261917663009264,-0.9991977232578533,0.04004312385154488,0.0006768076036655131,-0.9977486757180024,-0.06706327924346873,0.00031093421334408867,mpc_3np1s_bc_90/frames/frame_000003.png
4,18,18,0,0.0016115599466551944,1.6115599466551944,0.004955857904786285,0.0009513474035842513,-1.505680603421201e-08,0.0,0.0,3.727478185305489e-05,0.009999977887752266,0.6622803796881874,-0.7174015244859251,-0.1,-0.0005337279687577907,-0.999999697065853,-0.00046875647590957913,-0.00031822951443870914,0.016499998373951802,0.7816594336451288,-0.7107767500850418,-0.1000006528447261,-0.9972272718709387,-0.07441582708442006,0.00023003518551197787,solved,0,1.0888065179205474e-05,0.010888065179205474,1.0888155471117074e-05,0.010888155471117074,8.763061135772706,16,0.41247961938741734,0.0004745898580047156,0.4745898580047156,0.0035254101419952845,3.5254101419952844,0.09998421126531129,0.09712966444524793,0.09998433889071512,1.0000012764555746,1.0293903460057392,0.03926617457243886,0.9999997651654955,0.09998431541094244,-0.09970904705644168,-0.007412655675159272,3.119750362070325e-05,-0.09707629653166183,0.003219345190430545,-1.3545780552792763e-05,-0.09971423103061205,-0.007344331486081046,3.079626033353211e-05,-0.99724792339323,-0.07413826224512143,0.0003120243008960653,-0.9994505497996837,0.03314481944128709,-0.00013946079840962007,-0.997298498313838,-0.07345481870024212,0.00030801084124977855,mpc_3np1s_bc_90/frames/frame_000004.png
5,18,18,0,0.0015117545420023743,1.5117545420023744,0.0045051288093673255,0.0008310715487636435,-1.1651159175306621e-08,0.0,0.0,3.2700857073048304e-05,0.009999981522501655,0.662325430976281,-0.7173932137704374,-0.1,-0.0005337279167258942,-0.9999996971424834,-0.0004685929716737387,-0.000318229601705515,0.016599998189176818,0.7815597239708623,-0.7107841648524194,-0.1000006223173102,-0.997219016818086,-0.0745263622041581,0.00023201936228356264,solved,0,1.083065866611258e-05,0.01083065866611258,1.0830691101235636e-05,0.010830691101235636,8.769191731028991,16,0.5113629586213302,0.00045944759033893874,0.4594475903389387,0.0035405524096610613,3.5405524096610614,0.09998486655623301,0.09708695465277768,0.09998499312159075,1.0000012658451434,1.029849926585684,0.037570508087072116,0.9999997850097025,0.09998497162578733,-0.09970466450018282,-0.007480138376070852,3.077415370197564e-05,-0.0970380320767239,0.0030812078106734475,5.703380277777281e-05,-0.09970967426653488,-0.007414767377533771,3.052741590070518e-05,-0.9971975553331104,-0.07481270549942586,0.00030778811596120687,-0.9994960952660555,0.03173657904600156,0.0005874507340532908,-0.9972463982197703,-0.07415880269668816,0.00030531997800491015,mpc_3np1s_bc_90/frames/frame_000005.png
6,19,19,1,0.002323046188753341,2.323046188753341,-0.022879316945246073,0.3352206625081594,-5.10471566643513e-08,0.0,0.0,0.013487824072046467,0.009999898025163555,0.6620966378068286,-0.7140410071453558,-0.1,-0.0005337064543877924,-0.9999997264699644,-0.0004011538707234815,-0.0003182655951230438,0.016699997169428455,0.7814410486138842,-0.710403611981536,-0.10000059783325321,-0.9991584548041472,-0.04101618775310015,0.00023352856661452759,solved,0,3.644035891565592e-06,0.003644035891565592,3.6440363689237313e-06,0.003644036368923731,8.775543144569237,16,0.610236222338609,0.0004442358596702906,0.4442358596702906,0.0035557641403297095,3.5557641403297096,0.38719999089763474,0.39628929627507775,0.39862805783198024,1.0295146363713805,1.0059016520983173,1.254970305662914,0.9997601309162014,0.3985324392849716,-0.123341236050569,0.3670296612155816,1.5120237313511225e-05,-0.12063609664980657,0.3774813081672823,2.261884370080569e-05,-0.11867535697807075,0.3805528708833439,2.4484056990181635e-05,-0.318546588197563,0.9479072051750497,3.9050200591323385e-05,-0.3044142190660355,0.9525397524369668,5.707659508700227e-05,-0.2977094929632169,0.9546565110169567,6.142080696312035e-05,mpc_3np1s_bc_90/frames/frame_000006.png
7,19,19,0,0.0022034564029816397,2.2034564029816397,0.0060216869810980934,0.02280394590300297,-4.166779660196298e-08,0.0,0.0,0.0009229477702752773,0.009999924318247304,0.6621568546766395,-0.7138129676863257,-0.1,-0.0005337049856695027,-0.9999997283105369,-0.00039653913313011973,-0.0003182680580355652,0.01679999641261093,0.7813402584395653,-0.7103817038215575,-0.10000056616075917,-0.9992456088661693,-0.03883500620890426,0.00023548764904357658,solved,0,1.6983689884889402e-05,0.0169836898848894,1.6983691316919732e-05,0.016983691316919732,6.852288576014598,16,0.7584921914854494,0.0008142516379923982,0.8142516379923982,0.003185748362007602,3.185748362007602,0.10294047492254087,0.09938711496861095,0.10314372359002286,1.0019744290827775,1.0377977429226952,0.5090585820820738,0.9999605308830799,0.10313965259833692,-0.1007818552725934,0.020970407307551304,3.228695872966404e-05,-0.09237794632022123,0.036662147310906334,2.469808940697149e-05,-0.1007901743188544,0.021908159978489827,3.1672494044121535e-05,-0.9790304090633761,0.20371391644861564,0.00031364687946076463,-0.9294760829851696,0.36888229749384716,0.00024850393750509603,-0.9771818469485998,0.2124041988785541,0.0003070714624383139,mpc_3np1s_bc_90/frames/frame_000007.png
8,19,19,0,0.002105041106521914,2.105041106521914,0.006342447591024931,0.0026202740780209626,-3.581234481951227e-08,0.0,0.0,0.00011098025775585221,0.009999932817332934,0.6622202791525498,-0.7137867649455455,-0.1,-0.0005337048090620649,-0.999999728530423,-0.00039598423199204027,-0.00031826835418910054,0.016899995740784258,0.7812402552364981,-0.710383058787609,-0.1000005347385695,-0.9992519016463167,-0.038672738488329174,0.00023739004416231497,solved,0,1.4818177648642698e-05,0.014818177648642699,1.4818192610540038e-05,0.014818192610540038,6.727220766481299,16,0.8607457977782887,0.0008281820043691843,0.8281820043691843,0.003171817995630816,3.171817995630816,0.100010162603303,0.09509629609227603,0.10001238695313322,1.0000222412380135,1.0516959236360466,0.06725427917279522,0.9999993110867554,0.10001231805327523,-0.09999931942470767,-0.001472315391426444,3.203002586414054e-05,-0.09429492411339169,0.012319606710109454,1.0364736610646297e-05,-0.10000320306724486,-0.001354966051470008,3.142218966967203e-05,-0.9998915792324192,-0.014721657810581526,0.00032026771110441824,-0.99157304740758,0.1295487544347175,0.0001089920116403792,-0.9999081725157438,-0.013547982332478057,0.0003141829789983592,mpc_3np1s_bc_90/frames/frame_000008.png
9,19,19,0,0.0020053956821065064,2.0053956821065064,0.005787602051170488,7.322082223695789e-05,-3.01257236476044e-08,0.0,0.0,8.401921830583797e-06,0.00999994218888704,0.6622781551730614,-0.7137860327373231,-0.1,-0.0005337047956917353,-0.9999997285470572,-0.00039594222239429134,-0.0003182683766098307,0.01699999516267313,0.781140348334087,-0.7103873530994558,-0.10000050370136637,-0.999248444411422,-0.038761954435796685,0.00023922723640404668,solved,0,1.457737223081204e-05,0.01457737223081204,1.457737277474364e-05,0.01457737277474364,14.68944927195187,17,0.07446624431750183,0.0008165619618119173,0.8165619618119173,0.0031834380381880827,3.1834380381880827,0.09999908584222031,0.0947585856382172,0.0999991561311006,1.0000007028952285,1.055304439778065,0.009158891887935559,0.9999999872235381,0.0999991548534652,-0.09990614458120882,-0.00431027297003489,3.1482092247508224e-05,-0.09431407877735776,0.009167489851247268,3.5019437058525504e-05,-0.09990690241112876,-0.004294311846786414,3.1037203127026736e-05,-0.9990705788935098,-0.043103123730907765,0.00031482380046134645,-0.9953090597768467,0.09674574382365958,0.00036956479270625346,-0.9990774550152115,-0.042943480854543394,0.0003103746504254139,mpc_3np1s_bc_90/frames/frame_000009.png
