N_sqp,Np,adaptive_rollout_enabled,bend_angle_deg,error,final_i_ref,final_infeasible,final_status,final_tip,hierarchical_mpc_enabled,hierarchy_policy,jacobian_variant,log_csv_path,max_jac_cond,mean_jac_cond,mean_sqp_iters,n_steps,num_infeasible_steps,plant_contact,python_success,rollout_steps,run_name,solver_mode
5,5,False,-30.0,,41,0,solved,"[0.7594631159861517, -0.7023753062335001, -0.09999886447671073]",True,HierarchicalMPCPolicyConfig,contact,run_hierarchy_ablation_no_sqp_step/bend_m30_jac_contact_plant_contact_1_lti_rollout5_Np5_sqp5/log.csv,13504.78293254997,10295.400833966676,3.2222222222222223,9,0,True,True,5,bend_m30_jac_contact_plant_contact_1_lti_rollout5_Np5_sqp5,lti
5,5,False,-60.0,,41,0,solved,"[0.7643626963233416, -0.6944558385594488, -0.10002481054323704]",True,HierarchicalMPCPolicyConfig,contact,run_hierarchy_ablation_no_sqp_step/bend_m60_jac_contact_plant_contact_1_lti_rollout5_Np5_sqp5/log.csv,58958.79617961163,16854.39034173121,1.7058823529411764,17,0,True,True,5,bend_m60_jac_contact_plant_contact_1_lti_rollout5_Np5_sqp5,lti
5,5,False,-90.0,,31,1,primal infeasible,"[0.7738532527793287, -0.7014320983146881, -0.10002115828751132]",True,HierarchicalMPCPolicyConfig,contact,run_hierarchy_ablation_no_sqp_step/bend_m90_jac_contact_plant_contact_1_lti_rollout5_Np5_sqp5/log.csv,96891.24670590494,20869.072660380098,2.8,15,1,True,True,5,bend_m90_jac_contact_plant_contact_1_lti_rollout5_Np5_sqp5,lti
