W_el,W_b,W_t,W_m,W_cf,W_g,W_total
5.192536847224074293e-06,5.192536834104227660e-06,1.311984525773357861e-14,-1.556538652561499138e-04,9.215051323036553503e-08,0.000000000000000000e+00,-1.503691778956954854e-04
