node_index,s_m,insertion_m,position_error_m,position_error_mm,tangent_error_rad,tangent_error_deg,feasible,solver_success,termination_reason,function_evaluations,objective_value,jacobian_condition,jacobian_effective_rank,minimum_joint_margin_rad,minimum_state_margin,minimum_clearance_m,contact_active,source_magnet_lumen_distance_m,source_magnet_lumen_exclusion_radius_m,source_magnet_lumen_margin_m,source_magnet_lumen_segment_index,source_magnet_lumen_constraint_satisfied,delta_q_norm_rad,delta_insertion_m,attempt_count,chain_rule_relative_error,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad,magnet_pose_x,magnet_pose_y,magnet_pose_z,magnet_pose_rx,magnet_pose_ry,magnet_pose_rz,tip_x,tip_y,tip_z,tip_tangent_x,tip_tangent_y,tip_tangent_z,desired_x,desired_y,desired_z,desired_tangent_x,desired_tangent_y,desired_tangent_z
0,0.0,0.037,0.000419645899192399,0.419645899192399,0.017408654253073447,0.997442415703579,1,1,fixed_initial_state_feasible_and_committed,1,0.044026031981036204,6306892.939459873,5,4.309003517179586,0.013000000000000005,nan,0,0.2577124707770632,0.2577124707770632,0.0,10,1,0.0,0.0,1,0.008522422306310232,-0.70356781,-1.97418179,-1.74700725,-1.00891139,1.56476402,-1.83646852,0.5242060394493895,-0.6742805561719054,0.28254602772557713,-3.063635234461207,0.681618523766045,0.029004415263236997,0.5253140219715052,-0.6703566096099932,0.02043002114584927,-0.01082900010508759,-0.013629504227662605,0.9998484732054314,0.525575,-0.670028,0.020433,0.0,0.0,1.0
1,0.00025,0.03714610345835436,0.00010394638991502642,0.10394638991502643,0.00013173937118181922,0.007548109964425625,1,1,scipy_slsqp_status_0: Optimization terminated successfully; exclusion_jacobian=magnet_position_jacobian; fresh_postvalidated_and_committed,29,0.0067885111729025565,4394082.907570968,5,4.310210877329688,0.012853896541645642,nan,0,0.2577124707786639,0.2577124707770632,1.6006640457533194e-12,10,1,0.00573200936467237,0.000146103458354363,1,nan,-0.6984773898323882,-1.972974429849899,-1.7484686287368083,-1.009733279963114,1.5663994719165966,-1.836469722683506,0.5270810906250479,-0.670828181797705,0.282587232262682,-3.0634972200603454,0.673426747944196,0.029304398893678505,0.525574483974802,-0.6700311714824438,0.020579103284972672,-2.496404876266821e-05,-0.0001293524572088973,0.999999991322369,0.525575,-0.670028,0.020683,0.0,0.0,1.0
12,0.003000000000000001,0.039822226911575206,0.0001777730886028912,0.1777730886028912,0.01785196897596673,1.0228424783213759,1,1,scipy_slsqp_status_0: Optimization terminated successfully; exclusion_jacobian=magnet_position_jacobian; fresh_postvalidated_and_committed,13,0.019011700082651132,3303563.2252751845,5,4.310255236379839,0.010177773088424796,nan,0,0.25771247091690735,0.2577124707770632,1.3984413627099457e-10,10,1,2.9733912471269964e-06,0.000249993354860506,1,nan,-0.6984494857391593,-1.9729300707997472,-1.748523103502,-1.0097705018940342,1.566413865432379,-1.8364732976374123,0.5270741918772414,-0.670789210099119,0.28258748236459946,-3.0634736360915986,0.6733710667735714,0.02935948385498993,0.5255750024547885,-0.6700280008918698,0.023255226911416294,-4.550263602868776e-06,2.328003600914242e-06,0.9999999999869378,0.525575,-0.6700279999999998,0.023433,0.0,0.017853347828277518,0.9998406162840768
13,0.003250000000000001,0.04007212799224928,0.00017770378768943657,0.17770378768943657,0.04976696714158336,2.851437176378973,1,1,scipy_slsqp_status_0: Optimization terminated successfully; exclusion_jacobian=magnet_position_jacobian; fresh_postvalidated_and_committed,23,0.018997571756935748,3869796.63401552,5,4.310335967289769,0.009927872007750721,nan,0,0.2577124707816586,0.2577124707770632,4.595379632377217e-12,10,1,0.00016116634830912137,0.00024990108067407535,1,nan,-0.698378582978519,-1.9728493398898166,-1.7486249620676901,-1.0098247702466114,1.5664471774274549,-1.8364732920895779,0.5270763688817702,-0.6707073637886318,0.28258789084977837,-3.0634344004684784,0.6732488426708516,0.02943970865574743,0.5255750403145202,-0.670018932970559,0.02350512668448474,-3.15427951660262e-06,0.0003602765952286212,0.9999999350954106,0.525575,-0.6700187932134875,0.023682830412644486,0.0,0.05010625348903867,0.9987438927779695
14,0.0035000000000000014,0.04032186101509778,0.0001775913779316016,0.1775913779316016,0.08720242979747136,4.9963311906809595,1,1,scipy_slsqp_status_0: Optimization terminated successfully; exclusion_jacobian=magnet_position_jacobian; fresh_postvalidated_and_committed,29,0.01897279495729422,4558328.485873634,5,4.31043726136682,0.009678138984902225,nan,0,0.2577124829531938,0.2577124707770632,1.2176130603780422e-08,10,1,0.00020299468252490626,0.0002497330228484959,1,nan,-0.698289372080709,-1.9727480458127664,-1.7487523465211507,-1.0098951586414902,1.5664896796510632,-1.8364733437728402,0.5270792044068132,-0.6706043668759936,0.28258837971205,-3.0633837893313918,0.6730947066822471,0.02954245753363612,0.5255750544864751,-0.6700071856907915,0.023754854216951886,-2.7637371689106846e-06,0.0008098806647692174,0.9999996720427816,0.525575,-0.6700069477133026,0.023932445427076666,0.0,0.08789872816778913,0.9961294160833145
15,0.0037500000000000016,0.04057060178136447,0.00017690279140472164,0.17690279140472165,0.16579999916443233,9.499640195394548,1,1,scipy_slsqp_status_0: Optimization terminated successfully; exclusion_jacobian=magnet_position_jacobian; fresh_postvalidated_and_committed,25,0.01882595942596129,4015834.9342504726,5,4.31070065082313,0.009429398218635532,nan,0,0.2577124845862529,0.2577124707770632,1.3809189680635825e-08,10,1,0.0005289573871151943,0.0002487407662666932,1,nan,-0.6980547850606079,-1.972484656356456,-1.7490845503062291,-1.0100750218691072,1.5666019339343351,-1.8364822702562589,0.5270884313716135,-0.6703349998802166,0.2825894226413572,-3.0632554573151527,0.6726764166909733,0.029805320498923746,0.5255750737943725,-0.6699761430636105,0.024003559898224495,-2.1921601517922887e-06,0.001999761518250817,0.9999980004725333,0.525575,-0.6699755152834,0.024180461560322906,0.0,0.16701342025173516,0.9859546224121155
16,0.004000000000000002,0.040816217863784525,0.00017466046412097932,0.17466046412097933,0.30287099488737274,17.35322974397479,1,1,scipy_slsqp_status_0: Optimization terminated successfully; exclusion_jacobian=magnet_position_jacobian; fresh_postvalidated_and_committed,17,0.018358422730905453,3675058.790047807,5,4.311129344450402,0.009183782136215478,nan,0,0.2577124707789097,0.2577124707770632,1.846467423405329e-12,10,1,0.0008646323780556268,0.000245616082420054,1,nan,-0.6976686838477346,-1.9720559627291847,-1.749625040495167,-1.0103736837758879,1.5667847130293933,-1.8364822634237574,0.5271054746667957,-0.6698938385814508,0.28259049388609947,-3.0630404901988793,0.6720109147311197,0.030241181678381423,0.5255751881693076,-0.6699238260808181,0.02424905238003157,1.7480015834716235e-06,0.003873012223626385,0.9999924998585041,0.525575,-0.6699227639989537,0.0244237095135858,0.0,0.3019562427803164,0.9533217858865886
17,0.004250000000000002,0.04105406899592823,0.00016913331121861687,0.16913331121861688,0.5434602690253937,31.13797974819936,1,1,scipy_slsqp_status_0: Optimization terminated successfully; exclusion_jacobian=magnet_position_jacobian; fresh_postvalidated_and_committed,28,0.017227373310809285,3510311.1540443306,5,4.311833760473878,0.008945931004071775,nan,0,0.2577124707794189,0.2577124707770632,2.355671213649657e-12,10,1,0.00142465768742007,0.00023785113214370296,1,nan,-0.6970304445121129,-1.9713515467057088,-1.7505150233524436,-1.0108675680929013,1.5670848910379984,-1.836482581185342,0.5271343099094834,-0.6691661837183394,0.2825906266183108,-3.0626862303808,0.670911060189729,0.030964683776159265,0.5255753234973695,-0.6698369862105307,0.024486516107584365,6.480911254772268e-06,0.007052832812363404,0.9999751284443622,0.525575,-0.6698351884901961,0.024655639555145086,0.0,0.5231246418093944,0.8522561874998579
18,0.004500000000000002,0.04125908429818998,0.00014579286382329965,0.14579286382329965,1.065052871793819,61.02303451207379,1,1,scipy_slsqp_status_0: Optimization terminated successfully; exclusion_jacobian=magnet_position_jacobian; fresh_postvalidated_and_committed,19,0.012852227680575133,3428528.264555445,5,4.313172599631498,0.008740915701810022,nan,0,0.25771247077750425,0.2577124707770632,4.4103609653234344e-13,10,1,0.0027197077531128768,0.00020501530226175319,1,nan,-0.6958053017049536,-1.9700127075480884,-1.7522151635009766,-1.0118072449466282,1.5676592393298077,-1.8364825746818907,0.527192006341447,-0.6677740491637281,0.28258513010472125,-3.0620081952022216,0.6688031943733314,0.03235121380526623,0.5255756788808149,-0.6696696860329705,0.02469014914172849,1.917292083028608e-05,0.013153171545352359,0.9999134931136282,0.525575,-0.6696664926893562,0.02483590544800441,0.0,0.8811110248106927,0.47290946486304436
19,0.0047500000000000025,0.04137379832573111,8.159848475996443e-05,0.08159848475996442,1.5833276867637562,90.71799403777484,1,1,scipy_slsqp_status_0: Optimization terminated successfully; exclusion_jacobian=magnet_position_jacobian; fresh_postvalidated_and_committed,21,0.004143984176043571,3364403.36575951,5,4.315110738862729,0.00862620167426889,nan,0,0.2577124708725985,0.2577124707770632,9.553530189165826e-11,10,1,0.003963115107134146,0.00011471402754113097,1,nan,-0.6940111392341425,-1.9680745683168572,-1.7546955282394332,-1.0131762207514343,1.5684986287675482,-1.8364828627386582,0.5272765949351811,-0.6657412334576623,0.2825635692688959,-3.0610118200636807,0.6657197309484034,0.034393346567563224,0.5255759791150325,-0.6694248185991664,0.024801330518766686,2.9763037740389264e-05,0.022070302503809973,0.9997564207653542,0.525575,-0.6694210006496618,0.024882833753735956,0.0,0.9994013602021534,-0.034596549337841884
20,0.005000000000000003,0.04139421159556662,1.4718426808369643e-05,0.014718426808369644,1.7822142441834914,102.11335437981198,1,1,scipy_slsqp_status_0: Optimization terminated successfully; exclusion_jacobian=magnet_position_jacobian; fresh_postvalidated_and_committed,24,0.0002695622086835582,3338484.989551503,5,4.317043355301846,0.008605788404433386,nan,0,0.25771247081968596,0.2577124707770632,4.262273867183808e-11,10,1,0.003982235122436788,2.041326983550501e-05,1,nan,-0.6921991701300136,-1.9661419518777408,-1.7571927975200894,-1.0145485570859805,1.5693473321067504,-1.836482908683433,0.5273611722850979,-0.6636939336782197,0.28252561867097137,-3.059998783588736,0.662610234857052,0.03646697525598999,0.5255759914606567,-0.6691791865947453,0.024816388625875076,2.9903253100327943e-05,0.031039365834302057,0.9995181623534412,0.525575,-0.6691764712827448,0.024830820402419206,0.0,0.9707497429937052,-0.24009359941001215
21,0.005250000000000003,0.04135912895046541,2.5097701729406256e-05,0.025097701729406254,1.8966739746564882,108.67141386011964,1,1,scipy_slsqp_status_0: Optimization terminated successfully; exclusion_jacobian=magnet_position_jacobian; fresh_postvalidated_and_committed,31,0.0005090878766606887,3333161.6577196093,5,4.3189012887620315,0.008640871049534593,nan,0,0.2577124823370741,0.2577124707770632,1.1560010892974759e-08,10,1,0.0038600525274259264,-3.5082645101207344e-05,1,nan,-0.6904309975869424,-1.9642840184175543,-1.7596164093808866,-1.015878265023516,1.5701717303358682,-1.836485039134308,0.5274448256989898,-0.6617041064337107,0.2824731100287966,-3.059009160153073,0.6595777105292273,0.03850287090155698,0.5255759398660518,-0.6689425820004804,0.024774413386229103,2.778852959026074e-05,0.03972874498369575,0.9992105013708664,0.525575,-0.6689411617026169,0.02474937353723032,0.0,0.9339033987325479,-0.35752544222166316
22,0.005500000000000003,0.041292852510399464,4.7234259986387015e-05,0.047234259986387014,1.967656074157758,112.73838858252006,1,1,scipy_slsqp_status_0: Optimization terminated successfully; exclusion_jacobian=magnet_position_jacobian; fresh_postvalidated_and_committed,25,0.0014678863051815815,3348340.7839679695,5,4.320718275379896,0.008707147489600539,nan,0,0.25771247078179466,0.2577124707770632,4.73143746404503e-12,10,1,0.0038073770350394273,-6.627644006594602e-05,1,nan,-0.6886747727966223,-1.9624670317996902,-1.7620091039826145,-1.0171897215747192,1.570987480456944,-1.8364850602796947,0.5275297632431736,-0.6597359826930326,0.2824059733143076,-3.0580235615812654,0.6565737230570122,0.04053596693489055,0.5255759312185745,-0.668711041653168,0.02469972452660816,2.7293600352521478e-05,0.048290429414765995,0.998833336288891,0.525575,-0.6687106979552697,0.024652500697663622,0.0,0.9025379200767378,-0.43061038401733415
23,0.005750000000000003,0.04120258683372131,6.426434625474804e-05,0.06426434625474804,1.9916323079898053,114.11212558971515,1,1,scipy_slsqp_status_0: Optimization terminated successfully; exclusion_jacobian=magnet_position_jacobian; fresh_postvalidated_and_committed,20,0.002602571118352733,3364443.616198186,5,4.322465837223105,0.008797413166278696,nan,0,0.2577124707815259,0.2577124707770632,4.4627079809345105e-12,10,1,0.0036928327407743213,-9.026567667815705e-05,1,nan,-0.6869601174054332,-1.960719469956481,-1.764332145558503,-1.018461746242241,1.57178021573864,-1.8364850554211103,0.5276139820210383,-0.6578220707018402,0.28232621090549254,-3.0570597432918,0.6536455796255851,0.04253281413263817,0.525575898473801,-0.6684888802791839,0.024599811181419164,2.595086644905987e-05,0.056575832240432535,0.9983983045522739,0.525575,-0.668489735078218,0.0245355588019847,0.0,0.8881732328683991,-0.45950876859543877
24,0.006000000000000004,0.04110267812752811,7.114959184612526e-05,0.07114959184612525,2.012709646287601,115.31976811754829,1,1,scipy_slsqp_status_0: Optimization terminated successfully; exclusion_jacobian=magnet_position_jacobian; fresh_postvalidated_and_committed,26,0.0031626770678172436,3394156.4773576455,5,4.324205594211326,0.008897321872471893,nan,0,0.2577124708090603,0.2577124707770632,3.199707165890686e-11,10,1,0.0037079916970378874,-9.990870619319692e-05,1,nan,-0.6852269651674419,-1.9589797129682596,-1.7666671290520581,-1.0197378902624947,1.5725789271326274,-1.8364850290950765,0.5277007317851696,-0.6558951676419722,0.2822314594337869,-3.0560835027709854,0.650690517291627,0.04456075891268955,0.5255759059268532,-0.668267688871489,0.024488750927405385,2.610319477346207e-05,0.06488348295192929,0.9978928464312439,0.525575,-0.6682693203249633,0.024417625811757198,0.0,0.8742816158368857,-0.4854190521700239
25,0.006250000000000004,0.04099539186309143,7.640325569738803e-05,0.07640325569738804,2.0133918509153825,115.35885556348447,1,1,scipy_slsqp_status_0: Optimization terminated successfully; exclusion_jacobian=magnet_position_jacobian; fresh_postvalidated_and_committed,25,0.00362626926234197,3419052.2231341405,5,4.325916485622734,0.009004608136908572,nan,0,0.25771247077773607,0.2577124707770632,6.728506640740761e-13,10,1,0.003678199040458063,-0.00010728626443667899,1,nan,-0.6834968885532953,-1.9572688215568521,-1.7689859433978667,-1.0210027857380497,1.5733738944395232,-1.8364853687145197,0.527788475235261,-0.653978868119796,0.2821228385278605,-3.055106486884806,0.647744660442801,0.04659561558476865,0.5255758923492908,-0.668050352643763,0.024368984196912677,2.5489376158349867e-05,0.07310883122905443,0.9973239685010149,0.525575,-0.6680528139742538,0.024292625811347508,0.0,0.8699133904269495,-0.49320451453315994
26,0.006500000000000004,0.040885920960603804,7.796858467757655e-05,0.07796858467757654,2.012927798000309,115.33226728998001,1,1,scipy_slsqp_status_0: Optimization terminated successfully; exclusion_jacobian=magnet_position_jacobian; fresh_postvalidated_and_committed,25,0.0037724234624254274,3450429.0206665653,5,4.3276231042539015,0.009114079039396199,nan,0,0.25771247078032344,0.2577124707770632,3.2602254229630034e-12,10,1,0.0037019674317120966,-0.0001094709024876267,1,nan,-0.6817452638575888,-1.955562202925685,-1.7713225010213798,-1.0222732535032657,1.5741802670383416,-1.8364853738742986,0.5278785589095796,-0.6520452973178227,0.2819986723820842,-3.054111461351323,0.6447666935985307,0.04866288002985666,0.5255758993119864,-0.667833286143207,0.024245530638074192,2.5640454569676644e-05,0.0813772206434951,0.9966833736462684,0.525575,-0.6678363076235442,0.024167625810937822,0.0,0.8660254028383298,-0.5000000016387085
27,0.006750000000000004,0.04077643492464865,7.799540307834909e-05,0.07799540307834908,2.0045802760786073,114.85398951447358,1,1,scipy_slsqp_status_0: Optimization terminated successfully; exclusion_jacobian=magnet_position_jacobian; fresh_postvalidated_and_committed,21,0.0037757337913810023,3488933.7432584027,5,4.329325581874344,0.009223565075351353,nan,0,0.25771247077889914,0.2577124707770632,1.83592030467139e-12,10,1,0.0037273384715811463,-0.00010948603595515444,1,nan,-0.6799690678706267,-1.9538597253052423,-1.7736772887664445,-1.0235526764046465,1.5749913167063667,-1.8364853487291661,0.5279715629958186,-0.650093176629385,0.2818584445208572,-3.0531035272744815,0.6417524031437064,0.0507727181865104,0.5255759167933413,-0.6676162430969083,0.02412053461475079,2.6180853595356314e-05,0.0896941251157954,0.9959693585820173,0.525575,-0.6676198012728346,0.024042625810528157,0.0,0.8660254028383331,-0.5000000016387032
