x_src,y_src,z_src,rx,ry,rz,L
2.880652808559217991e-04,-4.561548928793861875e-05,-2.872985623874224720e-05,-7.569115472183996828e-07,9.101131316387487800e-07,-9.322878197960825607e-06,-9.789198636928326813e-01
-1.282501322011294275e-03,-1.896943165915050363e-04,4.275588019583689088e-05,1.125360535449024390e-06,-1.368446475336841947e-06,2.933008053277413632e-05,-1.837108596975882691e-01
-4.204188375156742293e-05,3.962831800174288610e-05,2.895862204232976106e-02,7.663401202577021371e-04,-9.121110394145967581e-04,2.350908490222197389e-06,2.510833459147893826e-03
