x_src,y_src,z_src,rx,ry,rz,L
2.978236195438910272e-04,-5.862297891567891384e-05,-2.126182579997859534e-05,-5.155269544587781638e-07,1.263827320574506530e-06,-9.613082885273627198e-06,-9.792709459888192525e-01
-1.283156457032585962e-03,-1.922302635404271598e-04,3.999570657997608691e-05,6.261111629157767311e-07,-2.282465327851923576e-06,2.860384729075349242e-05,-1.829514977180757007e-01
-2.731753633022915295e-05,2.810483706178201757e-05,3.023229936750110314e-02,8.035178173451673622e-04,-9.462365512385995103e-04,-4.202528464114507756e-07,-5.720010229359751008e-04
