rel_full,rel_translation,rel_rotation,rel_length,norm_J_fd,norm_diff
3.450843068437548043e-03,4.209761828051818144e-02,4.071681692189920571e-02,3.206470505073224456e-03,9.966747094084649206e-01,3.439368012449208704e-03
