W_el,W_b,W_t,W_m,W_cf,W_g,W_total
2.091277499865848093e-06,2.091277497105308849e-06,2.760538843333911073e-15,-1.336710397052649291e-04,9.797594074319181399e-08,0.000000000000000000e+00,-1.314817862646558921e-04
